"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","new_from","new_to","region","sig","fill_col","region2"
"142","Non-euc","Eucalyptus pilularis",0.0166092512486788,-0.0624203518519666,0.0956388543493242,0.014045235141816,0.0191732673555416,"Potential 1","Bruxner","Non-euc","Eucalyptus pilularis","N_NSW",NA,NA,"N_AUS"
"152","Syncarpia glomulifera subsp glabra","Eucalyptus pilularis",0.304749285147307,-0.0543242896631257,0.663822859957739,0.297250067369488,0.312248502925125,"Potential 1","Bruxner","Syncarpia glomulifera","Eucalyptus pilularis","N_NSW",NA,NA,"N_AUS"
"192","Non-euc","Non-euc",0.0328745336052075,-0.0913151164792983,0.157064183689713,0.0090962866258655,0.0566527805845495,"Potential 1","Bruxner","Non-euc","Non-euc","N_NSW",NA,NA,"N_AUS"
"201","Syncarpia glomulifera subsp glabra","Non-euc",-0.0460060010579375,-0.0898693951258157,-0.00214260699005926,-0.0478310558841697,-0.0441809462317053,"Potential 1","Bruxner","Syncarpia glomulifera","Non-euc","N_NSW",1,"N_NSW","N_AUS"
"252","Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra",0.332124401168044,0.151822104835754,0.512426697500334,0.321558383746683,0.342690418589405,"Potential 1","Bruxner","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW",1,"N_NSW","N_AUS"
"143","Eucalyptus grandis","Eucalyptus grandis",-0.27066430648,-0.498239164180128,-0.0430894487798715,-0.283296724939983,-0.258031888020017,"Potential 1","Osullivans","Eucalyptus grandis","Eucalyptus grandis","N_NSW",1,"N_NSW","N_AUS"
"234","Non-euc","Eucalyptus grandis",-0.195255440015966,-0.258344750415318,-0.132166129616614,-0.199607184623464,-0.190903695408467,"Potential 1","Osullivans","Non-euc","Eucalyptus grandis","N_NSW",1,"N_NSW","N_AUS"
"319","Syncarpia glomulifera subsp glomulifera","Eucalyptus grandis",-0.0137605996485307,-0.0911520726289085,0.063630873331847,-0.0164105757578639,-0.0111106235391975,"Potential 1","Osullivans","Syncarpia glomulifera","Eucalyptus grandis","N_NSW",NA,NA,"N_AUS"
"514","Non-euc","Non-euc",-0.294927217542027,-0.487283358552188,-0.102571076531866,-0.314111338712824,-0.275743096371229,"Potential 1","Osullivans","Non-euc","Non-euc","N_NSW",1,"N_NSW","N_AUS"
"617","Syncarpia glomulifera subsp glomulifera","Non-euc",-0.014426085815409,-0.0713698298557019,0.0425176582248839,-0.0167911784801115,-0.0120609931507064,"Potential 1","Osullivans","Syncarpia glomulifera","Non-euc","N_NSW",NA,NA,"N_AUS"
"914","Syncarpia glomulifera subsp glomulifera","Syncarpia glomulifera subsp glomulifera",0.177884026414329,-0.00702798424146431,0.362796037070122,0.169464287701105,0.186303765127553,"Potential 1","Osullivans","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW",NA,NA,"N_AUS"
"144","Corymbia intermedia","Corymbia intermedia",0.0384237259636243,-0.164336872898569,0.241184324825818,0.0292663580537687,0.0475810938734799,"Potential 1","Herberton","Corymbia intermedia","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"235","Eucalyptus grandis","Corymbia intermedia",-0.261864410093648,-0.380634954205429,-0.143093865981867,-0.266459694134327,-0.257269126052969,"Potential 1","Herberton","Eucalyptus grandis","Corymbia intermedia","QLD",1,"QLD","N_AUS"
"320","Non-euc","Corymbia intermedia",0.0580671468423124,-0.0667615628914326,0.182895856576058,0.0546352572474296,0.0614990364371953,"Potential 1","Herberton","Non-euc","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"515","Eucalyptus grandis","Eucalyptus grandis",-0.226298122141745,-0.527565413188757,0.0749691689052681,-0.238166074631747,-0.214430169651742,"Potential 1","Herberton","Eucalyptus grandis","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"618","Non-euc","Eucalyptus grandis",0.0420948406324636,-0.0981423326787291,0.182332013943656,0.038172928549662,0.0460167527152652,"Potential 1","Herberton","Non-euc","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"915","Non-euc","Non-euc",0.413246994305495,0.238731390055687,0.587762598555302,0.405732990777766,0.420760997833223,"Potential 1","Herberton","Non-euc","Non-euc","QLD",1,"QLD","N_AUS"
"145","Eucalyptus grandis","Eucalyptus grandis",0.1839029447574,0.0412143707806956,0.326591518734104,0.176063067494787,0.191742822020012,"Potential 1","Lamb Range","Eucalyptus grandis","Eucalyptus grandis","QLD",1,"QLD","N_AUS"
"236","Non-euc","Eucalyptus grandis",-0.139421707529575,-0.217105996338911,-0.0617374187202395,-0.142740350702203,-0.136103064356947,"Potential 1","Lamb Range","Non-euc","Eucalyptus grandis","QLD",1,"QLD","N_AUS"
"422","Non-euc","Non-euc",0.136786231216689,0.00908464961166189,0.264487812821716,0.128621254481658,0.144951207951719,"Potential 1","Lamb Range","Non-euc","Non-euc","QLD",1,"QLD","N_AUS"
"146","Corymbia intermedia","Corymbia intermedia",0.105851759465515,-0.179140275268828,0.390843794199859,0.100747858257988,0.110955660673043,"Potential 1","Baldy","Corymbia intermedia","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"237","Eucalyptus grandis","Corymbia intermedia",0.23669285345352,-0.0294080635155339,0.502793770422573,0.230833015578232,0.242552691328808,"Potential 1","Baldy","Eucalyptus grandis","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"321","Non-euc","Corymbia intermedia",0.0600165053435753,-0.0587459938524866,0.178779004539637,0.0569947571256162,0.0630382535615343,"Potential 1","Baldy","Non-euc","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"516","Eucalyptus grandis","Eucalyptus grandis",-0.33582829678547,-0.689933577541571,0.0182769839706321,-0.346007404114943,-0.325649189455996,"Potential 1","Baldy","Eucalyptus grandis","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"619","Non-euc","Eucalyptus grandis",-0.175305476869334,-0.297021549783849,-0.0535894039548201,-0.178792246289467,-0.171818707449202,"Potential 1","Baldy","Non-euc","Eucalyptus grandis","QLD",1,"QLD","N_AUS"
"916","Non-euc","Non-euc",0.317363136678258,0.223991652795479,0.410734620561037,0.307546373681956,0.32717989967456,"Potential 1","Baldy","Non-euc","Non-euc","QLD",1,"QLD","N_AUS"
"147","Corymbia intermedia","Corymbia intermedia",-2.06897272009007,-4.35953674974929,0.221591309569142,-2.10108455418243,-2.03686088599772,"Potential 1","Koombooloomba","Corymbia intermedia","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"238","Eucalyptus grandis","Corymbia intermedia",-0.551310929038971,-1.1586047508392,0.0559828927612532,-0.558304087993353,-0.54431777008459,"Potential 1","Koombooloomba","Eucalyptus grandis","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"322","Non-euc","Corymbia intermedia",0.221928330681138,-0.0528292909894608,0.496685952351736,0.217048994305898,0.226807667056378,"Potential 1","Koombooloomba","Non-euc","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"423","Syncarpia glomulifera","Corymbia intermedia",-0.0517172884145274,-0.251347781805416,0.147913204976362,-0.055225054202365,-0.0482095226266897,"Potential 1","Koombooloomba","Syncarpia glomulifera","Corymbia intermedia","QLD",NA,NA,"N_AUS"
"620","Eucalyptus grandis","Eucalyptus grandis",0.0857972046831262,-0.114954058569469,0.286548467935721,0.0792286727843021,0.0923657365819503,"Potential 1","Koombooloomba","Eucalyptus grandis","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"77","Non-euc","Eucalyptus grandis",0.022575449378739,-0.0509663037525186,0.0961172025099966,0.0204507385479891,0.0247001602094889,"Potential 1","Koombooloomba","Non-euc","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"87","Syncarpia glomulifera","Eucalyptus grandis",0.00457680559154013,-0.0803358006771805,0.0894894118602607,0.00229874016010496,0.0068548710229753,"Potential 1","Koombooloomba","Syncarpia glomulifera","Eucalyptus grandis","QLD",NA,NA,"N_AUS"
"1113","Non-euc","Non-euc",0.299568252884722,0.209230733971829,0.389905771797616,0.288448466157296,0.310688039612149,"Potential 1","Koombooloomba","Non-euc","Non-euc","QLD",1,"QLD","N_AUS"
"1212","Syncarpia glomulifera","Non-euc",-0.00575768533494974,-0.0586144292479443,0.0470990585780448,-0.00837344178372407,-0.00314192888617541,"Potential 1","Koombooloomba","Syncarpia glomulifera","Non-euc","QLD",NA,NA,"N_AUS"
"166","Syncarpia glomulifera","Syncarpia glomulifera",0.490999337805924,0.372664063418515,0.609334612193333,0.477247656081629,0.504751019530219,"Potential 1","Koombooloomba","Syncarpia glomulifera","Syncarpia glomulifera","QLD",1,"QLD","N_AUS"
"148","Eucalyptus obliqua","Eucalyptus obliqua",-0.181117289619593,-0.368549891266405,0.00631531202721983,-0.191802456358174,-0.170432122881011,"Potential 1","BlackRiver","Eucalyptus obliqua","Eucalyptus obliqua","King_TAS",NA,NA,"TAS"
"239","Eucalyptus ovata","Eucalyptus obliqua",-0.0841797187028792,-0.171059490801993,0.0027000533962348,-0.0866957572095631,-0.0816636801961953,"Potential 1","BlackRiver","Eucalyptus ovata","Eucalyptus obliqua","King_TAS",NA,NA,"TAS"
"323","Non-euc","Eucalyptus obliqua",-0.0999151003249932,-0.15863339544022,-0.0411968052097663,-0.103303022966012,-0.0965271776839741,"Potential 1","BlackRiver","Non-euc","Eucalyptus obliqua","King_TAS",1,"King_TAS","TAS"
"517","Eucalyptus ovata","Eucalyptus ovata",0.0948309476406533,-0.0952870936951585,0.284948988976465,0.0896645952211145,0.0999973000601922,"Potential 1","BlackRiver","Eucalyptus ovata","Eucalyptus ovata","King_TAS",NA,NA,"TAS"
"621","Non-euc","Eucalyptus ovata",0.0171818057769131,-0.0329281173322702,0.0672917288860964,0.0154816637541676,0.0188819477996586,"Potential 1","BlackRiver","Non-euc","Eucalyptus ovata","King_TAS",NA,NA,"TAS"
"917","Non-euc","Non-euc",0.0758071629810689,-0.0441276502500922,0.19574197621223,0.0630661189875052,0.0885482069746326,"Potential 1","BlackRiver","Non-euc","Non-euc","King_TAS",NA,NA,"TAS"
"149","Eucalyptus obliqua","Eucalyptus obliqua",0.161802664466066,0.00520170830585506,0.318403620626276,0.156529766570114,0.167075562362018,"Potential 1","BondTier","Eucalyptus obliqua","Eucalyptus obliqua","King_TAS",1,"King_TAS","TAS"
"240","Non-euc","Eucalyptus obliqua",0.00525159301537666,-0.0467302421855167,0.05723342821627,0.0029857972431136,0.00751738878763971,"Potential 1","BondTier","Non-euc","Eucalyptus obliqua","King_TAS",NA,NA,"TAS"
"424","Non-euc","Non-euc",0.164196485643786,0.0546659859052469,0.273726985382325,0.148741222752046,0.179651748535526,"Potential 1","BondTier","Non-euc","Non-euc","King_TAS",1,"King_TAS","TAS"
"150","Eucalyptus obliqua","Eucalyptus obliqua",0.172749345933517,0.0337414094500774,0.311757282416956,0.166721598975551,0.178777092891482,"Potential 1","Supersite","Eucalyptus obliqua","Eucalyptus obliqua","S_TAS",1,"S_TAS","TAS"
"241","Non-euc","Eucalyptus obliqua",0.0570370192234247,-0.00753655087312435,0.121610589319974,0.0529884906881773,0.0610855477586721,"Potential 1","Supersite","Non-euc","Eucalyptus obliqua","S_TAS",NA,NA,"TAS"
"425","Non-euc","Non-euc",0.309073120641779,0.217490232188865,0.400656009094693,0.29503286714437,0.323113374139188,"Potential 1","Supersite","Non-euc","Non-euc","S_TAS",1,"S_TAS","TAS"
"153","Eucalyptus delegatensis","Eucalyptus delegatensis",0.147880398670299,0.0240592249324173,0.271701572408181,0.138951857966567,0.156808939374032,"Potential 1","Mackenzie","Eucalyptus delegatensis","Eucalyptus delegatensis","N_TAS",1,"N_TAS","TAS"
"242","Non-euc","Eucalyptus delegatensis",-0.0521183016654249,-0.097455123605001,-0.00678147972584883,-0.0554564136331886,-0.0487801896976613,"Potential 1","Mackenzie","Non-euc","Eucalyptus delegatensis","N_TAS",1,"N_TAS","TAS"
"426","Non-euc","Non-euc",0.266293223838662,0.164633652250207,0.367952795427117,0.255680177614897,0.276906270062427,"Potential 1","Mackenzie","Non-euc","Non-euc","N_TAS",1,"N_TAS","TAS"
"154","Eucalyptus dalrympleana","Eucalyptus dalrympleana",0.0597367455500922,-0.149882912093084,0.269356403193268,0.0532324237698544,0.0662410673303299,"Potential 1","MtMaurice","Eucalyptus dalrympleana","Eucalyptus dalrympleana","Ben_TAS",NA,NA,"TAS"
"243","Eucalyptus delegatensis","Eucalyptus dalrympleana",-0.0800030666522297,-0.139030449844284,-0.0209756834601754,-0.0824482959260553,-0.0775578373784041,"Potential 1","MtMaurice","Eucalyptus delegatensis","Eucalyptus dalrympleana","Ben_TAS",1,"Ben_TAS","TAS"
"324","Non-euc","Eucalyptus dalrympleana",0.0288723137430224,-0.0740969126889637,0.131841540175009,0.0259878250382522,0.0317568024477926,"Potential 1","MtMaurice","Non-euc","Eucalyptus dalrympleana","Ben_TAS",NA,NA,"TAS"
"518","Eucalyptus delegatensis","Eucalyptus delegatensis",0.179384120865899,0.0543669461876838,0.304401295544115,0.166531500038763,0.192236741693036,"Potential 1","MtMaurice","Eucalyptus delegatensis","Eucalyptus delegatensis","Ben_TAS",1,"Ben_TAS","TAS"
"622","Non-euc","Eucalyptus delegatensis",0.102286617476692,-0.00148515185329696,0.206058386806681,0.0974120048962368,0.107161230057147,"Potential 1","MtMaurice","Non-euc","Eucalyptus delegatensis","Ben_TAS",NA,NA,"TAS"
"918","Non-euc","Non-euc",0.222788032644701,0.0373624513677879,0.408213613921614,0.215169775881885,0.230406289407517,"Potential 1","MtMaurice","Non-euc","Non-euc","Ben_TAS",1,"Ben_TAS","TAS"
"155","Eucalyptus delegatensis","Eucalyptus delegatensis",0.118315270394124,-0.00404616768842986,0.240676708476678,0.105638900399336,0.130991640388913,"Potential 1","BenRidge","Eucalyptus delegatensis","Eucalyptus delegatensis","Ben_TAS",NA,NA,"TAS"
"244","Non-euc","Eucalyptus delegatensis",-0.0452641013865784,-0.0807783945789928,-0.00974980819416394,-0.0482427920650254,-0.0422854107081314,"Potential 1","BenRidge","Non-euc","Eucalyptus delegatensis","Ben_TAS",1,"Ben_TAS","TAS"
"427","Non-euc","Non-euc",0.2460302391967,0.140835321294219,0.351225157099182,0.235008318582146,0.257052159811254,"Potential 1","BenRidge","Non-euc","Non-euc","Ben_TAS",1,"Ben_TAS","TAS"
"156","Eucalyptus coccifera","Eucalyptus coccifera",-0.166731150882609,-0.430135814376369,0.096673512611151,-0.178724689171481,-0.154737612593736,"Potential 1","MtField","Eucalyptus coccifera","Eucalyptus coccifera","S_TAS",NA,NA,"TAS"
"245","Eucalyptus delegatensis","Eucalyptus coccifera",-0.229031728573907,-0.33466731995247,-0.123396137195345,-0.232150892650348,-0.225912564497466,"Potential 1","MtField","Eucalyptus delegatensis","Eucalyptus coccifera","S_TAS",1,"S_TAS","TAS"
"325","Eucalyptus subcrenulata","Eucalyptus coccifera",-0.00236073560015596,-0.143324541547431,0.138603070347119,-0.00622005470423318,0.00149858350392125,"Potential 1","MtField","Eucalyptus subcrenulata","Eucalyptus coccifera","S_TAS",NA,NA,"TAS"
"428","Eucalyptus urnigera","Eucalyptus coccifera",-0.0515969338475083,-0.198949651395018,0.0957557837000012,-0.0546535787554372,-0.0485402889395794,"Potential 1","MtField","Eucalyptus urnigera","Eucalyptus coccifera","S_TAS",NA,NA,"TAS"
"519","Non-euc","Eucalyptus coccifera",-0.0296659361243958,-0.0999438754204058,0.0406120031716142,-0.032481103078407,-0.0268507691703846,"Potential 1","MtField","Non-euc","Eucalyptus coccifera","S_TAS",NA,NA,"TAS"
"78","Eucalyptus delegatensis","Eucalyptus delegatensis",-0.0181806783096706,-0.190577872800633,0.154216516181292,-0.0257371104633056,-0.0106242461560356,"Potential 1","MtField","Eucalyptus delegatensis","Eucalyptus delegatensis","S_TAS",NA,NA,"TAS"
"88","Eucalyptus subcrenulata","Eucalyptus delegatensis",0.0877856243908323,-0.0319538711678312,0.207525119949496,0.0839002391912235,0.0916710095904412,"Potential 1","MtField","Eucalyptus subcrenulata","Eucalyptus delegatensis","S_TAS",NA,NA,"TAS"
"919","Eucalyptus urnigera","Eucalyptus delegatensis",-0.0323917299018675,-0.131983944272885,0.0672004844691497,-0.0346455688617235,-0.0301378909420116,"Potential 1","MtField","Eucalyptus urnigera","Eucalyptus delegatensis","S_TAS",NA,NA,"TAS"
"102","Non-euc","Eucalyptus delegatensis",-0.0442403545963831,-0.107559256504616,0.0190785473118496,-0.0470843521536958,-0.0413963570390703,"Potential 1","MtField","Non-euc","Eucalyptus delegatensis","S_TAS",NA,NA,"TAS"
"1311","Eucalyptus subcrenulata","Eucalyptus subcrenulata",0.101183084319915,-0.0722027549741578,0.274568923613989,0.0941441217833508,0.10822204685648,"Potential 1","MtField","Eucalyptus subcrenulata","Eucalyptus subcrenulata","S_TAS",NA,NA,"TAS"
"1410","Eucalyptus urnigera","Eucalyptus subcrenulata",-0.0602733113506065,-0.220274315824259,0.0997276931230464,-0.0639185935562568,-0.0566280291449561,"Potential 1","MtField","Eucalyptus urnigera","Eucalyptus subcrenulata","S_TAS",NA,NA,"TAS"
"157","Non-euc","Eucalyptus subcrenulata",0.0543990831713398,-0.0256064127787894,0.134404579121469,0.0504040960881746,0.0583940702545049,"Potential 1","MtField","Non-euc","Eucalyptus subcrenulata","S_TAS",NA,NA,"TAS"
"193","Eucalyptus urnigera","Eucalyptus urnigera",0.13637616039571,-0.137181297690125,0.409933618481544,0.13034047830588,0.142411842485539,"Potential 1","MtField","Eucalyptus urnigera","Eucalyptus urnigera","S_TAS",NA,NA,"TAS"
"202","Non-euc","Eucalyptus urnigera",-0.00932884024608663,-0.0838911957055833,0.06523351521341,-0.0119534459453267,-0.00670423454684652,"Potential 1","MtField","Non-euc","Eucalyptus urnigera","S_TAS",NA,NA,"TAS"
"253","Non-euc","Non-euc",0.157079415699421,0.0327289712417096,0.281429860157133,0.142450110304687,0.171708721094156,"Potential 1","MtField","Non-euc","Non-euc","S_TAS",1,"S_TAS","TAS"
"158","Eucalyptus delegatensis","Eucalyptus delegatensis",0.12842296069682,-0.0385157507402489,0.295361672133888,0.119868387999493,0.136977533394147,"Potential 1","Caveside","Eucalyptus delegatensis","Eucalyptus delegatensis","N_TAS",NA,NA,"TAS"
"246","Eucalyptus obliqua","Eucalyptus delegatensis",-0.0344092388848406,-0.0868936971631638,0.0180752193934825,-0.0365623347066989,-0.0322561430629823,"Potential 1","Caveside","Eucalyptus obliqua","Eucalyptus delegatensis","N_TAS",NA,NA,"TAS"
"326","Non-euc","Eucalyptus delegatensis",-0.015931827418844,-0.0319799275902413,0.000116272752553302,-0.0168390640035313,-0.0150245908341567,"Potential 1","Caveside","Non-euc","Eucalyptus delegatensis","N_TAS",NA,NA,"TAS"
"520","Eucalyptus obliqua","Eucalyptus obliqua",0.279680138597831,0.138341028112625,0.421019249083037,0.269670711352858,0.289689565842804,"Potential 1","Caveside","Eucalyptus obliqua","Eucalyptus obliqua","N_TAS",1,"N_TAS","TAS"
"623","Non-euc","Eucalyptus obliqua",-0.0157916310200781,-0.0214698541265321,-0.0101134079136241,-0.0165252928494421,-0.0150579691907141,"Potential 1","Caveside","Non-euc","Eucalyptus obliqua","N_TAS",1,"N_TAS","TAS"
"920","Non-euc","Non-euc",0.180353158406149,0.0701732722334094,0.290533044578889,0.143048883197277,0.217657433615022,"Potential 1","Caveside","Non-euc","Non-euc","N_TAS",1,"N_TAS","TAS"
