"","iter","types","value","split","site"
"130",5,"Non-euc",0.522796630859375,"train","Collins"
"131",6,"Eucalyptus diversicolor",0.529009367290296,"train","Collins"
"132",6,"Non-euc",0.468841552734375,"train","Collins"
"133",7,"Eucalyptus diversicolor",0.540314523797286,"train","Collins"
"134",7,"Non-euc",0.4712890625,"train","Collins"
"135",8,"Eucalyptus diversicolor",0.54135453073602,"train","Collins"
"136",8,"Non-euc",0.522164916992187,"train","Collins"
"137",9,"Eucalyptus diversicolor",0.536339207699424,"train","Collins"
"138",9,"Non-euc",0.550982666015625,"train","Collins"
"139",10,"Eucalyptus diversicolor",0.531977603310033,"train","Collins"
"140",10,"Non-euc",0.499884033203125,"train","Collins"
"141",11,"Eucalyptus diversicolor",0.550236752158717,"train","Collins"
"142",11,"Non-euc",0.470223999023437,"train","Collins"
"143",12,"Eucalyptus diversicolor",0.545126664011102,"train","Collins"
"144",12,"Non-euc",0.515399169921875,"train","Collins"
"145",13,"Eucalyptus diversicolor",0.513315301192434,"train","Collins"
"146",13,"Non-euc",0.52188720703125,"train","Collins"
"147",14,"Eucalyptus diversicolor",0.530287893194901,"train","Collins"
"148",14,"Non-euc",0.53211669921875,"train","Collins"
"149",15,"Eucalyptus diversicolor",0.544620714689556,"train","Collins"
"150",15,"Non-euc",0.468698120117187,"train","Collins"
"151",16,"Eucalyptus diversicolor",0.521575124640214,"train","Collins"
"152",16,"Non-euc",0.509124755859375,"train","Collins"
"153",17,"Eucalyptus diversicolor",0.556894402754934,"train","Collins"
"154",17,"Non-euc",0.52083740234375,"train","Collins"
"155",18,"Eucalyptus diversicolor",0.533985338712993,"train","Collins"
"156",18,"Non-euc",0.448370361328125,"train","Collins"
"157",19,"Eucalyptus diversicolor",0.532976652446546,"train","Collins"
"158",19,"Non-euc",0.451068115234375,"train","Collins"
"159",20,"Eucalyptus diversicolor",0.542595311215049,"train","Collins"
"160",20,"Non-euc",0.440557861328125,"train","Collins"
"161",1,"Eucalyptus diversicolor",0.619036865234375,"test","Collins"
"162",1,"Non-euc",0.864996337890625,"test","Collins"
"163",2,"Eucalyptus diversicolor",0.53109130859375,"test","Collins"
"164",2,"Non-euc",0.78482666015625,"test","Collins"
"165",3,"Eucalyptus diversicolor",0.380255126953125,"test","Collins"
"166",3,"Non-euc",0.8166748046875,"test","Collins"
"167",4,"Eucalyptus diversicolor",0.544537353515625,"test","Collins"
"168",4,"Non-euc",0.75167236328125,"test","Collins"
"169",5,"Eucalyptus diversicolor",0.608636474609375,"test","Collins"
"170",5,"Non-euc",0.83505859375,"test","Collins"
"171",6,"Eucalyptus diversicolor",0.51373291015625,"test","Collins"
"172",6,"Non-euc",0.7910400390625,"test","Collins"
"173",7,"Eucalyptus diversicolor",0.50772705078125,"test","Collins"
"174",7,"Non-euc",0.79866943359375,"test","Collins"
"175",8,"Eucalyptus diversicolor",0.482177734375,"test","Collins"
"176",8,"Non-euc",0.852386474609375,"test","Collins"
"177",9,"Eucalyptus diversicolor",0.500238037109375,"test","Collins"
"178",9,"Non-euc",0.832025146484375,"test","Collins"
"179",10,"Eucalyptus diversicolor",0.60142822265625,"test","Collins"
"180",10,"Non-euc",0.639013671875,"test","Collins"
"181",11,"Eucalyptus diversicolor",0.4017333984375,"test","Collins"
"182",11,"Non-euc",0.754278564453125,"test","Collins"
"183",12,"Eucalyptus diversicolor",0.53321533203125,"test","Collins"
"184",12,"Non-euc",0.814984130859375,"test","Collins"
"185",13,"Eucalyptus diversicolor",0.514801025390625,"test","Collins"
"186",13,"Non-euc",0.758197021484375,"test","Collins"
"187",14,"Eucalyptus diversicolor",0.531036376953125,"test","Collins"
"188",14,"Non-euc",0.7414794921875,"test","Collins"
"189",15,"Eucalyptus diversicolor",0.527740478515625,"test","Collins"
"190",15,"Non-euc",0.768243408203125,"test","Collins"
"191",16,"Eucalyptus diversicolor",0.5979248046875,"test","Collins"
"192",16,"Non-euc",0.7341064453125,"test","Collins"
"193",17,"Eucalyptus diversicolor",0.45267333984375,"test","Collins"
"194",17,"Non-euc",0.739862060546875,"test","Collins"
"195",18,"Eucalyptus diversicolor",0.280865478515625,"test","Collins"
"196",18,"Non-euc",0.58931884765625,"test","Collins"
"197",19,"Eucalyptus diversicolor",0.435162353515625,"test","Collins"
"198",19,"Non-euc",0.791180419921875,"test","Collins"
"199",20,"Eucalyptus diversicolor",0.47635498046875,"test","Collins"
"200",20,"Non-euc",0.753515625,"test","Collins"
"201",1,"Eucalyptus jacksonii",0.474709903492647,"train","Clare"
"202",1,"Non-euc",0.530191274789663,"train","Clare"
"203",2,"Eucalyptus jacksonii",0.641267664292279,"train","Clare"
"204",2,"Non-euc",0.586492685171274,"train","Clare"
"205",3,"Eucalyptus jacksonii",0.510702694163603,"train","Clare"
"206",3,"Non-euc",0.497890765850361,"train","Clare"
"207",4,"Eucalyptus jacksonii",0.500499052159927,"train","Clare"
"208",4,"Non-euc",0.586241502028245,"train","Clare"
"209",5,"Eucalyptus jacksonii",0.494499655330882,"train","Clare"
"210",5,"Non-euc",0.566948523888221,"train","Clare"
"211",6,"Eucalyptus jacksonii",0.545894847196691,"train","Clare"
"212",6,"Non-euc",0.534656231219952,"train","Clare"
"213",7,"Eucalyptus jacksonii",0.562352797564338,"train","Clare"
"214",7,"Non-euc",0.523729764498197,"train","Clare"
"215",8,"Eucalyptus jacksonii",0.5653076171875,"train","Clare"
"216",8,"Non-euc",0.546093280498798,"train","Clare"
"217",9,"Eucalyptus jacksonii",0.505058737362132,"train","Clare"
"218",9,"Non-euc",0.547284639798678,"train","Clare"
"219",10,"Eucalyptus jacksonii",0.541999368106618,"train","Clare"
"220",10,"Non-euc",0.558875450721154,"train","Clare"
"221",11,"Eucalyptus jacksonii",0.560984892003677,"train","Clare"
"222",11,"Non-euc",0.528448251577524,"train","Clare"
"223",12,"Eucalyptus jacksonii",0.561839384191177,"train","Clare"
"224",12,"Non-euc",0.54238774226262,"train","Clare"
"225",13,"Eucalyptus jacksonii",0.571824017693015,"train","Clare"
"226",13,"Non-euc",0.53436279296875,"train","Clare"
"227",14,"Eucalyptus jacksonii",0.531975241268382,"train","Clare"
"228",14,"Non-euc",0.48788334773137,"train","Clare"
"229",15,"Eucalyptus jacksonii",0.584677303538603,"train","Clare"
"230",15,"Non-euc",0.538233830378606,"train","Clare"
"231",16,"Eucalyptus jacksonii",0.562431784237132,"train","Clare"
