"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"248","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",0.178649623413517,-0.0875190544026519,0.444818301229686,0.174299161130518,0.183000085696515,"Potential 1","ANU363",0.532337355632338,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"SE_VIC","SE_AUS"
"249","Eucalyptus regnans Co/dominant","Eucalyptus regnans Co/dominant",-0.509191204831545,-0.854793833960477,-0.163588575702612,-0.523207699498372,-0.495174710164718,"Potential 1","ANU589",0.691205258257864,"Eucalyptus regnans","Eucalyptus regnans","Co/dominant","Co/dominant",1,"SE_VIC","SE_AUS"
"250","Eucalyptus regnans Intermediate","Eucalyptus regnans Co/dominant",-0.139020001998038,-0.391505757016572,0.113465753020496,-0.14628175917403,-0.131758244822046,"Potential 1","ANU589",0.504971510037067,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Co/dominant",NA,"SE_VIC","SE_AUS"
"251","Eucalyptus regnans Suppressed","Eucalyptus regnans Co/dominant",0.194761284986884,-0.129464707507892,0.51898727748166,0.188970375578014,0.200552194395754,"Potential 1","ANU589",0.648451984989553,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"252","Non-euc Suppressed","Eucalyptus regnans Co/dominant",-0.0555799891313473,-0.15430528832385,0.0431453100611556,-0.0589893604907901,-0.0521706177719044,"Potential 1","ANU589",0.197450598385006,"Non-euc","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"253","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-0.424072241343568,-0.947654853430802,0.0995103707436653,-0.435990264707456,-0.412154217979681,"Potential 1","ANU589",1.04716522417447,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"SE_VIC","SE_AUS"
"254","Eucalyptus regnans Suppressed","Eucalyptus regnans Intermediate",0.428295086635317,-0.0524440980214842,0.909034271292119,0.421289153684175,0.43530101958646,"Potential 1","ANU589",0.961478369313603,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Intermediate",NA,"SE_VIC","SE_AUS"
"255","Non-euc Suppressed","Eucalyptus regnans Intermediate",-0.253466876840167,-0.438684202273173,-0.068249551407161,-0.25844662673171,-0.248487126948624,"Potential 1","ANU589",0.370434650866012,"Non-euc","Eucalyptus regnans","Suppressed","Intermediate",1,"SE_VIC","SE_AUS"
"256","Eucalyptus regnans Suppressed","Eucalyptus regnans Suppressed",-0.486959333245659,-1.21555017378396,0.241631507292642,-0.495047114262845,-0.478871552228473,"Potential 1","ANU589",1.4571816810766,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Suppressed",NA,"SE_VIC","SE_AUS"
"257","Non-euc Suppressed","Eucalyptus regnans Suppressed",0.0111686030419442,-0.160398090370337,0.182735296454226,0.00821569210864409,0.0141215139752442,"Potential 1","ANU589",0.343133386824563,"Non-euc","Eucalyptus regnans","Suppressed","Suppressed",NA,"SE_VIC","SE_AUS"
"258","Non-euc Suppressed","Non-euc Suppressed",0.180553599760375,0.0373398860699131,0.323767313450837,0.170739213581508,0.190367985939242,"Potential 1","ANU589",0.286427427380924,"Non-euc","Non-euc","Suppressed","Suppressed",1,"SE_VIC","SE_AUS"
"259","Eucalyptus regnans Co/dominant","Eucalyptus regnans Co/dominant",-0.408801290514292,-0.850725900832459,0.0331233198038742,-0.416808500455241,-0.400794080573344,"Potential 1","Turtons",0.883849220636334,"Eucalyptus regnans","Eucalyptus regnans","Co/dominant","Co/dominant",NA,"SE_VIC","SE_AUS"
"260","Eucalyptus regnans Intermediate","Eucalyptus regnans Co/dominant",-0.139168791466882,-0.64294658776259,0.364609004828826,-0.14592152953243,-0.132416053401335,"Potential 1","Turtons",1.00755559259142,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Co/dominant",NA,"SE_VIC","SE_AUS"
"261","Non-euc Suppressed","Eucalyptus regnans Co/dominant",0.0439160748105324,-0.0427466541514562,0.130578803772521,0.0410118590065941,0.0468202906144707,"Potential 1","Turtons",0.173325457923977,"Non-euc","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"262","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-0.850468198967472,-1.83581261921921,0.13487622128427,-0.85642793499076,-0.844508462944184,"Potential 1","Turtons",1.97068884050349,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"SE_VIC","SE_AUS"
"263","Non-euc Suppressed","Eucalyptus regnans Intermediate",0.0158872748024583,-0.108989823909264,0.140764373514181,0.0129847802439292,0.0187897693609873,"Potential 1","Turtons",0.249754197423445,"Non-euc","Eucalyptus regnans","Suppressed","Intermediate",NA,"SE_VIC","SE_AUS"
"264","Non-euc Suppressed","Non-euc Suppressed",0.149517546200916,0.0387480150602391,0.260287077341592,0.13543855805387,0.163596534347961,"Potential 1","Turtons",0.221539062281353,"Non-euc","Non-euc","Suppressed","Suppressed",1,"SE_VIC","SE_AUS"
"265","Eucalyptus regnans Co/dominant","Eucalyptus regnans Co/dominant",-0.222514963110301,-0.418924603930828,-0.0261053222897744,-0.230146048739962,-0.21488387748064,"Potential 1","Lardner",0.392819281641054,"Eucalyptus regnans","Eucalyptus regnans","Co/dominant","Co/dominant",1,"SE_VIC","SE_AUS"
"266","Eucalyptus regnans Intermediate","Eucalyptus regnans Co/dominant",0.0335754700268371,-0.166853900206111,0.234004840259785,0.029663793921168,0.0374871461325062,"Potential 1","Lardner",0.400858740465896,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Co/dominant",NA,"SE_VIC","SE_AUS"
"267","Non-euc Suppressed","Eucalyptus regnans Co/dominant",-0.0302798893848062,-0.118449747840068,0.0578899690704555,-0.0342737014863805,-0.0262860772832319,"Potential 1","Lardner",0.176339716910523,"Non-euc","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"268","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-0.0864484095890871,-0.682970159200371,0.510073340022197,-0.0933049724471238,-0.0795918467310504,"Potential 1","Lardner",1.19304349922257,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"SE_VIC","SE_AUS"
"269","Non-euc Suppressed","Eucalyptus regnans Intermediate",0.0422833351979404,-0.096739438674772,0.181306109070653,0.0383157451717099,0.046250925224171,"Potential 1","Lardner",0.278045547745425,"Non-euc","Eucalyptus regnans","Suppressed","Intermediate",NA,"SE_VIC","SE_AUS"
"270","Non-euc Suppressed","Non-euc Suppressed",-0.180896646520475,-0.353089639043739,-0.00870365399721065,-0.19859802296748,-0.16319527007347,"Potential 1","Lardner",0.344385985046529,"Non-euc","Non-euc","Suppressed","Suppressed",1,"SE_VIC","SE_AUS"
"271","Eucalyptus regnans Co/dominant","Eucalyptus regnans Co/dominant",-0.223505431261267,-0.471212901512597,0.0242020389900623,-0.230207620883045,-0.21680324163949,"Potential 1","HardyCreek",0.495414940502659,"Eucalyptus regnans","Eucalyptus regnans","Co/dominant","Co/dominant",NA,"SE_VIC","SE_AUS"
"272","Eucalyptus regnans Intermediate","Eucalyptus regnans Co/dominant",-0.0857341317233759,-0.243604971743652,0.0721367082969006,-0.0887498590169328,-0.082718404429819,"Potential 1","HardyCreek",0.315741680040553,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Co/dominant",NA,"SE_VIC","SE_AUS"
"273","Eucalyptus regnans Suppressed","Eucalyptus regnans Co/dominant",-0.148805597412003,-0.364572271257824,0.0669610764338174,-0.152251157214818,-0.145360037609189,"Potential 1","HardyCreek",0.431533347691642,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"274","Non-euc Suppressed","Eucalyptus regnans Co/dominant",0.0253831867823949,-0.145267252737067,0.196033626301856,0.022120930122626,0.0286454434421638,"Potential 1","HardyCreek",0.341300879038923,"Non-euc","Eucalyptus regnans","Suppressed","Co/dominant",NA,"SE_VIC","SE_AUS"
"275","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",0.159775667808542,-0.120490328851676,0.440041664468759,0.15348774020932,0.166063595407763,"Potential 1","HardyCreek",0.560531993320435,"Eucalyptus regnans","Eucalyptus regnans","Intermediate","Intermediate",NA,"SE_VIC","SE_AUS"
"276","Eucalyptus regnans Suppressed","Eucalyptus regnans Intermediate",0.122627024800413,-0.097518748492569,0.342772798093394,0.118516797683833,0.126737251916992,"Potential 1","HardyCreek",0.440291546585963,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Intermediate",NA,"SE_VIC","SE_AUS"
"277","Non-euc Suppressed","Eucalyptus regnans Intermediate",0.0788983245515011,-0.0947361698525245,0.252532818955527,0.075320646902042,0.0824760022009602,"Potential 1","HardyCreek",0.347268988808051,"Non-euc","Eucalyptus regnans","Suppressed","Intermediate",NA,"SE_VIC","SE_AUS"
"278","Eucalyptus regnans Suppressed","Eucalyptus regnans Suppressed",0.109872484341897,-0.252241913857356,0.471986882541149,0.103483948745956,0.116261019937838,"Potential 1","HardyCreek",0.724228796398505,"Eucalyptus regnans","Eucalyptus regnans","Suppressed","Suppressed",NA,"SE_VIC","SE_AUS"
"279","Non-euc Suppressed","Eucalyptus regnans Suppressed",0.0971783246500474,-0.124435812296855,0.31879246159695,0.0930953164650329,0.101261332835062,"Potential 1","HardyCreek",0.443228273893805,"Non-euc","Eucalyptus regnans","Suppressed","Suppressed",NA,"SE_VIC","SE_AUS"
"280","Non-euc Suppressed","Non-euc Suppressed",-0.0629365796912467,-0.36316769800334,0.237294538620847,-0.0689588354288313,-0.0569143239536621,"Potential 1","HardyCreek",0.600462236624186,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"SE_VIC","SE_AUS"
"281","Eucalyptus microcorys Suppressed","Eucalyptus microcorys Suppressed",-0.122051945947908,-0.88578225642036,0.641678364524544,-0.132507785878744,-0.111596106017073,"Potential 1","MinesRd",1.5274606209449,"Eucalyptus microcorys","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"282","Eucalyptus pilularis Co/dominant","Eucalyptus microcorys Suppressed",0.109690323864246,-0.362018005304112,0.581398653032604,0.103397818067555,0.115982829660937,"Potential 1","MinesRd",0.943416658336716,"Eucalyptus pilularis","Eucalyptus microcorys","Co/dominant","Suppressed",NA,"N_NSW","N_AUS"
"283","Eucalyptus pilularis Intermediate","Eucalyptus microcorys Suppressed",-0.346172225901525,-1.25853915713708,0.566194705334035,-0.357095081892994,-0.335249369910055,"Potential 1","MinesRd",1.82473386247112,"Eucalyptus pilularis","Eucalyptus microcorys","Intermediate","Suppressed",NA,"N_NSW","N_AUS"
"284","Eucalyptus pilularis Suppressed","Eucalyptus microcorys Suppressed",0.193181007216096,-0.230379335893816,0.616741350326009,0.185880615110354,0.200481399321839,"Potential 1","MinesRd",0.847120686219825,"Eucalyptus pilularis","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"285","Non-euc Suppressed","Eucalyptus microcorys Suppressed",0.190519403124997,0.0151436683172663,0.365895137932727,0.185823892649051,0.195214913600942,"Potential 1","MinesRd",0.350751469615461,"Non-euc","Eucalyptus microcorys","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"286","Eucalyptus pilularis Co/dominant","Eucalyptus pilularis Co/dominant",-0.0840552424492864,-0.444529293346314,0.276418808447741,-0.0893909680233671,-0.0787195168752058,"Potential 1","MinesRd",0.720948101794055,"Eucalyptus pilularis","Eucalyptus pilularis","Co/dominant","Co/dominant",NA,"N_NSW","N_AUS"
"287","Eucalyptus pilularis Intermediate","Eucalyptus pilularis Co/dominant",-0.486710508550483,-0.980622653274675,0.00720163617370828,-0.493412583303125,-0.480008433797842,"Potential 1","MinesRd",0.987824289448383,"Eucalyptus pilularis","Eucalyptus pilularis","Intermediate","Co/dominant",NA,"N_NSW","N_AUS"
"288","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Co/dominant",-0.0195167308401897,-0.292702907077328,0.253669445396949,-0.0235473654170782,-0.0154860962633011,"Potential 1","MinesRd",0.546372352474278,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"289","Non-euc Suppressed","Eucalyptus pilularis Co/dominant",-0.102495418016238,-0.242487203690121,0.0374963676576446,-0.105556748856337,-0.09943408717614,"Potential 1","MinesRd",0.279983571347766,"Non-euc","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"290","Eucalyptus pilularis Intermediate","Eucalyptus pilularis Intermediate",0.0401610762901398,-0.722671205851998,0.802993358432278,0.0289098844563798,0.0514122681238999,"Potential 1","MinesRd",1.52566456428428,"Eucalyptus pilularis","Eucalyptus pilularis","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"291","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Intermediate",0.0904909092713011,-0.362000356186951,0.542982174729553,0.0837758362705762,0.097205982272026,"Potential 1","MinesRd",0.904982530916504,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"292","Non-euc Suppressed","Eucalyptus pilularis Intermediate",-0.0495242657254136,-0.235932017021261,0.136883485570434,-0.0538208369906329,-0.0452276944601943,"Potential 1","MinesRd",0.372815502591694,"Non-euc","Eucalyptus pilularis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"293","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Suppressed",0.237334569620168,-0.0543717748638914,0.529040914104228,0.228161569657347,0.24650756958299,"Potential 1","MinesRd",0.583412688968119,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"294","Non-euc Suppressed","Eucalyptus pilularis Suppressed",-0.0604835478525844,-0.193170292012612,0.0722031963074432,-0.0639502652988632,-0.0570168304063056,"Potential 1","MinesRd",0.265373488320055,"Non-euc","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"295","Non-euc Suppressed","Non-euc Suppressed",0.135903336006588,-0.0101518479621531,0.281958519975329,0.127156862033782,0.144649809979393,"Potential 1","MinesRd",0.292110367937482,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"296","Eucalyptus pilularis Co/dominant","Eucalyptus pilularis Co/dominant",-0.486659035950796,-1.42053505540909,0.447216983507501,-0.496613360435754,-0.476704711465838,"Potential 1","Tinebank",1.86775203891659,"Eucalyptus pilularis","Eucalyptus pilularis","Co/dominant","Co/dominant",NA,"N_NSW","N_AUS"
"297","Non-euc Suppressed","Eucalyptus pilularis Co/dominant",0.05274531123981,-0.0515085420779629,0.156999164557583,0.0505843963001696,0.0549062261794503,"Potential 1","Tinebank",0.208507706635546,"Non-euc","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"298","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus pilularis Co/dominant",-0.076060535773088,-0.366519699619432,0.214398628073256,-0.0801004247206694,-0.0720206468255065,"Potential 1","Tinebank",0.580918327692689,"Syncarpia glomulifera subsp glabra","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"299","Non-euc Suppressed","Non-euc Suppressed",-0.0493611000573135,-0.176031766754353,0.0773095666397262,-0.0628427032876618,-0.0358794968269653,"Potential 1","Tinebank",0.253341333394079,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"300","Syncarpia glomulifera subsp glabra Suppressed","Non-euc Suppressed",-0.0773664080005043,-0.139597240979396,-0.0151355750216124,-0.0799976939247811,-0.0747351220762275,"Potential 1","Tinebank",0.124461665957784,"Syncarpia glomulifera subsp glabra","Non-euc","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"301","Syncarpia glomulifera subsp glabra Suppressed","Syncarpia glomulifera subsp glabra Suppressed",-0.090082878710774,-0.375354518260988,0.19518876083944,-0.099121031244945,-0.081044726176603,"Potential 1","Tinebank",0.570543279100428,"Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"302","Eucalyptus microcorys Suppressed","Eucalyptus microcorys Suppressed",0.263386951184132,0.14927870682969,0.377495195538573,0.254737124360171,0.272036778008093,"Potential 1","Lorne",0.228216488708884,"Eucalyptus microcorys","Eucalyptus microcorys","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"303","Eucalyptus pilularis Co/dominant","Eucalyptus microcorys Suppressed",0.0135960907582178,-0.0821935728736383,0.109385754390074,0.0105497804818758,0.0166424010345598,"Potential 1","Lorne",0.191579327263712,"Eucalyptus pilularis","Eucalyptus microcorys","Co/dominant","Suppressed",NA,"N_NSW","N_AUS"
"304","Non-euc Suppressed","Eucalyptus microcorys Suppressed",-0.0691166181767543,-0.120430651785143,-0.0178025845683657,-0.071525750253989,-0.0667074860995195,"Potential 1","Lorne",0.102628067216777,"Non-euc","Eucalyptus microcorys","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"305","Eucalyptus pilularis Co/dominant","Eucalyptus pilularis Co/dominant",0.241277272776012,0.00469547888893401,0.47785906666309,0.235391259853658,0.247163285698366,"Potential 1","Lorne",0.473163587774156,"Eucalyptus pilularis","Eucalyptus pilularis","Co/dominant","Co/dominant",1,"N_NSW","N_AUS"
"306","Non-euc Suppressed","Eucalyptus pilularis Co/dominant",-0.00505668796845631,-0.0983900843905152,0.0882767084536026,-0.00777402148007542,-0.00233935445683721,"Potential 1","Lorne",0.186666792844118,"Non-euc","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"307","Non-euc Suppressed","Non-euc Suppressed",-0.00062876874276103,-0.161882001026648,0.160624463541126,-0.0112968974044649,0.0100393599189428,"Potential 1","Lorne",0.322506464567774,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"308","Eucalyptus microcorys Suppressed","Eucalyptus microcorys Suppressed",0.386778812967952,0.200274820707805,0.573282805228098,0.376972460638705,0.396585165297199,"Potential 1","BirdTree",0.373007984520293,"Eucalyptus microcorys","Eucalyptus microcorys","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"309","Eucalyptus pilularis Co/dominant","Eucalyptus microcorys Suppressed",0.00789349173618662,-0.137872856206949,0.153659839679322,0.00540496287701246,0.0103820205953608,"Potential 1","BirdTree",0.291532695886271,"Eucalyptus pilularis","Eucalyptus microcorys","Co/dominant","Suppressed",NA,"N_NSW","N_AUS"
"310","Non-euc Suppressed","Eucalyptus microcorys Suppressed",-0.0324149995067049,-0.109481085727902,0.0446510867144927,-0.0350965424400054,-0.0297334565734044,"Potential 1","BirdTree",0.154132172442395,"Non-euc","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"311","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus microcorys Suppressed",-0.205072948187258,-0.453921391514121,0.0437754951396055,-0.2088872280135,-0.201258668361015,"Potential 1","BirdTree",0.497696886653726,"Syncarpia glomulifera subsp glabra","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
