"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","class_from","class_to","species_from","species_to","class_int","georegion","region","sig","cc_to","cc_from","cc_int"
"208","Eucalyptus fastigata small","Eucalyptus fastigata large",-0.0293980750182528,-0.191248380957277,0.132452230920772,-0.0318949331839247,-0.0269012168525809,"Potential 1","Goodenia",0.323700611878049,"small","large","Eucalyptus fastigata","Eucalyptus fastigata","small_large","S_NSW","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"209","Eucalyptus fastigata small","Eucalyptus fastigata small",0.294121542267328,0.102460295263188,0.485782789271468,0.288014416043782,0.300228668490874,"Potential 1","Goodenia",0.38332249400828,"small","small","Eucalyptus fastigata","Eucalyptus fastigata","small_small","S_NSW","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"210","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.0933641346867735,-0.349914063138405,0.163185793764858,-0.0990597003103092,-0.0876685690632378,"Potential 1","Candelo",0.513099856903263,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","S_NSW","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"211","Eucalyptus obliqua small","Eucalyptus obliqua large",-0.0291794902538672,-0.132245937673198,0.0738869571654631,-0.0314910536875133,-0.0268679268202211,"Potential 1","Candelo",0.206132894838661,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","S_NSW","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"212","Eucalyptus obliqua small","Eucalyptus obliqua small",0.33299420275068,0.249074650986278,0.416913754515082,0.324064074083407,0.341924331417954,"Potential 1","Candelo",0.167839103528804,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","S_NSW","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"213","Eucalyptus regnans large","Eucalyptus regnans large",-0.271892801996982,-0.612226377392319,0.0684407733983542,-0.279746501088301,-0.264039102905664,"Potential 1","ANU101",0.680667150790673,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"214","Eucalyptus regnans small","Eucalyptus regnans large",-0.165355995543585,-0.279735994482042,-0.0509759966051267,-0.168180261745176,-0.162531729341993,"Potential 1","ANU101",0.228759997876916,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","N_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"215","Pomaderris aspera small","Eucalyptus regnans large",-0.0272296718747338,-0.157299816714382,0.102840472964914,-0.0304402331062681,-0.0240191106431996,"Potential 1","ANU101",0.260140289679296,"small","large","Pomaderris aspera","Eucalyptus regnans","small_large","N_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"216","Eucalyptus regnans small","Eucalyptus regnans small",0.00901569110734981,-0.188057851825313,0.206089234040013,0.00245836046458536,0.0155730217501143,"Potential 1","ANU101",0.394147085865326,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"217","Pomaderris aspera small","Eucalyptus regnans small",-0.0843787635300037,-0.166483559006091,-0.00227396805391676,-0.0866153341784264,-0.082142192881581,"Potential 1","ANU101",0.164209590952174,"small","small","Pomaderris aspera","Eucalyptus regnans","small_small","N_VIC","SE_AUS","1","Canopy","Subcanopy","Subcanopy_Canopy"
"218","Pomaderris aspera small","Pomaderris aspera small",0.20338533640708,0.0555837954019691,0.351186877412191,0.196288995760531,0.210481677053628,"Potential 1","ANU101",0.295603082010222,"small","small","Pomaderris aspera","Pomaderris aspera","small_small","N_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"219","Acacia melanoxylon large","Acacia melanoxylon large",0.0848998558536436,-0.101387481820309,0.271187193527596,0.0806194441292556,0.0891802675780315,"Potential 1","Ada Tree",0.372574675347905,"large","large","Acacia melanoxylon","Acacia melanoxylon","large_large","N_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"220","Acacia melanoxylon small","Acacia melanoxylon large",-0.0230909686777663,-0.108397987983605,0.0622160506280723,-0.0250405680029599,-0.0211413693525728,"Potential 1","Ada Tree",0.170614038611677,"small","large","Acacia melanoxylon","Acacia melanoxylon","small_large","N_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"221","Eucalyptus regnans large","Acacia melanoxylon large",0.189496762168338,-0.0589954568991883,0.437988981235865,0.184420667588218,0.194572856748459,"Potential 1","Ada Tree",0.496984438135053,"large","large","Eucalyptus regnans","Acacia melanoxylon","large_large","N_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"222","Eucalyptus regnans small","Acacia melanoxylon large",0.0804903063239313,-0.0875101915002042,0.248490804148067,0.0767943371755603,0.0841862754723023,"Potential 1","Ada Tree",0.336000995648271,"small","large","Eucalyptus regnans","Acacia melanoxylon","small_large","N_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"223","Acacia melanoxylon small","Acacia melanoxylon small",0.167313088154712,0.0233012734757626,0.311324902833661,0.159077313519427,0.175548862789996,"Potential 1","Ada Tree",0.288023629357898,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","N_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"224","Eucalyptus regnans large","Acacia melanoxylon small",-0.0515146421277232,-0.176695967735828,0.0736666834803819,-0.0554981028379764,-0.04753118141747,"Potential 1","Ada Tree",0.25036265121621,"large","small","Eucalyptus regnans","Acacia melanoxylon","large_small","N_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"225","Eucalyptus regnans small","Acacia melanoxylon small",0.106255670799749,-0.0179656977877602,0.230477039387259,0.102318909360668,0.110192432238831,"Potential 1","Ada Tree",0.248442737175019,"small","small","Eucalyptus regnans","Acacia melanoxylon","small_small","N_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"226","Eucalyptus regnans large","Eucalyptus regnans large",-0.701121176485261,-1.11680448519901,-0.28543786777151,-0.719198846319828,-0.683043506650693,"Potential 1","Ada Tree",0.831366617427501,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","N_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"227","Eucalyptus regnans small","Eucalyptus regnans large",-0.215539893237735,-0.448197244851034,0.0171174583755637,-0.222282617405237,-0.208797169070233,"Potential 1","Ada Tree",0.465314703226598,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"228","Eucalyptus regnans small","Eucalyptus regnans small",-0.263110676301452,-0.54171840844534,0.0154970558424347,-0.271774034756941,-0.254447317845964,"Potential 1","Ada Tree",0.557215464287774,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"229","Acacia melanoxylon large","Acacia melanoxylon large",-0.235695761792836,-0.604802140905687,0.133410617320014,-0.242944001477227,-0.228447522108446,"Potential 1","Weeaproinah",0.7382127582257,"large","large","Acacia melanoxylon","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"230","Acacia melanoxylon small","Acacia melanoxylon large",0.00737324174805818,-0.155388304902822,0.170134788398939,0.00330670270364319,0.0114397807924732,"Potential 1","Weeaproinah",0.325523093301761,"small","large","Acacia melanoxylon","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"231","Eucalyptus regnans large","Acacia melanoxylon large",-0.0690768122989681,-0.274372716118279,0.136219091520343,-0.0742850307874622,-0.0638685938104739,"Potential 1","Weeaproinah",0.410591807638622,"large","large","Eucalyptus regnans","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"232","Eucalyptus regnans small","Acacia melanoxylon large",0.135077764792531,-0.0436013181318283,0.31375684771689,0.130816355701874,0.139339173883188,"Potential 1","Weeaproinah",0.357358165848718,"small","large","Eucalyptus regnans","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"233","Nematolepis squamea subsp squamea large","Acacia melanoxylon large",-0.172896686335431,-0.373391347701753,0.0275979750308914,-0.176875760578721,-0.168917612092141,"Potential 1","Weeaproinah",0.400989322732645,"large","large","Nematolepis squamea","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"234","Nematolepis squamea subsp squamea small","Acacia melanoxylon large",0.0315792386012671,-0.0515576139698404,0.114716091172375,0.0291424753580025,0.0340160018445317,"Potential 1","Weeaproinah",0.166273705142215,"small","large","Nematolepis squamea","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"235","Acacia melanoxylon small","Acacia melanoxylon small",0.214044347612318,0.0438182644892582,0.384270430735378,0.206147421203284,0.221941274021352,"Potential 1","Weeaproinah",0.34045216624612,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","S_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"236","Eucalyptus regnans large","Acacia melanoxylon small",0.0405434384180768,-0.0961098114128274,0.177196688248981,0.0366985616348459,0.0443883152013076,"Potential 1","Weeaproinah",0.273306499661808,"large","small","Eucalyptus regnans","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"237","Eucalyptus regnans small","Acacia melanoxylon small",0.0171425566693464,-0.0947062460814348,0.128991359420128,0.0135329000459854,0.0207522132927074,"Potential 1","Weeaproinah",0.223697605501562,"small","small","Eucalyptus regnans","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"238","Nematolepis squamea subsp squamea large","Acacia melanoxylon small",-0.118372031466403,-0.248086187393033,0.0113421244602257,-0.121843558143115,-0.114900504789692,"Potential 1","Weeaproinah",0.259428311853258,"large","small","Nematolepis squamea","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"239","Nematolepis squamea subsp squamea small","Acacia melanoxylon small",0.0771031010632625,0.0107955514695003,0.143410650657025,0.073104498314911,0.081101703811614,"Potential 1","Weeaproinah",0.132615099187524,"small","small","Nematolepis squamea","Acacia melanoxylon","small_small","S_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"240","Eucalyptus regnans large","Eucalyptus regnans large",-0.487478680036427,-0.763754939066465,-0.211202421006388,-0.502979275090265,-0.471978084982588,"Potential 1","Weeaproinah",0.552552518060077,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","S_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"241","Eucalyptus regnans small","Eucalyptus regnans large",-0.129668066415108,-0.275764348874676,0.0164282160444602,-0.134396413698507,-0.124939719131709,"Potential 1","Weeaproinah",0.292192564919136,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"242","Nematolepis squamea subsp squamea large","Eucalyptus regnans large",0.0344945673924041,-0.137759585147618,0.206748719932426,0.0304503503409219,0.0385387844438862,"Potential 1","Weeaproinah",0.344508305080044,"large","large","Nematolepis squamea","Eucalyptus regnans","large_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"243","Nematolepis squamea subsp squamea small","Eucalyptus regnans large",0.0151925549325971,-0.0666349428667128,0.0970200527319069,0.0118956415489602,0.0184894683162339,"Potential 1","Weeaproinah",0.16365499559862,"small","large","Nematolepis squamea","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"244","Eucalyptus regnans small","Eucalyptus regnans small",-0.169623306325768,-0.381578872656205,0.0423322600046697,-0.17973541181672,-0.159511200834815,"Potential 1","Weeaproinah",0.423911132660875,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","S_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"245","Nematolepis squamea subsp squamea large","Eucalyptus regnans small",0.0881354271535603,-0.0519769763775542,0.228247830684675,0.084373738707993,0.0918971155991276,"Potential 1","Weeaproinah",0.280224807062229,"large","small","Nematolepis squamea","Eucalyptus regnans","large_small","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"246","Nematolepis squamea subsp squamea small","Eucalyptus regnans small",-0.0217267330368161,-0.0921647912152511,0.0487113251416189,-0.0247196059689468,-0.0187338601046854,"Potential 1","Weeaproinah",0.14087611635687,"small","small","Nematolepis squamea","Eucalyptus regnans","small_small","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"247","Nematolepis squamea subsp squamea large","Nematolepis squamea subsp squamea large",-0.00992976882798934,-0.260484617488378,0.240625079832399,-0.0165273823701246,-0.00333215528585407,"Potential 1","Weeaproinah",0.501109697320777,"large","large","Nematolepis squamea","Nematolepis squamea","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"248","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea large",0.00693470025724015,-0.066579403829412,0.0804488043438923,0.00439930423647247,0.00947009627800782,"Potential 1","Weeaproinah",0.147028208173304,"small","large","Nematolepis squamea","Nematolepis squamea","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"249","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea small",0.326634584226657,0.21255176992395,0.440717398529363,0.314642222663969,0.338626945789345,"Potential 1","Weeaproinah",0.228165628605413,"small","small","Nematolepis squamea","Nematolepis squamea","small_small","S_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"250","Eucalyptus regnans large","Eucalyptus regnans large",-0.701516429778899,-1.12826597483938,-0.274766884718419,-0.724837802514595,-0.678195057043202,"Potential 1","ANU363",0.85349909012096,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","N_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"251","Eucalyptus regnans small","Eucalyptus regnans large",-0.254388480249757,-0.397444101131665,-0.11133285936785,-0.260484661467584,-0.248292299031931,"Potential 1","ANU363",0.286111241763814,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","N_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"252","Eucalyptus regnans small","Eucalyptus regnans small",0.000243036046757501,-0.182545242603068,0.183031314696583,-0.00522750931557943,0.00571358140909443,"Potential 1","ANU363",0.365576557299651,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"253","Eucalyptus regnans large","Eucalyptus regnans large",-0.43313459993303,-0.837143063333446,-0.0291261365326135,-0.446333808600095,-0.419935391265965,"Potential 1","ANU589",0.808016926800833,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","N_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"254","Eucalyptus regnans small","Eucalyptus regnans large",-0.108280369282604,-0.247533975303927,0.0309732367387181,-0.112731533632153,-0.103829204933055,"Potential 1","ANU589",0.278507212042645,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"255","Olearia argophylla small","Eucalyptus regnans large",-0.0393733658527237,-0.31809912160926,0.239352389903813,-0.0445870084543981,-0.0341597232510493,"Potential 1","ANU589",0.557451511513073,"small","large","Olearia argophylla","Eucalyptus regnans","small_large","N_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"256","Pomaderris aspera small","Eucalyptus regnans large",-0.069669013343988,-0.168036638386771,0.0286986116987951,-0.0732266215001368,-0.0661114051878391,"Potential 1","ANU589",0.196735250085566,"small","large","Pomaderris aspera","Eucalyptus regnans","small_large","N_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"257","Eucalyptus regnans small","Eucalyptus regnans small",0.0965636761128545,-0.0850976841274514,0.27822503635316,0.0898862509592959,0.103241101266413,"Potential 1","ANU589",0.363322720480612,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","N_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"258","Olearia argophylla small","Eucalyptus regnans small",-0.143391424405067,-0.286707601942014,-7.5246868119716e-05,-0.145908452791033,-0.140874396019101,"Potential 1","ANU589",0.286632355073895,"small","small","Olearia argophylla","Eucalyptus regnans","small_small","N_VIC","SE_AUS","1","Canopy","Subcanopy","Subcanopy_Canopy"
"259","Pomaderris aspera small","Eucalyptus regnans small",-0.0296010825745733,-0.103291406314873,0.0440892411657261,-0.0319446130402195,-0.0272575521089272,"Potential 1","ANU589",0.147380647480599,"small","small","Pomaderris aspera","Eucalyptus regnans","small_small","N_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"260","Olearia argophylla small","Olearia argophylla small",0.246236985015625,-0.302265048048902,0.794739018080152,0.238871496957259,0.253602473073991,"Potential 1","ANU589",1.09700406612905,"small","small","Olearia argophylla","Olearia argophylla","small_small","N_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"261","Pomaderris aspera small","Olearia argophylla small",0.011150036822129,-0.149704070566825,0.172004144211083,0.00705075599365423,0.0152493176506037,"Potential 1","ANU589",0.321708214777909,"small","small","Pomaderris aspera","Olearia argophylla","small_small","N_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"262","Pomaderris aspera small","Pomaderris aspera small",0.424610347099376,0.31014811714007,0.539072577058682,0.414279616941403,0.434941077257349,"Potential 1","ANU589",0.228924459918612,"small","small","Pomaderris aspera","Pomaderris aspera","small_small","N_VIC","SE_AUS","1","Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"263","Acacia melanoxylon large","Acacia melanoxylon large",-1.18409957637562,-3.36968205450686,1.00148290175563,-1.20584630204434,-1.16235285070689,"Potential 1","Turtons",4.37116495626249,"large","large","Acacia melanoxylon","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"264","Acacia melanoxylon small","Acacia melanoxylon large",-0.12509719032856,-0.645293046219815,0.395098665562694,-0.133091184015623,-0.117103196641498,"Potential 1","Turtons",1.04039171178251,"small","large","Acacia melanoxylon","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"265","Eucalyptus regnans large","Acacia melanoxylon large",0.860459863684205,-0.465840534452732,2.18676026182114,0.8404225630072,0.880497164361209,"Potential 1","Turtons",2.65260079627387,"large","large","Eucalyptus regnans","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"266","Eucalyptus regnans small","Acacia melanoxylon large",-0.162674429121117,-0.852697660249161,0.527348802006927,-0.171766425155423,-0.153582433086811,"Potential 1","Turtons",1.38004646225609,"small","large","Eucalyptus regnans","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"267","Hedycarya angustifolia large","Acacia melanoxylon large",-0.45860279060413,-1.412515171998,0.495309590789738,-0.470287380312787,-0.446918200895472,"Potential 1","Turtons",1.90782476278774,"large","large","Hedycarya angustifolia","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"268","Hedycarya angustifolia small","Acacia melanoxylon large",0.467615711180606,-0.0511848236279556,0.986416245989167,0.458427789459738,0.476803632901473,"Potential 1","Turtons",1.03760106961712,"small","large","Hedycarya angustifolia","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"269","Nematolepis squamea subsp squamea large","Acacia melanoxylon large",-0.201149924996246,-0.88637794288656,0.484078092894069,-0.21161908060537,-0.190680769387121,"Potential 1","Turtons",1.37045603578063,"large","large","Nematolepis squamea","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"270","Nematolepis squamea subsp squamea small","Acacia melanoxylon large",0.0258717197886733,-0.329471807496378,0.381215247073724,0.0188909855253401,0.0328524540520064,"Potential 1","Turtons",0.710687054570102,"small","large","Nematolepis squamea","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"271","Olearia argophylla large","Acacia melanoxylon large",0.133886799472034,-0.639755133564424,0.907528732508492,0.125205516575621,0.142568082368446,"Potential 1","Turtons",1.54728386607292,"large","large","Olearia argophylla","Acacia melanoxylon","large_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"272","Olearia argophylla small","Acacia melanoxylon large",0.168367401506581,-0.246997707933221,0.583732510946383,0.16050931038496,0.176225492628202,"Potential 1","Turtons",0.830730218879604,"small","large","Olearia argophylla","Acacia melanoxylon","small_large","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"273","Acacia melanoxylon small","Acacia melanoxylon small",0.110379106094901,-0.163377520986393,0.384135733176195,0.103120994462633,0.117637217727169,"Potential 1","Turtons",0.547513254162589,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"274","Eucalyptus regnans large","Acacia melanoxylon small",0.049296472227568,-0.775660701755047,0.874253646210183,0.0379240133193005,0.0606689311358355,"Potential 1","Turtons",1.64991434796523,"large","small","Eucalyptus regnans","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"275","Eucalyptus regnans small","Acacia melanoxylon small",-0.0104896489449446,-0.353937937368694,0.332958639478804,-0.016015204758679,-0.00496409313121008,"Potential 1","Turtons",0.686896576847498,"small","small","Eucalyptus regnans","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Canopy","Canopy_Subcanopy"
"276","Hedycarya angustifolia large","Acacia melanoxylon small",-0.176215788048836,-0.54295397637543,0.190522400277757,-0.182619568993405,-0.169812007104268,"Potential 1","Turtons",0.733476376653187,"large","small","Hedycarya angustifolia","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"277","Hedycarya angustifolia small","Acacia melanoxylon small",0.135546975564524,-0.056299603754521,0.327393554883568,0.131177941794917,0.13991600933413,"Potential 1","Turtons",0.383693158638089,"small","small","Hedycarya angustifolia","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"278","Nematolepis squamea subsp squamea large","Acacia melanoxylon small",-0.0383586989762931,-0.36464541550925,0.287928017556664,-0.0440384397276269,-0.0326789582249592,"Potential 1","Turtons",0.652573433065914,"large","small","Nematolepis squamea","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"279","Nematolepis squamea subsp squamea small","Acacia melanoxylon small",-0.0617261415215725,-0.272604647949224,0.149152364906079,-0.0659369862703365,-0.0575152967728086,"Potential 1","Turtons",0.421757012855302,"small","small","Nematolepis squamea","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"280","Olearia argophylla large","Acacia melanoxylon small",-0.154944648435817,-0.481922520579963,0.172033223708329,-0.160604489449577,-0.149284807422056,"Potential 1","Turtons",0.653955744288292,"large","small","Olearia argophylla","Acacia melanoxylon","large_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"281","Olearia argophylla small","Acacia melanoxylon small",0.145971487084909,-0.0658886861398129,0.357831660309631,0.140456371349687,0.151486602820132,"Potential 1","Turtons",0.423720346449444,"small","small","Olearia argophylla","Acacia melanoxylon","small_small","S_VIC","SE_AUS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy"
"282","Eucalyptus regnans large","Eucalyptus regnans large",-3.30694741453716,-5.74408140683,-0.869813422244329,-3.34414902155915,-3.26974580751517,"Potential 1","Turtons",4.87426798458567,"large","large","Eucalyptus regnans","Eucalyptus regnans","large_large","S_VIC","SE_AUS","1","Canopy","Canopy","Canopy_Canopy"
"283","Eucalyptus regnans small","Eucalyptus regnans large",0.919315459981727,-0.118155005887946,1.9567859258514,0.90196084255344,0.936670077410015,"Potential 1","Turtons",2.07494093173935,"small","large","Eucalyptus regnans","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
"284","Hedycarya angustifolia large","Eucalyptus regnans large",0.580842413075054,-0.324377329471662,1.48606215562177,0.566630199607092,0.595054626543017,"Potential 1","Turtons",1.81043948509343,"large","large","Hedycarya angustifolia","Eucalyptus regnans","large_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"285","Hedycarya angustifolia small","Eucalyptus regnans large",-0.292216586480305,-0.712462176508902,0.128029003548291,-0.300621298320215,-0.283811874640396,"Potential 1","Turtons",0.840491180057193,"small","large","Hedycarya angustifolia","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"286","Nematolepis squamea subsp squamea large","Eucalyptus regnans large",0.38357757303277,-0.594378765188551,1.36153391125409,0.3697340771032,0.39742106896234,"Potential 1","Turtons",1.95591267644264,"large","large","Nematolepis squamea","Eucalyptus regnans","large_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"287","Nematolepis squamea subsp squamea small","Eucalyptus regnans large",-0.023614870743478,-0.582080136716599,0.534850395229643,-0.0332714175071394,-0.0139583239798166,"Potential 1","Turtons",1.11693053194624,"small","large","Nematolepis squamea","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"288","Olearia argophylla large","Eucalyptus regnans large",-0.710495353745643,-1.62945478410178,0.208464076610494,-0.725254402502273,-0.695736304989013,"Potential 1","Turtons",1.83791886071227,"large","large","Olearia argophylla","Eucalyptus regnans","large_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"289","Olearia argophylla small","Eucalyptus regnans large",0.557893189217944,-0.177358691376681,1.29314506981257,0.544451341634747,0.571335036801141,"Potential 1","Turtons",1.47050376118925,"small","large","Olearia argophylla","Eucalyptus regnans","small_large","S_VIC","SE_AUS",NA,"Canopy","Subcanopy","Subcanopy_Canopy"
"290","Eucalyptus regnans small","Eucalyptus regnans small",-0.718835742954443,-1.61778195743287,0.180110471523987,-0.730994618011439,-0.706676867897447,"Potential 1","Turtons",1.79789242895686,"small","small","Eucalyptus regnans","Eucalyptus regnans","small_small","S_VIC","SE_AUS",NA,"Canopy","Canopy","Canopy_Canopy"
