"","x","predicted","std.error","conf.low","conf.high","group"
"1","Small ↔ Small",0.207822353497537,0.0291719688813152,0.150646345132037,0.264998361863038,"Subcanopy"
"2","Small ↔ Small",0.153659287102557,0.0276229190770709,0.0995193605636334,0.20779921364148,"Canopy"
"3","Small ↔ Large",0.0559927029530864,0.0318566343855547,-0.00644515311126104,0.118430559017434,"Subcanopy"
"4","Small ↔ Large",-0.000472487507202612,0.0276229190770712,-0.0546124140461266,0.0536674390317214,"Canopy"
"5","Large ↔ Large",-0.0446901011860106,0.0318566343970568,-0.107127957272902,0.0177477549008806,"Subcanopy"
"6","Large ↔ Large",-0.301681915723872,0.027622919077071,-0.355821842262795,-0.247541989184948,"Canopy"
