"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to","region"
"222","Weeaproinah","small Eucalypt","large Eucalypt",-0.183347620268974,-0.308281435957966,-0.0584138045799829,-0.187958387175911,-0.178736853362037,"Potential 1",0.249867631377983,1,"Eucalypt","Eucalypt","small","large","SE_VIC"
"319","Weeaproinah","small Non-euc","large Eucalypt",0.0321664210922202,-0.0413219220403804,0.105654764224821,0.0289400554737856,0.0353927867106549,"Potential 1",0.146976686265201,NA,"Non-euc","Eucalypt","small","large","SE_VIC"
"516","Weeaproinah","small Eucalypt","small Eucalypt",-0.0207161880282564,-0.191717302103626,0.150284926047113,-0.028786571082668,-0.0126458049738448,"Potential 1",0.342002228150739,NA,"Eucalypt","Eucalypt","small","small","SE_VIC"
"619","Weeaproinah","small Non-euc","small Eucalypt",0.0154557286023431,-0.0315688601867374,0.0624803173914237,0.0132300012746444,0.0176814559300418,"Potential 1",0.0940491775781611,NA,"Non-euc","Eucalypt","small","small","SE_VIC"
"916","Weeaproinah","small Non-euc","small Non-euc",0.198732958793144,0.0970856127323254,0.300380304853963,0.182871085718001,0.214594831868288,"Potential 1",0.203294692121638,1,"Non-euc","Non-euc","small","small","SE_VIC"
"130","ANU363","large Eucalypt","large Eucalypt",-0.671067056542879,-0.979156612552589,-0.362977500533169,-0.689156792815092,-0.652977320270666,"Potential 1",0.616179112019419,1,"Eucalypt","Eucalypt","large","large","SE_VIC"
"131","ANU589","large Eucalypt","large Eucalypt",-0.390485891703957,-0.662184973806662,-0.118786809601251,-0.404840973772159,-0.376130809635754,"Potential 1",0.543398164205412,1,"Eucalypt","Eucalypt","large","large","SE_VIC"
"223","ANU589","small Eucalypt","large Eucalypt",0.122262773667736,-0.124413027648646,0.368938574984119,0.115755292425963,0.128770254909509,"Potential 1",0.493351602632765,NA,"Eucalypt","Eucalypt","small","large","SE_VIC"
"320","ANU589","small Non-euc","large Eucalypt",-0.0794115426408692,-0.157756605043239,-0.00106648023849988,-0.0825334020440976,-0.0762896832376408,"Potential 1",0.156690124804739,1,"Non-euc","Eucalypt","small","large","SE_VIC"
"517","ANU589","small Eucalypt","small Eucalypt",0.168536919454721,-0.263775599509675,0.600849438419117,0.162135711212242,0.174938127697199,"Potential 1",0.864625037928793,NA,"Eucalypt","Eucalypt","small","small","SE_VIC"
"620","ANU589","small Non-euc","small Eucalypt",-0.131076439985556,-0.286184624548728,0.0240317445776153,-0.134199721160127,-0.127953158810986,"Potential 1",0.310216369126343,NA,"Non-euc","Eucalypt","small","small","SE_VIC"
"917","ANU589","small Non-euc","small Non-euc",0.225100998054333,0.101175480168307,0.349026515940358,0.21633618549755,0.233865810611115,"Potential 1",0.247851035772051,1,"Non-euc","Non-euc","small","small","SE_VIC"
"132","Turtons","large Eucalypt","large Eucalypt",-0.439378497857998,-0.808816798653223,-0.0699401970627742,-0.449275299012383,-0.429481696703613,"Potential 1",0.738876601590448,1,"Eucalypt","Eucalypt","large","large","SE_VIC"
"224","Turtons","large Non-euc","large Eucalypt",-0.200523637531372,-0.589614270088921,0.188566995026176,-0.207540161492541,-0.193507113570204,"Potential 1",0.778181265115097,NA,"Non-euc","Eucalypt","large","large","SE_VIC"
"321","Turtons","small Non-euc","large Eucalypt",0.0573431069829474,-0.0467023017555208,0.161388515721416,0.0536776549955318,0.061008558970363,"Potential 1",0.208090817476936,NA,"Non-euc","Eucalypt","small","large","SE_VIC"
"518","Turtons","large Non-euc","large Non-euc",-0.727107325092354,-2.09962328675175,0.645408636567039,-0.745157246046757,-0.70905740413795,"Potential 1",2.74503192331878,NA,"Non-euc","Non-euc","large","large","SE_VIC"
"621","Turtons","small Non-euc","large Non-euc",0.166627035948133,-0.0333059907773121,0.366560062673579,0.161544925603854,0.171709146292412,"Potential 1",0.399866053450891,NA,"Non-euc","Non-euc","small","large","SE_VIC"
"918","Turtons","small Non-euc","small Non-euc",0.129757881910549,0.0113254877823149,0.248190276038783,0.115910540110003,0.143605223711095,"Potential 1",0.236864788256468,1,"Non-euc","Non-euc","small","small","SE_VIC"
"133","Lardner","large Eucalypt","large Eucalypt",-0.18228773917711,-0.354786832390479,-0.00978864596373971,-0.18961355562791,-0.174961922726309,"Potential 1",0.34499818642674,1,"Eucalypt","Eucalypt","large","large","SE_VIC"
"225","Lardner","small Eucalypt","large Eucalypt",0.0781057478602418,-0.213863620234569,0.370075115955053,0.072577486464205,0.0836340092562787,"Potential 1",0.583938736189622,NA,"Eucalypt","Eucalypt","small","large","SE_VIC"
"322","Lardner","small Non-euc","large Eucalypt",0.00229792127256268,-0.0905603760737164,0.0951562186188418,-0.00216148869888975,0.0067573312440151,"Potential 1",0.185716594692558,NA,"Non-euc","Eucalypt","small","large","SE_VIC"
"519","Lardner","small Eucalypt","small Eucalypt",-0.688366430389564,-2.21797092261173,0.841238061832599,-0.712544261557889,-0.66418859922124,"Potential 1",3.05920898444433,NA,"Eucalypt","Eucalypt","small","small","SE_VIC"
"622","Lardner","small Non-euc","small Eucalypt",0.170672943881255,-0.0730774541150217,0.414423341877532,0.164479550212614,0.176866337549897,"Potential 1",0.487500795992554,NA,"Non-euc","Eucalypt","small","small","SE_VIC"
"919","Lardner","small Non-euc","small Non-euc",-0.185486206744832,-0.361222460832396,-0.00974995265726813,-0.20184701814845,-0.169125395341214,"Potential 1",0.351472508175128,1,"Non-euc","Non-euc","small","small","SE_VIC"
"134","HardyCreek","large Eucalypt","large Eucalypt",-0.282482888608193,-0.529283285104117,-0.0356824921122677,-0.292943557581663,-0.272022219634722,"Potential 1",0.49360079299185,1,"Eucalypt","Eucalypt","large","large","SE_VIC"
"226","HardyCreek","small Eucalypt","large Eucalypt",0.0677334998496861,-0.179035533701429,0.314502533400801,0.0636283455256548,0.0718386541737174,"Potential 1",0.493538067102231,NA,"Eucalypt","Eucalypt","small","large","SE_VIC"
"323","HardyCreek","small Non-euc","large Eucalypt",0.0311749734983118,-0.120896912682268,0.183246859678891,0.0272611641345615,0.0350887828620621,"Potential 1",0.304143772361159,NA,"Non-euc","Eucalypt","small","large","SE_VIC"
"520","HardyCreek","small Eucalypt","small Eucalypt",-0.0719389018481562,-0.57707659747855,0.433198793782238,-0.076564559371973,-0.0673132443243393,"Potential 1",1.01027539126079,NA,"Eucalypt","Eucalypt","small","small","SE_VIC"
"623","HardyCreek","small Non-euc","small Eucalypt",0.0991864730377698,-0.1496687586691,0.34804170474464,0.095495575681651,0.102877370393889,"Potential 1",0.49771046341374,NA,"Non-euc","Eucalypt","small","small","SE_VIC"
"920","HardyCreek","small Non-euc","small Non-euc",-0.034165840859091,-0.313228887122877,0.244897205404695,-0.0403602420535212,-0.0279714396646608,"Potential 1",0.558126092527572,NA,"Non-euc","Non-euc","small","small","SE_VIC"
"135","MinesRd","large Eucalypt","large Eucalypt",-0.230547002986671,-0.62254129613641,0.161447290163068,-0.236805560828815,-0.224288445144527,"Potential 1",0.783988586299479,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"227","MinesRd","small Eucalypt","large Eucalypt",-0.187466066937377,-0.403948311652245,0.0290161777774911,-0.191059674365959,-0.183872459508795,"Potential 1",0.432964489429737,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"324","MinesRd","small Non-euc","large Eucalypt",0.0319459218226267,-0.0831495073011492,0.147041350946403,0.0295938940326197,0.0342979496126337,"Potential 1",0.230190858247552,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"521","MinesRd","small Eucalypt","small Eucalypt",0.249134909268451,0.0560475772931366,0.442222241243766,0.242415887660477,0.255853930876426,"Potential 1",0.386174663950629,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"624","MinesRd","small Non-euc","small Eucalypt",0.0268766236292664,-0.0555146319523577,0.10926787921089,0.0238993467211501,0.0298539005373827,"Potential 1",0.164782511163248,NA,"Non-euc","Eucalypt","small","small","N_NSW"
"921","MinesRd","small Non-euc","small Non-euc",0.21350344467066,0.0899519970560408,0.337054892285278,0.205821724608416,0.221185164732903,"Potential 1",0.247102895229237,1,"Non-euc","Non-euc","small","small","N_NSW"
"136","Tinebank","large Eucalypt","large Eucalypt",-0.248469298503442,-0.663750477590329,0.166811880583445,-0.256174623927375,-0.240763973079509,"Potential 1",0.830562358173773,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"228","Tinebank","large Non-euc","large Eucalypt",-0.409256820828659,-0.946632141652248,0.128118499994929,-0.4160351427266,-0.402478498930719,"Potential 1",1.07475064164718,NA,"Non-euc","Eucalypt","large","large","N_NSW"
"325","Tinebank","small Eucalypt","large Eucalypt",0.0698309963782328,-0.224474541327569,0.364136534084035,0.0650824647104533,0.0745795280460122,"Potential 1",0.588611075411604,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"46","Tinebank","small Non-euc","large Eucalypt",0.0426846125223049,-0.0832749696792079,0.168644194723818,0.0397975630912322,0.0455716619533777,"Potential 1",0.251919164403026,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"625","Tinebank","large Non-euc","large Non-euc",-0.288791463761993,-1.0776256138909,0.50004268636691,-0.298753275429828,-0.278829652094158,"Potential 1",1.57766830025781,NA,"Non-euc","Non-euc","large","large","N_NSW"
"73","Tinebank","small Eucalypt","large Non-euc",0.290579245293537,-0.113953491145946,0.69511198173302,0.284688979743691,0.296469510843383,"Potential 1",0.809065472878965,NA,"Eucalypt","Non-euc","small","large","N_NSW"
"83","Tinebank","small Non-euc","large Non-euc",0.103164770825843,-0.0787948644713312,0.285124406123017,0.100146990877363,0.106182550774323,"Potential 1",0.363919270594348,NA,"Non-euc","Non-euc","small","large","N_NSW"
"1110","Tinebank","small Eucalypt","small Eucalypt",-0.0257358435527958,-0.366937259343904,0.315465572238312,-0.0332918825167113,-0.0181798045888803,"Potential 1",0.682402831582216,NA,"Eucalypt","Eucalypt","small","small","N_NSW"
"1210","Tinebank","small Non-euc","small Eucalypt",-0.108458101684011,-0.188077959006398,-0.028838244361623,-0.11047817181597,-0.106438031552051,"Potential 1",0.159239714644775,1,"Non-euc","Eucalypt","small","small","N_NSW"
"163","Tinebank","small Non-euc","small Non-euc",-0.0243543988403631,-0.154536730763624,0.105827933082898,-0.0371921723917603,-0.0115166252889659,"Potential 1",0.260364663846522,NA,"Non-euc","Non-euc","small","small","N_NSW"
"137","Lorne","large Eucalypt","large Eucalypt",-0.0430543600040553,-0.29403046142696,0.20792174141885,-0.0479299813958911,-0.0381787386122195,"Potential 1",0.50195220284581,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"229","Lorne","small Eucalypt","large Eucalypt",0.0533619622199107,-0.0446505497051383,0.15137447414496,0.0505719627910771,0.0561519616487443,"Potential 1",0.196025023850098,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"326","Lorne","small Non-euc","large Eucalypt",0.0371334422496113,-0.0850691636198377,0.15933604811906,0.033786330691816,0.0404805538074066,"Potential 1",0.244405211738898,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"522","Lorne","small Eucalypt","small Eucalypt",0.22100065738041,0.092003902036695,0.349997412724126,0.211767199974155,0.230234114786666,"Potential 1",0.257993510687431,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"626","Lorne","small Non-euc","small Eucalypt",-0.0826669368556158,-0.138568856745385,-0.0267650169658464,-0.0855604188685061,-0.0797734548427254,"Potential 1",0.111803839779539,1,"Non-euc","Eucalypt","small","small","N_NSW"
"922","Lorne","small Non-euc","small Non-euc",-0.0167945021402019,-0.177963096190668,0.144374091910264,-0.0275221151696673,-0.00606688911073639,"Potential 1",0.322337188100932,NA,"Non-euc","Non-euc","small","small","N_NSW"
"138","BirdTree","large Eucalypt","large Eucalypt",-0.131585482563173,-0.317367992243868,0.0541970271175223,-0.138871711561072,-0.124299253565274,"Potential 1",0.371565019361391,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"230","BirdTree","small Eucalypt","large Eucalypt",-0.0661430528893654,-0.202333437215547,0.0700473314368161,-0.0690655375267257,-0.0632205682520051,"Potential 1",0.272380768652363,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"327","BirdTree","small Non-euc","large Eucalypt",-0.0162086623449994,-0.0923455414387491,0.0599282167487504,-0.0199681326947655,-0.0124491919952333,"Potential 1",0.152273758187499,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"523","BirdTree","small Eucalypt","small Eucalypt",0.336652160941336,0.13070718930381,0.542597132578863,0.327944094393999,0.345360227488674,"Potential 1",0.411889943275053,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"627","BirdTree","small Non-euc","small Eucalypt",-0.0118688185940415,-0.0854026933496198,0.0616650561615368,-0.0147095969893828,-0.00902804019870019,"Potential 1",0.147067749511157,NA,"Non-euc","Eucalypt","small","small","N_NSW"
"923","BirdTree","small Non-euc","small Non-euc",-0.0258014849071007,-0.164694097408787,0.113091127594586,-0.0446540931249357,-0.00694887668926559,"Potential 1",0.277785225003373,NA,"Non-euc","Non-euc","small","small","N_NSW"
"139","A-Tree","large Eucalypt","large Eucalypt",-0.144977965794777,-0.368022108053434,0.0780661764638797,-0.152257796776246,-0.137698134813308,"Potential 1",0.446088284517314,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"231","A-Tree","small Eucalypt","large Eucalypt",-0.0900296767523935,-0.150600767836044,-0.0294585856687435,-0.0917816913784308,-0.0882776621263562,"Potential 1",0.1211421821673,1,"Eucalypt","Eucalypt","small","large","N_NSW"
"328","A-Tree","small Non-euc","large Eucalypt",-0.0441394561462875,-0.128773569980197,0.0404946576876218,-0.0472433359546278,-0.0410355763379472,"Potential 1",0.169268227667819,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"524","A-Tree","small Eucalypt","small Eucalypt",0.329342757624639,0.234672315387282,0.424013199861997,0.319941835555558,0.338743679693721,"Potential 1",0.189340884474715,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"628","A-Tree","small Non-euc","small Eucalypt",-0.0292761785752695,-0.0718495755872608,0.0132972184367217,-0.0316721622283489,-0.0268801949221901,"Potential 1",0.0851467940239825,NA,"Non-euc","Eucalypt","small","small","N_NSW"
"924","A-Tree","small Non-euc","small Non-euc",0.148293681703452,0.0219440626098322,0.274643300797071,0.138660405636491,0.157926957770413,"Potential 1",0.252699238187239,1,"Non-euc","Non-euc","small","small","N_NSW"
"140","BlackBull","large Eucalypt","large Eucalypt",-0.248188626758216,-0.656960826773668,0.160583573257236,-0.256990142222519,-0.239387111293913,"Potential 1",0.817544400030904,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"232","BlackBull","small Eucalypt","large Eucalypt",-0.124333149939383,-0.254863696687742,0.00619739680897452,-0.127322128152523,-0.121344171726244,"Potential 1",0.261061093496716,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"329","BlackBull","small Non-euc","large Eucalypt",-0.0457189630656143,-0.151928799273916,0.0604908731426871,-0.0491590536575683,-0.0422788724736603,"Potential 1",0.212419672416603,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"525","BlackBull","small Eucalypt","small Eucalypt",0.230610047548395,0.0966942570633467,0.364525838033442,0.223541638168531,0.237678456928258,"Potential 1",0.267831580970096,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"629","BlackBull","small Non-euc","small Eucalypt",-0.00307806657836324,-0.058415381024075,0.0522592478673485,-0.00600762449379955,-0.000148508662926928,"Potential 1",0.110674628891424,NA,"Non-euc","Eucalypt","small","small","N_NSW"
"925","BlackBull","small Non-euc","small Non-euc",0.188942223190259,0.0677430273663833,0.310141419014134,0.178364441544287,0.19952000483623,"Potential 1",0.242398391647751,1,"Non-euc","Non-euc","small","small","N_NSW"
"141","Bruxner","large Eucalypt","large Eucalypt",-0.305102731912994,-0.704075804231231,0.0938703404052434,-0.3145300497926,-0.295675414033387,"Potential 1",0.797946144636474,NA,"Eucalypt","Eucalypt","large","large","N_NSW"
"233","Bruxner","small Eucalypt","large Eucalypt",0.235831894875013,0.0391126080044276,0.432551181745598,0.230532444903177,0.241131344846849,"Potential 1",0.39343857374117,1,"Eucalypt","Eucalypt","small","large","N_NSW"
"330","Bruxner","small Non-euc","large Eucalypt",0.045162755681304,-0.0482222177443443,0.138547729106952,0.041892920406967,0.048432590955641,"Potential 1",0.186769946851297,NA,"Non-euc","Eucalypt","small","large","N_NSW"
"526","Bruxner","small Eucalypt","small Eucalypt",0.181756650220816,0.0355777809905339,0.327935519451098,0.173652915182545,0.189860385259087,"Potential 1",0.292357738460564,1,"Eucalypt","Eucalypt","small","small","N_NSW"
"630","Bruxner","small Non-euc","small Eucalypt",-0.0531036054255197,-0.0975894520822857,-0.00861775876875375,-0.0557989329537485,-0.050408277897291,"Potential 1",0.0889716933135319,1,"Non-euc","Eucalypt","small","small","N_NSW"
"926","Bruxner","small Non-euc","small Non-euc",0.0198258539045798,-0.106317767794896,0.145969475604056,-0.00394589747316474,0.0435976052823244,"Potential 1",0.252287243398952,NA,"Non-euc","Non-euc","small","small","N_NSW"
"142","Osullivans","large Eucalypt","large Eucalypt",-0.51116275930781,-0.794597042138036,-0.227728476477583,-0.532389568069,-0.48993595054662,"Potential 1",0.566868565660453,1,"Eucalypt","Eucalypt","large","large","N_NSW"
"234","Osullivans","large Non-euc","large Eucalypt",-0.179107832735111,-0.505682098531667,0.147466433061445,-0.186904009987641,-0.171311655482581,"Potential 1",0.653148531593111,NA,"Non-euc","Eucalypt","large","large","N_NSW"
"331","Osullivans","small Eucalypt","large Eucalypt",-0.086755534268488,-0.187940971041441,0.0144299025044647,-0.0913235604712626,-0.0821875080657133,"Potential 1",0.202370873545905,NA,"Eucalypt","Eucalypt","small","large","N_NSW"
"47","Osullivans","small Non-euc","large Eucalypt",-0.171625149319298,-0.267186132318255,-0.0760641663203419,-0.178246397906521,-0.165003900732076,"Potential 1",0.191121965997913,1,"Non-euc","Eucalypt","small","large","N_NSW"
"631","Osullivans","large Non-euc","large Non-euc",-0.155114603894907,-0.885983165072069,0.575753957282254,-0.167412961423101,-0.142816246366714,"Potential 1",1.46173712235432,NA,"Non-euc","Non-euc","large","large","N_NSW"
"74","Osullivans","small Eucalypt","large Non-euc",-0.185654246368881,-0.365253757710659,-0.00605473502710185,-0.189579414673588,-0.181729078064173,"Potential 1",0.359199022683557,1,"Eucalypt","Non-euc","small","large","N_NSW"
"84","Osullivans","small Non-euc","large Non-euc",0.0628027083087028,-0.115447576099896,0.241052992717301,0.0568885422645658,0.0687168743528398,"Potential 1",0.356500568817197,NA,"Non-euc","Non-euc","small","large","N_NSW"
"1111","Osullivans","small Eucalypt","small Eucalypt",0.153010669165325,-0.00241674446810186,0.308438082798751,0.144004536481455,0.162016801849194,"Potential 1",0.310854827266853,NA,"Eucalypt","Eucalypt","small","small","N_NSW"
"1211","Osullivans","small Non-euc","small Eucalypt",-0.0296359406554263,-0.0877394367489227,0.02846755543807,-0.0324954809456775,-0.0267764003651752,"Potential 1",0.116206992186993,NA,"Non-euc","Eucalypt","small","small","N_NSW"
"164","Osullivans","small Non-euc","small Non-euc",-0.21553401522044,-0.401954680200115,-0.0291133502407663,-0.234111728898811,-0.19695630154207,"Potential 1",0.372841329959348,1,"Non-euc","Non-euc","small","small","N_NSW"
"143","Herberton","large Eucalypt","large Eucalypt",-0.256009412647646,-0.769066751867822,0.25704792657253,-0.268748988769036,-0.243269836526256,"Potential 1",1.02611467844035,NA,"Eucalypt","Eucalypt","large","large","QLD"
"235","Herberton","small Eucalypt","large Eucalypt",-0.309760275743846,-0.47914406972148,-0.140376481766213,-0.315505025136288,-0.304015526351405,"Potential 1",0.338767587955267,1,"Eucalypt","Eucalypt","small","large","QLD"
"332","Herberton","small Non-euc","large Eucalypt",0.0604303611525393,-0.163439488034278,0.284300210339357,0.0563093726545018,0.0645513496505769,"Potential 1",0.447739698373636,NA,"Non-euc","Eucalypt","small","large","QLD"
"527","Herberton","small Eucalypt","small Eucalypt",-0.0485835024082806,-0.247897023801402,0.150730018984841,-0.0602642188353576,-0.0369027859812037,"Potential 1",0.398627042786242,NA,"Eucalypt","Eucalypt","small","small","QLD"
"632","Herberton","small Non-euc","small Eucalypt",0.0526061874966505,-0.0651658459971403,0.170378220990441,0.0491285685774017,0.0560838064158993,"Potential 1",0.235544066987582,NA,"Non-euc","Eucalypt","small","small","QLD"
"927","Herberton","small Non-euc","small Non-euc",0.424667736890276,0.252828677024126,0.596506796756425,0.416194763183595,0.433140710596957,"Potential 1",0.343678119732299,1,"Non-euc","Non-euc","small","small","QLD"
"144","Lamb Range","large Eucalypt","large Eucalypt",-0.108806678256665,-0.457970252076374,0.240356895563044,-0.114128759363046,-0.103484597150284,"Potential 1",0.698327147639418,NA,"Eucalypt","Eucalypt","large","large","QLD"
"236","Lamb Range","small Eucalypt","large Eucalypt",0.0249045228786061,-0.126244481744519,0.176053527501732,0.0216318282255745,0.0281772175316376,"Potential 1",0.302298009246251,NA,"Eucalypt","Eucalypt","small","large","QLD"
"333","Lamb Range","small Non-euc","large Eucalypt",-0.0298263152019399,-0.141624565702609,0.0819719352987296,-0.0323716480045296,-0.0272809823993502,"Potential 1",0.223596501001339,NA,"Non-euc","Eucalypt","small","large","QLD"
"528","Lamb Range","small Eucalypt","small Eucalypt",0.289927838939732,0.129745023165557,0.450110654713907,0.282756100590271,0.297099577289193,"Potential 1",0.320365631548349,1,"Eucalypt","Eucalypt","small","small","QLD"
"633","Lamb Range","small Non-euc","small Eucalypt",-0.0952841712658968,-0.169834238055472,-0.0207341044763213,-0.0978835240113164,-0.0926848185204771,"Potential 1",0.149100133579151,1,"Non-euc","Eucalypt","small","small","QLD"
"928","Lamb Range","small Non-euc","small Non-euc",0.145674808159004,0.00524118055470127,0.286108435763307,0.137406480176043,0.153943136141966,"Potential 1",0.280867255208606,1,"Non-euc","Non-euc","small","small","QLD"
"145","Baldy","large Eucalypt","large Eucalypt",-0.0988388908052929,-0.467586750380809,0.269908968770224,-0.105173684044742,-0.0925040975658441,"Potential 1",0.737495719151033,NA,"Eucalypt","Eucalypt","large","large","QLD"
"237","Baldy","small Eucalypt","large Eucalypt",0.0235884055992763,-0.151495843608453,0.198672654807005,0.0206625735889309,0.0265142376096216,"Potential 1",0.350168498415458,NA,"Eucalypt","Eucalypt","small","large","QLD"
"334","Baldy","small Non-euc","large Eucalypt",-0.100752886562765,-0.209131180584416,0.00762540745888479,-0.102991646455153,-0.0985141266703777,"Potential 1",0.2167565880433,NA,"Non-euc","Eucalypt","small","large","QLD"
"529","Baldy","small Eucalypt","small Eucalypt",0.174405835844728,-0.00828410652021999,0.357095778209675,0.170027958213743,0.178783713475713,"Potential 1",0.365379884729895,NA,"Eucalypt","Eucalypt","small","small","QLD"
"634","Baldy","small Non-euc","small Eucalypt",-0.024274932935569,-0.101406752901413,0.0528568870302754,-0.0264222394671554,-0.0221276264039826,"Potential 1",0.154263639931689,NA,"Non-euc","Eucalypt","small","small","QLD"
"929","Baldy","small Non-euc","small Non-euc",0.367982034854285,0.278502655905942,0.457461413802628,0.357052157990425,0.378911911718145,"Potential 1",0.178958757896686,1,"Non-euc","Non-euc","small","small","QLD"
"146","Koombooloomba","large Eucalypt","large Eucalypt",0.05761795357202,-0.168969843839867,0.284205750983907,0.0514242163490829,0.0638116907949571,"Potential 1",0.453175594823773,NA,"Eucalypt","Eucalypt","large","large","QLD"
"238","Koombooloomba","small Eucalypt","large Eucalypt",0.0357290253831994,-0.0608710159825045,0.132329066748903,0.0321598527931955,0.0392981979732033,"Potential 1",0.193200082731408,NA,"Eucalypt","Eucalypt","small","large","QLD"
"335","Koombooloomba","small Non-euc","large Eucalypt",-0.0821616820128042,-0.135012004969622,-0.0293113590559859,-0.084130510318262,-0.0801928537073463,"Potential 1",0.105700645913637,1,"Non-euc","Eucalypt","small","large","QLD"
"530","Koombooloomba","small Eucalypt","small Eucalypt",0.357703115974135,0.232284609180725,0.483121622767546,0.348708684871749,0.366697547076522,"Potential 1",0.250837013586821,1,"Eucalypt","Eucalypt","small","small","QLD"
"635","Koombooloomba","small Non-euc","small Eucalypt",0.0385211617871331,-0.00933680569447826,0.0863791292687445,0.0359252076829494,0.0411171158913169,"Potential 1",0.0957159349632228,NA,"Non-euc","Eucalypt","small","small","QLD"
"930","Koombooloomba","small Non-euc","small Non-euc",0.289413616148907,0.197948725012009,0.380878507285806,0.278560158913412,0.300267073384403,"Potential 1",0.182929782273796,1,"Non-euc","Non-euc","small","small","QLD"
"147","BlackRiver","large Eucalypt","large Eucalypt",-0.462676579677196,-0.742627130767284,-0.182726028587107,-0.475307630493153,-0.450045528861239,"Potential 1",0.559901102180177,1,"Eucalypt","Eucalypt","large","large","o_TAS"
"239","BlackRiver","small Eucalypt","large Eucalypt",-0.0197245286631291,-0.15126491741173,0.111815860085472,-0.0234114089082931,-0.0160376484179651,"Potential 1",0.263080777497201,NA,"Eucalypt","Eucalypt","small","large","o_TAS"
"336","BlackRiver","small Non-euc","large Eucalypt",-0.0809819609623713,-0.151423649784759,-0.0105402721399835,-0.0842791964489813,-0.0776847254757614,"Potential 1",0.140883377644776,1,"Non-euc","Eucalypt","small","large","o_TAS"
"531","BlackRiver","small Eucalypt","small Eucalypt",0.0795096261261595,-0.0749180015172021,0.233937253769521,0.0730924794152583,0.0859267728370608,"Potential 1",0.308855255286723,NA,"Eucalypt","Eucalypt","small","small","o_TAS"
"636","BlackRiver","small Non-euc","small Eucalypt",-0.0347136780307463,-0.0828611002559124,0.0134337441944198,-0.0368688837788429,-0.0325584722826497,"Potential 1",0.0962948444503322,NA,"Non-euc","Eucalypt","small","small","o_TAS"
"931","BlackRiver","small Non-euc","small Non-euc",0.0906842280828606,-0.0250026433411045,0.206371099506826,0.0781625347816804,0.103205921384041,"Potential 1",0.23137374284793,NA,"Non-euc","Non-euc","small","small","o_TAS"
"148","BondTier","large Eucalypt","large Eucalypt",-0.095309471216107,-0.34608427146965,0.155465329037436,-0.101315294252312,-0.0893036481799015,"Potential 1",0.501549600507086,NA,"Eucalypt","Eucalypt","large","large","o_TAS"
"240","BondTier","large Non-euc","large Eucalypt",-0.0729782756332818,-0.269584895712816,0.123628344446252,-0.0762150841224783,-0.0697414671440853,"Potential 1",0.393213240159068,NA,"Non-euc","Eucalypt","large","large","o_TAS"
"337","BondTier","small Eucalypt","large Eucalypt",0.356561374352815,0.0064853052900023,0.706637443415628,0.344947447767396,0.368175300938235,"Potential 1",0.700152138125626,1,"Eucalypt","Eucalypt","small","large","o_TAS"
"48","BondTier","small Non-euc","large Eucalypt",-0.0205586032227338,-0.0763332478132102,0.0352160413677427,-0.0228117894768299,-0.0183054169686376,"Potential 1",0.111549289180953,NA,"Non-euc","Eucalypt","small","large","o_TAS"
"637","BondTier","large Non-euc","large Non-euc",-0.0500939361040787,-0.448174912760505,0.347987040552348,-0.0564117160213938,-0.0437761561867636,"Potential 1",0.796161953312853,NA,"Non-euc","Non-euc","large","large","o_TAS"
"75","BondTier","small Eucalypt","large Non-euc",-0.853783878425085,-1.7876132955993,0.0800455387491246,-0.867559742416811,-0.84000801443336,"Potential 1",1.86765883434842,NA,"Eucalypt","Non-euc","small","large","o_TAS"
"85","BondTier","small Non-euc","large Non-euc",-0.0306234580545003,-0.128199224459988,0.066952308350987,-0.0335913316940552,-0.0276555844149453,"Potential 1",0.195151532810975,NA,"Non-euc","Non-euc","small","large","o_TAS"
"1112","BondTier","small Eucalypt","small Eucalypt",-0.393636432661292,-1.27009874269167,0.482825877369089,-0.40990121060482,-0.377371654717763,"Potential 1",1.75292462006076,NA,"Eucalypt","Eucalypt","small","small","o_TAS"
