"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to"
"819","Koombooloomba","small Eucalyptus grandis","large Syncarpia glomulifera",-0.0434021913001382,-0.391555244341721,0.304750861741444,-0.0491169348098697,-0.0376874477904068,"Potential 1",0.696306106083165,NA,"Eucalyptus grandis","Syncarpia glomulifera","small","large"
"928","Koombooloomba","small Non-euc","large Syncarpia glomulifera",0.0518428779823768,-0.160032942787763,0.263718698752516,0.0478946162692764,0.0557911396954771,"Potential 1",0.423751641540279,NA,"Non-euc","Syncarpia glomulifera","small","large"
"1011","Koombooloomba","small Syncarpia glomulifera","large Syncarpia glomulifera",0.438695448727491,-0.423508073163486,1.30089897061847,0.410252560771388,0.467138336683594,"Potential 1",1.72440704378195,NA,"Syncarpia glomulifera","Syncarpia glomulifera","small","large"
"1315","Koombooloomba","small Eucalyptus grandis","small Eucalyptus grandis",0.440898441238946,0.302908832791658,0.578888049686233,0.430815602133438,0.450981280344453,"Potential 1",0.275979216894575,1,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"1414","Koombooloomba","small Non-euc","small Eucalyptus grandis",0.0461015493435898,-0.00754003313008606,0.0997431318172657,0.0429941043790239,0.0492089943081557,"Potential 1",0.107283164947352,NA,"Non-euc","Eucalyptus grandis","small","small"
"1513","Koombooloomba","small Syncarpia glomulifera","small Eucalyptus grandis",-0.0974856633314472,-0.393159391910706,0.198188065247812,-0.104204593596085,-0.0907667330668098,"Potential 1",0.591347457158518,NA,"Syncarpia glomulifera","Eucalyptus grandis","small","small"
"199","Koombooloomba","small Non-euc","small Non-euc",0.28541506381488,0.19453710544703,0.37629302218273,0.274268936824045,0.296561190805715,"Potential 1",0.181755916735699,1,"Non-euc","Non-euc","small","small"
"209","Koombooloomba","small Syncarpia glomulifera","small Non-euc",-0.0064061291246458,-0.121998827909758,0.109186569660466,-0.00937907224543572,-0.00343318600385588,"Potential 1",0.231185397570223,NA,"Syncarpia glomulifera","Non-euc","small","small"
"258","Koombooloomba","small Syncarpia glomulifera","small Syncarpia glomulifera",0.233937122301635,-0.166229415697018,0.634103660300287,0.215303965271096,0.252570279332173,"Potential 1",0.800333075997305,NA,"Syncarpia glomulifera","Syncarpia glomulifera","small","small"
"178","BlackRiver","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.298156448788062,-0.566367986895224,-0.0299449106808993,-0.307969389599554,-0.288343507976569,"Potential 1",0.536423076214325,1,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"249","BlackRiver","large Eucalyptus ovata","large Eucalyptus obliqua",-0.301978838982636,-0.631148168272902,0.0271904903076291,-0.307794370218551,-0.296163307746722,"Potential 1",0.658338658580531,NA,"Eucalyptus ovata","Eucalyptus obliqua","large","large"
"343","BlackRiver","small Eucalyptus obliqua","large Eucalyptus obliqua",0.0861848434825788,-0.102294883255289,0.274664570220447,0.0818674164800228,0.0905022704851347,"Potential 1",0.376959453475736,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"426","BlackRiver","small Eucalyptus ovata","large Eucalyptus obliqua",-0.193663012696607,-0.436558429234575,0.0492324038413606,-0.197906248233914,-0.1894197771593,"Potential 1",0.485790833075935,NA,"Eucalyptus ovata","Eucalyptus obliqua","small","large"
"530","BlackRiver","small Non-euc","large Eucalyptus obliqua",-0.0409790614167025,-0.117440487154962,0.0354823643215572,-0.0437148368007709,-0.0382432860326341,"Potential 1",0.15292285147652,NA,"Non-euc","Eucalyptus obliqua","small","large"
"719","BlackRiver","large Eucalyptus ovata","large Eucalyptus ovata",-0.684218685583885,-1.51166248803238,0.143225116864609,-0.697277398451326,-0.671159972716444,"Potential 1",1.65488760489699,NA,"Eucalyptus ovata","Eucalyptus ovata","large","large"
"820","BlackRiver","small Eucalyptus obliqua","large Eucalyptus ovata",0.329943361543993,-0.0120127963766601,0.671899519464646,0.322962736476714,0.336923986611272,"Potential 1",0.683912315841306,NA,"Eucalyptus obliqua","Eucalyptus ovata","small","large"
"929","BlackRiver","small Eucalyptus ovata","large Eucalyptus ovata",0.118060987200967,-0.263443032007463,0.499565006409397,0.110953342120402,0.125168632281532,"Potential 1",0.763008038416861,NA,"Eucalyptus ovata","Eucalyptus ovata","small","large"
"1012","BlackRiver","small Non-euc","large Eucalyptus ovata",0.0866407536635431,-0.0316168733510364,0.204898380678123,0.0836707336385733,0.0896107736885129,"Potential 1",0.236515254029159,NA,"Non-euc","Eucalyptus ovata","small","large"
"1316","BlackRiver","small Eucalyptus obliqua","small Eucalyptus obliqua",0.0157080342040593,-0.188913687765186,0.220329756173304,0.00921881605908759,0.0221972523490311,"Potential 1",0.40924344393849,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"1415","BlackRiver","small Eucalyptus ovata","small Eucalyptus obliqua",0.0177052841589102,-0.185398818024903,0.220809386342723,0.0138506463363729,0.0215599219814475,"Potential 1",0.406208204367626,NA,"Eucalyptus ovata","Eucalyptus obliqua","small","small"
"1514","BlackRiver","small Non-euc","small Eucalyptus obliqua",-0.0854558888772548,-0.148595539703476,-0.0223162380510336,-0.0878021493215198,-0.0831096284329899,"Potential 1",0.126279301652442,1,"Non-euc","Eucalyptus obliqua","small","small"
"1910","BlackRiver","small Eucalyptus ovata","small Eucalyptus ovata",0.106284596000833,-0.195062699824501,0.407631891826166,0.0992781690342589,0.113291022967407,"Potential 1",0.602694591650667,NA,"Eucalyptus ovata","Eucalyptus ovata","small","small"
"2010","BlackRiver","small Non-euc","small Eucalyptus ovata",0.0646112007315068,-0.0217175224384146,0.150939923901428,0.0622429213758464,0.0669794800871673,"Potential 1",0.172657446339843,NA,"Non-euc","Eucalyptus ovata","small","small"
"259","BlackRiver","small Non-euc","small Non-euc",0.0567895512996497,-0.0649337137078526,0.178512816307152,0.0438739652467254,0.0697051373525739,"Potential 1",0.243446530015005,NA,"Non-euc","Non-euc","small","small"
"179","BondTier","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.093692085832429,-0.344037302750791,0.156653131085933,-0.0999401157821745,-0.0874440558826834,"Potential 1",0.500690433836724,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"250","BondTier","large Non-euc","large Eucalyptus obliqua",-0.0722669859869237,-0.266726900363073,0.122192928389226,-0.0755091150005437,-0.0690248569733037,"Potential 1",0.388919828752299,NA,"Non-euc","Eucalyptus obliqua","large","large"
"344","BondTier","small Eucalyptus obliqua","large Eucalyptus obliqua",0.355123090489637,0.00887650152700642,0.701369679452268,0.344734552199181,0.365511628780093,"Potential 1",0.692493177925262,1,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"427","BondTier","small Non-euc","large Eucalyptus obliqua",-0.0206660550005232,-0.0769662599324002,0.0356341499313538,-0.0228571191742575,-0.018474990826789,"Potential 1",0.112600409863754,NA,"Non-euc","Eucalyptus obliqua","small","large"
"631","BondTier","large Non-euc","large Non-euc",-0.045217313168502,-0.445830008119568,0.355395381782564,-0.0517552954840846,-0.0386793308529195,"Potential 1",0.801225389902132,NA,"Non-euc","Non-euc","large","large"
"720","BondTier","small Eucalyptus obliqua","large Non-euc",-0.848339655873294,-1.77569677673667,0.0790174649900819,-0.861215560732209,-0.83546375101438,"Potential 1",1.85471424172675,NA,"Eucalyptus obliqua","Non-euc","small","large"
"821","BondTier","small Non-euc","large Non-euc",-0.0299962737634102,-0.127320046739728,0.0673274992129078,-0.0328463047766105,-0.0271462427502099,"Potential 1",0.194647545952636,NA,"Non-euc","Non-euc","small","large"
"1120","BondTier","small Eucalyptus obliqua","small Eucalyptus obliqua",-0.389457213288682,-1.26049217613934,0.481577749561975,-0.405166122917892,-0.373748303659472,"Potential 1",1.74206992570131,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"1218","BondTier","small Non-euc","small Eucalyptus obliqua",0.0940745567341504,-0.0161240976782824,0.204273211146583,0.0912545493061481,0.0968945641621527,"Potential 1",0.220397308824866,NA,"Non-euc","Eucalyptus obliqua","small","small"
"1612","BondTier","small Non-euc","small Non-euc",0.23326800542819,0.132715648263874,0.333820362592505,0.218817982199613,0.247718028656766,"Potential 1",0.201104714328631,1,"Non-euc","Non-euc","small","small"
"180","Supersite","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.0814039327435557,-0.331187195082564,0.168379329595453,-0.0884776374343071,-0.0743302280528043,"Potential 1",0.499566524678017,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"260","Supersite","large Non-euc","large Eucalyptus obliqua",-0.399985564375445,-0.766833321229855,-0.0331378075210352,-0.40783368117851,-0.392137447572381,"Potential 1",0.73369551370882,1,"Non-euc","Eucalyptus obliqua","large","large"
"345","Supersite","small Eucalyptus obliqua","large Eucalyptus obliqua",0.101955781386191,-0.134864932272359,0.338776495044741,0.0960296049736329,0.107881957798749,"Potential 1",0.4736414273171,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"428","Supersite","small Non-euc","large Eucalyptus obliqua",0.0996714261923497,0.00211143408491268,0.197231418299787,0.0951792379716161,0.104163614413083,"Potential 1",0.195119984214874,1,"Non-euc","Eucalyptus obliqua","small","large"
"632","Supersite","large Non-euc","large Non-euc",-0.40743901329567,-0.979167197282717,0.164289170691377,-0.417789875373922,-0.397088151217417,"Potential 1",1.14345636797409,NA,"Non-euc","Non-euc","large","large"
"721","Supersite","small Eucalyptus obliqua","large Non-euc",-0.606718544365461,-1.15661344686364,-0.0568236418672844,-0.614785786004467,-0.598651302726455,"Potential 1",1.09978980499635,1,"Eucalyptus obliqua","Non-euc","small","large"
"822","Supersite","small Non-euc","large Non-euc",0.156159419791788,-0.0303716449972971,0.342690484580872,0.150617281914586,0.161701557668989,"Potential 1",0.373062129578169,NA,"Non-euc","Non-euc","small","large"
"1121","Supersite","small Eucalyptus obliqua","small Eucalyptus obliqua",-0.0414142594271582,-0.416125997593599,0.333297478739283,-0.0479015749550563,-0.03492694389926,"Potential 1",0.749423476332882,NA,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"1219","Supersite","small Non-euc","small Eucalyptus obliqua",0.0763805369241533,-0.0224249881147838,0.175186061963091,0.0727569671322301,0.0800041067160765,"Potential 1",0.197611050077874,NA,"Non-euc","Eucalyptus obliqua","small","small"
"1613","Supersite","small Non-euc","small Non-euc",0.350213366175609,0.258939986501653,0.441486745849565,0.336692445476319,0.363734286874899,"Potential 1",0.182546759347912,1,"Non-euc","Non-euc","small","small"
"184","Mackenzie","large Eucalyptus delegatensis","large Eucalyptus delegatensis",0.0169395463461664,-0.162885455748579,0.196764548440912,0.0113689095228853,0.0225101831694475,"Potential 1",0.359650004189492,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","large","large"
"262","Mackenzie","small Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.032033544700886,-0.0942887241207303,0.0302216347189584,-0.0336881374422727,-0.0303789519594992,"Potential 1",0.124510358839689,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","large"
"346","Mackenzie","small Non-euc","large Eucalyptus delegatensis",-0.00889446399182228,-0.0701952200233479,0.0524062920397033,-0.0113984104522443,-0.00639051753140022,"Potential 1",0.122601512063051,NA,"Non-euc","Eucalyptus delegatensis","small","large"
"531","Mackenzie","small Eucalyptus delegatensis","small Eucalyptus delegatensis",0.179926117675409,0.0446064464739695,0.315245788876848,0.171333358697592,0.188518876653226,"Potential 1",0.270639342402879,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"633","Mackenzie","small Non-euc","small Eucalyptus delegatensis",-0.066596259962346,-0.113632787260532,-0.0195597326641596,-0.0692703763261385,-0.0639221435985536,"Potential 1",0.0940730545963729,1,"Non-euc","Eucalyptus delegatensis","small","small"
"930","Mackenzie","small Non-euc","small Non-euc",0.267100488025143,0.164449971791321,0.369751004258965,0.256285824553112,0.277915151497174,"Potential 1",0.205301032467644,1,"Non-euc","Non-euc","small","small"
"185","MtMaurice","large Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.324117523696027,-0.658116277622576,0.00988123023052279,-0.334729905298851,-0.313505142093203,"Potential 1",0.667997507853099,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","large","large"
"263","MtMaurice","small Eucalyptus dalrympleana","large Eucalyptus delegatensis",0.00906745557916015,-0.139074816556286,0.157209727714607,0.00551411854922186,0.0126207926090984,"Potential 1",0.296284544270893,NA,"Eucalyptus dalrympleana","Eucalyptus delegatensis","small","large"
"347","MtMaurice","small Eucalyptus delegatensis","large Eucalyptus delegatensis",0.00171603768414492,-0.101458196705045,0.104890272073335,-0.00184427568287957,0.00527635105116942,"Potential 1",0.206348468778379,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","large"
"429","MtMaurice","small Non-euc","large Eucalyptus delegatensis",-0.00547790929650621,-0.164171487302429,0.153215668709417,-0.00988829208742225,-0.00106752650559018,"Potential 1",0.317387156011846,NA,"Non-euc","Eucalyptus delegatensis","small","large"
"634","MtMaurice","small Eucalyptus dalrympleana","small Eucalyptus dalrympleana",0.148064821600701,-0.0460213309387099,0.342150974140112,0.142250473334927,0.153879169866475,"Potential 1",0.388172305078822,NA,"Eucalyptus dalrympleana","Eucalyptus dalrympleana","small","small"
"722","MtMaurice","small Eucalyptus delegatensis","small Eucalyptus dalrympleana",-0.0670956591445411,-0.13379982726362,-0.000391491025462015,-0.0692414317792716,-0.0649498865098105,"Potential 1",0.133408336238158,1,"Eucalyptus delegatensis","Eucalyptus dalrympleana","small","small"
"823","MtMaurice","small Non-euc","small Eucalyptus dalrympleana",0.0481758140523778,-0.0646963123877129,0.161047940492469,0.0450076878128834,0.0513439402918723,"Potential 1",0.225744252880182,NA,"Non-euc","Eucalyptus dalrympleana","small","small"
"1122","MtMaurice","small Eucalyptus delegatensis","small Eucalyptus delegatensis",0.246258150675383,0.127931105366015,0.36458519598475,0.23701434301772,0.255501958333045,"Potential 1",0.236654090618735,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"1220","MtMaurice","small Non-euc","small Eucalyptus delegatensis",0.112765876346314,0.00792287522812236,0.217608877464506,0.108243630026743,0.117288122665886,"Potential 1",0.209686002236384,1,"Non-euc","Eucalyptus delegatensis","small","small"
"1614","MtMaurice","small Non-euc","small Non-euc",0.200951456925123,0.00847176409740832,0.393431149752838,0.193290131504463,0.208612782345783,"Potential 1",0.38495938565543,1,"Non-euc","Non-euc","small","small"
"186","BenRidge","large Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.0466158147458183,-0.23529316502105,0.142061535529414,-0.0538327757692983,-0.0393988537223384,"Potential 1",0.377354700550464,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","large","large"
"264","BenRidge","small Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.0837502168029009,-0.127052888647834,-0.0404475449579678,-0.0857069298929649,-0.0817935037128369,"Potential 1",0.0866053436898661,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","large"
"348","BenRidge","small Non-euc","large Eucalyptus delegatensis",-0.0423795344013072,-0.100118777880316,0.0153597090777017,-0.0447214865925562,-0.0400375822100583,"Potential 1",0.115478486958018,NA,"Non-euc","Eucalyptus delegatensis","small","large"
"532","BenRidge","small Eucalyptus delegatensis","small Eucalyptus delegatensis",0.308440178511992,0.204461740393433,0.412418616630551,0.296975765328358,0.319904591695625,"Potential 1",0.207956876237119,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"635","BenRidge","small Non-euc","small Eucalyptus delegatensis",-0.0218772831015492,-0.0471105231249678,0.00335595692186942,-0.0243331990330067,-0.0194213671700917,"Potential 1",0.0504664800468372,NA,"Non-euc","Eucalyptus delegatensis","small","small"
"931","BenRidge","small Non-euc","small Non-euc",0.278593600373177,0.176368935845278,0.380818264901076,0.268143695210216,0.289043505536138,"Potential 1",0.204449329055797,1,"Non-euc","Non-euc","small","small"
"189","Caveside","large Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.321761162096014,-0.736332533679833,0.0928102094878056,-0.329486383916482,-0.314035940275546,"Potential 1",0.829142743167639,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","large","large"
"267","Caveside","large Eucalyptus obliqua","large Eucalyptus delegatensis",0.0111669468726779,-0.339244968565763,0.361578862311119,0.00666512369820686,0.015668770047149,"Potential 1",0.700823830876882,NA,"Eucalyptus obliqua","Eucalyptus delegatensis","large","large"
"350","Caveside","small Eucalyptus delegatensis","large Eucalyptus delegatensis",0.147551463350528,-0.079496179253561,0.374599105954616,0.142241179689414,0.152861747011641,"Potential 1",0.454095285208177,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","large"
"431","Caveside","small Eucalyptus obliqua","large Eucalyptus delegatensis",-0.0892604118836624,-0.23560131985285,0.0570804960855252,-0.0914415197642617,-0.0870793040030631,"Potential 1",0.292681815938375,NA,"Eucalyptus obliqua","Eucalyptus delegatensis","small","large"
"534","Caveside","small Non-euc","large Eucalyptus delegatensis",-0.0140000244495495,-0.040625373526436,0.012625324627337,-0.0147462905478826,-0.0132537583512164,"Potential 1",0.0532506981537729,NA,"Non-euc","Eucalyptus delegatensis","small","large"
"724","Caveside","large Eucalyptus obliqua","large Eucalyptus obliqua",-0.054892233327354,-0.524507980637301,0.414723513982593,-0.0611123112368316,-0.0486721554178765,"Potential 1",0.939231494619894,NA,"Eucalyptus obliqua","Eucalyptus obliqua","large","large"
"824","Caveside","small Eucalyptus delegatensis","large Eucalyptus obliqua",-0.017282193119525,-0.222743275360737,0.188178889121687,-0.021412651141925,-0.0131517350971249,"Potential 1",0.410922164482423,NA,"Eucalyptus delegatensis","Eucalyptus obliqua","small","large"
"933","Caveside","small Eucalyptus obliqua","large Eucalyptus obliqua",0.176855381587438,0.00886376023603469,0.344847002938841,0.173611478890701,0.180099284284175,"Potential 1",0.335983242702807,1,"Eucalyptus obliqua","Eucalyptus obliqua","small","large"
"1014","Caveside","small Non-euc","large Eucalyptus obliqua",0.00963342115570773,-0.0214071180701753,0.0406739603815908,0.00901638345160027,0.0102504588598152,"Potential 1",0.0620810784517662,NA,"Non-euc","Eucalyptus obliqua","small","large"
"1318","Caveside","small Eucalyptus delegatensis","small Eucalyptus delegatensis",0.232799455406753,0.0361912337755459,0.429407677037961,0.223664224940617,0.24193468587289,"Potential 1",0.393216443262415,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"1417","Caveside","small Eucalyptus obliqua","small Eucalyptus delegatensis",-0.00600835594232182,-0.0778805865406606,0.065863874656017,-0.00908879707615301,-0.00292791480849063,"Potential 1",0.143744461196678,NA,"Eucalyptus obliqua","Eucalyptus delegatensis","small","small"
"1515","Caveside","small Non-euc","small Eucalyptus delegatensis",-0.0124851763875444,-0.0326949443897995,0.00772459161471063,-0.0133341709579264,-0.0116361818171625,"Potential 1",0.0404195360045101,NA,"Non-euc","Eucalyptus delegatensis","small","small"
"1912","Caveside","small Eucalyptus obliqua","small Eucalyptus obliqua",0.228820959123821,0.0288357410082071,0.428806177239435,0.219364659238863,0.238277259008779,"Potential 1",0.399970436231228,1,"Eucalyptus obliqua","Eucalyptus obliqua","small","small"
"2012","Caveside","small Non-euc","small Eucalyptus obliqua",-0.0172428538730819,-0.0260803919397564,-0.00840531580640739,-0.0179182729332576,-0.0165674348129062,"Potential 1",0.017675076133349,1,"Non-euc","Eucalyptus obliqua","small","small"
"2511","Caveside","small Non-euc","small Non-euc",0.240280667538449,0.131770394220843,0.348790940856055,0.203161468028646,0.277399867048252,"Potential 1",0.217020546635213,1,"Non-euc","Non-euc","small","small"
"150","MtField","large Eucalyptus coccifera","large Eucalyptus coccifera",-0.43625076453672,-0.819584844403457,-0.0529166846699842,-0.451443969416985,-0.421057559656456,"Potential 1",0.766668159733472,1,"Eucalyptus coccifera","Eucalyptus coccifera","large","large"
"236","MtField","large Eucalyptus delegatensis","large Eucalyptus coccifera",-0.444428565679687,-0.668048363254488,-0.220808768104886,-0.451105295132804,-0.43775183622657,"Potential 1",0.447239595149601,1,"Eucalyptus delegatensis","Eucalyptus coccifera","large","large"
"332","MtField","small Eucalyptus delegatensis","large Eucalyptus coccifera",0.480132622201727,0.0244449985812802,0.935820245822174,0.466978889243582,0.493286355159872,"Potential 1",0.911375247240894,1,"Eucalyptus delegatensis","Eucalyptus coccifera","small","large"
"416","MtField","small Eucalyptus subcrenulata","large Eucalyptus coccifera",0.0869589800042236,-0.104238398608299,0.278156358616746,0.0820165162612134,0.0919014437472338,"Potential 1",0.382394757225045,NA,"Eucalyptus subcrenulata","Eucalyptus coccifera","small","large"
"523","MtField","small Eucalyptus urnigera","large Eucalyptus coccifera",0.0597301564190042,-0.160120795138725,0.279581107976734,0.0549908297545451,0.0644694830834633,"Potential 1",0.439701903115459,NA,"Eucalyptus urnigera","Eucalyptus coccifera","small","large"
"627","MtField","small Non-euc","large Eucalyptus coccifera",-0.0695835314240877,-0.157550696831909,0.0183836339837335,-0.0727136807346079,-0.0664533821135675,"Potential 1",0.175934330815643,NA,"Non-euc","Eucalyptus coccifera","small","large"
"811","MtField","large Eucalyptus delegatensis","large Eucalyptus delegatensis",-0.58587084902939,-0.973150963831084,-0.198590734227696,-0.599928478396866,-0.571813219661914,"Potential 1",0.774560229603388,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","large","large"
"922","MtField","small Eucalyptus delegatensis","large Eucalyptus delegatensis",0.884138493032212,0.32129543957695,1.44698154648747,0.868160973264616,0.900116012799807,"Potential 1",1.12568610691052,1,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","large"
"106","MtField","small Eucalyptus subcrenulata","large Eucalyptus delegatensis",0.261653981265731,0.0500114782553465,0.473296484276115,0.255093350344727,0.268214612186734,"Potential 1",0.423285006020768,1,"Eucalyptus subcrenulata","Eucalyptus delegatensis","small","large"
"1117","MtField","small Eucalyptus urnigera","large Eucalyptus delegatensis",0.1912043997352,-0.0405274919705513,0.422936291440952,0.185795068217782,0.196613731252618,"Potential 1",0.463463783411503,NA,"Eucalyptus urnigera","Eucalyptus delegatensis","small","large"
"1215","MtField","small Non-euc","large Eucalyptus delegatensis",-0.151664323993731,-0.26124565342755,-0.0420829945599117,-0.155206665329042,-0.14812198265842,"Potential 1",0.219162658867639,1,"Non-euc","Eucalyptus delegatensis","small","large"
"155","MtField","small Eucalyptus delegatensis","small Eucalyptus delegatensis",-2.61878751977578,-5.2454907785267,0.00791573897515097,-2.66596547416595,-2.5716095653856,"Potential 1",5.25340651750185,NA,"Eucalyptus delegatensis","Eucalyptus delegatensis","small","small"
"169","MtField","small Eucalyptus subcrenulata","small Eucalyptus delegatensis",-0.301764795490766,-0.643964976363859,0.0404353853823265,-0.313107300713727,-0.290422290267806,"Potential 1",0.684400361746186,NA,"Eucalyptus subcrenulata","Eucalyptus delegatensis","small","small"
"173","MtField","small Eucalyptus urnigera","small Eucalyptus delegatensis",-0.767186935968999,-1.66447006536417,0.130096193426172,-0.784527946506972,-0.749845925431027,"Potential 1",1.79456625879034,NA,"Eucalyptus urnigera","Eucalyptus delegatensis","small","small"
"183","MtField","small Non-euc","small Eucalyptus delegatensis",0.396854368068859,0.0305161479809784,0.763192588156739,0.389660850896994,0.404047885240723,"Potential 1",0.732676440175761,1,"Non-euc","Eucalyptus delegatensis","small","small"
"2210","MtField","small Eucalyptus subcrenulata","small Eucalyptus subcrenulata",0.106002513944831,-0.0613483140562987,0.273353341945962,0.099469919059562,0.112535108830101,"Potential 1",0.33470165600226,NA,"Eucalyptus subcrenulata","Eucalyptus subcrenulata","small","small"
"2310","MtField","small Eucalyptus urnigera","small Eucalyptus subcrenulata",-0.154854913830889,-0.354054244614921,0.0443444169531433,-0.159590767958086,-0.150119059703692,"Potential 1",0.398398661568065,NA,"Eucalyptus urnigera","Eucalyptus subcrenulata","small","small"
"243","MtField","small Non-euc","small Eucalyptus subcrenulata",0.0692546201125674,-0.0224922556674118,0.161001495892547,0.0649649768269313,0.0735442633982035,"Potential 1",0.183493751559959,NA,"Non-euc","Eucalyptus subcrenulata","small","small"
"293","MtField","small Eucalyptus urnigera","small Eucalyptus urnigera",0.03491528109541,-0.317181490730746,0.387012052921566,0.0289467667141976,0.0408837954766223,"Potential 1",0.704193543652313,NA,"Eucalyptus urnigera","Eucalyptus urnigera","small","small"
"302","MtField","small Non-euc","small Eucalyptus urnigera",0.0451421132939528,-0.0805833975897542,0.17086762417766,0.0419444013511728,0.0483398252367328,"Potential 1",0.251451021767414,NA,"Non-euc","Eucalyptus urnigera","small","small"
"362","MtField","small Non-euc","small Non-euc",0.12135161646194,-0.0153755335848342,0.258078766508715,0.107082588320787,0.135620644603093,"Potential 1",0.273454300093549,NA,"Non-euc","Non-euc","small","small"
"160","Bruxner","large Eucalyptus grandis","large Eucalyptus grandis",-0.331551356206179,-0.790074085104515,0.126971372692158,-0.341544090889737,-0.321558621522621,"Potential 1",0.917045457796673,NA,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"240","Bruxner","small Eucalyptus grandis","large Eucalyptus grandis",0.378781627174075,0.145333494220936,0.612229760127214,0.371752831011185,0.385810423336965,"Potential 1",0.466896265906278,1,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"336","Bruxner","small Eucalyptus microcorys","large Eucalyptus grandis",0.236462436552358,-0.158958187744531,0.631883060849247,0.228796888220186,0.244127984884529,"Potential 1",0.790841248593778,NA,"Eucalyptus microcorys","Eucalyptus grandis","small","large"
"420","Bruxner","small Non-euc","large Eucalyptus grandis",0.0244795773783468,-0.051982840672997,0.100941995429691,0.0215295685157316,0.027429586240962,"Potential 1",0.152924836102687,NA,"Non-euc","Eucalyptus grandis","small","large"
"526","Bruxner","small Syncarpia glomulifera subsp glabra","large Eucalyptus grandis",0.0949916231483998,-0.0995730092543355,0.289556255551135,0.0907475960799585,0.0992356502168411,"Potential 1",0.389129264805471,NA,"Syncarpia glomulifera","Eucalyptus grandis","small","large"
"711","Bruxner","small Eucalyptus grandis","small Eucalyptus grandis",0.109147845672985,-0.0943947608708323,0.312690452216803,0.100233248151328,0.118062443194643,"Potential 1",0.407085213087635,NA,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"815","Bruxner","small Eucalyptus microcorys","small Eucalyptus grandis",-0.0551037597251802,-0.332212886809152,0.222005367358792,-0.0611342968818836,-0.0490732225684768,"Potential 1",0.554218254167944,NA,"Eucalyptus microcorys","Eucalyptus grandis","small","small"
"925","Bruxner","small Non-euc","small Eucalyptus grandis",-0.0302340031035439,-0.0834921827097982,0.0230241765027104,-0.0329096025399837,-0.0275584036671042,"Potential 1",0.106516359212509,NA,"Non-euc","Eucalyptus grandis","small","small"
"109","Bruxner","small Syncarpia glomulifera subsp glabra","small Eucalyptus grandis",-0.043838189001243,-0.164273972969554,0.0765975949670676,-0.0471319011480762,-0.0405444768544097,"Potential 1",0.240871567936621,NA,"Syncarpia glomulifera","Eucalyptus grandis","small","small"
"1311","Bruxner","small Eucalyptus microcorys","small Eucalyptus microcorys",0.336617792510517,-0.262112937047778,0.935348522068811,0.327442906712076,0.345792678308957,"Potential 1",1.19746145911659,NA,"Eucalyptus microcorys","Eucalyptus microcorys","small","small"
"1410","Bruxner","small Non-euc","small Eucalyptus microcorys",-0.0100652493065646,-0.0942384524103438,0.0741079537972147,-0.0124648481665082,-0.00766565044662092,"Potential 1",0.168346406207559,NA,"Non-euc","Eucalyptus microcorys","small","small"
"1511","Bruxner","small Syncarpia glomulifera subsp glabra","small Eucalyptus microcorys",0.0225610734815578,-0.160789305982247,0.205911452945363,0.0187884902509323,0.0263336567121833,"Potential 1",0.36670075892761,NA,"Syncarpia glomulifera","Eucalyptus microcorys","small","small"
