"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","range_ci","sig","species_from","species_to","size_from","size_to"
"624","HardyCreek","small Non-euc","small Eucalyptus regnans",0.114441793851445,-0.136539212257733,0.365422799960623,0.110554686646305,0.118328901056585,"Potential 1",0.501962012218356,NA,"Non-euc","Eucalyptus regnans","small","small"
"920","HardyCreek","small Non-euc","small Non-euc",-0.0426192298199338,-0.3241349083455,0.238896448705633,-0.0487650503724376,-0.0364734092674301,"Potential 1",0.563031357051133,NA,"Non-euc","Non-euc","small","small"
"147","MinesRd","large Eucalyptus pilularis","large Eucalyptus pilularis",-0.0600712319833316,-0.376326628490196,0.256184164523533,-0.0650573634232591,-0.055085100543404,"Potential 1",0.63251079301373,NA,"Eucalyptus pilularis","Eucalyptus pilularis","large","large"
"234","MinesRd","small Eucalyptus microcorys","large Eucalyptus pilularis",0.166009250810595,-0.276229481182153,0.608247982803343,0.159224388618687,0.172794113002503,"Potential 1",0.884477463985497,NA,"Eucalyptus microcorys","Eucalyptus pilularis","small","large"
"329","MinesRd","small Eucalyptus pilularis","large Eucalyptus pilularis",-0.188327538113152,-0.423679112754668,0.0470240365283629,-0.192051915352104,-0.184603160874201,"Potential 1",0.470703149283031,NA,"Eucalyptus pilularis","Eucalyptus pilularis","small","large"
"414","MinesRd","small Non-euc","large Eucalyptus pilularis",-0.0844625139601532,-0.213623826173853,0.0446987982535465,-0.0873445800034303,-0.0815804479168761,"Potential 1",0.258322624427399,NA,"Non-euc","Eucalyptus pilularis","small","large"
"625","MinesRd","small Eucalyptus microcorys","small Eucalyptus microcorys",-0.0117446871223964,-0.676161623522767,0.652672249277974,-0.0227199209466993,-0.00076945329809357,"Potential 1",1.32883387280074,NA,"Eucalyptus microcorys","Eucalyptus microcorys","small","small"
"79","MinesRd","small Eucalyptus pilularis","small Eucalyptus microcorys",0.172981082349771,-0.145500589273323,0.491462753972865,0.166323766917598,0.179638397781944,"Potential 1",0.636963343246188,NA,"Eucalyptus pilularis","Eucalyptus microcorys","small","small"
"89","MinesRd","small Non-euc","small Eucalyptus microcorys",0.228445837408868,0.0568222895704266,0.400069385247309,0.223232899117429,0.233658775700307,"Potential 1",0.343247095676883,1,"Non-euc","Eucalyptus microcorys","small","small"
"1115","MinesRd","small Eucalyptus pilularis","small Eucalyptus pilularis",0.219293701168452,-0.0100635323355125,0.448650934672416,0.211604813522817,0.226982588814087,"Potential 1",0.458714467007928,NA,"Eucalyptus pilularis","Eucalyptus pilularis","small","small"
"1213","MinesRd","small Non-euc","small Eucalyptus pilularis",-0.0681626668702512,-0.175173864581845,0.0388485308413421,-0.0712950020667828,-0.0650303316737197,"Potential 1",0.214022395423187,NA,"Non-euc","Eucalyptus pilularis","small","small"
"167","MinesRd","small Non-euc","small Non-euc",0.151316618478673,0.00922241165037185,0.293410825306974,0.142879414167931,0.159753822789415,"Potential 1",0.284188413656602,1,"Non-euc","Non-euc","small","small"
"148","Tinebank","large Eucalyptus pilularis","large Eucalyptus pilularis",-0.543699138503391,-1.50020127084311,0.41280299383633,-0.55608177635395,-0.531316500652832,"Potential 1",1.91300426467944,NA,"Eucalyptus pilularis","Eucalyptus pilularis","large","large"
"235","Tinebank","large Non-euc","large Eucalyptus pilularis",-0.539976013226797,-1.34813296171675,0.26818093526316,-0.549910723306061,-0.530041303147533,"Potential 1",1.61631389697991,NA,"Non-euc","Eucalyptus pilularis","large","large"
"330","Tinebank","large Syncarpia glomulifera subsp glabra","large Eucalyptus pilularis",-0.187867452059549,-0.705804216059149,0.330069311940052,-0.193833747366039,-0.181901156753058,"Potential 1",1.0358735279992,NA,"Syncarpia glomulifera","Eucalyptus pilularis","large","large"
"415","Tinebank","small Non-euc","large Eucalyptus pilularis",0.127081010939046,-0.0927178831667186,0.346879905044811,0.122992566215844,0.131169455662248,"Potential 1",0.43959778821153,NA,"Non-euc","Eucalyptus pilularis","small","large"
"522","Tinebank","small Syncarpia glomulifera subsp glabra","large Eucalyptus pilularis",0.137518391670695,-0.312710591902437,0.587747375243828,0.131613020581246,0.143423762760145,"Potential 1",0.900457967146264,NA,"Syncarpia glomulifera","Eucalyptus pilularis","small","large"
"710","Tinebank","large Non-euc","large Non-euc",-0.319906326648105,-1.16756653009962,0.527753876803407,-0.329795482444418,-0.310017170851792,"Potential 1",1.69532040690302,NA,"Non-euc","Non-euc","large","large"
"810","Tinebank","large Syncarpia glomulifera subsp glabra","large Non-euc",-0.296754797802933,-0.861265398395968,0.267755802790102,-0.302368655721699,-0.291140939884167,"Potential 1",1.12902120118607,NA,"Syncarpia glomulifera","Non-euc","large","large"
"921","Tinebank","small Non-euc","large Non-euc",0.124527040736484,-0.089002735583919,0.338056817056887,0.12135883121707,0.127695250255897,"Potential 1",0.427059552640806,NA,"Non-euc","Non-euc","small","large"
"105","Tinebank","small Syncarpia glomulifera subsp glabra","large Non-euc",0.304990251525993,-0.117748824811986,0.727729327863972,0.299096205013508,0.310884298038478,"Potential 1",0.845478152675957,NA,"Syncarpia glomulifera","Non-euc","small","large"
"1310","Tinebank","large Syncarpia glomulifera subsp glabra","large Syncarpia glomulifera subsp glabra",-0.264925834622749,-0.781732715081908,0.25188104583641,-0.271442731149969,-0.258408938095529,"Potential 1",1.03361376091832,NA,"Syncarpia glomulifera","Syncarpia glomulifera","large","large"
"149","Tinebank","small Non-euc","large Syncarpia glomulifera subsp glabra",0.0040064169497302,-0.120013333241799,0.12802616714126,0.00173549625115123,0.00627733764830916,"Potential 1",0.248039500383059,NA,"Non-euc","Syncarpia glomulifera","small","large"
"154","Tinebank","small Syncarpia glomulifera subsp glabra","large Syncarpia glomulifera subsp glabra",0.0423313850498477,-0.269269616420013,0.353932386519708,0.0382865049422053,0.04637626515749,"Potential 1",0.623202002939721,NA,"Syncarpia glomulifera","Syncarpia glomulifera","small","large"
"194","Tinebank","small Non-euc","small Non-euc",-0.028013667368433,-0.161857548967782,0.105830214230916,-0.0409957254604911,-0.0150316092763749,"Potential 1",0.267687763198699,NA,"Non-euc","Non-euc","small","small"
"204","Tinebank","small Syncarpia glomulifera subsp glabra","small Non-euc",-0.115232731313273,-0.203384290893246,-0.0270811717333001,-0.117399205455747,-0.113066257170799,"Potential 1",0.176303119159946,1,"Syncarpia glomulifera","Non-euc","small","small"
"253","Tinebank","small Syncarpia glomulifera subsp glabra","small Syncarpia glomulifera subsp glabra",-0.0279809190293364,-0.37160079360772,0.315638955549048,-0.0355724521467705,-0.0203893859119023,"Potential 1",0.687239749156768,NA,"Syncarpia glomulifera","Syncarpia glomulifera","small","small"
"156","BirdTree","large Eucalyptus microcorys","large Eucalyptus microcorys",0.124088626509925,-0.700260340631874,0.948437593651724,0.11520525403367,0.132971998986179,"Potential 1",1.6486979342836,NA,"Eucalyptus microcorys","Eucalyptus microcorys","large","large"
"237","BirdTree","large Eucalyptus pilularis","large Eucalyptus microcorys",0.124715057130096,-0.248294761542054,0.497724875802247,0.11759055211741,0.131839562142783,"Potential 1",0.746019637344301,NA,"Eucalyptus pilularis","Eucalyptus microcorys","large","large"
"333","BirdTree","large Syncarpia glomulifera subsp glabra","large Eucalyptus microcorys",0.0813871787651213,-0.355145433388461,0.517919790918703,0.0760171601330623,0.0867571973971803,"Potential 1",0.873065224307164,NA,"Syncarpia glomulifera","Eucalyptus microcorys","large","large"
"417","BirdTree","small Eucalyptus microcorys","large Eucalyptus microcorys",0.0776747611501605,-0.282017894299065,0.437367416599386,0.0715695703085738,0.0837799519917472,"Potential 1",0.719385310898451,NA,"Eucalyptus microcorys","Eucalyptus microcorys","small","large"
"524","BirdTree","small Non-euc","large Eucalyptus microcorys",-0.103250651995518,-0.269359484147031,0.0628581801559957,-0.10861003023341,-0.0978912737576252,"Potential 1",0.332217664303027,NA,"Non-euc","Eucalyptus microcorys","small","large"
"712","BirdTree","large Eucalyptus pilularis","large Eucalyptus pilularis",-0.0742467455559532,-0.356978766606283,0.208485275494377,-0.0803803959531517,-0.0681130951587547,"Potential 1",0.56546404210066,NA,"Eucalyptus pilularis","Eucalyptus pilularis","large","large"
"812","BirdTree","large Syncarpia glomulifera subsp glabra","large Eucalyptus pilularis",-0.0199372978856609,-0.266354836005286,0.226480240233964,-0.024225233196291,-0.0156493625750308,"Potential 1",0.49283507623925,NA,"Syncarpia glomulifera","Eucalyptus pilularis","large","large"
"923","BirdTree","small Eucalyptus microcorys","large Eucalyptus pilularis",0.0648909412803103,-0.147379498067699,0.27716138062832,0.0612681200228642,0.0685137625377564,"Potential 1",0.424540878696019,NA,"Eucalyptus microcorys","Eucalyptus pilularis","small","large"
"107","BirdTree","small Non-euc","large Eucalyptus pilularis",0.052407871472542,-0.0398558545954024,0.144671597540487,0.0492567320505497,0.0555590108945344,"Potential 1",0.184527452135889,NA,"Non-euc","Eucalyptus pilularis","small","large"
"1312","BirdTree","large Syncarpia glomulifera subsp glabra","large Syncarpia glomulifera subsp glabra",0.0048960789985713,-0.368692673526419,0.378484831523562,0.000249060850633104,0.0095430971465095,"Potential 1",0.747177505049981,NA,"Syncarpia glomulifera","Syncarpia glomulifera","large","large"
"1411","BirdTree","small Eucalyptus microcorys","large Syncarpia glomulifera subsp glabra",-0.359857114423722,-0.750171531203628,0.0304573023561834,-0.364852137638348,-0.354862091209097,"Potential 1",0.780628833559812,NA,"Eucalyptus microcorys","Syncarpia glomulifera","small","large"
"157","BirdTree","small Non-euc","large Syncarpia glomulifera subsp glabra",-0.00432731675841155,-0.130676187764088,0.122021554247264,-0.00782567384237067,-0.000828959674452441,"Potential 1",0.252697742011352,NA,"Non-euc","Syncarpia glomulifera","small","large"
"196","BirdTree","small Eucalyptus microcorys","small Eucalyptus microcorys",0.40508951774539,0.0987249068917496,0.711454128599031,0.397728904552691,0.41245013093809,"Potential 1",0.612729221707281,1,"Eucalyptus microcorys","Eucalyptus microcorys","small","small"
"206","BirdTree","small Non-euc","small Eucalyptus microcorys",-0.0371878982962979,-0.131445050677237,0.0570692540846414,-0.0403256918242117,-0.034050104768384,"Potential 1",0.188514304761879,NA,"Non-euc","Eucalyptus microcorys","small","small"
"255","BirdTree","small Non-euc","small Non-euc",-0.0387844916988159,-0.179860056268503,0.102291072870871,-0.0574712192195412,-0.0200977641780906,"Potential 1",0.282151129139375,NA,"Non-euc","Non-euc","small","small"
"158","A-Tree","large Eucalyptus pilularis","large Eucalyptus pilularis",-0.0651110567464725,-0.267588410659139,0.137366297166194,-0.0709073420745731,-0.0593147714183718,"Potential 1",0.404954707825333,NA,"Eucalyptus pilularis","Eucalyptus pilularis","large","large"
"238","A-Tree","small Eucalyptus microcorys","large Eucalyptus pilularis",-0.0138203405835942,-0.153327617607812,0.125686936440624,-0.0169123252697447,-0.0107283558974437,"Potential 1",0.279014554048435,NA,"Eucalyptus microcorys","Eucalyptus pilularis","small","large"
"334","A-Tree","small Eucalyptus pilularis","large Eucalyptus pilularis",-0.0820321166465499,-0.160621244655453,-0.00344298863764717,-0.0842398566122025,-0.0798243766808973,"Potential 1",0.157178256017806,1,"Eucalyptus pilularis","Eucalyptus pilularis","small","large"
"418","A-Tree","small Non-euc","large Eucalyptus pilularis",-0.0290739766537193,-0.111641335819831,0.0534933825123921,-0.0319905908611304,-0.0261573624463082,"Potential 1",0.165134718332223,NA,"Non-euc","Eucalyptus pilularis","small","large"
"626","A-Tree","small Eucalyptus microcorys","small Eucalyptus microcorys",0.197074856059647,0.00411468184886629,0.390035030270428,0.190750333554603,0.203399378564692,"Potential 1",0.385920348421562,1,"Eucalyptus microcorys","Eucalyptus microcorys","small","small"
"713","A-Tree","small Eucalyptus pilularis","small Eucalyptus microcorys",0.0369274696829417,-0.0350737609701099,0.108928700335993,0.03412758233562,0.0397273570302634,"Potential 1",0.144002461306103,NA,"Eucalyptus pilularis","Eucalyptus microcorys","small","small"
"813","A-Tree","small Non-euc","small Eucalyptus microcorys",-0.024194321751597,-0.0946517050813405,0.0462630615781465,-0.0266199143949936,-0.0217687291082004,"Potential 1",0.140914766659487,NA,"Non-euc","Eucalyptus microcorys","small","small"
"1116","A-Tree","small Eucalyptus pilularis","small Eucalyptus pilularis",0.414013890074148,0.318977144867092,0.509050635281205,0.401860420380361,0.426167359767936,"Potential 1",0.190073490414113,1,"Eucalyptus pilularis","Eucalyptus pilularis","small","small"
"1214","A-Tree","small Non-euc","small Eucalyptus pilularis",0.00615140381070525,-0.0444079027128987,0.0567107103343092,0.00319132993985001,0.0091114776815605,"Potential 1",0.101118613047208,NA,"Non-euc","Eucalyptus pilularis","small","small"
"168","A-Tree","small Non-euc","small Non-euc",0.145294541002043,0.019790853319843,0.270798228684242,0.135545085175131,0.155043996828954,"Potential 1",0.251007375364399,1,"Non-euc","Non-euc","small","small"
"159","BlackBull","large Eucalyptus andrewsii","large Eucalyptus andrewsii",0.11869460639105,-0.790770955069978,1.02816016785208,0.108592813799596,0.128796398982505,"Potential 1",1.81893112292206,NA,"Eucalyptus andrewsii","Eucalyptus andrewsii","large","large"
"239","BlackBull","large Eucalyptus pilularis","large Eucalyptus andrewsii",-0.141047830740031,-0.620350194795093,0.33825453331503,-0.146533052834327,-0.135562608645735,"Potential 1",0.958604728110123,NA,"Eucalyptus pilularis","Eucalyptus andrewsii","large","large"
"335","BlackBull","small Eucalyptus pilularis","large Eucalyptus andrewsii",-0.0988384523907089,-0.594227859533871,0.396550954752453,-0.104583118140109,-0.0930937866413088,"Potential 1",0.990778814286324,NA,"Eucalyptus pilularis","Eucalyptus andrewsii","small","large"
"419","BlackBull","small Non-euc","large Eucalyptus andrewsii",-0.112044229340578,-0.26203098209079,0.0379425234096346,-0.115790158312272,-0.108298300368884,"Potential 1",0.299973505500425,NA,"Non-euc","Eucalyptus andrewsii","small","large"
"525","BlackBull","small Syncarpia glomulifera subsp glomulifera","large Eucalyptus andrewsii",-0.0498859054669047,-0.37805209547937,0.278280284545561,-0.0549561864012133,-0.0448156245325961,"Potential 1",0.656332380024931,NA,"Syncarpia glomulifera","Eucalyptus andrewsii","small","large"
"714","BlackBull","large Eucalyptus pilularis","large Eucalyptus pilularis",-0.164624750073516,-0.71471063105206,0.385461130905029,-0.172752061873158,-0.156497438273874,"Potential 1",1.10017176195709,NA,"Eucalyptus pilularis","Eucalyptus pilularis","large","large"
"814","BlackBull","small Eucalyptus pilularis","large Eucalyptus pilularis",-0.130531522405404,-0.507749356437672,0.246686311626864,-0.135653979045728,-0.12540906576508,"Potential 1",0.754435668064535,NA,"Eucalyptus pilularis","Eucalyptus pilularis","small","large"
"924","BlackBull","small Non-euc","large Eucalyptus pilularis",-0.0788314270930698,-0.200617591571694,0.0429547373855542,-0.0821987668220091,-0.0754640873641304,"Potential 1",0.243572328957248,NA,"Non-euc","Eucalyptus pilularis","small","large"
"108","BlackBull","small Syncarpia glomulifera subsp glomulifera","large Eucalyptus pilularis",0.036881216877234,-0.207937340913176,0.281699774667644,0.0324189215512195,0.0413435122032485,"Potential 1",0.489637115580821,NA,"Syncarpia glomulifera","Eucalyptus pilularis","small","large"
"1313","BlackBull","small Eucalyptus pilularis","small Eucalyptus pilularis",-0.0742283857307458,-0.562077964277369,0.413621192815877,-0.0822060592585764,-0.0662507122029152,"Potential 1",0.975699157093245,NA,"Eucalyptus pilularis","Eucalyptus pilularis","small","small"
"1412","BlackBull","small Non-euc","small Eucalyptus pilularis",-0.0523986457070243,-0.160104970015881,0.0553076786018323,-0.0555067369205817,-0.0492905544934669,"Potential 1",0.215412648617713,NA,"Non-euc","Eucalyptus pilularis","small","small"
"1510","BlackBull","small Syncarpia glomulifera subsp glomulifera","small Eucalyptus pilularis",0.157826142030198,-0.0687100030609854,0.384362287121382,0.152698345568314,0.162953938492083,"Potential 1",0.453072290182368,NA,"Syncarpia glomulifera","Eucalyptus pilularis","small","small"
"197","BlackBull","small Non-euc","small Non-euc",0.161383630336859,0.0378128346696404,0.284954426004078,0.150723161587336,0.172044099086383,"Potential 1",0.247141591334438,1,"Non-euc","Non-euc","small","small"
"207","BlackBull","small Syncarpia glomulifera subsp glomulifera","small Non-euc",0.0100698446106311,-0.061373231849184,0.0815129210704463,0.00761215813781918,0.0125275310834431,"Potential 1",0.14288615291963,NA,"Syncarpia glomulifera","Non-euc","small","small"
"256","BlackBull","small Syncarpia glomulifera subsp glomulifera","small Syncarpia glomulifera subsp glomulifera",0.200213862037694,0.0237408976009509,0.376686826474437,0.193832146828726,0.206595577246662,"Potential 1",0.352945928873486,1,"Syncarpia glomulifera","Syncarpia glomulifera","small","small"
"170","Osullivans","large Eucalyptus grandis","large Eucalyptus grandis",-0.751823084041398,-1.17302863312205,-0.330617534960745,-0.773876465559745,-0.72976970252305,"Potential 1",0.842411098161305,1,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"244","Osullivans","large Non-euc","large Eucalyptus grandis",-0.339530735982896,-0.776296951477314,0.0972354795115228,-0.349681939826626,-0.329379532139165,"Potential 1",0.873532430988837,NA,"Non-euc","Eucalyptus grandis","large","large"
"337","Osullivans","small Eucalyptus grandis","large Eucalyptus grandis",0.248708748322331,-0.010605046909154,0.508022543553816,0.240917843619628,0.256499653025034,"Potential 1",0.51862759046297,NA,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"422","Osullivans","small Non-euc","large Eucalyptus grandis",-0.0809055490721993,-0.204592737888606,0.042781639744207,-0.0873757956049314,-0.0744353025394673,"Potential 1",0.247374377632813,NA,"Non-euc","Eucalyptus grandis","small","large"
"527","Osullivans","small Syncarpia glomulifera subsp glomulifera","large Eucalyptus grandis",-0.261310534897912,-0.446697523607004,-0.0759235461888202,-0.267201882661361,-0.255419187134463,"Potential 1",0.370773977418184,1,"Syncarpia glomulifera","Eucalyptus grandis","small","large"
"715","Osullivans","large Non-euc","large Non-euc",-0.318894088317904,-1.17891211702454,0.541123940388729,-0.333311720022643,-0.304476456613164,"Potential 1",1.72003605741326,NA,"Non-euc","Non-euc","large","large"
"816","Osullivans","small Eucalyptus grandis","large Non-euc",-0.12198600192747,-0.54952708186207,0.30555507800713,-0.129144197592012,-0.114827806262929,"Potential 1",0.8550821598692,NA,"Eucalyptus grandis","Non-euc","small","large"
"926","Osullivans","small Non-euc","large Non-euc",0.0815514608410689,-0.127316763832043,0.290419685514181,0.0754729450891053,0.0876299765930326,"Potential 1",0.417736449346223,NA,"Non-euc","Non-euc","small","large"
"1010","Osullivans","small Syncarpia glomulifera subsp glomulifera","large Non-euc",-0.161827642221992,-0.401010803375463,0.0773555189314798,-0.166398516055326,-0.157256768388657,"Potential 1",0.478366322306943,NA,"Syncarpia glomulifera","Non-euc","small","large"
"1314","Osullivans","small Eucalyptus grandis","small Eucalyptus grandis",0.0323692871890298,-0.23337268720781,0.29811126158587,0.025002133389525,0.0397364409885346,"Potential 1",0.53148394879368,NA,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"1413","Osullivans","small Non-euc","small Eucalyptus grandis",-0.0817023320004104,-0.177764020934482,0.014359356933661,-0.0846387205438031,-0.0787659434570177,"Potential 1",0.192123377868143,NA,"Non-euc","Eucalyptus grandis","small","small"
"1512","Osullivans","small Syncarpia glomulifera subsp glomulifera","small Eucalyptus grandis",0.15733923597286,-0.00199754178268674,0.316676013728407,0.152869613389603,0.161808858556118,"Potential 1",0.318673555511094,NA,"Syncarpia glomulifera","Eucalyptus grandis","small","small"
"198","Osullivans","small Non-euc","small Non-euc",-0.202306058198595,-0.389962498721015,-0.0146496176761739,-0.220775126387652,-0.183836990009537,"Potential 1",0.375312881044842,1,"Non-euc","Non-euc","small","small"
"208","Osullivans","small Syncarpia glomulifera subsp glomulifera","small Non-euc",0.0313173814594981,-0.0436961451570725,0.106330908076069,0.028437706916542,0.0341970560024543,"Potential 1",0.150027053233141,NA,"Syncarpia glomulifera","Non-euc","small","small"
"257","Osullivans","small Syncarpia glomulifera subsp glomulifera","small Syncarpia glomulifera subsp glomulifera",0.127962005523067,-0.0766662527589702,0.332590263805103,0.119509764766166,0.136414246279967,"Potential 1",0.409256516564074,NA,"Syncarpia glomulifera","Syncarpia glomulifera","small","small"
"174","Herberton","large Eucalyptus grandis","large Eucalyptus grandis",-0.340645404606579,-1.19678980581918,0.515498996606023,-0.357120612329585,-0.324170196883573,"Potential 1",1.7122888024252,NA,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"245","Herberton","small Corymbia intermedia","large Eucalyptus grandis",-0.311364305245165,-0.541947190189253,-0.0807814203010759,-0.318486026813824,-0.304242583676505,"Potential 1",0.461165769888177,1,"Corymbia intermedia","Eucalyptus grandis","small","large"
"338","Herberton","small Eucalyptus grandis","large Eucalyptus grandis",-0.202144797567125,-0.527892574722414,0.123602979588164,-0.210640834693383,-0.193648760440866,"Potential 1",0.651495554310578,NA,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"423","Herberton","small Non-euc","large Eucalyptus grandis",-0.149619625894496,-0.453697989487023,0.15445873769803,-0.155377061101452,-0.143862190687541,"Potential 1",0.608156727185052,NA,"Non-euc","Eucalyptus grandis","small","large"
"628","Herberton","small Corymbia intermedia","small Corymbia intermedia",0.0943789086564196,-0.082182512610745,0.270940329923584,0.0862301848740617,0.102527632438778,"Potential 1",0.353122842534329,NA,"Corymbia intermedia","Corymbia intermedia","small","small"
"716","Herberton","small Eucalyptus grandis","small Corymbia intermedia",-0.204254732201813,-0.306063796744867,-0.102445667658759,-0.207402155950507,-0.201107308453119,"Potential 1",0.203618129086107,1,"Eucalyptus grandis","Corymbia intermedia","small","small"
"817","Herberton","small Non-euc","small Corymbia intermedia",0.0278378686508629,-0.0800541198618953,0.135729857163621,0.024958309571159,0.0307174277305667,"Potential 1",0.215783977025516,NA,"Non-euc","Corymbia intermedia","small","small"
"1118","Herberton","small Eucalyptus grandis","small Eucalyptus grandis",-0.0317437800315808,-0.285388177513439,0.221900617450277,-0.0396557763210743,-0.0238317837420874,"Potential 1",0.507288794963716,NA,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"1216","Herberton","small Non-euc","small Eucalyptus grandis",0.0353529199775936,-0.0922344820975522,0.162940322052739,0.0318821459759364,0.0388236939792507,"Potential 1",0.255174804150291,NA,"Non-euc","Eucalyptus grandis","small","small"
"1610","Herberton","small Non-euc","small Non-euc",0.412760187155095,0.225905882697048,0.599614491613142,0.404681445951038,0.420838928359152,"Potential 1",0.373708608916093,1,"Non-euc","Non-euc","small","small"
"175","Lamb Range","large Eucalyptus grandis","large Eucalyptus grandis",-0.018831338936323,-0.349686255323911,0.312023577451265,-0.0240613848112342,-0.0136012930614118,"Potential 1",0.661709832775177,NA,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"246","Lamb Range","small Eucalyptus grandis","large Eucalyptus grandis",0.0509395201452476,-0.0882442009613922,0.190123241251887,0.0475387580425888,0.0543402822479065,"Potential 1",0.27836744221328,NA,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"339","Lamb Range","small Non-euc","large Eucalyptus grandis",-0.0462179351578797,-0.152769507876902,0.060333637561143,-0.0487924181136788,-0.0436434522020807,"Potential 1",0.213103145438045,NA,"Non-euc","Eucalyptus grandis","small","large"
"528","Lamb Range","small Eucalyptus grandis","small Eucalyptus grandis",0.330426184056699,0.186492655471825,0.474359712641573,0.3216217413817,0.339230626731697,"Potential 1",0.287867057169748,1,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"629","Lamb Range","small Non-euc","small Eucalyptus grandis",-0.0865683703071509,-0.17210374278192,-0.0010329978323822,-0.0894770907658258,-0.0836596498484761,"Potential 1",0.171070744949537,1,"Non-euc","Eucalyptus grandis","small","small"
"927","Lamb Range","small Non-euc","small Non-euc",0.158875297242498,0.0278057110701884,0.289944883414808,0.150928429736107,0.16682216474889,"Potential 1",0.262139172344619,1,"Non-euc","Non-euc","small","small"
"176","Baldy","large Eucalyptus grandis","large Eucalyptus grandis",-0.247071469917811,-0.763872390047458,0.269729450211835,-0.255613888675619,-0.238529051160004,"Potential 1",1.03360184025929,NA,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"247","Baldy","small Corymbia intermedia","large Eucalyptus grandis",0.29747060372993,-0.0590627612298522,0.654003968689711,0.291543264019213,0.303397943440647,"Potential 1",0.713066729919563,NA,"Corymbia intermedia","Eucalyptus grandis","small","large"
"340","Baldy","small Eucalyptus grandis","large Eucalyptus grandis",-0.221024710793954,-0.635307084104669,0.19325766251676,-0.226817103711724,-0.215232317876185,"Potential 1",0.828564746621428,NA,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"424","Baldy","small Non-euc","large Eucalyptus grandis",-0.15755437239853,-0.297555969955449,-0.0175527748416109,-0.160258242513012,-0.154850502284048,"Potential 1",0.280003195113838,1,"Non-euc","Eucalyptus grandis","small","large"
"630","Baldy","small Corymbia intermedia","small Corymbia intermedia",0.131646190672892,-0.188919673894201,0.452212055239985,0.126090870811789,0.137201510533995,"Potential 1",0.641131729134186,NA,"Corymbia intermedia","Corymbia intermedia","small","small"
"717","Baldy","small Eucalyptus grandis","small Corymbia intermedia",0.295519509158539,-0.106351918482817,0.697390936799894,0.289466062197746,0.301572956119331,"Potential 1",0.803742855282712,NA,"Eucalyptus grandis","Corymbia intermedia","small","small"
"818","Baldy","small Non-euc","small Corymbia intermedia",0.06217218026329,-0.0681132156925688,0.192457576219149,0.0590227927802103,0.0653215677463697,"Potential 1",0.260570791911718,NA,"Non-euc","Corymbia intermedia","small","small"
"1119","Baldy","small Eucalyptus grandis","small Eucalyptus grandis",-0.256583836286682,-0.962221653986958,0.449053981413593,-0.264309175291169,-0.248858497282195,"Potential 1",1.41127563540055,NA,"Eucalyptus grandis","Eucalyptus grandis","small","small"
"1217","Baldy","small Non-euc","small Eucalyptus grandis",-0.0647956785182761,-0.210532183330489,0.0809408262939364,-0.067485794597931,-0.0621055624386211,"Potential 1",0.291473009624425,NA,"Non-euc","Eucalyptus grandis","small","small"
"1611","Baldy","small Non-euc","small Non-euc",0.354302611554185,0.261146490094643,0.447458733013726,0.343790993720624,0.364814229387745,"Potential 1",0.186312242919084,1,"Non-euc","Non-euc","small","small"
"177","Koombooloomba","large Eucalyptus grandis","large Eucalyptus grandis",-0.52565814735198,-1.17838362345027,0.127067328746308,-0.538174608137781,-0.513141686566179,"Potential 1",1.30545095219658,NA,"Eucalyptus grandis","Eucalyptus grandis","large","large"
"248","Koombooloomba","large Syncarpia glomulifera","large Eucalyptus grandis",-0.0560205281083925,-0.792549393112818,0.680508336896033,-0.0708106967879315,-0.0412303594288535,"Potential 1",1.47305773000885,NA,"Syncarpia glomulifera","Eucalyptus grandis","large","large"
"342","Koombooloomba","small Eucalyptus grandis","large Eucalyptus grandis",-0.0334362479831233,-0.210498347743611,0.143625851777364,-0.0359861778630087,-0.030886318103238,"Potential 1",0.354124199520975,NA,"Eucalyptus grandis","Eucalyptus grandis","small","large"
"425","Koombooloomba","small Non-euc","large Eucalyptus grandis",-0.0887973091491031,-0.179751833848013,0.00215721554980655,-0.0913150188066712,-0.086279599491535,"Potential 1",0.181909049397819,NA,"Non-euc","Eucalyptus grandis","small","large"
"529","Koombooloomba","small Syncarpia glomulifera","large Eucalyptus grandis",0.293178822904231,-0.134982558210511,0.721340204018974,0.283168192148738,0.303189453659725,"Potential 1",0.856322762229485,NA,"Syncarpia glomulifera","Eucalyptus grandis","small","large"
"718","Koombooloomba","large Syncarpia glomulifera","large Syncarpia glomulifera",-0.140193848714144,-2.05983747347263,1.77944977604435,-0.179678916842673,-0.100708780585614,"Potential 1",3.83928724951698,NA,"Syncarpia glomulifera","Syncarpia glomulifera","large","large"
