"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","range_ci","size_from","size_to","class_from","class_to","int","size_int","which"
"1122","Unid tree large","Canopy small",-0.0206288296177467,-0.199057018492984,0.157799359257491,-0.0239020210468855,-0.017355638188608,0.0910364630588399,"Potential 1","Tinebank",0.356856377750474," tree large"," small","Unid","Canopy","Unid tree large_Canopy small"," tree large small","between"
"1219","Unid tree small","Canopy small",0.0127783855172198,-0.149538979659482,0.175095750693922,0.00870504843044084,0.0168517226039987,0.0828165040057067,"Potential 1","Tinebank",0.324634730353404," tree small"," small","Unid","Canopy","Unid tree small_Canopy small"," tree small small","between"
"151","Subcanopy large","Subcanopy large",0.111805903915047,-0.0566101712821124,0.280221979112205,0.107088202829763,0.11652360500033,0.085928147928025,"Potential 1","Tinebank",0.336832150394318," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1618","Subcanopy small","Subcanopy large",0.0319646701962458,-0.0648554270862463,0.128784767478738,0.0294293877041549,0.0344999526883367,0.0493989165342816,"Potential 1","Tinebank",0.193640194564984," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"171","Unid tree large","Subcanopy large",-0.0809054167923303,-0.194667051171342,0.0328562175866818,-0.0830672568831138,-0.0787435767015468,0.0580427167419143,"Potential 1","Tinebank",0.227523268758024," tree large"," large","Unid","Subcanopy","Unid tree large_Subcanopy large"," tree large large","between"
"181","Unid tree small","Subcanopy large",0.0455302429171695,-0.0728937118694117,0.163954197703751,0.0426346949391016,0.0484257908952375,0.0604214953543505,"Potential 1","Tinebank",0.236847909573162," tree small"," large","Unid","Subcanopy","Unid tree small_Subcanopy large"," tree small large","between"
"2210","Subcanopy small","Subcanopy small",-0.00216094858577915,-0.178219349721361,0.173897452549803,-0.0129160639942477,0.00859416682268937,0.0898273654640128,"Potential 1","Tinebank",0.352116802271164," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"231","Unid tree large","Subcanopy small",0.00321801580465485,-0.0981157297725124,0.104551761381822,0.00022036401535562,0.00621566759395407,0.0517018406340499,"Potential 1","Tinebank",0.202667491154335," tree large"," small","Unid","Subcanopy","Unid tree large_Subcanopy small"," tree large small","between"
"241","Unid tree small","Subcanopy small",-0.0976363213528848,-0.193033292917579,-0.00223934978819011,-0.10069608094127,-0.0945765617644995,0.0486728186421658,"Potential 1","Tinebank",0.190793943129389," tree small"," small","Unid","Subcanopy","Unid tree small_Subcanopy small"," tree small small","between"
"291","Unid tree large","Unid tree large",0.274297914943169,0.0853653435240149,0.463230486362323,0.269153003237825,0.279442826648512,0.0963959403894306,"Potential 1","Tinebank",0.377865142838308," tree large"," tree large","Unid","Unid","Unid tree large_Unid tree large"," tree large tree large","between"
"30","Unid tree small","Unid tree large",0.0772912553431877,-0.0519731330688384,0.206555643755214,0.0742570850923824,0.0803254255939929,0.065952430468951,"Potential 1","Tinebank",0.258528776824052," tree small"," tree large","Unid","Unid","Unid tree small_Unid tree large"," tree small tree large","between"
"361","Unid tree small","Unid tree small",0.0626682653843531,-0.140314744436194,0.2656512752049,0.0560168945222051,0.069319636246501,0.103564663137512,"Potential 1","Tinebank",0.405966019641093," tree small"," tree small","Unid","Unid","Unid tree small_Unid tree small"," tree small tree small","between"
"146","Canopy large","Canopy large",-0.0191490340431835,-0.2363061443298,0.198008076243433,-0.0241057099313859,-0.014192358154981,0.110796479935103,"Potential 1","Lorne",0.434314220573233," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"230","Canopy small","Canopy large",0.0214436477696655,-0.0607833777773325,0.103670673316664,0.0190220293939552,0.0238652661453759,0.0419533349569657,"Potential 1","Lorne",0.164454051093996," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"325","Subcanopy large","Canopy large",-0.067024098171555,-0.178980362759715,0.0449321664166049,-0.0695014813656167,-0.0645467149774933,0.0571215927798963,"Potential 1","Lorne",0.22391252917632," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"424","Subcanopy small","Canopy large",0.0324591686685489,-0.0862232150106646,0.151141552347762,0.0291865024829081,0.0357318348541898,0.0605533492530297,"Potential 1","Lorne",0.237364767358427," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"625","Canopy small","Canopy small",0.293696296957799,0.157823758711692,0.429568835203906,0.285016264023271,0.302376329892327,0.0693239974396736,"Potential 1","Lorne",0.271745076492214," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"718","Subcanopy large","Canopy small",-0.00747232517538888,-0.0755077708079635,0.0605631204571857,-0.010064158551664,-0.00488049179911379,0.0347125999096053,"Potential 1","Lorne",0.136070891265149," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"819","Subcanopy small","Canopy small",-0.0723818924119158,-0.144991327417695,0.000227542593863816,-0.0751582337040768,-0.0696055511197548,0.0370463108396448,"Potential 1","Lorne",0.145218870011559," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1123","Subcanopy large","Subcanopy large",0.231852666659432,0.0794032117622205,0.384302121556643,0.226254396079366,0.237450937239498,0.0777817633893852,"Potential 1","Lorne",0.304898909794422," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1220","Subcanopy small","Subcanopy large",-0.00843294140582694,-0.12781351104723,0.110947628235576,-0.0120155031819335,-0.00485037962972035,0.0609095731263744,"Potential 1","Lorne",0.238761139282805," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1619","Subcanopy small","Subcanopy small",-0.0181343617761517,-0.236592580981186,0.200323857428882,-0.0280526798819055,-0.00821604367039796,0.111460323214204,"Potential 1","Lorne",0.436916438410068," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"147","Canopy large","Canopy large",-0.0825872174965156,-0.325803577159528,0.160629142166496,-0.0889581275246886,-0.0762163074683427,0.124092259644295,"Potential 1","BirdTree",0.486432719326024," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"232","Canopy small","Canopy large",0.0120999339245826,-0.14197793380779,0.166177801656955,0.0088683340968888,0.0153315337522764,0.0786126015313135,"Potential 1","BirdTree",0.308155735464745," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"326","Subcanopy large","Canopy large",-0.0285466806515039,-0.169155604930389,0.112062243627381,-0.0320160451193345,-0.0250773161836732,0.0717405653307867,"Potential 1","BirdTree",0.281217848557769," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"425","Subcanopy small","Canopy large",-0.0392441296970265,-0.119203951326067,0.0407156919320136,-0.0420186981276107,-0.0364695612664424,0.0407965770084313,"Potential 1","BirdTree",0.15991964325808," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"626","Canopy small","Canopy small",0.0638460267485478,-0.148729073738377,0.276421127235473,0.0581142970621186,0.069577756434977,0.10845867687554,"Potential 1","BirdTree",0.42515020097385," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"719","Subcanopy large","Canopy small",-0.0790705321501129,-0.2085706849658,0.0504296206655739,-0.0824797588937339,-0.0756613054064919,0.0660727206403625,"Potential 1","BirdTree",0.259000305631373," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"820","Subcanopy small","Canopy small",0.0662919890899131,-0.0175367186773946,0.150120696857221,0.0629438940463029,0.0696400841335233,0.0427705347794847,"Potential 1","BirdTree",0.167657415534615," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1124","Subcanopy large","Subcanopy large",0.0535262177674168,-0.126245566227137,0.23329800176197,0.0462837952023455,0.0607686403324881,0.0917219833693733,"Potential 1","BirdTree",0.359543567989107," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1221","Subcanopy small","Subcanopy large",-0.0229521807213988,-0.110791147366294,0.0648867859234963,-0.0270060766196945,-0.0188982848231031,0.0448166228245813,"Potential 1","BirdTree",0.17567793328979," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1620","Subcanopy small","Subcanopy small",0.122811232098632,-0.0169150912421722,0.262537555439437,0.105763376251083,0.139859087946182,0.0712902504550838,"Potential 1","BirdTree",0.279452646681609," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"148","Canopy large","Canopy large",-0.215219614713682,-0.450183487379413,0.0197442579520486,-0.224742573083919,-0.205696656343446,0.119881729725187,"Potential 1","A-Tree",0.469927745331462," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"233","Canopy small","Canopy large",-0.0397600342117219,-0.0956312039268495,0.0161111355034058,-0.0411612713447133,-0.0383587970787304,0.0285062226427793,"Potential 1","A-Tree",0.111742339430255," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"327","Subcanopy large","Canopy large",-0.0300224148264904,-0.175781537973155,0.115736708320175,-0.0333435765739226,-0.0267012530790581,0.0743682660989663,"Potential 1","A-Tree",0.29151824629333," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"426","Subcanopy small","Canopy large",-0.0471274181989534,-0.152470168314047,0.0582153319161404,-0.0508400090359844,-0.0434148273619224,0.053747288698172,"Potential 1","A-Tree",0.210685500230188," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"627","Canopy small","Canopy small",0.429036377635478,0.327732641230758,0.530340114040198,0.419945235011759,0.438127520259197,0.0516865295504359,"Potential 1","A-Tree",0.202607472809439," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"720","Subcanopy large","Canopy small",-0.0159185301708002,-0.0697583014504148,0.0379212411088143,-0.0168808837865574,-0.0149561765550431,0.0274697758246048,"Potential 1","A-Tree",0.107679542559229," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"821","Subcanopy small","Canopy small",-0.00637183504607141,-0.0449170852153775,0.0321734151232347,-0.00830353475021502,-0.0044401353419278,0.0196663053369073,"Potential 1","A-Tree",0.0770905003386122," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1125","Subcanopy large","Subcanopy large",-0.0156212125077877,-0.25999424632807,0.228751821312494,-0.0201104877471551,-0.0111319372684203,0.124682410364612,"Potential 1","A-Tree",0.488746067640564," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1222","Subcanopy small","Subcanopy large",0.0355697421472971,-0.0737552835555508,0.144894767850145,0.032510873605453,0.0386286106891412,0.0557790992922267,"Potential 1","A-Tree",0.218650051405696," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1621","Subcanopy small","Subcanopy small",0.205632683050332,0.0671888027599378,0.344076563340727,0.196805707252323,0.214459658848342,0.0706359307530252,"Potential 1","A-Tree",0.276887760580789," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"149","Canopy large","Canopy large",-0.180251631302135,-0.466623573658456,0.106120311054185,-0.19030355639359,-0.170199706210681,0.146110818675846,"Potential 1","BlackBull",0.572743884712641," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"234","Canopy small","Canopy large",-0.16081695469226,-0.29492641566033,-0.0267074937241908,-0.16442525269268,-0.157208656691841,0.0684244516868208,"Potential 1","BlackBull",0.268218921936139," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"328","Subcanopy large","Canopy large",0.0982478481832852,-0.0836403987788047,0.280136095145375,0.0944455543007649,0.102050142065805,0.0928018312564931,"Potential 1","BlackBull",0.36377649392418," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"427","Subcanopy small","Canopy large",-0.114639554129496,-0.205049875230799,-0.0242292330281933,-0.118175864149583,-0.111103244109409,0.0461285624707636,"Potential 1","BlackBull",0.180820642202605," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"628","Canopy small","Canopy small",0.225441137784361,0.0654534840913238,0.385428791477397,0.218621767443694,0.232260508125027,0.0816278538559887,"Potential 1","BlackBull",0.319975307386074," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"721","Subcanopy large","Canopy small",0.0822828096380103,-0.025496272446868,0.190061891722889,0.0791723225427974,0.0853932967332232,0.0549903380546918,"Potential 1","BlackBull",0.215558164169757," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"822","Subcanopy small","Canopy small",-0.0462845642082702,-0.120374126639649,0.0278049982231087,-0.0489202998517288,-0.0436488285648116,0.0378014917701488,"Potential 1","BlackBull",0.148179124862758," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1126","Subcanopy large","Subcanopy large",0.206647272643796,0.0130314827818176,0.400263062505774,0.200382104088877,0.212912441198715,0.0987853814606773,"Potential 1","BlackBull",0.387231579723956," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1223","Subcanopy small","Subcanopy large",0.0463303831210181,-0.0390962806686267,0.131757046910663,0.0435946237631275,0.0490661424789087,0.0435858334456549,"Potential 1","BlackBull",0.17085332757929," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1622","Subcanopy small","Subcanopy small",0.139098472270363,-0.0381250980555053,0.316322042596231,0.128675242566381,0.149521701974344,0.0904218504644907,"Potential 1","BlackBull",0.354447140651736," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"150","Canopy large","Canopy large",-0.0761089495091374,-0.327900605402616,0.175682706384341,-0.0839537355002242,-0.0682641635180507,0.128467491178195,"Potential 1","Bruxner",0.503583311786957," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"235","Canopy small","Canopy large",0.174187896740318,0.0275499870734936,0.320825806407143,0.169886313198426,0.178489480282211,0.0748166348073158,"Potential 1","Bruxner",0.29327581933365," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"329","Subcanopy large","Canopy large",-0.140724013264544,-0.263471149330981,-0.0179768771981076,-0.144159584619502,-0.137288441909586,0.0626272406200575,"Potential 1","Bruxner",0.245494272132873," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"428","Subcanopy small","Canopy large",0.0841802402093237,-0.0228219748067665,0.191182455225414,0.0804049753450845,0.0879555050735628,0.0545939700219545,"Potential 1","Bruxner",0.21400443003218," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"57","Unid tree large","Canopy large",-0.233060317481676,-0.491617986518327,0.0254973515549751,-0.238541382302,-0.227579252661352,0.13191960213357,"Potential 1","Bruxner",0.517115338073303," tree large"," large","Unid","Canopy","Unid tree large_Canopy large"," tree large large","between"
"629","Unid tree small","Canopy large",0.0442486254907995,-0.107762048367283,0.196259299348882,0.0401438600837525,0.0483533908978466,0.0775578913985785,"Potential 1","Bruxner",0.304021347716165," tree small"," large","Unid","Canopy","Unid tree small_Canopy large"," tree small large","between"
"823","Canopy small","Canopy small",0.215787282284242,0.06519099688216,0.366383567686324,0.207040135426624,0.22453442914186,0.076836251375008,"Potential 1","Bruxner",0.301192570804164," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"97","Subcanopy large","Canopy small",0.00731473999005531,-0.0723387943198362,0.0869682742999469,0.00469259076013455,0.00993688921997607,0.0406403050965163,"Potential 1","Bruxner",0.159307068619783," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"101","Subcanopy small","Canopy small",-0.0393404703164997,-0.0999092493800184,0.021228308747019,-0.0423452905372445,-0.0363356500957549,0.0309030061477035,"Potential 1","Bruxner",0.121137558127037," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1127","Unid tree large","Canopy small",-0.0344685971778255,-0.16806808085306,0.0991308864974093,-0.0372352156204019,-0.0317019787352491,0.0681642544092904,"Potential 1","Bruxner",0.26719896735047," tree large"," small","Unid","Canopy","Unid tree large_Canopy small"," tree large small","between"
"1224","Unid tree small","Canopy small",-0.0593823771049321,-0.15485972505202,0.0360949708421558,-0.0624081226704407,-0.0563566315394236,0.0487138277540818,"Potential 1","Bruxner",0.190954695894176," tree small"," small","Unid","Canopy","Unid tree small_Canopy small"," tree small small","between"
"152","Subcanopy large","Subcanopy large",0.214727010449518,0.0655649629425502,0.363889057956486,0.205720853095092,0.223733167803943,0.0761044839004894,"Potential 1","Bruxner",0.298324095013935," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1623","Subcanopy small","Subcanopy large",0.0171139520995013,-0.048899941314651,0.0831278455136537,0.0141540806163751,0.0200738235826275,0.0336811767638903,"Potential 1","Bruxner",0.132027786828305," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"172","Unid tree large","Subcanopy large",-0.155217505044092,-0.312295306039912,0.00186029595172857,-0.158404054475314,-0.15203095561287,0.0801432078522004,"Potential 1","Bruxner",0.314155601991641," tree large"," large","Unid","Subcanopy","Unid tree large_Subcanopy large"," tree large large","between"
"182","Unid tree small","Subcanopy large",-0.0428975884361339,-0.139694644418263,0.0538994675459948,-0.0458815217202034,-0.0399136551520644,0.0493871605527711,"Potential 1","Bruxner",0.193594111964257," tree small"," large","Unid","Subcanopy","Unid tree small_Subcanopy large"," tree small large","between"
"2211","Subcanopy small","Subcanopy small",0.0701981156753604,-0.0699035086666517,0.210299740017372,0.0522328430363536,0.0881633883143671,0.0714817340762972,"Potential 1","Bruxner",0.280203248684024," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"236","Unid tree large","Subcanopy small",0.0566757068698995,-0.0367700357841639,0.150121449523963,0.0541726157346658,0.0591787980051332,0.0476772753944213,"Potential 1","Bruxner",0.186891485308127," tree large"," small","Unid","Subcanopy","Unid tree large_Subcanopy small"," tree large small","between"
"242","Unid tree small","Subcanopy small",-0.045657620923584,-0.114228014571869,0.022912772724701,-0.0488803371076558,-0.0424349047395123,0.0349855375859759,"Potential 1","Bruxner",0.13714078729657," tree small"," small","Unid","Subcanopy","Unid tree small_Subcanopy small"," tree small small","between"
"292","Unid tree large","Unid tree large",-0.104986907730985,-0.480119933580741,0.27014611811877,-0.11176396292497,-0.0982098525370007,0.19139791792541,"Potential 1","Bruxner",0.750266051699512," tree large"," tree large","Unid","Unid","Unid tree large_Unid tree large"," tree large tree large","between"
"301","Unid tree small","Unid tree large",0.0782810698942266,-0.0859093018179994,0.242471441606453,0.0744977042501749,0.0820644355382784,0.0837721371450387,"Potential 1","Bruxner",0.328380743424452," tree small"," tree large","Unid","Unid","Unid tree small_Unid tree large"," tree small tree large","between"
"362","Unid tree small","Unid tree small",-0.0990912692976902,-0.320419585257888,0.122237046662508,-0.108395841834476,-0.0897866967609042,0.112924685201365,"Potential 1","Bruxner",0.442656631920396," tree small"," tree small","Unid","Unid","Unid tree small_Unid tree small"," tree small tree small","between"
"153","Canopy large","Canopy large",-0.494233786686996,-0.828426347081073,-0.160041226292918,-0.509578021635054,-0.478889551738938,0.170509541517164,"Potential 1","Osullivans",0.668385120788155," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"237","Canopy small","Canopy large",0.114880115640967,-0.0423029052744539,0.272063136556389,0.109448755058152,0.120311476223783,0.0801968924711173,"Potential 1","Osullivans",0.314366041830842," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"330","Subcanopy large","Canopy large",0.0186519702947546,-0.13312129052744,0.17042523111695,0.0143804133963518,0.0229235271931574,0.0774367600728193,"Potential 1","Osullivans",0.30354652164439," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"429","Subcanopy small","Canopy large",0.0386886913520155,-0.112694426915573,0.190071809619604,0.034769998948346,0.0426073837556851,0.0772377040913399,"Potential 1","Osullivans",0.302766236535176," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"58","Unid tree large","Canopy large",-0.158072439324504,-0.323697942804809,0.00755306415580057,-0.161898303302088,-0.15424657534692,0.0845043606855725,"Potential 1","Osullivans",0.331251006960609," tree large"," large","Unid","Canopy","Unid tree large_Canopy large"," tree large large","between"
"630","Unid tree small","Canopy large",-0.233967883380402,-0.482446788963891,0.0145110222030859,-0.240943475239936,-0.226992291520869,0.126777281390606,"Potential 1","Osullivans",0.496957811166977," tree small"," large","Unid","Canopy","Unid tree small_Canopy large"," tree small large","between"
"824","Canopy small","Canopy small",0.0617484226375063,-0.156028503312671,0.279525348587684,0.0522066744309312,0.0712901708440813,0.111112718227464,"Potential 1","Osullivans",0.435553851900355," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"98","Subcanopy large","Canopy small",-0.0768757348116514,-0.192011440094302,0.0382599704709989,-0.0798034630171806,-0.0739480066061221,0.0587437862077191,"Potential 1","Osullivans",0.2302714105653," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"102","Subcanopy small","Canopy small",-0.120753865659945,-0.208799630900443,-0.032708100419448,-0.123196297545084,-0.118311433774807,0.0449221342509307,"Potential 1","Osullivans",0.176091530480995," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"1128","Unid tree large","Canopy small",-0.0437934813463695,-0.165877925546375,0.0782909628536355,-0.0470889974879016,-0.0404979652048374,0.0622891263120096,"Potential 1","Osullivans",0.24416888840001," tree large"," small","Unid","Canopy","Unid tree large_Canopy small"," tree large small","between"
"1225","Unid tree small","Canopy small",0.165226934018645,-0.0161082445424741,0.346562112579764,0.160772040774964,0.169681827262327,0.0925196483157181,"Potential 1","Osullivans",0.362670357122238," tree small"," small","Unid","Canopy","Unid tree small_Canopy small"," tree small small","between"
"154","Subcanopy large","Subcanopy large",-0.0129938189050485,-0.293937293443877,0.26794965563378,-0.0220726545337935,-0.0039149832763036,0.143341141344879,"Potential 1","Osullivans",0.561886949077656," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large"," large large","within"
"1624","Subcanopy small","Subcanopy large",0.00108988127018432,-0.107390863535262,0.109570626075631,-0.00181618267976635,0.00399594522013499,0.055348335816948,"Potential 1","Osullivans",0.216961489610893," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"173","Unid tree large","Subcanopy large",0.061335019343126,-0.0843326478250933,0.207002686511345,0.0583619224951136,0.0643081161911384,0.0743216040280471,"Potential 1","Osullivans",0.291335334336439," tree large"," large","Unid","Subcanopy","Unid tree large_Subcanopy large"," tree large large","between"
"183","Unid tree small","Subcanopy large",-0.223731629701262,-0.444603751565072,-0.00285950783745154,-0.228685009667282,-0.218778249735241,0.112691928834418,"Potential 1","Osullivans",0.44174424372762," tree small"," large","Unid","Subcanopy","Unid tree small_Subcanopy large"," tree small large","between"
"2212","Subcanopy small","Subcanopy small",-0.0626347939416765,-0.232817647022275,0.107548059138922,-0.0700033696937513,-0.0552662181896017,0.0868295817795529,"Potential 1","Osullivans",0.340365706161198," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"238","Unid tree large","Subcanopy small",-0.0674317425445445,-0.175201912604215,0.0403384275151263,-0.0697277521421273,-0.0651357329469617,0.0549857910195025,"Potential 1","Osullivans",0.215540340119342," tree large"," small","Unid","Subcanopy","Unid tree large_Subcanopy small"," tree large small","between"
"243","Unid tree small","Subcanopy small",0.0860363653654094,-0.131151209023618,0.303223939754436,0.0818642024520147,0.0902085282788041,0.110812023130106,"Potential 1","Osullivans",0.434375148778054," tree small"," small","Unid","Subcanopy","Unid tree small_Subcanopy small"," tree small small","between"
"293","Unid tree large","Unid tree large",0.0401364206560711,-0.20204678606324,0.282319627375383,0.032511250016403,0.0477615912957392,0.123565131109358,"Potential 1","Osullivans",0.484366413438623," tree large"," tree large","Unid","Unid","Unid tree large_Unid tree large"," tree large tree large","between"
"302","Unid tree small","Unid tree large",0.238497064714453,-0.0331393593748983,0.510133488803804,0.230779246643005,0.246214882785901,0.138592558961279,"Potential 1","Osullivans",0.543272848178703," tree small"," tree large","Unid","Unid","Unid tree small_Unid tree large"," tree small tree large","between"
"363","Unid tree small","Unid tree small",-0.691916939973939,-1.34728016663369,-0.0365537133141866,-0.709449377925113,-0.674384502022766,0.334375137415368,"Potential 1","Osullivans",1.31072645331951," tree small"," tree small","Unid","Unid","Unid tree small_Unid tree small"," tree small tree small","between"
"155","Canopy large","Canopy large",-0.433889736897363,-0.791194231432859,-0.076585242361868,-0.450582071341369,-0.417197402453357,0.182301561331671,"Potential 1","Herberton",0.714608989070991," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"239","Canopy small","Canopy large",-0.170172601252835,-0.303557678682198,-0.0367875238234725,-0.174901978308404,-0.165443224197267,0.0680548614573978,"Potential 1","Herberton",0.266770154858725," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"331","Subcanopy small","Canopy large",0.0376868868674657,-0.139232070880726,0.214605844615657,0.0338618819895474,0.041511891745384,0.0902664330282117,"Potential 1","Herberton",0.353837915496383," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"59","Canopy small","Canopy small",0.0671420679903968,-0.126822054869168,0.261106190849962,0.0592946762077144,0.0749894597730792,0.0989631056435368,"Potential 1","Herberton",0.387928245719129," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"631","Subcanopy small","Canopy small",0.0709971705323848,-0.0403781835605566,0.182372524625326,0.0681658275568621,0.0738285135079075,0.056825204427967,"Potential 1","Herberton",0.222750708185883," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small"," small small","between"
"99","Subcanopy small","Subcanopy small",0.390228798694777,0.185333003885601,0.595124593503953,0.38301463304726,0.397442964342294,0.104540591778914,"Potential 1","Herberton",0.409791589618352," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small"," small small","within"
"156","Canopy large","Canopy large",-0.0440161268553916,-0.362321484411973,0.274289230701189,-0.0486757784119715,-0.0393564752988117,0.162403676836581,"Potential 1","Lamb Range",0.636610715113162," large"," large","Canopy","Canopy","Canopy large_Canopy large"," large large","within"
"240","Canopy small","Canopy large",0.0103199348571456,-0.128331461541232,0.148971331255523,0.00744780676561132,0.0131920629486798,0.0707418082638468,"Potential 1","Lamb Range",0.277302792796755," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"332","Subcanopy large","Canopy large",-0.0745656486216889,-0.232009288699726,0.0828779914563484,-0.0771649373985946,-0.0719663598447833,0.0803298638750165,"Potential 1","Lamb Range",0.314887280156075," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large"," large large","between"
"430","Subcanopy small","Canopy large",0.0205334212920153,-0.124931237231938,0.165998079815968,0.017871583366946,0.0231952592170846,0.0742180262858703,"Potential 1","Lamb Range",0.290929317047906," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"632","Canopy small","Canopy small",0.274002564659692,0.109982911809938,0.438022217509445,0.266292474424569,0.281712654894815,0.0836850340840545,"Potential 1","Lamb Range",0.328039305699507," small"," small","Canopy","Canopy","Canopy small_Canopy small"," small small","within"
"722","Subcanopy large","Canopy small",-0.0611614071902241,-0.165329444068295,0.0430066296878464,-0.0636964761005549,-0.0586263382798934,0.0531479341966152,"Potential 1","Lamb Range",0.208336073756141," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
