"","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site","class_int","species_from","species_to","which_species","int","group","se","sig","lo","hi","range_ci"
"271","Acacia melanoxylon large","Eucalyptus regnans small",-0.154723014970278,0.572040596737175,0.273072443046951,0.510755264346626,0.580235778844466,0.639567774255751,0.815764232410811,"Turtons","large_small","Acacia melanoxylon","Eucalyptus regnans","between","Acacia melanoxylon large_Eucalyptus regnans small","between_species_large_small",NA,NA,NA,NA,NA
"272","Olearia argophylla large","Acacia melanoxylon small",-0.154371355311977,0.715025610765017,0.255296032160456,0.571119636962696,0.790261071187875,0.868584014721338,0.953621081947403,"Turtons","large_small","Olearia argophylla","Acacia melanoxylon","between","Olearia argophylla large_Acacia melanoxylon small","between_species_large_small",0.166627416713868,NA,-0.489270717217381,0.163896753974878,0.653167471192259
"273","Acacia melanoxylon large","Acacia melanoxylon small",-0.129108217958795,0.630080206245516,0.383375420890134,0.562001019720242,0.633921239776567,0.694028465835711,0.876046268010827,"Turtons","large_small","Acacia melanoxylon","Acacia melanoxylon","within","Acacia melanoxylon large_Acacia melanoxylon small","within_species_large_small",NA,NA,NA,NA,NA
"274","Nematolepis squamea subsp squamea large","Hedycarya angustifolia small",-0.0670375412057869,0.831896659463798,0.457629032551971,0.779633899109799,0.880936974521554,0.927475896542437,0.967912770522668,"Turtons","large_small","Nematolepis squamea","Hedycarya angustifolia","between","Nematolepis squamea subsp squamea large_Hedycarya angustifolia small","between_species_large_small",0.136651131070018,NA,-0.336636925447643,0.19902566524015,0.535662590687793
"275","Nematolepis squamea subsp squamea large","Eucalyptus regnans small",-0.066146469960327,0.826030878870164,0.471791452734952,0.78340161872691,0.865414512434683,0.911444224412823,0.968332451778275,"Turtons","large_small","Nematolepis squamea","Eucalyptus regnans","between","Nematolepis squamea subsp squamea large_Eucalyptus regnans small","between_species_large_small",0.228499673201207,NA,-0.513894927901128,0.381807332005949,0.895702259907077
"276","Acacia melanoxylon small","Nematolepis squamea subsp squamea small",-0.0649737681144149,0.763310230864527,0.477100499952122,0.702988970880638,0.769876264692774,0.835470726058418,0.938576578637046,"Turtons","small_small","Acacia melanoxylon","Nematolepis squamea","between","Acacia melanoxylon small_Nematolepis squamea subsp squamea small","between_species_small_small",NA,NA,NA,NA,NA
"277","Hedycarya angustifolia large","Eucalyptus regnans small",-0.0491284153372673,0.905146300467994,0.673851151277122,0.851585658466509,0.92631591625253,0.972804337656344,0.998540237620449,"Turtons","large_small","Hedycarya angustifolia","Eucalyptus regnans","between","Hedycarya angustifolia large_Eucalyptus regnans small","between_species_large_small",0.239478696458039,NA,-0.522164230304844,0.416575009939867,0.938739240244712
"278","Nematolepis squamea subsp squamea large","Acacia melanoxylon small",-0.0379641450808087,0.890869166399921,0.645546013500414,0.866996147160931,0.917530605509419,0.946651211504358,0.981679287642044,"Turtons","large_small","Nematolepis squamea","Acacia melanoxylon","between","Nematolepis squamea subsp squamea large_Acacia melanoxylon small","between_species_large_small",0.167197796387849,NA,-0.369404807982711,0.28599851044658,0.655403318429291
"279","Eucalyptus regnans large","Nematolepis squamea subsp squamea small",-0.0260509486685508,0.918918783982049,0.87188421605126,0.90331880481863,0.917351975996479,0.934053070121361,0.976086174029169,"Turtons","large_small","Eucalyptus regnans","Nematolepis squamea","between","Eucalyptus regnans large_Nematolepis squamea subsp squamea small","between_species_large_small",NA,NA,NA,NA,NA
"280","Eucalyptus regnans small","Acacia melanoxylon small",-0.0119250464902251,0.947322508039128,0.910539473471193,0.935860750973815,0.947413423648573,0.95917652145358,0.987405503997471,"Turtons","small_small","Eucalyptus regnans","Acacia melanoxylon","between","Eucalyptus regnans small_Acacia melanoxylon small","between_species_small_small",0.175566415243725,NA,-0.356276119010696,0.331931582534313,0.688207701545009
"281","Hedycarya angustifolia small","Hedycarya angustifolia small",0.0179721711279617,0.329528692351906,0.0803313528495825,0.143883437132253,0.257893886684156,0.477586135678912,0.931421364722211,"Turtons","small_small","Hedycarya angustifolia","Hedycarya angustifolia","within","Hedycarya angustifolia small_Hedycarya angustifolia small","within_species_small_small",0.118944700425576,NA,-0.214386478330425,0.251868179641643,0.466254657972069
"282","Nematolepis squamea subsp squamea small","Acacia melanoxylon large",0.019610250313057,1.15771179268857,1.03299116850477,1.08855760092819,1.13046238079319,1.20746314100338,1.49435359455658,"Turtons","large_small","Nematolepis squamea","Acacia melanoxylon","between","Nematolepis squamea subsp squamea small_Acacia melanoxylon large","between_species_large_small",0.179171526963885,NA,-0.328854424933164,0.37348505487536,0.702339479808524
"283","Acacia melanoxylon small","Eucalyptus regnans large",0.0599172425340093,1.36764094654796,1.08683021713027,1.23443148985059,1.34394350967551,1.45608573284588,2.06708915273952,"Turtons","large_small","Acacia melanoxylon","Eucalyptus regnans","between","Acacia melanoxylon small_Eucalyptus regnans large","between_species_large_small",NA,NA,NA,NA,NA
"284","Hedycarya angustifolia small","Olearia argophylla large",0.0633913902010982,1.91868978936496,1.01587054190707,1.39368010772657,1.95802595070602,2.37082215944838,3.20768356312448,"Turtons","large_small","Hedycarya angustifolia","Olearia argophylla","between","Hedycarya angustifolia small_Olearia argophylla large","between_species_large_small",NA,NA,NA,NA,NA
"285","Hedycarya angustifolia small","Nematolepis squamea subsp squamea small",0.0860466322698542,1.8337236529904,1.02135215760671,1.4367675886445,1.85131621329321,2.19129863288892,3.14233066713429,"Turtons","small_small","Hedycarya angustifolia","Nematolepis squamea","between","Hedycarya angustifolia small_Nematolepis squamea subsp squamea small","between_species_small_small",NA,NA,NA,NA,NA
"286","Nematolepis squamea subsp squamea small","Eucalyptus regnans small",0.0925423580600793,1.93184876213329,1.14827015755549,1.42757332987776,1.66738157267453,2.21620267866362,5.57887031612976,"Turtons","small_small","Nematolepis squamea","Eucalyptus regnans","between","Nematolepis squamea subsp squamea small_Eucalyptus regnans small","between_species_small_small",0.15198798848024,NA,-0.208023248618985,0.387758718388934,0.59578196700792
"287","Hedycarya angustifolia small","Eucalyptus regnans small",0.0947206900187565,2.13601012285271,1.02352972915698,1.54793837814146,2.12334298093125,2.63171642128132,4.29201211739232,"Turtons","small_small","Hedycarya angustifolia","Eucalyptus regnans","between","Hedycarya angustifolia small_Eucalyptus regnans small","between_species_small_small",0.135029998067426,NA,-0.169142572897044,0.360165293192291,0.529307866089335
"288","Nematolepis squamea subsp squamea large","Olearia argophylla large",0.101678310557194,1.53997172410266,1.06556309105659,1.19728143139865,1.30740054695917,1.62565665219729,3.74920130806582,"Turtons","large_large","Nematolepis squamea","Olearia argophylla","between","Nematolepis squamea subsp squamea large_Olearia argophylla large","between_species_large_large",NA,NA,NA,NA,NA
"289","Acacia melanoxylon small","Acacia melanoxylon small",0.104577152638604,1.12676818766736,0.619471724671692,0.920424674392389,1.05246280974657,1.23219778563704,2.19025551789076,"Turtons","small_small","Acacia melanoxylon","Acacia melanoxylon","within","Acacia melanoxylon small_Acacia melanoxylon small","within_species_small_small",0.13841295223408,NA,-0.165057770463534,0.377511032281787,0.54256880274532
"290","Hedycarya angustifolia small","Acacia melanoxylon small",0.135428857839955,2.76890506790159,1.03676374141603,1.89698693989071,2.6709936433167,3.3723152960981,6.74855894654585,"Turtons","small_small","Hedycarya angustifolia","Acacia melanoxylon","between","Hedycarya angustifolia small_Acacia melanoxylon small","between_species_small_small",0.0972635520510967,NA,-0.0526510253034372,0.328615092753736,0.381266118057173
"291","Acacia melanoxylon large","Olearia argophylla large",0.135853290090568,1.86367793769122,1.21276222264306,1.57467414281479,1.80078190562222,2.06693219219377,3.47564898035831,"Turtons","large_large","Acacia melanoxylon","Olearia argophylla","between","Acacia melanoxylon large_Olearia argophylla large","between_species_large_large",NA,NA,NA,NA,NA
"292","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea small",0.136636355405524,0.692847885925137,0.160015299140948,0.427917046797454,0.646873622465922,0.911950620774835,1.64426520269169,"Turtons","small_small","Nematolepis squamea","Nematolepis squamea","within","Nematolepis squamea subsp squamea small_Nematolepis squamea subsp squamea small","within_species_small_small",0.105010232832658,NA,-0.0732811802849849,0.338351368435365,0.411632548720349
"293","Olearia argophylla small","Acacia melanoxylon small",0.14376679566126,2.2851556424636,1.10683751347026,1.68386346087955,2.13575358162353,2.80234007010436,5.2781848508088,"Turtons","small_small","Olearia argophylla","Acacia melanoxylon","between","Olearia argophylla small_Acacia melanoxylon small","between_species_small_small",0.108608239168995,NA,-0.0633818480661302,0.362354626324954,0.425736474391084
"294","Olearia argophylla small","Olearia argophylla small",0.149691454513966,0.424712068778349,0.148260208913058,0.271352289348298,0.385897132088654,0.532362581352185,1.08410313072741,"Turtons","small_small","Olearia argophylla","Olearia argophylla","within","Olearia argophylla small_Olearia argophylla small","within_species_small_small",0.145831329960983,NA,-0.143178686456785,0.428469622625422,0.571648309082207
"295","Olearia argophylla small","Acacia melanoxylon large",0.164675298380016,2.84292198668923,1.12400946868134,2.00972157658688,2.69895349448617,3.54199799621912,7.06082670133944,"Turtons","large_small","Olearia argophylla","Acacia melanoxylon","between","Olearia argophylla small_Acacia melanoxylon large","between_species_large_small",0.213663075263421,NA,-0.251452473928119,0.586091390756631,0.83754386468475
"296","Nematolepis squamea subsp squamea small","Olearia argophylla small",0.179282806615324,3.33714204033096,1.2538467039269,1.86628727069151,2.41609283365724,3.94149734158614,19.9747809755997,"Turtons","small_small","Nematolepis squamea","Olearia argophylla","between","Nematolepis squamea subsp squamea small_Olearia argophylla small","between_species_small_small",NA,NA,NA,NA,NA
"297","Olearia argophylla small","Hedycarya angustifolia large",0.194713587373797,4.59953583248205,1.15622509999094,2.86501212073045,3.9984612890165,5.92297543405749,17.8573171249569,"Turtons","large_small","Olearia argophylla","Hedycarya angustifolia","between","Olearia argophylla small_Hedycarya angustifolia large","between_species_large_small",0.207552990252395,NA,-0.209745977833703,0.60384679372287,0.813592771556573
"298","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea large",0.302451245789071,10.8368430698161,1.80252092964421,5.05156592359976,7.45247768666631,13.5850488556732,55.5854782930974,"Turtons","large_small","Nematolepis squamea","Nematolepis squamea","within","Nematolepis squamea subsp squamea small_Nematolepis squamea subsp squamea large","within_species_large_small",0.137575228802163,1,0.040561116065184,0.579846103299377,0.539284987234193
"299","Eucalyptus regnans small","Olearia argophylla large",0.355584817708591,8.28108841890832,1.74756728007603,4.38541513422769,6.5642762873239,10.1250976543477,29.3632465459541,"Turtons","large_small","Eucalyptus regnans","Olearia argophylla","between","Eucalyptus regnans small_Olearia argophylla large","between_species_large_small",NA,NA,NA,NA,NA
"300","Hedycarya angustifolia small","Hedycarya angustifolia large",0.362307046379513,96.045064710488,1.15475994946618,10.8610393251573,40.7779931949483,120.946328133529,1154.91723991703,"Turtons","large_small","Hedycarya angustifolia","Hedycarya angustifolia","within","Hedycarya angustifolia small_Hedycarya angustifolia large","within_species_large_small",0.201272722763536,NA,-0.0265698433446848,0.762404732029005,0.78897457537369
"301","Olearia argophylla small","Olearia argophylla large",0.389657329699233,18.590108604682,1.33201206608333,7.30070788338376,13.5454860422808,25.5259814058563,111.415927701607,"Turtons","large_small","Olearia argophylla","Olearia argophylla","within","Olearia argophylla small_Olearia argophylla large","within_species_large_small",0.187636600332979,1,0.0321527100712614,0.767674667739613,0.735521957668351
"302","Nematolepis squamea subsp squamea large","Eucalyptus regnans large",0.395156607371592,7.11282701767561,1.24159768459226,1.82636078884517,2.51366682769008,4.49411317983891,93.4877145767294,"Turtons","large_large","Nematolepis squamea","Eucalyptus regnans","between","Nematolepis squamea subsp squamea large_Eucalyptus regnans large","between_species_large_large",0.498206054820963,NA,-0.584013191821196,1.36891865683655,1.95293184865775
"303","Hedycarya angustifolia small","Acacia melanoxylon large",0.476325448325099,130.318040944424,1.12431573759342,11.3905457062663,62.2649080525207,154.863574228928,1373.23885415717,"Turtons","large_small","Hedycarya angustifolia","Acacia melanoxylon","between","Hedycarya angustifolia small_Acacia melanoxylon large","between_species_large_small",0.262025274084925,NA,-0.0508850907949733,0.976235109696404,1.02712020049138
"304","Olearia argophylla small","Eucalyptus regnans large",0.556366556284763,63.4635600835766,1.50932694916693,11.1012699357378,26.8221780350112,61.2843962023766,1477.01768937173,"Turtons","large_small","Olearia argophylla","Eucalyptus regnans","between","Olearia argophylla small_Eucalyptus regnans large","between_species_large_small",0.375192406354049,NA,-0.175153995720975,1.29557321173273,1.47072720745371
"305","Eucalyptus regnans large","Hedycarya angustifolia large",0.580030208378858,17.7991481200518,2.12595227850819,8.74399828310945,16.0486242357543,24.6891256536405,61.3142961203065,"Turtons","large_large","Eucalyptus regnans","Hedycarya angustifolia","between","Eucalyptus regnans large_Hedycarya angustifolia large","between_species_large_large",NA,NA,NA,NA,NA
"306","Acacia melanoxylon large","Eucalyptus regnans large",0.883406621781543,100.713880288921,3.22624598991663,14.3432695686879,28.4594352090554,72.371687525863,2980.51828961426,"Turtons","large_large","Acacia melanoxylon","Eucalyptus regnans","between","Acacia melanoxylon large_Eucalyptus regnans large","between_species_large_large",NA,NA,NA,NA,NA
"307","Eucalyptus regnans small","Eucalyptus regnans large",0.912096810892334,196.490413745892,3.30493291637533,33.2661235029425,73.396672538815,194.016910208313,2653.82479387452,"Turtons","large_small","Eucalyptus regnans","Eucalyptus regnans","within","Eucalyptus regnans small_Eucalyptus regnans large","within_species_large_small",0.524230522615412,NA,-0.129712459334098,1.92523342851154,2.05494588784563
"308","Eucalyptus regnans large","Eucalyptus regnans large",-0.668476118067305,0.0223759712957512,0.00166680263284713,0.00768932589674406,0.0120040928433131,0.0291758274224492,0.288781059842568,"HardyCreek","large_large","Eucalyptus regnans","Eucalyptus regnans","within","Eucalyptus regnans large_Eucalyptus regnans large","within_species_large_large",0.375010429466684,NA,-1.45049159303592,0.0195222781272749,1.4700138711632
"309","Acacia melanoxylon small","Acacia melanoxylon small",-0.186056027875663,0.14005004963367,0.0189075358985323,0.067614835033262,0.110858099752352,0.181661026828874,0.626783714261383,"HardyCreek","small_small","Acacia melanoxylon","Acacia melanoxylon","within","Acacia melanoxylon small_Acacia melanoxylon small","within_species_small_small",0.220344207880572,NA,-0.583630016014011,0.280103407281846,0.863733423295857
"310","Eucalyptus regnans large","Eucalyptus regnans small",-0.0623738053620108,0.763445643273318,0.618068816716097,0.730466905333437,0.766851787917339,0.796104382508027,0.928391015953104,"HardyCreek","large_small","Eucalyptus regnans","Eucalyptus regnans","within","Eucalyptus regnans large_Eucalyptus regnans small","within_species_large_small",NA,NA,NA,NA,NA
