"","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site","class_int","species_from","species_to","which_species","int","group","se","sig","lo","hi","range_ci"
"444","Allocasuarina torulosa small","Allocasuarina torulosa small",0.211730099522591,4.49231568084063,1.8592861466667,3.49019301908984,4.35212557222546,5.39844585275132,9.21495647255021,"A-Tree","small_small","Allocasuarina torulosa","Allocasuarina torulosa","within","Allocasuarina torulosa small_Allocasuarina torulosa small","within_species_small_small",0.0700745790016368,1,0.0655494462380912,0.340236748388121,0.27468730215003
"445","Eucalyptus microcorys small","Eucalyptus microcorys large",0.339110940153353,6.75773827761434,1.0907625726124,2.82647634622234,4.83219673775036,7.77457196788345,64.6572632514655,"A-Tree","large_small","Eucalyptus microcorys","Eucalyptus microcorys","within","Eucalyptus microcorys small_Eucalyptus microcorys large","within_species_large_small",0.268258525708175,NA,-0.184108071563833,0.867446026303836,1.05155409786767
"446","Eucalyptus pilularis small","Eucalyptus pilularis small",0.423596471747002,12.9303215332167,1.30130149412938,3.83721579961628,6.82840458654576,13.9331696931628,126.268604543758,"A-Tree","small_small","Eucalyptus pilularis","Eucalyptus pilularis","within","Eucalyptus pilularis small_Eucalyptus pilularis small","within_species_small_small",0.0547421147832455,1,0.318879103139693,0.533464249965131,0.214585146825438
"447","Syncarpia glomulifera subsp glomulifera large","Syncarpia glomulifera subsp glomulifera large",-0.704052029878961,0.199985044539913,0.0121124863590495,0.0832150205260411,0.160567219532881,0.288439842487628,0.692006366005364,"BlackBull","large_large","Syncarpia glomulifera","Syncarpia glomulifera","within","Syncarpia glomulifera subsp glomulifera large_Syncarpia glomulifera subsp glomulifera large","within_species_large_large",0.635018982766218,NA,-1.87933533784622,0.609893333595874,2.4892286714421
"448","Syncarpia glomulifera subsp glomulifera large","Eucalyptus pilularis large",-0.488422962337686,0.3704475715049,0.0611482224711701,0.221494585774023,0.339705646740708,0.505828488362152,0.822097918836414,"BlackBull","large_large","Syncarpia glomulifera","Eucalyptus pilularis","between","Syncarpia glomulifera subsp glomulifera large_Eucalyptus pilularis large","between_species_large_large",0.411907898105941,NA,-1.27812103129989,0.336528259170592,1.61464929047048
"449","Eucalyptus pilularis large","Eucalyptus pilularis large",-0.45078434436312,0.314157361073317,0.0850162770750261,0.183167072148368,0.294019622777675,0.404721564278166,0.891394410382699,"BlackBull","large_large","Eucalyptus pilularis","Eucalyptus pilularis","within","Eucalyptus pilularis large_Eucalyptus pilularis large","within_species_large_large",0.423773278666649,NA,-1.27602537313016,0.385135354464015,1.66116072759418
"450","Eucalyptus pilularis large","Allocasuarina torulosa small",-0.171944484764707,0.676264487717832,0.425094272141178,0.587892803071254,0.683462234737398,0.754080767198502,0.936761775395432,"BlackBull","large_small","Eucalyptus pilularis","Allocasuarina torulosa","between","Eucalyptus pilularis large_Allocasuarina torulosa small","between_species_large_small",0.106281019233631,NA,-0.379683567357274,0.0369303725189763,0.41661393987625
"451","Syncarpia glomulifera subsp glomulifera large","Allocasuarina torulosa small",-0.124907679385516,0.821868445341878,0.570042721618206,0.763543639371979,0.833289166287413,0.890097098894748,0.963043207337312,"BlackBull","large_small","Syncarpia glomulifera","Allocasuarina torulosa","between","Syncarpia glomulifera subsp glomulifera large_Allocasuarina torulosa small","between_species_large_small",0.140264973471048,NA,-0.389951353725584,0.159877238865857,0.54982859259144
"452","Eucalyptus pilularis small","Allocasuarina torulosa large",-0.124121875165999,0.686072226967814,0.459049267982531,0.599558260063661,0.686519665033013,0.758595334137137,0.967407836874903,"BlackBull","large_small","Eucalyptus pilularis","Allocasuarina torulosa","between","Eucalyptus pilularis small_Allocasuarina torulosa large","between_species_large_small",0.136634897297217,NA,-0.37003139599215,0.165567559475599,0.535598955467749
"453","Eucalyptus pilularis small","Eucalyptus pilularis small",-0.0881141699358273,0.5674216286349,0.313886823667664,0.450418669714269,0.555125286010852,0.660584559260471,0.945694691500629,"BlackBull","small_small","Eucalyptus pilularis","Eucalyptus pilularis","within","Eucalyptus pilularis small_Eucalyptus pilularis small","within_species_small_small",0.25405857008407,NA,-0.559515893167668,0.436375401489375,0.995891294657044
"454","Syncarpia glomulifera subsp glomulifera large","Syncarpia glomulifera subsp glomulifera small",-0.0783340298183039,0.860593171731576,0.672647378870882,0.816785886220375,0.863381659753396,0.913804912993274,0.976660637428186,"BlackBull","large_small","Syncarpia glomulifera","Syncarpia glomulifera","within","Syncarpia glomulifera subsp glomulifera large_Syncarpia glomulifera subsp glomulifera small","within_species_large_small",NA,NA,NA,NA,NA
"455","Eucalyptus pilularis small","Allocasuarina torulosa small",-0.0138764156905946,0.962527518404804,0.92337091916055,0.950058713993104,0.964343711140438,0.974689657127628,0.996302456098233,"BlackBull","small_small","Eucalyptus pilularis","Allocasuarina torulosa","between","Eucalyptus pilularis small_Allocasuarina torulosa small","between_species_small_small",0.0926603152457255,NA,-0.195243985499597,0.167977775855902,0.363221761355499
"456","Allocasuarina torulosa small","Syncarpia glomulifera subsp glomulifera small",0.0499537461776541,1.58174367347059,1.12160399314288,1.41598896917521,1.54366774120354,1.72681417336829,2.15907195982049,"BlackBull","small_small","Allocasuarina torulosa","Syncarpia glomulifera","between","Allocasuarina torulosa small_Syncarpia glomulifera subsp glomulifera small","between_species_small_small",NA,NA,NA,NA,NA
"457","Allocasuarina torulosa large","Syncarpia glomulifera subsp glomulifera small",0.0541014019077658,1.35134070983978,1.05938684867145,1.23610793682145,1.33908946466243,1.45432648452271,1.78340395420131,"BlackBull","large_small","Allocasuarina torulosa","Syncarpia glomulifera","between","Allocasuarina torulosa large_Syncarpia glomulifera subsp glomulifera small","between_species_large_small",NA,NA,NA,NA,NA
"458","Allocasuarina torulosa small","Allocasuarina torulosa small",0.0817549790843547,1.51694264477547,1.16419039272662,1.38157158306592,1.49593730634416,1.61589012313491,2.24395658772722,"BlackBull","small_small","Allocasuarina torulosa","Allocasuarina torulosa","within","Allocasuarina torulosa small_Allocasuarina torulosa small","within_species_small_small",0.107914658972886,NA,-0.12866601820987,0.294351671771687,0.423017689981557
"459","Syncarpia glomulifera subsp glomulifera small","Eucalyptus pilularis large",0.0848426327335561,1.60939287981923,1.10780344814823,1.37262621531014,1.49478222892463,1.81677664688425,2.88861930070686,"BlackBull","large_small","Syncarpia glomulifera","Eucalyptus pilularis","between","Syncarpia glomulifera subsp glomulifera small_Eucalyptus pilularis large","between_species_large_small",0.158542759270886,NA,-0.218998879279517,0.402477317081562,0.621476196361079
"460","Allocasuarina torulosa small","Allocasuarina torulosa large",0.0966507113845286,2.21762830583256,1.24654883686403,1.85851144234144,2.0907181621094,2.44016614808319,4.023217496525,"BlackBull","large_small","Allocasuarina torulosa","Allocasuarina torulosa","within","Allocasuarina torulosa small_Allocasuarina torulosa large","within_species_large_small",0.0708676815398903,NA,-0.0413968611571056,0.236399345814973,0.277796206972078
"461","Eucalyptus pilularis small","Eucalyptus pilularis large",0.0985736903323916,1.48134593091575,1.03444706873105,1.31545886440472,1.46365684937681,1.65189446393529,2.044845770274,"BlackBull","large_small","Eucalyptus pilularis","Eucalyptus pilularis","within","Eucalyptus pilularis small_Eucalyptus pilularis large","within_species_large_small",0.23520749889668,NA,-0.373917044216723,0.54807940924575,0.921996453462473
"462","Allocasuarina torulosa large","Allocasuarina torulosa large",0.112127360288341,0.546025143214189,0.250398086218743,0.425953619211245,0.525841323487078,0.653647619158256,1.07880623657828,"BlackBull","large_large","Allocasuarina torulosa","Allocasuarina torulosa","within","Allocasuarina torulosa large_Allocasuarina torulosa large","within_species_large_large",0.125291168668297,NA,-0.155813311699618,0.335319044641974,0.491132356341592
"463","Syncarpia glomulifera subsp glomulifera small","Eucalyptus pilularis small",0.131573020958796,2.04672723837303,1.17261518810888,1.59630439010875,1.79138929994493,2.39352189759044,4.98850533471834,"BlackBull","small_small","Syncarpia glomulifera","Eucalyptus pilularis","between","Syncarpia glomulifera subsp glomulifera small_Eucalyptus pilularis small","between_species_small_small",0.11784309304738,NA,-0.129838509764582,0.332097926634753,0.461936436399335
"464","Allocasuarina torulosa large","Eucalyptus pilularis large",0.173050377914635,3.44878270513666,1.29665514545096,2.41044442641952,3.17841290533788,4.29069352262144,8.57916629138948,"BlackBull","large_large","Allocasuarina torulosa","Eucalyptus pilularis","between","Allocasuarina torulosa large_Eucalyptus pilularis large","between_species_large_large",NA,NA,NA,NA,NA
"465","Syncarpia glomulifera subsp glomulifera small","Syncarpia glomulifera subsp glomulifera small",0.297608076913856,1.9207876847996,0.911137416143123,1.27370659040421,1.67602454867157,2.19725327771231,10.9044806566933,"BlackBull","small_small","Syncarpia glomulifera","Syncarpia glomulifera","within","Syncarpia glomulifera subsp glomulifera small_Syncarpia glomulifera subsp glomulifera small","within_species_small_small",0.0911667247875303,1,0.130151691738282,0.48751868608235,0.357366994344069
"466","Allocasuarina torulosa large","Syncarpia glomulifera subsp glomulifera large",0.347682789533594,19.7236532413953,1.83609445862524,7.55005710245606,14.3760869247601,26.4960316399892,111.691273100893,"BlackBull","large_large","Allocasuarina torulosa","Syncarpia glomulifera","between","Allocasuarina torulosa large_Syncarpia glomulifera subsp glomulifera large","between_species_large_large",NA,NA,NA,NA,NA
"467","Eucalyptus pilularis small","Syncarpia glomulifera subsp glomulifera large",0.375645269113126,6.37942044743582,1.15224558630508,3.28108846863558,5.24852248007128,8.78661623070777,22.4051845391968,"BlackBull","large_small","Eucalyptus pilularis","Syncarpia glomulifera","between","Eucalyptus pilularis small_Syncarpia glomulifera subsp glomulifera large","between_species_large_small",NA,NA,NA,NA,NA
"468","Allocasuarina torulosa small","Geissois benthamii small",-0.998129657062395,0.214555973194489,1.98678693336524e-06,0.0119007702039319,0.0885574773534066,0.378157116593478,0.881164608923849,"Bruxner","small_small","Allocasuarina torulosa","Geissois benthamii","between","Allocasuarina torulosa small_Geissois benthamii small","between_species_small_small",NA,NA,NA,NA,NA
"469","Eucalyptus grandis large","Eucalyptus grandis large",-0.770586954448333,0.0149644924656458,9.80877245692254e-05,0.00040082295213193,0.0013153933358702,0.00793377446628537,0.312523311827407,"Bruxner","large_large","Eucalyptus grandis","Eucalyptus grandis","within","Eucalyptus grandis large_Eucalyptus grandis large","within_species_large_large",0.331130775364878,1,-1.40825564545373,-0.110246857677765,1.29800878777597
"470","Syncarpia glomulifera subsp glabra small","Geissois benthamii small",-0.537290522872017,0.423903143399792,0.0060272173115194,0.116232238096211,0.405011978974956,0.69597819639499,0.984040593825234,"Bruxner","small_small","Syncarpia glomulifera","Geissois benthamii","between","Syncarpia glomulifera subsp glabra small_Geissois benthamii small","between_species_small_small",0.683009438905738,NA,-1.84759520747518,0.829752595237132,2.67734780271231
"471","Schizomeria ovata small","Schizomeria ovata small",-0.477462947114273,0.157716835605735,0.0189097577661641,0.0656737493278685,0.106071838511253,0.215484928870512,0.664727943209338,"Bruxner","small_small","Schizomeria ovata","Schizomeria ovata","within","Schizomeria ovata small_Schizomeria ovata small","within_species_small_small",0.490662463028197,NA,-1.45349684869552,0.469864663506447,1.92336151220197
"472","Syncarpia glomulifera subsp glabra small","Schizomeria ovata small",-0.278293061540017,0.599006368603984,0.0766397281374066,0.362464546961552,0.65208911585302,0.828431807681346,0.991701673563335,"Bruxner","small_small","Syncarpia glomulifera","Schizomeria ovata","between","Syncarpia glomulifera subsp glabra small_Schizomeria ovata small","between_species_small_small",0.402957031047621,NA,-1.07378869320109,0.505773843139956,1.57956253634105
"473","Eucalyptus grandis large","Archontophoenix cunninghamiana small",-0.261588323179864,0.328007820348106,0.125325034079905,0.21571558195989,0.281960169569739,0.41923864704318,0.779655644835885,"Bruxner","large_small","Eucalyptus grandis","Archontophoenix cunninghamiana","between","Eucalyptus grandis large_Archontophoenix cunninghamiana small","between_species_large_small",0.115050281638918,1,-0.48197398333941,-0.0309851664924722,0.450988816846938
"474","Schizomeria ovata small","Eucalyptus grandis small",-0.202055793329207,0.60999108200081,0.253971555330418,0.496555304578015,0.615484904731247,0.71727328707296,0.932263936955523,"Bruxner","small_small","Schizomeria ovata","Eucalyptus grandis","between","Schizomeria ovata small_Eucalyptus grandis small","between_species_small_small",0.209858980530002,NA,-0.611090732349184,0.211541354993007,0.822632087342191
"475","Syncarpia glomulifera subsp glabra small","Eucalyptus grandis small",-0.159693281750529,0.772498511091582,0.279304478041992,0.642538070839528,0.837457230412414,0.923825935773283,0.995229706705023,"Bruxner","small_small","Syncarpia glomulifera","Eucalyptus grandis","between","Syncarpia glomulifera subsp glabra small_Eucalyptus grandis small","between_species_small_small",0.20047716797741,NA,-0.559744855425319,0.226111202491301,0.78585605791662
"476","Lophostemon sp. small","Eucalyptus grandis large",-0.154510166988003,0.583156117687324,0.154183944149272,0.463661016722947,0.597015028668046,0.701836148359535,0.953320328157518,"Bruxner","large_small","Lophostemon sp","Eucalyptus grandis","between","Lophostemon sp. small_Eucalyptus grandis large","between_species_large_small",0.12296276503933,NA,-0.391435632863244,0.0905695489698525,0.482005181833096
"477","Syncarpia glomulifera subsp glabra small","Ceratopetalum apetalum small",-0.128519476264937,0.794968131077406,0.328858187074214,0.669232051297249,0.861612325037094,0.938391211258009,0.996159127143129,"Bruxner","small_small","Syncarpia glomulifera","Ceratopetalum apetalum","between","Syncarpia glomulifera subsp glabra small_Ceratopetalum apetalum small","between_species_small_small",0.19291259609707,NA,-0.510716530425029,0.245486950603728,0.756203481028757
"478","Caldcluvia paniculosa small","Ceratopetalum apetalum small",-0.122460791590039,0.734363009941016,0.197884065002425,0.601264815633534,0.796230922781694,0.90040492838334,0.979007509314906,"Bruxner","small_small","Caldcluvia paniculosa","Ceratopetalum apetalum","between","Caldcluvia paniculosa small_Ceratopetalum apetalum small","between_species_small_small",NA,NA,NA,NA,NA
"479","Allocasuarina torulosa small","Caldcluvia paniculosa small",-0.120432308338081,0.739489967373771,0.230817237606937,0.636873001148041,0.773761400126463,0.884233105649186,0.978162739802038,"Bruxner","small_small","Allocasuarina torulosa","Caldcluvia paniculosa","between","Allocasuarina torulosa small_Caldcluvia paniculosa small","between_species_small_small",NA,NA,NA,NA,NA
"480","Geissois benthamii small","Geissois benthamii small",-0.113761018237235,0.233428190699031,0.00526760841161244,0.0456536212086322,0.114152900065009,0.361524282254592,1.06047833221082,"Bruxner","small_small","Geissois benthamii","Geissois benthamii","within","Geissois benthamii small_Geissois benthamii small","within_species_small_small",0.310675677049346,NA,-0.724536091996301,0.493290183782328,1.21782627577863
"481","Syncarpia glomulifera subsp glabra small","Syncarpia glomulifera subsp glabra small",-0.102568775863596,0.72242922757486,0.275460120232816,0.493187938882804,0.734758777361893,0.922870497214706,1.18872297448358,"Bruxner","small_small","Syncarpia glomulifera","Syncarpia glomulifera","within","Syncarpia glomulifera subsp glabra small_Syncarpia glomulifera subsp glabra small","within_species_small_small",0.381507444482901,NA,-0.850630835829567,0.644850866211232,1.4954817020408
"482","Schizomeria ovata small","Ceratopetalum apetalum small",-0.087443279106991,0.800658795220801,0.547623522787866,0.742590493160668,0.809737851523902,0.862745442319564,0.970102009912815,"Bruxner","small_small","Schizomeria ovata","Ceratopetalum apetalum","between","Schizomeria ovata small_Ceratopetalum apetalum small","between_species_small_small",0.14284460412356,NA,-0.373597819775761,0.186342739160358,0.559940558936118
"483","Lophostemon sp. small","Archontophoenix cunninghamiana small",-0.0824443420671113,0.759630027198428,0.364291796399126,0.693565929113432,0.790981727246438,0.852830150748371,0.97481490095809,"Bruxner","small_small","Lophostemon sp","Archontophoenix cunninghamiana","between","Lophostemon sp. small_Archontophoenix cunninghamiana small","between_species_small_small",0.0568510293009123,NA,-0.190478787558248,0.0323731522693909,0.222851939827639
"484","Lophostemon sp. small","Ceratopetalum apetalum small",-0.0782917052660189,0.764641849289917,0.430306642527865,0.690208294600638,0.779385788322717,0.847363135690511,0.976068143360486,"Bruxner","small_small","Lophostemon sp","Ceratopetalum apetalum","between","Lophostemon sp. small_Ceratopetalum apetalum small","between_species_small_small",0.0630272888837919,NA,-0.204605153938663,0.0424572785722046,0.247062432510868
"485","Caldcluvia paniculosa small","Lophostemon sp. small",-0.0557959734400611,0.836634123164525,0.433797226925199,0.759217679012435,0.886575722063528,0.949935927238282,0.986735982217584,"Bruxner","small_small","Caldcluvia paniculosa","Lophostemon sp","between","Caldcluvia paniculosa small_Lophostemon sp. small","between_species_small_small",NA,NA,NA,NA,NA
"486","Eucalyptus grandis small","Archontophoenix cunninghamiana small",-0.0537832931566601,0.755084614618619,0.486910267946217,0.695400931198327,0.754930138776475,0.824316631595961,0.973152102438717,"Bruxner","small_small","Eucalyptus grandis","Archontophoenix cunninghamiana","between","Eucalyptus grandis small_Archontophoenix cunninghamiana small","between_species_small_small",0.0701332449728044,NA,-0.189950050076475,0.0849672184547676,0.274917268531243
"487","Caldcluvia paniculosa small","Geissois benthamii small",-0.0497748466256659,0.843162458532056,0.472512401573146,0.767273679103486,0.88330814268648,0.94882765747586,0.991413730987888,"Bruxner","small_small","Caldcluvia paniculosa","Geissois benthamii","between","Caldcluvia paniculosa small_Geissois benthamii small","between_species_small_small",NA,NA,NA,NA,NA
"488","Lophostemon sp. small","Allocasuarina torulosa small",0.00381940847630111,1.02121132274394,1.00195092765354,1.01114408478543,1.01777572316188,1.02810252545859,1.06598487288615,"Bruxner","small_small","Lophostemon sp","Allocasuarina torulosa","between","Lophostemon sp. small_Allocasuarina torulosa small","between_species_small_small",0.125870420618756,NA,-0.24794078077266,0.245462201490679,0.49340298226334
"489","Caldcluvia paniculosa small","Syncarpia glomulifera subsp glabra small",0.0172528767450887,1.06735914521462,1.00460719435692,1.02190028564023,1.04490741294548,1.08873328234164,1.29165236965021,"Bruxner","small_small","Caldcluvia paniculosa","Syncarpia glomulifera","between","Caldcluvia paniculosa small_Syncarpia glomulifera subsp glabra small","between_species_small_small",NA,NA,NA,NA,NA
"490","Eucalyptus grandis large","Caldcluvia paniculosa small",0.0181865015755039,1.14168272512435,1.03010868121109,1.09183543067349,1.15124373357722,1.19136609113506,1.236640951352,"Bruxner","large_small","Eucalyptus grandis","Caldcluvia paniculosa","between","Eucalyptus grandis large_Caldcluvia paniculosa small","between_species_large_small",0.147716645823063,NA,-0.273674547770503,0.305364063690023,0.579038611460526
"491","Ceratopetalum apetalum small","Allocasuarina torulosa small",0.0209974444590382,1.24325576164794,1.00750315001693,1.1154072423599,1.25135135484971,1.34695205898096,1.56362128286606,"Bruxner","small_small","Ceratopetalum apetalum","Allocasuarina torulosa","between","Ceratopetalum apetalum small_Allocasuarina torulosa small","between_species_small_small",0.183629593562045,NA,-0.335805682515781,0.38400909723889,0.719814779754671
"492","Archontophoenix cunninghamiana small","Syncarpia glomulifera subsp glabra small",0.0229261857179854,1.35766254063747,1.0849007293928,1.27424065786748,1.35241630987354,1.42511136658286,1.73761180963053,"Bruxner","small_small","Archontophoenix cunninghamiana","Syncarpia glomulifera","between","Archontophoenix cunninghamiana small_Syncarpia glomulifera subsp glabra small","between_species_small_small",NA,NA,NA,NA,NA
"493","Archontophoenix cunninghamiana small","Caldcluvia paniculosa small",0.0335332121463151,1.45805694463613,1.09464958723958,1.32649103301704,1.4378560664121,1.55904629228188,2.14886570963584,"Bruxner","small_small","Archontophoenix cunninghamiana","Caldcluvia paniculosa","between","Archontophoenix cunninghamiana small_Caldcluvia paniculosa small","between_species_small_small",NA,NA,NA,NA,NA
"494","Eucalyptus grandis small","Eucalyptus grandis small",0.0375636010927309,0.203804883961897,0.0215804462814485,0.0643949322721605,0.133605113447272,0.284361109918184,0.86218160787481,"Bruxner","small_small","Eucalyptus grandis","Eucalyptus grandis","within","Eucalyptus grandis small_Eucalyptus grandis small","within_species_small_small",0.133864887383776,NA,-0.223341873637083,0.301398842496337,0.524740716133421
"495","Archontophoenix cunninghamiana small","Geissois benthamii small",0.0384448962564722,1.57578468427284,1.11211746856214,1.38484353333954,1.5334939295445,1.71999230223128,2.49026484806167,"Bruxner","small_small","Archontophoenix cunninghamiana","Geissois benthamii","between","Archontophoenix cunninghamiana small_Geissois benthamii small","between_species_small_small",NA,NA,NA,NA,NA
"496","Archontophoenix cunninghamiana small","Allocasuarina torulosa small",0.0433508931051666,1.69920789360929,1.15719476511581,1.46275682136008,1.65140393826675,1.89750204315421,2.86731153374103,"Bruxner","small_small","Archontophoenix cunninghamiana","Allocasuarina torulosa","between","Archontophoenix cunninghamiana small_Allocasuarina torulosa small","between_species_small_small",0.0947501962688769,NA,-0.146119914886776,0.225294029543425,0.3714139444302
"497","Ceratopetalum apetalum small","Eucalyptus grandis small",0.0487594492892159,1.31680611473479,1.01879767268646,1.17823984221283,1.29495025428568,1.4103020541233,1.91377708512907,"Bruxner","small_small","Ceratopetalum apetalum","Eucalyptus grandis","between","Ceratopetalum apetalum small_Eucalyptus grandis small","between_species_small_small",NA,NA,NA,NA,NA
"498","Eucalyptus grandis large","Schizomeria ovata small",0.0531475623855804,1.46592016419908,1.07183229286814,1.34663741455201,1.50677273075498,1.59324808145346,1.74689687448899,"Bruxner","large_small","Eucalyptus grandis","Schizomeria ovata","between","Eucalyptus grandis large_Schizomeria ovata small","between_species_large_small",NA,NA,NA,NA,NA
"499","Caldcluvia paniculosa small","Schizomeria ovata small",0.0603884270327495,1.27911891717877,1.01091345155914,1.07054943778697,1.15930615793487,1.36647001780382,2.48769816950531,"Bruxner","small_small","Caldcluvia paniculosa","Schizomeria ovata","between","Caldcluvia paniculosa small_Schizomeria ovata small","between_species_small_small",NA,NA,NA,NA,NA
"500","Archontophoenix cunninghamiana small","Ceratopetalum apetalum small",0.0739095248743861,1.8526610100535,1.18115152579637,1.46146111401699,1.6807993987586,2.13616434420597,4.02965107819664,"Bruxner","small_small","Archontophoenix cunninghamiana","Ceratopetalum apetalum","between","Archontophoenix cunninghamiana small_Ceratopetalum apetalum small","between_species_small_small",NA,NA,NA,NA,NA
"501","Archontophoenix cunninghamiana small","Schizomeria ovata small",0.0819467325113498,2.74558580247563,1.29203574365373,2.12242004868456,2.61584661606854,3.09254747237588,7.11985866070011,"Bruxner","small_small","Archontophoenix cunninghamiana","Schizomeria ovata","between","Archontophoenix cunninghamiana small_Schizomeria ovata small","between_species_small_small",NA,NA,NA,NA,NA
"502","Allocasuarina torulosa small","Allocasuarina torulosa small",0.0842277733355594,0.604037172933061,0.193436413226249,0.35817822072874,0.60621610618885,0.832829773325141,1.06799991581054,"Bruxner","small_small","Allocasuarina torulosa","Allocasuarina torulosa","within","Allocasuarina torulosa small_Allocasuarina torulosa small","within_species_small_small",0.207810500471289,NA,-0.327850678542023,0.486751514523919,0.814602193065942
"503","Lophostemon sp. small","Schizomeria ovata small",0.0993689942934411,1.78319234484772,1.0365825928743,1.33284414497007,1.55027545076728,1.95867425344087,4.96756431245484,"Bruxner","small_small","Lophostemon sp","Schizomeria ovata","between","Lophostemon sp. small_Schizomeria ovata small","between_species_small_small",NA,NA,NA,NA,NA
"504","Allocasuarina torulosa small","Syncarpia glomulifera subsp glabra small",0.100637090030967,1.39274911469917,1.02149424693456,1.12393021311847,1.26225660506171,1.48840513054462,3.37223953883732,"Bruxner","small_small","Allocasuarina torulosa","Syncarpia glomulifera","between","Allocasuarina torulosa small_Syncarpia glomulifera subsp glabra small","between_species_small_small",NA,NA,NA,NA,NA
"505","Eucalyptus grandis small","Caldcluvia paniculosa small",0.104523337061038,2.79464373887466,1.07060463540978,1.73420532482817,2.59286823275844,3.71887224021566,6.7874653770159,"Bruxner","small_small","Eucalyptus grandis","Caldcluvia paniculosa","between","Eucalyptus grandis small_Caldcluvia paniculosa small","between_species_small_small",0.0894797929690985,NA,-0.0691710995498628,0.281583243577204,0.350754343127067
"506","Eucalyptus grandis large","Geissois benthamii small",0.120790355000846,2.28219799620226,1.19982469766292,1.88429676147556,2.31728121709549,2.65893295206314,3.66109814428215,"Bruxner","large_small","Eucalyptus grandis","Geissois benthamii","between","Eucalyptus grandis large_Geissois benthamii small","between_species_large_small",NA,NA,NA,NA,NA
"507","Eucalyptus grandis small","Geissois benthamii small",0.132149670201329,3.00913484907337,1.11767046197699,2.18713639173748,2.78197762195584,3.62129402816161,7.9643782407901,"Bruxner","small_small","Eucalyptus grandis","Geissois benthamii","between","Eucalyptus grandis small_Geissois benthamii small","between_species_small_small",NA,NA,NA,NA,NA
"508","Eucalyptus grandis small","Lophostemon sp. small",0.132702160427203,2.67068907319428,1.086565781957,2.02603479789089,2.5298084367243,3.31740829296429,5.15034932378348,"Bruxner","small_small","Eucalyptus grandis","Lophostemon sp","between","Eucalyptus grandis small_Lophostemon sp. small","between_species_small_small",NA,NA,NA,NA,NA
"509","Eucalyptus grandis small","Allocasuarina torulosa small",0.141131345805864,4.25165267426636,1.07402564808171,2.36117271515713,3.83227102012497,5.88646179238511,11.9739350174523,"Bruxner","small_small","Eucalyptus grandis","Allocasuarina torulosa","between","Eucalyptus grandis small_Allocasuarina torulosa small","between_species_small_small",0.159478636905964,NA,-0.169279660262126,0.455865109016334,0.62514476927846
"510","Ceratopetalum apetalum small","Geissois benthamii small",0.163386096831972,4.09142974824974,1.08923516362242,2.19471668429277,3.78822730728182,5.13674094096362,14.3145582901384,"Bruxner","small_small","Ceratopetalum apetalum","Geissois benthamii","between","Ceratopetalum apetalum small_Geissois benthamii small","between_species_small_small",NA,NA,NA,NA,NA
"511","Lophostemon sp. small","Geissois benthamii small",0.164185932518539,2.68240775082644,1.0521102573511,1.56579163857395,2.02968404187633,2.89054593939294,13.1402477302109,"Bruxner","small_small","Lophostemon sp","Geissois benthamii","between","Lophostemon sp. small_Geissois benthamii small","between_species_small_small",0.153862497734667,NA,-0.143932153361002,0.459197754901645,0.603129908262647
"512","Lophostemon sp. small","Lophostemon sp. small",0.19832373062107,3.09690318158849,1.21586796516011,2.26886632873309,2.87137773304379,3.69806466331052,8.45045861287342,"Bruxner","small_small","Lophostemon sp","Lophostemon sp","within","Lophostemon sp. small_Lophostemon sp. small","within_species_small_small",0.114268225603114,NA,-0.0302412156513894,0.417681997867412,0.447923213518801
"513","Eucalyptus grandis large","Allocasuarina torulosa small",0.220513063361357,5.98853389527716,1.301796835989,3.3904993672767,5.58505537903577,8.4341881563603,14.2407071446917,"Bruxner","large_small","Eucalyptus grandis","Allocasuarina torulosa","between","Eucalyptus grandis large_Allocasuarina torulosa small","between_species_large_small",0.231607087668854,NA,-0.233261283370348,0.674621817419982,0.90788310079033
"514","Archontophoenix cunninghamiana small","Archontophoenix cunninghamiana small",0.230027072518279,11.0793868080708,2.2172317140939,7.49398870453808,9.69926351196585,13.3605476269575,36.9441160252808,"Bruxner","small_small","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","within","Archontophoenix cunninghamiana small_Archontophoenix cunninghamiana small","within_species_small_small",0.0720793379533801,1,0.0930234729328554,0.375569285769088,0.282545812836232
"515","Ceratopetalum apetalum small","Eucalyptus grandis large",0.230821493431563,5.40573281869447,1.08564362535572,2.24534825085361,3.98074289079723,6.65208560416203,26.496463768724,"Bruxner","large_small","Ceratopetalum apetalum","Eucalyptus grandis","between","Ceratopetalum apetalum small_Eucalyptus grandis large","between_species_large_small",NA,NA,NA,NA,NA
"516","Lophostemon sp. small","Syncarpia glomulifera subsp glabra small",0.232016319528853,6.60290811081334,1.12838903377291,2.12679907323296,3.40286224088376,6.69016000739504,63.6411774444451,"Bruxner","small_small","Lophostemon sp","Syncarpia glomulifera","between","Lophostemon sp. small_Syncarpia glomulifera subsp glabra small","between_species_small_small",NA,NA,NA,NA,NA
