"","iter","types","value","split","site"
"104",6,"Non-euc Suppressed",0.673225402832031,"train","Frankland"
"105",7,"Eucalyptus diversicolor Co/dominant",0.5100830078125,"train","Frankland"
"106",7,"Eucalyptus diversicolor Suppressed",0.54669189453125,"train","Frankland"
"107",7,"Eucalyptus guilfoylei Suppressed",0.644474239139767,"train","Frankland"
"108",7,"Non-euc Suppressed",0.689403533935547,"train","Frankland"
"109",8,"Eucalyptus diversicolor Co/dominant",0.56324462890625,"train","Frankland"
"110",8,"Eucalyptus diversicolor Suppressed",0.484171549479167,"train","Frankland"
"111",8,"Eucalyptus guilfoylei Suppressed",0.640696095896291,"train","Frankland"
"112",8,"Non-euc Suppressed",0.633537292480469,"train","Frankland"
"113",9,"Eucalyptus diversicolor Co/dominant",0.611079915364583,"train","Frankland"
"114",9,"Eucalyptus diversicolor Suppressed",0.469520568847656,"train","Frankland"
"115",9,"Eucalyptus guilfoylei Suppressed",0.623751126802885,"train","Frankland"
"116",9,"Non-euc Suppressed",0.638084411621094,"train","Frankland"
"117",10,"Eucalyptus diversicolor Co/dominant",0.5517333984375,"train","Frankland"
"118",10,"Eucalyptus diversicolor Suppressed",0.499112447102865,"train","Frankland"
"119",10,"Eucalyptus guilfoylei Suppressed",0.643183781550481,"train","Frankland"
"120",10,"Non-euc Suppressed",0.641536712646484,"train","Frankland"
"121",11,"Eucalyptus diversicolor Co/dominant",0.540352376302083,"train","Frankland"
"122",11,"Eucalyptus diversicolor Suppressed",0.490671793619792,"train","Frankland"
"123",11,"Eucalyptus guilfoylei Suppressed",0.64194094479739,"train","Frankland"
"124",11,"Non-euc Suppressed",0.741275787353516,"train","Frankland"
"125",12,"Eucalyptus diversicolor Co/dominant",0.657731119791667,"train","Frankland"
"126",12,"Eucalyptus diversicolor Suppressed",0.495582580566406,"train","Frankland"
"127",12,"Eucalyptus guilfoylei Suppressed",0.630505236950549,"train","Frankland"
"128",12,"Non-euc Suppressed",0.642093658447266,"train","Frankland"
"129",13,"Eucalyptus diversicolor Co/dominant",0.647029622395833,"train","Frankland"
"130",13,"Eucalyptus diversicolor Suppressed",0.519434611002604,"train","Frankland"
"131",13,"Eucalyptus guilfoylei Suppressed",0.623954353751717,"train","Frankland"
"132",13,"Non-euc Suppressed",0.683052062988281,"train","Frankland"
"133",14,"Eucalyptus diversicolor Co/dominant",0.554618326822917,"train","Frankland"
"134",14,"Eucalyptus diversicolor Suppressed",0.455256144205729,"train","Frankland"
"135",14,"Eucalyptus guilfoylei Suppressed",0.622568654490041,"train","Frankland"
"136",14,"Non-euc Suppressed",0.784488677978516,"train","Frankland"
"137",15,"Eucalyptus diversicolor Co/dominant",0.56971435546875,"train","Frankland"
"138",15,"Eucalyptus diversicolor Suppressed",0.51904042561849,"train","Frankland"
"139",15,"Eucalyptus guilfoylei Suppressed",0.639331859546703,"train","Frankland"
"140",15,"Non-euc Suppressed",0.649654388427734,"train","Frankland"
"141",16,"Eucalyptus diversicolor Co/dominant",0.516182454427083,"train","Frankland"
"142",16,"Eucalyptus diversicolor Suppressed",0.48883056640625,"train","Frankland"
"143",16,"Eucalyptus guilfoylei Suppressed",0.631552895346841,"train","Frankland"
"144",16,"Non-euc Suppressed",0.666671752929688,"train","Frankland"
"145",17,"Eucalyptus diversicolor Co/dominant",0.570918782552083,"train","Frankland"
"146",17,"Eucalyptus diversicolor Suppressed",0.474685668945312,"train","Frankland"
"147",17,"Eucalyptus guilfoylei Suppressed",0.621924096411401,"train","Frankland"
"148",17,"Non-euc Suppressed",0.671573638916016,"train","Frankland"
"149",18,"Eucalyptus diversicolor Co/dominant",0.629777018229167,"train","Frankland"
"150",18,"Eucalyptus diversicolor Suppressed",0.522672017415365,"train","Frankland"
"151",18,"Eucalyptus guilfoylei Suppressed",0.641559307391827,"train","Frankland"
"152",18,"Non-euc Suppressed",0.704864501953125,"train","Frankland"
"153",19,"Eucalyptus diversicolor Co/dominant",0.699580891927083,"train","Frankland"
"154",19,"Eucalyptus diversicolor Suppressed",0.539835611979167,"train","Frankland"
"155",19,"Eucalyptus guilfoylei Suppressed",0.625687483902816,"train","Frankland"
"156",19,"Non-euc Suppressed",0.611904144287109,"train","Frankland"
"157",20,"Eucalyptus diversicolor Co/dominant",0.6339599609375,"train","Frankland"
"158",20,"Eucalyptus diversicolor Suppressed",0.461685180664062,"train","Frankland"
"159",20,"Eucalyptus guilfoylei Suppressed",0.63467038332761,"train","Frankland"
"160",20,"Non-euc Suppressed",0.6961669921875,"train","Frankland"
"161",1,"Eucalyptus diversicolor Co/dominant",0.4841552734375,"test","Frankland"
"162",1,"Eucalyptus diversicolor Suppressed",0.7469482421875,"test","Frankland"
"163",1,"Eucalyptus guilfoylei Suppressed",0.634149169921875,"test","Frankland"
"164",1,"Non-euc Suppressed",0.547381591796875,"test","Frankland"
"165",2,"Eucalyptus diversicolor Co/dominant",0.425537109375,"test","Frankland"
"166",2,"Eucalyptus diversicolor Suppressed",0.711676025390625,"test","Frankland"
"167",2,"Eucalyptus guilfoylei Suppressed",0.588861083984375,"test","Frankland"
"168",2,"Non-euc Suppressed",0.512249755859375,"test","Frankland"
"169",3,"Eucalyptus diversicolor Co/dominant",0.511492919921875,"test","Frankland"
"170",3,"Eucalyptus diversicolor Suppressed",0.753662109375,"test","Frankland"
"171",3,"Eucalyptus guilfoylei Suppressed",0.69451904296875,"test","Frankland"
"172",3,"Non-euc Suppressed",0.664251708984375,"test","Frankland"
"173",4,"Eucalyptus diversicolor Co/dominant",0.412933349609375,"test","Frankland"
"174",4,"Eucalyptus diversicolor Suppressed",0.815228271484375,"test","Frankland"
"175",4,"Eucalyptus guilfoylei Suppressed",0.6231689453125,"test","Frankland"
"176",4,"Non-euc Suppressed",0.6324951171875,"test","Frankland"
"177",5,"Eucalyptus diversicolor Co/dominant",0.418231201171875,"test","Frankland"
"178",5,"Eucalyptus diversicolor Suppressed",0.7787841796875,"test","Frankland"
"179",5,"Eucalyptus guilfoylei Suppressed",0.63314208984375,"test","Frankland"
