"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"343","Allocasuarina torulosa small","Allocasuarina torulosa small",0.433579364523516,0.310890160425515,0.556268568621517,0.425624605716129,0.441534123330903,0.0625976829501754,"MinesRd",0.245378408196002,"small","small","Allocasuarina torulosa","Allocasuarina torulosa","small_small","N_NSW",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"344","Eucalyptus pilularis large","Allocasuarina torulosa small",0.0201379527866586,-0.0709186192858814,0.111194524859199,0.0184237492406082,0.0218521563327089,0.0464582884128395,"MinesRd",0.18211314414508,"large","small","Eucalyptus pilularis","Allocasuarina torulosa","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"345","Eucalyptus pilularis small","Allocasuarina torulosa small",-0.0525652194857954,-0.109213373021737,0.00408293405014578,-0.0547425986228135,-0.0503878403487772,0.0289026502439711,"MinesRd",0.113296307071882,"small","small","Eucalyptus pilularis","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"346","Misc_small","Allocasuarina torulosa small",0.018556379931657,-0.0474774100169577,0.0845901698802718,0.0164718741909052,0.0206408856724089,0.0336913282435192,"MinesRd",0.13206757989723,"small","small","Misc","Allocasuarina torulosa","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"347","Eucalyptus pilularis large","Eucalyptus pilularis large",-0.347273688206803,-0.838504692973828,0.143957316560222,-0.355313827840981,-0.339233548572625,0.250632669090755,"MinesRd",0.982462009534049,"large","large","Eucalyptus pilularis","Eucalyptus pilularis","large_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"348","Eucalyptus pilularis small","Eucalyptus pilularis large",-0.109804273428787,-0.399848067869881,0.180239521012308,-0.114136671112264,-0.105471875745309,0.147984247021335,"MinesRd",0.580087588882189,"small","large","Eucalyptus pilularis","Eucalyptus pilularis","small_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"349","Misc_small","Eucalyptus pilularis large",-0.443723254244058,-0.804378337524152,-0.0830681709639635,-0.448881229570386,-0.43856527891773,0.184011076797786,"MinesRd",0.721310166560188,"small","large","Misc","Eucalyptus pilularis","small_large","N_NSW",1,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"350","Eucalyptus pilularis small","Eucalyptus pilularis small",0.188886969584911,-0.0699714694315509,0.447745408601373,0.183233044219252,0.19454089495057,0.132073059024709,"MinesRd",0.517716878032924,"small","small","Eucalyptus pilularis","Eucalyptus pilularis","small_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"351","Misc_small","Eucalyptus pilularis small",0.0284641591910294,-0.149718384169352,0.20664670255141,0.0251064227695546,0.0318218956125043,0.0909111314115271,"MinesRd",0.356365086720762,"small","small","Misc","Eucalyptus pilularis","small_small","N_NSW",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"352","Misc_small","Misc_small",0.232570609145507,-0.0181305724351928,0.483271790726207,0.226113319175074,0.23902789911594,0.127911116509384,"MinesRd",0.501402363161399,"small","small","Misc","Misc","small_small","N_NSW",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"353","Allocasuarina torulosa small","Allocasuarina torulosa small",0.259455119033898,0.0568564100223948,0.462053828045401,0.254268040745576,0.26464219732222,0.103368587693231,"Tinebank",0.405197418023006,"small","small","Allocasuarina torulosa","Allocasuarina torulosa","small_small","N_NSW",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"354","Cryptocarya rigida large","Allocasuarina torulosa small",-0.174778310019378,-0.616772570962133,0.267215950923377,-0.180617210458507,-0.168939409580249,0.225511419816461,"Tinebank",0.88398852188551,"large","small","Cryptocarya rigida","Allocasuarina torulosa","large_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"355","Cryptocarya rigida small","Allocasuarina torulosa small",0.106106030187685,-0.0193464272620697,0.23155848763744,0.102874371860103,0.109337688515267,0.0640075319951324,"Tinebank",0.250904914899509,"small","small","Cryptocarya rigida","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"356","Misc_large","Allocasuarina torulosa small",0.134838513819966,-0.206875813258472,0.476552840898404,0.130038676963447,0.139638350676485,0.174347248099372,"Tinebank",0.683428654156876,"large","small","Misc","Allocasuarina torulosa","large_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"357","Misc_small","Allocasuarina torulosa small",0.0598757052187748,-0.166368333101958,0.286119743539508,0.0566786205507668,0.0630727898867827,0.115432752900215,"Tinebank",0.452488076641466,"small","small","Misc","Allocasuarina torulosa","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"358","Syncarpia glomulifera subsp glabra large","Allocasuarina torulosa small",-0.214581280793704,-0.698351949000395,0.269189387412987,-0.220390308046504,-0.208772253540904,0.246826304984486,"Tinebank",0.967541336413382,"large","small","Syncarpia glomulifera","Allocasuarina torulosa","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"359","Syncarpia glomulifera subsp glabra small","Allocasuarina torulosa small",0.0854640841897835,-0.11776351843208,0.288691686811646,0.0823637580045002,0.0885644103750667,0.103689457676211,"Tinebank",0.406455205243726,"small","small","Syncarpia glomulifera","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"360","Synoum glandulosum subsp glandulsoum small","Allocasuarina torulosa small",0.116126460186503,-0.306611795503461,0.538864715876467,0.110617908138951,0.121635012234056,0.215686746809875,"Tinebank",0.845476511379929,"small","small","Synoum glandulosum","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"361","Cryptocarya rigida large","Cryptocarya rigida large",-0.775334557637922,-1.89806023241242,0.347391117136572,-0.796689538574721,-0.753979576701124,0.57282974770476,"Tinebank",2.24545134954899,"large","large","Cryptocarya rigida","Cryptocarya rigida","large_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"362","Cryptocarya rigida small","Cryptocarya rigida large",0.095154711528639,-0.14803299609159,0.338342419148868,0.0912722625995005,0.0990371604577774,0.124077640986499,"Tinebank",0.486375415240459,"small","large","Cryptocarya rigida","Cryptocarya rigida","small_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"363","Misc_large","Cryptocarya rigida large",0.519522873313512,-0.172035496155842,1.21108124278287,0.507620077896795,0.53142566873023,0.352842386352136,"Tinebank",1.38311673893871,"large","large","Misc","Cryptocarya rigida","large_large","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.large"
"364","Misc_small","Cryptocarya rigida large",0.00398433665670071,-0.622684987080942,0.630653660394344,-0.00368133888848405,0.0116500122018855,0.319735122012818,"Tinebank",1.25333864747529,"small","large","Misc","Cryptocarya rigida","small_large","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.large"
"365","Syncarpia glomulifera subsp glabra large","Cryptocarya rigida large",0.384161418798546,-0.588528699437754,1.35685153703484,0.372013578455868,0.396309259141224,0.496279587741793,"Tinebank",1.9453802364726,"large","large","Syncarpia glomulifera","Cryptocarya rigida","large_large","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"366","Syncarpia glomulifera subsp glabra small","Cryptocarya rigida large",-0.220617690232231,-0.847136146358823,0.405900765894361,-0.226874580055082,-0.21436080040938,0.319658147327446,"Tinebank",1.25303691225318,"small","large","Syncarpia glomulifera","Cryptocarya rigida","small_large","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"367","Synoum glandulosum subsp glandulsoum small","Cryptocarya rigida large",0.734547588887215,-0.202196595749775,1.6712917735242,0.715079603552117,0.754015574222313,0.477939488697705,"Tinebank",1.87348836927398,"small","large","Synoum glandulosum","Cryptocarya rigida","small_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"368","Cryptocarya rigida small","Cryptocarya rigida small",0.113948751248105,-0.068074890455023,0.295972392951233,0.104457865416511,0.123439637079699,0.0928709114753675,"Tinebank",0.364047283406256,"small","small","Cryptocarya rigida","Cryptocarya rigida","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"369","Misc_large","Cryptocarya rigida small",-0.0183663478292369,-0.213189765555459,0.176457069896986,-0.0218865426729183,-0.0148461529855555,0.0994015294479719,"Tinebank",0.389646835452445,"large","small","Misc","Cryptocarya rigida","large_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"370","Misc_small","Cryptocarya rigida small",0.014202276947357,-0.115578541735528,0.143983095630242,0.0117504818900776,0.0166540720046364,0.0662159201427064,"Tinebank",0.25956163736577,"small","small","Misc","Cryptocarya rigida","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"371","Syncarpia glomulifera subsp glabra large","Cryptocarya rigida small",0.165304008466679,-0.195111804366025,0.525719821299383,0.160772551373768,0.169835465559589,0.183888997795683,"Tinebank",0.720831625665408,"large","small","Syncarpia glomulifera","Cryptocarya rigida","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"372","Syncarpia glomulifera subsp glabra small","Cryptocarya rigida small",-0.129249547421087,-0.245803880920234,-0.0126952139219398,-0.131528914711924,-0.12697018013025,0.059467589414149,"Tinebank",0.233108666998295,"small","small","Syncarpia glomulifera","Cryptocarya rigida","small_small","N_NSW",1,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"373","Synoum glandulosum subsp glandulsoum small","Cryptocarya rigida small",-0.222194087167573,-0.435565508976633,-0.00882266535851262,-0.225983842670389,-0.218404331664757,0.108864970730129,"Tinebank",0.42674284361812,"small","small","Synoum glandulosum","Cryptocarya rigida","small_small","N_NSW",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"374","Misc_large","Misc_large",-0.610199367331677,-1.36948728647139,0.149088551808038,-0.623303936592403,-0.597094798070951,0.387398914025401,"Tinebank",1.51857583827943,"large","large","Misc","Misc","large_large","N_NSW",NA,"Misc","Misc","Misc_Misc","Misc.large_Misc.large"
"375","Misc_small","Misc_large",-0.385571394957042,-0.802179508374437,0.0310367184603523,-0.392136849170939,-0.379005940743146,0.212559065729547,"Tinebank",0.83321622683479,"small","large","Misc","Misc","small_large","N_NSW",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.large"
"376","Syncarpia glomulifera subsp glabra large","Misc_large",-0.708958242466711,-1.53422191306693,0.116305428133511,-0.719842580130882,-0.69807390480254,0.421060630251268,"Tinebank",1.65052734120044,"large","large","Syncarpia glomulifera","Misc","large_large","N_NSW",NA,"Canopy","Misc","Misc_Canopy","Misc.large_Canopy.large"
"377","Syncarpia glomulifera subsp glabra small","Misc_large",0.0509518035990447,-0.3505698692479,0.45247347644599,0.0456663371330938,0.0562372700649956,0.20486176073341,"Tinebank",0.80304334569389,"small","large","Syncarpia glomulifera","Misc","small_large","N_NSW",NA,"Canopy","Misc","Misc_Canopy","Misc.large_Canopy.small"
"378","Synoum glandulosum subsp glandulsoum small","Misc_large",0.124191178342832,-0.454453023289252,0.702835379974915,0.114441733115365,0.133940623570299,0.295232058444112,"Tinebank",1.15728840326417,"small","large","Synoum glandulosum","Misc","small_large","N_NSW",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.large_Subcanopy.small"
"379","Misc_small","Misc_small",-0.0352746492241577,-0.374405039479831,0.303855741031515,-0.0422536710829678,-0.0282956273653476,0.173028888760554,"Tinebank",0.678260780511346,"small","small","Misc","Misc","small_small","N_NSW",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"380","Syncarpia glomulifera subsp glabra large","Misc_small",-0.239201424483498,-0.765355233810492,0.286952384843495,-0.246105175124743,-0.232297673842254,0.268450753930801,"Tinebank",1.05230761865399,"large","small","Syncarpia glomulifera","Misc","large_small","N_NSW",NA,"Canopy","Misc","Misc_Canopy","Canopy.large_Misc.small"
"381","Syncarpia glomulifera subsp glabra small","Misc_small",-0.032659839469757,-0.277678074210734,0.21235839527122,-0.0365553537183613,-0.0287643252211527,0.12501160055677,"Tinebank",0.490036469481954,"small","small","Syncarpia glomulifera","Misc","small_small","N_NSW",NA,"Canopy","Misc","Misc_Canopy","Misc.small_Canopy.small"
"382","Synoum glandulosum subsp glandulsoum small","Misc_small",0.141818445857719,-0.282285925657533,0.56592281737297,0.135807521998102,0.147829369717335,0.216383757487654,"Tinebank",0.848208743030504,"small","small","Synoum glandulosum","Misc","small_small","N_NSW",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"383","Syncarpia glomulifera subsp glabra large","Syncarpia glomulifera subsp glabra large",-1.32851519541016,-2.78848258494871,0.131452194128397,-1.34629907219169,-1.31073131862862,0.744895008813729,"Tinebank",2.91993477907711,"large","large","Syncarpia glomulifera","Syncarpia glomulifera","large_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"384","Syncarpia glomulifera subsp glabra small","Syncarpia glomulifera subsp glabra large",0.104851421262018,-0.370572825871057,0.580275668395094,0.0984331316297948,0.111269710894242,0.242567848635568,"Tinebank",0.950848494266151,"small","large","Syncarpia glomulifera","Syncarpia glomulifera","small_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"385","Synoum glandulosum subsp glandulsoum small","Syncarpia glomulifera subsp glabra large",0.558727552980335,-0.329168174245238,1.44662328020591,0.545909420746751,0.571545685213918,0.453016348376389,"Tinebank",1.77579145445115,"small","large","Synoum glandulosum","Syncarpia glomulifera","small_large","N_NSW",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"386","Syncarpia glomulifera subsp glabra small","Syncarpia glomulifera subsp glabra small",-0.0291026550512431,-0.370295742662916,0.31209043256043,-0.0357066981835798,-0.0224986119189064,0.174081304709148,"Tinebank",0.682386175223346,"small","small","Syncarpia glomulifera","Syncarpia glomulifera","small_small","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"387","Synoum glandulosum subsp glandulsoum small","Syncarpia glomulifera subsp glabra small",0.0165708583603229,-0.403139902749065,0.43628161946971,0.0110842254066115,0.0220574913140344,0.214142078334098,"Tinebank",0.839421522218775,"small","small","Synoum glandulosum","Syncarpia glomulifera","small_small","N_NSW",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"388","Synoum glandulosum subsp glandulsoum small","Synoum glandulosum subsp glandulsoum small",-0.518549252343927,-1.37431799288005,0.337219488192195,-0.535108497487901,-0.501990007199953,0.436624727436992,"Tinebank",1.71153748107224,"small","small","Synoum glandulosum","Synoum glandulosum","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"389","Allocasuarina torulosa large","Allocasuarina torulosa large",0.125785073229284,-0.137550229250876,0.389120375709443,0.119230652617378,0.132339493841189,0.134357215008702,"Lorne",0.526670604960319,"large","large","Allocasuarina torulosa","Allocasuarina torulosa","large_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"390","Allocasuarina torulosa small","Allocasuarina torulosa large",-0.0486213510147376,-0.23401898234754,0.136776280318065,-0.0517343990719312,-0.045508302957544,0.0945923663879517,"Lorne",0.370795262665605,"small","large","Allocasuarina torulosa","Allocasuarina torulosa","small_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"391","Cryptocarya glaucescens small","Allocasuarina torulosa large",0.125052963139904,-0.192669157654756,0.442775083934563,0.120867514844441,0.129238411435366,0.162106101592076,"Lorne",0.635444241589319,"small","large","Cryptocarya glaucescens","Allocasuarina torulosa","small_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"392","Cryptocarya rigida small","Allocasuarina torulosa large",0.190282293431322,-0.136957121049953,0.517521707912598,0.184912273067198,0.195652313795446,0.166961952904491,"Lorne",0.654478828962551,"small","large","Cryptocarya rigida","Allocasuarina torulosa","small_large","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"393","Eucalyptus microcorys large","Allocasuarina torulosa large",-0.155702900731095,-0.376143155628827,0.0647373541666362,-0.159575809798465,-0.151829991663725,0.112471584496723,"Lorne",0.440880509795463,"large","large","Eucalyptus microcorys","Allocasuarina torulosa","large_large","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"394","Eucalyptus microcorys small","Allocasuarina torulosa large",0.0361253677581648,-0.112352812643455,0.184603548159785,0.032969723707528,0.0392810118088016,0.0757555657005928,"Lorne",0.29695636080324,"small","large","Eucalyptus microcorys","Allocasuarina torulosa","small_large","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"395","Eucalyptus pilularis large","Allocasuarina torulosa large",0.161701768545282,-0.274668075597512,0.598071612688077,0.155673962390611,0.167729574699953,0.222641766677768,"Lorne",0.872739688285589,"large","large","Eucalyptus pilularis","Allocasuarina torulosa","large_large","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"396","Eucalyptus pilularis small","Allocasuarina torulosa large",-0.349408540043624,-0.698509131598116,-0.000307948489132737,-0.354116135381355,-0.344700944705894,0.178115819631459,"Lorne",0.698201183108983,"small","large","Eucalyptus pilularis","Allocasuarina torulosa","small_large","N_NSW",1,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"397","Misc_small","Allocasuarina torulosa large",-0.0698982328853308,-0.309413414036852,0.169616948266191,-0.0737302294554302,-0.0660662363152314,0.122203868561252,"Lorne",0.479030362303043,"small","large","Misc","Allocasuarina torulosa","small_large","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.large"
"398","Allocasuarina torulosa small","Allocasuarina torulosa small",0.0909517696701294,-0.166200270717255,0.348103810057514,0.0853087758859632,0.0965947634542955,0.131202431481276,"Lorne",0.514304080774769,"small","small","Allocasuarina torulosa","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"399","Cryptocarya glaucescens small","Allocasuarina torulosa small",-0.0772194365291812,-0.31124305753,0.156804184471638,-0.0803914465634136,-0.0740474264949488,0.119402000672853,"Lorne",0.468047242001638,"small","small","Cryptocarya glaucescens","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"400","Cryptocarya rigida small","Allocasuarina torulosa small",0.0185034171969929,-0.218586523276748,0.255593357670733,0.0148969940036339,0.0221098403903519,0.120966478131168,"Lorne",0.474179880947481,"small","small","Cryptocarya rigida","Allocasuarina torulosa","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"401","Eucalyptus microcorys large","Allocasuarina torulosa small",-0.139060495798477,-0.378841328384723,0.100720336787768,-0.143290672092445,-0.13483031950451,0.1223394074981,"Lorne",0.479561665172491,"large","small","Eucalyptus microcorys","Allocasuarina torulosa","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"402","Eucalyptus microcorys small","Allocasuarina torulosa small",0.0771456311889699,-0.0633622948907001,0.21765355726864,0.074239218321612,0.0800520440563279,0.0716890346904222,"Lorne",0.28101585215934,"small","small","Eucalyptus microcorys","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"403","Eucalyptus pilularis large","Allocasuarina torulosa small",0.161500025501755,-0.212734089395926,0.535734140399436,0.156663326394447,0.166336724609062,0.190939281461084,"Lorne",0.748468229795362,"large","small","Eucalyptus pilularis","Allocasuarina torulosa","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"404","Eucalyptus pilularis small","Allocasuarina torulosa small",-0.10274898604497,-0.353118004353566,0.147620032263626,-0.106485969639015,-0.0990120024509255,0.127741642338061,"Lorne",0.500738036617192,"small","small","Eucalyptus pilularis","Allocasuarina torulosa","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"405","Misc_small","Allocasuarina torulosa small",0.0525989544846132,-0.125308939866152,0.230506848835378,0.0491433329623001,0.0560545760069264,0.0907710017908901,"Lorne",0.35581578870153,"small","small","Misc","Allocasuarina torulosa","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"406","Cryptocarya glaucescens small","Cryptocarya glaucescens small",-0.462972466814484,-1.27397863792595,0.348033704296979,-0.471798370101576,-0.454146563527392,0.413786262150007,"Lorne",1.62201234222293,"small","small","Cryptocarya glaucescens","Cryptocarya glaucescens","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"407","Cryptocarya rigida small","Cryptocarya glaucescens small",-0.114049383648458,-0.518707843797852,0.290609076500937,-0.11924789802913,-0.108850869267785,0.20646219182663,"Lorne",0.809316920298788,"small","small","Cryptocarya rigida","Cryptocarya glaucescens","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"408","Eucalyptus microcorys large","Cryptocarya glaucescens small",-0.165760714455198,-0.663137752968321,0.331616324057926,-0.172110711828487,-0.159410717081908,0.253768458214728,"Lorne",0.994754077026248,"large","small","Eucalyptus microcorys","Cryptocarya glaucescens","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"409","Eucalyptus microcorys small","Cryptocarya glaucescens small",0.134656979383533,-0.137745161018235,0.407059119785302,0.130102754851039,0.139211203916028,0.138983237728061,"Lorne",0.544804280803537,"small","small","Eucalyptus microcorys","Cryptocarya glaucescens","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"410","Eucalyptus pilularis large","Cryptocarya glaucescens small",0.168145649345609,-0.306076140562347,0.642367439253564,0.162110765290509,0.174180533400708,0.241954338777935,"Lorne",0.94844357981591,"large","small","Eucalyptus pilularis","Cryptocarya glaucescens","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"411","Eucalyptus pilularis small","Cryptocarya glaucescens small",0.101392086521474,-0.337223197447717,0.540007370490664,0.0954397153984275,0.10734445764452,0.223787420293909,"Lorne",0.877230567938381,"small","small","Eucalyptus pilularis","Cryptocarya glaucescens","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"412","Misc_small","Cryptocarya glaucescens small",0.0611365967904428,-0.271246483499107,0.393519677079992,0.0568855127491173,0.0653876808317683,0.169586320417796,"Lorne",0.664766160579099,"small","small","Misc","Cryptocarya glaucescens","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"413","Cryptocarya rigida small","Cryptocarya rigida small",-0.234483410450837,-0.747838644339444,0.27887182343777,-0.24337019208019,-0.225596628821484,0.261920748512671,"Lorne",1.02671046777721,"small","small","Cryptocarya rigida","Cryptocarya rigida","small_small","N_NSW",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"414","Eucalyptus microcorys large","Cryptocarya rigida small",0.355123484480484,-0.0398619793540061,0.750108948314975,0.348510169001097,0.361736799959871,0.201526898937983,"Lorne",0.789970927668981,"large","small","Eucalyptus microcorys","Cryptocarya rigida","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"415","Eucalyptus microcorys small","Cryptocarya rigida small",-0.185848558508006,-0.433495435555986,0.0617983185399736,-0.189823135178821,-0.181873981837191,0.126352769235245,"Lorne",0.49529375409596,"small","small","Eucalyptus microcorys","Cryptocarya rigida","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"416","Eucalyptus pilularis large","Cryptocarya rigida small",0.114282655015569,-0.446641052083487,0.675206362114624,0.107112172150768,0.121453137880369,0.286190823670001,"Lorne",1.12184741419811,"large","small","Eucalyptus pilularis","Cryptocarya rigida","large_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"417","Eucalyptus pilularis small","Cryptocarya rigida small",0.174836515960518,-0.273060451141723,0.622733483062759,0.168948947277304,0.180724084643732,0.228523059931302,"Lorne",0.895793934204481,"small","small","Eucalyptus pilularis","Cryptocarya rigida","small_small","N_NSW",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"418","Misc_small","Cryptocarya rigida small",0.279146550764376,-0.0558867371928532,0.614179838721604,0.272273438397994,0.286019663130757,0.170938492033491,"Lorne",0.670066575914458,"small","small","Misc","Cryptocarya rigida","small_small","N_NSW",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"419","Eucalyptus microcorys large","Eucalyptus microcorys large",-0.457237459560686,-0.970040344462348,0.055565425340976,-0.466737723682445,-0.447737195438928,0.261638932626613,"Lorne",1.02560576980332,"large","large","Eucalyptus microcorys","Eucalyptus microcorys","large_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"420","Eucalyptus microcorys small","Eucalyptus microcorys large",0.257885993000654,0.0186194344926248,0.497152551508683,0.252830007584163,0.262941978417145,0.122077017942847,"Lorne",0.478533117016058,"small","large","Eucalyptus microcorys","Eucalyptus microcorys","small_large","N_NSW",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"421","Eucalyptus pilularis large","Eucalyptus microcorys large",0.282076554621112,-0.155444951624328,0.719598060866552,0.275619001904132,0.288534107338092,0.223229360180368,"Lorne",0.87504301249088,"large","large","Eucalyptus pilularis","Eucalyptus microcorys","large_large","N_NSW",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
