"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","site","range_ci","size_from","size_to","species_from","species_to","size_int","georegion","sig","class_from","class_to","class_int","group"
"1114","Eucalyptus obliqua large","Eucalyptus delegatensis small",-0.217004266928023,-0.580698168089629,0.146689634233582,-0.225549691947716,-0.208458841908331,0.185561522574076,"Caveside",0.727387802323212,"large","small","Eucalyptus obliqua","Eucalyptus delegatensis","large_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"1115","Eucalyptus obliqua small","Eucalyptus delegatensis small",0.0937345237877948,-0.0964154454971363,0.283884493072726,0.0886720588969444,0.0987969886786453,0.0970170731629815,"Caveside",0.380299938569862,"small","small","Eucalyptus obliqua","Eucalyptus delegatensis","small_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"1116","Misc_small","Eucalyptus delegatensis small",-0.0811650620244792,-0.340421271732214,0.178091147683255,-0.0873667192601789,-0.0749634047887795,0.132276006984166,"Caveside",0.518512419415469,"small","small","Misc","Eucalyptus delegatensis","small_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"1117","Nothofagus cunninghamii large","Eucalyptus delegatensis small",-0.0607358028869428,-0.272598046222847,0.151126440448961,-0.0688019399182617,-0.052669665855624,0.108094967564224,"Caveside",0.423724486671808,"large","small","Nothofagus cunninghamii","Eucalyptus delegatensis","large_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1118","Nothofagus cunninghamii small","Eucalyptus delegatensis small",0.0570942775598201,-0.0632091595828188,0.177397714702459,0.0517550471040469,0.0624335080155934,0.0613804325444636,"Caveside",0.240606874285278,"small","small","Nothofagus cunninghamii","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1119","Pomaderris apetala large","Eucalyptus delegatensis small",0.0539801566594367,-0.107781639187906,0.215741952506779,0.0478565763162821,0.0601037370025914,0.0825330450576128,"Caveside",0.323523591694685,"large","small","Pomaderris apetala","Eucalyptus delegatensis","large_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1120","Pomaderris apetala small","Eucalyptus delegatensis small",0.0319646943463012,-0.0302158801741692,0.0941452688667716,0.0295799952038097,0.0343493934887927,0.0317253658796503,"Caveside",0.124361149040941,"small","small","Pomaderris apetala","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1121","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.551714602635928,-1.62201243081399,0.518583225542137,-0.569178446068611,-0.534250759203244,0.54608035485368,"Caveside",2.14059565635613,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"1122","Eucalyptus obliqua small","Eucalyptus obliqua large",0.479958706102291,0.0451131784839367,0.914804233720645,0.470215670405456,0.489701741799126,0.221864039874386,"Caveside",0.869691055236709,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"1123","Misc_small","Eucalyptus obliqua large",-0.291955748697699,-0.712901357213007,0.12898985981761,-0.301439402666912,-0.282472094728486,0.214772114097848,"Caveside",0.841891217030618,"small","large","Misc","Eucalyptus obliqua","small_large","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"1124","Nothofagus cunninghamii large","Eucalyptus obliqua large",0.243343126688837,-0.217896502398196,0.704582755775869,0.233604008070771,0.253082245306902,0.23533066562714,"Caveside",0.922479258174065,"large","large","Nothofagus cunninghamii","Eucalyptus obliqua","large_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"1125","Nothofagus cunninghamii small","Eucalyptus obliqua large",-0.0481546169064837,-0.248811753488791,0.152502519675824,-0.0528932185144484,-0.043416015298519,0.102377971312262,"Caveside",0.401314273164615,"small","large","Nothofagus cunninghamii","Eucalyptus obliqua","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1126","Pomaderris apetala large","Eucalyptus obliqua large",0.061024490049825,-0.179124319631609,0.301173299731259,0.0532605502138051,0.068788429885845,0.122527154363905,"Caveside",0.480297619362868,"large","large","Pomaderris apetala","Eucalyptus obliqua","large_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"1127","Pomaderris apetala small","Eucalyptus obliqua large",0.191571439332323,0.0385644203159412,0.344578458348704,0.187490598845841,0.195652279818804,0.0780662401060842,"Caveside",0.306014038032763,"small","large","Pomaderris apetala","Eucalyptus obliqua","small_large","d_TAS",1,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1128","Eucalyptus obliqua small","Eucalyptus obliqua small",0.0221598912157956,-0.387736578935935,0.432056361367526,0.0072710470053665,0.0370487354262247,0.209134695017328,"Caveside",0.819792940303461,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"1129","Misc_small","Eucalyptus obliqua small",0.236217021697647,-0.013034424022901,0.485468467418194,0.229733076727166,0.242700966668127,0.127171441764548,"Caveside",0.498502891441095,"small","small","Misc","Eucalyptus obliqua","small_small","d_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.small"
"1130","Nothofagus cunninghamii large","Eucalyptus obliqua small",-0.0377067661714163,-0.29139248721465,0.215978954871818,-0.0431455651973889,-0.0322679671454436,0.129433868705892,"Caveside",0.507371442086468,"large","small","Nothofagus cunninghamii","Eucalyptus obliqua","large_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1131","Nothofagus cunninghamii small","Eucalyptus obliqua small",0.0281904537502808,-0.105746615078712,0.162127522579274,0.0247863438855442,0.0315945636150175,0.0683364948975958,"Caveside",0.267874137657986,"small","small","Nothofagus cunninghamii","Eucalyptus obliqua","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1132","Pomaderris apetala large","Eucalyptus obliqua small",-0.108415337831449,-0.247597742979509,0.0307670673166114,-0.113440736774118,-0.10338993888878,0.0710127360736796,"Caveside",0.27836481029612,"large","small","Pomaderris apetala","Eucalyptus obliqua","large_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1133","Pomaderris apetala small","Eucalyptus obliqua small",-0.0479683183382962,-0.116148719027824,0.020212082351232,-0.049813829787803,-0.0461228068887894,0.0347865579303123,"Caveside",0.136360801379057,"small","small","Pomaderris apetala","Eucalyptus obliqua","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1134","Misc_small","Misc_small",-0.202739317417145,-0.644860923152479,0.239382288318189,-0.212204725215093,-0.193273909619197,0.225576392843304,"Caveside",0.884243211470668,"small","small","Misc","Misc","small_small","d_TAS",NA,"Misc","Misc","Misc_Misc","Misc.small_Misc.small"
"1135","Nothofagus cunninghamii large","Misc_small",-0.0173598151860319,-0.337065100062278,0.302345469690215,-0.0236289588910825,-0.0110906714809813,0.163117938593791,"Caveside",0.639410569752493,"large","small","Nothofagus cunninghamii","Misc","large_small","d_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.large"
"1136","Nothofagus cunninghamii small","Misc_small",-0.0607891410296028,-0.220942111332202,0.0993638292729967,-0.064148075757309,-0.0574302063018967,0.0817122006148408,"Caveside",0.320305940605199,"small","small","Nothofagus cunninghamii","Misc","small_small","d_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"1137","Pomaderris apetala large","Misc_small",0.136805249551816,-0.0498774795613506,0.323487978664982,0.130076492535682,0.143534006567949,0.0952480405689572,"Caveside",0.373365458226332,"large","small","Pomaderris apetala","Misc","large_small","d_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.large"
"1138","Pomaderris apetala small","Misc_small",-0.0387338527799065,-0.117813239949043,0.0403455343892299,-0.0407005416216556,-0.0367671639381574,0.0403473674990482,"Caveside",0.158158774338273,"small","small","Pomaderris apetala","Misc","small_small","d_TAS",NA,"Subcanopy","Misc","Misc_Subcanopy","Misc.small_Subcanopy.small"
"1139","Nothofagus cunninghamii large","Nothofagus cunninghamii large",-0.0966571084957928,-0.412669953524877,0.219355736533291,-0.111442864592035,-0.0818713523995509,0.161234006094884,"Caveside",0.632025690058168,"large","large","Nothofagus cunninghamii","Nothofagus cunninghamii","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1140","Nothofagus cunninghamii small","Nothofagus cunninghamii large",0.0145727234569439,-0.140004297561262,0.16914974447515,0.00457958406733835,0.0245658628465495,0.0788672762548136,"Caveside",0.309154042036411,"small","large","Nothofagus cunninghamii","Nothofagus cunninghamii","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1141","Pomaderris apetala large","Nothofagus cunninghamii large",-0.157620253637235,-0.416837612021545,0.101597104747076,-0.164512461695503,-0.150728045578967,0.132256184516136,"Caveside",0.518434716768621,"large","large","Pomaderris apetala","Nothofagus cunninghamii","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1142","Pomaderris apetala small","Nothofagus cunninghamii large",-0.0504497254302818,-0.1182880600355,0.0173886091749366,-0.053099760105504,-0.0477996907550596,0.0346120312109399,"Caveside",0.135676669210437,"small","large","Pomaderris apetala","Nothofagus cunninghamii","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1143","Nothofagus cunninghamii small","Nothofagus cunninghamii small",0.268022509468492,0.0878552791527119,0.448189739784272,0.24572114287503,0.290323876061954,0.0919237454039544,"Caveside",0.36033446063156,"small","small","Nothofagus cunninghamii","Nothofagus cunninghamii","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1144","Pomaderris apetala large","Nothofagus cunninghamii small",0.0575359288054751,-0.0729228723819322,0.187994729992882,0.053609690353359,0.0614621672575911,0.0665618359400732,"Caveside",0.260917602374815,"large","small","Pomaderris apetala","Nothofagus cunninghamii","large_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1145","Pomaderris apetala small","Nothofagus cunninghamii small",-0.0583195300644019,-0.0919297077378777,-0.0247093523909262,-0.0605852761795493,-0.0560537839492545,0.0171483649386359,"Caveside",0.0672203553469515,"small","small","Pomaderris apetala","Nothofagus cunninghamii","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1146","Pomaderris apetala large","Pomaderris apetala large",0.280385452729562,0.0778374471533055,0.482933458305819,0.267682912052614,0.293087993406511,0.103342718118256,"Caveside",0.405096011152514,"large","large","Pomaderris apetala","Pomaderris apetala","large_large","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1147","Pomaderris apetala small","Pomaderris apetala large",0.0238503345435414,-0.0359888160803472,0.0836894851674301,0.0211089336054812,0.0265917354816016,0.0305307398992493,"Caveside",0.119678301247777,"small","large","Pomaderris apetala","Pomaderris apetala","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1148","Pomaderris apetala small","Pomaderris apetala small",0.414313965207998,0.303831848484704,0.524796081931292,0.392733783204235,0.435894147211761,0.0563694627017448,"Caveside",0.220964233446587,"small","small","Pomaderris apetala","Pomaderris apetala","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1149","Acacia dealbata large","Acacia dealbata large",-0.437351759243067,-1.29870351537607,0.423999996889941,-0.452849617694587,-0.421853900791547,0.439473257124744,"Mackenzie",1.72270351226602,"large","large","Acacia dealbata","Acacia dealbata","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1150","Acacia dealbata small","Acacia dealbata large",0.101393821484567,-0.224208105771296,0.426995748740431,0.0949252319167841,0.107862411052351,0.166126484886544,"Mackenzie",0.651203854511727,"small","large","Acacia dealbata","Acacia dealbata","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1151","Eucalyptus delegatensis large","Acacia dealbata large",-0.14820026473026,-0.348096279123786,0.0516957496632673,-0.152609169336453,-0.143791360124066,0.101989636529182,"Mackenzie",0.399792028787054,"large","large","Eucalyptus delegatensis","Acacia dealbata","large_large","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"1152","Eucalyptus delegatensis small","Acacia dealbata large",-0.136264721038923,-0.281208314549456,0.00867887247161131,-0.139543661416522,-0.132985780661323,0.0739521719040913,"Mackenzie",0.289887187021068,"small","large","Eucalyptus delegatensis","Acacia dealbata","small_large","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1153","Leptospermum lanigerum large","Acacia dealbata large",-0.232446283569192,-0.579274029577027,0.114381462438643,-0.238863691325777,-0.226028875812607,0.176956183248043,"Mackenzie",0.69365549201567,"large","large","Leptospermum lanigerum","Acacia dealbata","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1154","Leptospermum lanigerum small","Acacia dealbata large",0.148672068173732,-0.124441406900547,0.421785543248012,0.145466094786086,0.151878041561378,0.139346170250353,"Mackenzie",0.546226950148559,"small","large","Leptospermum lanigerum","Acacia dealbata","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1155","Nematolepis squamea subsp squamea small","Acacia dealbata large",-0.0301744455121419,-0.258007379617925,0.197658488593641,-0.0345227326344675,-0.0258261583898162,0.116243428911398,"Mackenzie",0.455665868211566,"small","large","Nematolepis squamea","Acacia dealbata","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1156","Acacia dealbata small","Acacia dealbata small",-0.0771214062995726,-0.450249265147539,0.296006452548394,-0.084885610584287,-0.0693572020148581,0.190374854737715,"Mackenzie",0.746255717695933,"small","small","Acacia dealbata","Acacia dealbata","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1157","Eucalyptus delegatensis large","Acacia dealbata small",-0.120219838470868,-0.304677151134638,0.0642374741929014,-0.124219029829947,-0.11622064711179,0.0941126031492138,"Mackenzie",0.36891462532754,"large","small","Eucalyptus delegatensis","Acacia dealbata","large_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1158","Eucalyptus delegatensis small","Acacia dealbata small",0.0476010788431652,-0.0951306198937352,0.190332777580066,0.0438384505748423,0.051363707111488,0.0728236334252822,"Mackenzie",0.285463397473801,"small","small","Eucalyptus delegatensis","Acacia dealbata","small_small","d_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1159","Leptospermum lanigerum large","Acacia dealbata small",-0.267415878149818,-0.57416079005078,0.0393290337511446,-0.272403887396117,-0.262427868903518,0.156505381895038,"Mackenzie",0.613489823801925,"large","small","Leptospermum lanigerum","Acacia dealbata","large_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1160","Leptospermum lanigerum small","Acacia dealbata small",0.0193936085515019,-0.137471881356823,0.176259098459826,0.0164758603280457,0.022311356774958,0.0800348838783056,"Mackenzie",0.313730979816649,"small","small","Leptospermum lanigerum","Acacia dealbata","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1161","Nematolepis squamea subsp squamea small","Acacia dealbata small",0.220494348295244,0.0235109936027962,0.417477702987691,0.215631592722275,0.225357103868213,0.100503558354249,"Mackenzie",0.393966709384895,"small","small","Nematolepis squamea","Acacia dealbata","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1162","Eucalyptus delegatensis large","Eucalyptus delegatensis large",-0.117121271960313,-0.346671692510692,0.112429148590066,-0.123849916779527,-0.110392627141099,0.117119713607517,"Mackenzie",0.459100841100758,"large","large","Eucalyptus delegatensis","Eucalyptus delegatensis","large_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"1163","Eucalyptus delegatensis small","Eucalyptus delegatensis large",0.020532524046063,-0.0714217020637779,0.112486750155904,0.0181028487426209,0.0229621993495051,0.0469162835823332,"Mackenzie",0.183908452219682,"small","large","Eucalyptus delegatensis","Eucalyptus delegatensis","small_large","d_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"1164","Leptospermum lanigerum large","Eucalyptus delegatensis large",-0.1420465210033,-0.289220977170646,0.00512793516404622,-0.145264407919185,-0.138828634087415,0.0750903880521477,"Mackenzie",0.294348912334692,"large","large","Leptospermum lanigerum","Eucalyptus delegatensis","large_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.large"
"1165","Leptospermum lanigerum small","Eucalyptus delegatensis large",-0.0170239884601884,-0.122199840244172,0.0881518633237956,-0.0194425056779046,-0.0146054712424721,0.0536621349237015,"Mackenzie",0.210351703567968,"small","large","Leptospermum lanigerum","Eucalyptus delegatensis","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1166","Nematolepis squamea subsp squamea small","Eucalyptus delegatensis large",0.114287683740487,-0.0257527398030725,0.254328107284047,0.111077630883371,0.117497736597603,0.0714505086053523,"Mackenzie",0.280080847087119,"small","large","Nematolepis squamea","Eucalyptus delegatensis","small_large","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1167","Eucalyptus delegatensis small","Eucalyptus delegatensis small",0.207404803832337,0.0541560528758692,0.360653554788805,0.19894049880991,0.215869108854764,0.0781895749948849,"Mackenzie",0.306497501912936,"small","small","Eucalyptus delegatensis","Eucalyptus delegatensis","small_small","d_TAS",1,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"1168","Leptospermum lanigerum large","Eucalyptus delegatensis small",-0.0547894745718293,-0.176616486759544,0.0670375376158854,-0.0575259319206502,-0.0520530172230084,0.0621577810350959,"Mackenzie",0.243654024375429,"large","small","Leptospermum lanigerum","Eucalyptus delegatensis","large_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.large"
"1169","Leptospermum lanigerum small","Eucalyptus delegatensis small",-0.040534645725368,-0.128368783495268,0.0472994920445323,-0.0425436017274367,-0.0385256897232993,0.0448141590675772,"Mackenzie",0.175668275539801,"small","small","Leptospermum lanigerum","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1170","Nematolepis squamea subsp squamea small","Eucalyptus delegatensis small",-0.0595010210770721,-0.147080000810695,0.0280779586565513,-0.0619702616549692,-0.057031780499175,0.0446839740038262,"Mackenzie",0.175157959467247,"small","small","Nematolepis squamea","Eucalyptus delegatensis","small_small","d_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1171","Leptospermum lanigerum large","Leptospermum lanigerum large",0.0693166414896485,-0.237964272960052,0.376597555939349,0.0625264526187849,0.0761068303605121,0.15677885760835,"Mackenzie",0.6145618288994,"large","large","Leptospermum lanigerum","Leptospermum lanigerum","large_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.large"
"1172","Leptospermum lanigerum small","Leptospermum lanigerum large",0.12550170477535,-0.0362674144465849,0.287270823997285,0.122739018954267,0.128264390596433,0.08253678154188,"Mackenzie",0.32353823844387,"small","large","Leptospermum lanigerum","Leptospermum lanigerum","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1173","Nematolepis squamea subsp squamea small","Leptospermum lanigerum large",0.0302473154344132,-0.168065259145039,0.228559890013866,0.0268681339302701,0.0336264969385563,0.101181744227811,"Mackenzie",0.396625149158905,"small","large","Nematolepis squamea","Leptospermum lanigerum","small_large","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.large_Subcanopy.small"
"1174","Leptospermum lanigerum small","Leptospermum lanigerum small",0.316327857153897,0.179892498316131,0.452763215991664,0.307014556371254,0.32564115793654,0.0696111560793724,"Mackenzie",0.272870717675533,"small","small","Leptospermum lanigerum","Leptospermum lanigerum","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1175","Nematolepis squamea subsp squamea small","Leptospermum lanigerum small",-0.0433291848728751,-0.147304330642221,0.0606459608964712,-0.0453051106592563,-0.0413532590864939,0.053049518557223,"Mackenzie",0.207950291538693,"small","small","Nematolepis squamea","Leptospermum lanigerum","small_small","d_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1176","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea small",0.348679059872978,0.154554499145063,0.542803620600893,0.338163997421058,0.359194122324898,0.0990449632029695,"Mackenzie",0.38824912145583,"small","small","Nematolepis squamea","Nematolepis squamea","small_small","d_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1177","Acacia melanoxylon small","Acacia melanoxylon small",0.126107643121331,-0.172254884534809,0.42447017077747,0.116678170572023,0.135537115670638,0.152228576652216,"Flowerdale",0.596725055312278,"small","small","Acacia melanoxylon","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1178","Eucalyptus obliqua large","Acacia melanoxylon small",0.153478634698782,-0.130477564391577,0.437434833789142,0.148412634703696,0.158544634693868,0.144878273953077,"Flowerdale",0.567912398180718,"large","small","Eucalyptus obliqua","Acacia melanoxylon","large_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1179","Eucalyptus obliqua small","Acacia melanoxylon small",0.0502202862945077,-0.127780579011694,0.228221151600709,0.0449357387320504,0.055504833856965,0.0908184368234569,"Flowerdale",0.356001730612403,"small","small","Eucalyptus obliqua","Acacia melanoxylon","small_small","o_TAS",NA,"Canopy","Subcanopy","Subcanopy_Canopy","Canopy.small_Subcanopy.small"
"1180","Misc_large","Acacia melanoxylon small",0.543290948171698,-0.054901546050599,1.14148344239399,0.532519190690781,0.554062705652615,0.305205860383539,"Flowerdale",1.19638498844459,"large","small","Misc","Acacia melanoxylon","large_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.large_Subcanopy.small"
"1181","Misc_small","Acacia melanoxylon small",-0.228506565850576,-0.717197932318654,0.260184800617501,-0.235966327984573,-0.221046803716579,0.249336911454911,"Flowerdale",0.977382732936155,"small","small","Misc","Acacia melanoxylon","small_small","o_TAS",NA,"Misc","Subcanopy","Misc_Subcanopy","Misc.small_Subcanopy.small"
"1182","Nematolepis squamea small","Acacia melanoxylon small",-0.262509447518556,-0.510947080331164,-0.0140718147059486,-0.267136247085576,-0.257882647951536,0.126756223467498,"Flowerdale",0.496875265625215,"small","small","Nematolepis squamea","Acacia melanoxylon","small_small","o_TAS",1,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1183","Pomaderris apetala small","Acacia melanoxylon small",0.178901101977778,-0.0177339991570427,0.375536203112598,0.174029807539384,0.183772396416172,0.100325874702726,"Flowerdale",0.393270202269641,"small","small","Pomaderris apetala","Acacia melanoxylon","small_small","o_TAS",NA,"Subcanopy","Subcanopy","Subcanopy_Subcanopy","Subcanopy.small_Subcanopy.small"
"1184","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.378592376132062,-0.76837710276563,0.0111923505015061,-0.38743836059863,-0.369746391665494,0.198873412832144,"Flowerdale",0.779569453267136,"large","large","Eucalyptus obliqua","Eucalyptus obliqua","large_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.large"
"1185","Eucalyptus obliqua small","Eucalyptus obliqua large",-0.0503982596432194,-0.24734702361987,0.146550504333431,-0.0551912146624508,-0.0456053046239879,0.100485909705565,"Flowerdale",0.393897527953301,"small","large","Eucalyptus obliqua","Eucalyptus obliqua","small_large","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.large_Canopy.small"
"1186","Misc_large","Eucalyptus obliqua large",0.0777505777004102,-0.361369408583545,0.516870563984366,0.0702526928957414,0.0852484625050791,0.224044926206644,"Flowerdale",0.878239972567911,"large","large","Misc","Eucalyptus obliqua","large_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.large"
"1187","Misc_small","Eucalyptus obliqua large",0.308803602598262,-0.135445311858519,0.753052517055043,0.301840601420819,0.315766603775705,0.226661774380019,"Flowerdale",0.888497828913562,"small","large","Misc","Eucalyptus obliqua","small_large","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.small_Canopy.large"
"1188","Nematolepis squamea small","Eucalyptus obliqua large",0.0604037843691552,-0.118756922362224,0.239564491100534,0.0569817194739548,0.0638258492643555,0.0914102035264811,"Flowerdale",0.358321413462758,"small","large","Nematolepis squamea","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1189","Pomaderris apetala small","Eucalyptus obliqua large",0.0254061576192559,-0.141532051696481,0.192344366934992,0.0216198811501087,0.0291924340884031,0.0851741208677934,"Flowerdale",0.333876418631473,"small","large","Pomaderris apetala","Eucalyptus obliqua","small_large","o_TAS",NA,"Subcanopy","Canopy","Subcanopy_Canopy","Canopy.large_Subcanopy.small"
"1190","Eucalyptus obliqua small","Eucalyptus obliqua small",-0.0289356973795542,-0.257965879739786,0.200094484980678,-0.0373495779380522,-0.0205218168210562,0.116854281082098,"Flowerdale",0.458060364720464,"small","small","Eucalyptus obliqua","Eucalyptus obliqua","small_small","o_TAS",NA,"Canopy","Canopy","Canopy_Canopy","Canopy.small_Canopy.small"
"1191","Misc_large","Eucalyptus obliqua small",0.121071152786908,-0.163358134712348,0.405500440286164,0.11579094664806,0.126351358925757,0.145119650025612,"Flowerdale",0.568858574998511,"large","small","Misc","Eucalyptus obliqua","large_small","o_TAS",NA,"Misc","Canopy","Misc_Canopy","Misc.large_Canopy.small"
