,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
361,Eucalyptus microcorys small,Cryptocarya rigida small,-0.17869904,-0.38607629,0.028678209,-0.181936281,-0.1754618,Potential 1,Lorne,0.414754499,small,small,Eucalyptus microcorys,Cryptocarya rigida,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
362,Eucalyptus pilularis large,Cryptocarya rigida small,-0.060803195,-0.472684597,0.351078207,-0.065775078,-0.055831311,Potential 1,Lorne,0.823762804,large,small,Eucalyptus pilularis,Cryptocarya rigida,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
363,Eucalyptus pilularis small,Cryptocarya rigida small,0.206691049,-0.165638118,0.579020216,0.201894403,0.211487695,Potential 1,Lorne,0.744658333,small,small,Eucalyptus pilularis,Cryptocarya rigida,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
364,Eucalyptus microcorys large,Eucalyptus microcorys large,-0.416722686,-0.932146566,0.098701195,-0.426742979,-0.406702393,Potential 1,Lorne,1.03084776,large,large,Eucalyptus microcorys,Eucalyptus microcorys,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
365,Eucalyptus microcorys small,Eucalyptus microcorys large,0.264661191,0.034856642,0.494465739,0.259960951,0.269361431,Potential 1,Lorne,0.459609097,small,large,Eucalyptus microcorys,Eucalyptus microcorys,small_large,N_NSW,N_AUS,1,Canopy,Canopy,Canopy_Canopy
366,Eucalyptus pilularis large,Eucalyptus microcorys large,0.427385644,-0.014009756,0.868781043,0.419933794,0.434837493,Potential 1,Lorne,0.882790799,large,large,Eucalyptus pilularis,Eucalyptus microcorys,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
367,Eucalyptus pilularis small,Eucalyptus microcorys large,-0.281021628,-0.649699522,0.087656266,-0.286807388,-0.275235868,Potential 1,Lorne,0.737355788,small,large,Eucalyptus pilularis,Eucalyptus microcorys,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
368,Eucalyptus microcorys small,Eucalyptus microcorys small,0.196200464,-0.025290368,0.417691296,0.189174157,0.203226771,Potential 1,Lorne,0.442981664,small,small,Eucalyptus microcorys,Eucalyptus microcorys,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
369,Eucalyptus pilularis large,Eucalyptus microcorys small,-0.170322089,-0.528847424,0.188203245,-0.174554727,-0.166089452,Potential 1,Lorne,0.71705067,large,small,Eucalyptus pilularis,Eucalyptus microcorys,large_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
370,Eucalyptus pilularis small,Eucalyptus microcorys small,0.043372966,-0.20862209,0.295368023,0.039390288,0.047355644,Potential 1,Lorne,0.503990113,small,small,Eucalyptus pilularis,Eucalyptus microcorys,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
371,Eucalyptus pilularis large,Eucalyptus pilularis large,-0.496656048,-1.551295497,0.557983401,-0.506798594,-0.486513501,Potential 1,Lorne,2.109278898,large,large,Eucalyptus pilularis,Eucalyptus pilularis,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
372,Eucalyptus pilularis small,Eucalyptus pilularis large,0.359622459,-0.227282959,0.946527876,0.352563117,0.3666818,Potential 1,Lorne,1.173810835,small,large,Eucalyptus pilularis,Eucalyptus pilularis,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
373,Eucalyptus pilularis small,Eucalyptus pilularis small,-0.142103997,-0.758619734,0.47441174,-0.149554793,-0.134653201,Potential 1,Lorne,1.233031474,small,small,Eucalyptus pilularis,Eucalyptus pilularis,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
374,Allocasuarina torulosa large,Allocasuarina torulosa large,-0.018169857,-0.266382656,0.230042941,-0.022586949,-0.013752766,Potential 1,A-Tree,0.496425597,large,large,Allocasuarina torulosa,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
375,Allocasuarina torulosa small,Allocasuarina torulosa large,0.030173836,-0.085122192,0.145469865,0.026854533,0.033493139,Potential 1,A-Tree,0.230592057,small,large,Allocasuarina torulosa,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
376,Eucalyptus microcorys large,Allocasuarina torulosa large,-0.037510442,-0.455876272,0.380855387,-0.042247105,-0.03277378,Potential 1,A-Tree,0.83673166,large,large,Eucalyptus microcorys,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
377,Eucalyptus microcorys small,Allocasuarina torulosa large,-0.069836242,-0.264365159,0.124692675,-0.072545761,-0.067126722,Potential 1,A-Tree,0.389057834,small,large,Eucalyptus microcorys,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
378,Eucalyptus pilularis large,Allocasuarina torulosa large,0.053294849,-0.119404138,0.225993836,0.049989517,0.056600181,Potential 1,A-Tree,0.345397973,large,large,Eucalyptus pilularis,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
379,Eucalyptus pilularis small,Allocasuarina torulosa large,0.009043648,-0.078143121,0.096230416,0.007297373,0.010789923,Potential 1,A-Tree,0.174373536,small,large,Eucalyptus pilularis,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
380,Allocasuarina torulosa small,Allocasuarina torulosa small,0.20676623,0.067256758,0.346275702,0.197640901,0.215891559,Potential 1,A-Tree,0.279018944,small,small,Allocasuarina torulosa,Allocasuarina torulosa,small_small,N_NSW,N_AUS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
381,Eucalyptus microcorys large,Allocasuarina torulosa small,0.114941332,-0.167371643,0.397254307,0.109312509,0.120570155,Potential 1,A-Tree,0.564625949,large,small,Eucalyptus microcorys,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
382,Eucalyptus microcorys small,Allocasuarina torulosa small,-0.021897818,-0.126337905,0.082542269,-0.024505587,-0.01929005,Potential 1,A-Tree,0.208880174,small,small,Eucalyptus microcorys,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
383,Eucalyptus pilularis large,Allocasuarina torulosa small,-0.05347219,-0.160374221,0.053429842,-0.056722563,-0.050221817,Potential 1,A-Tree,0.213804063,large,small,Eucalyptus pilularis,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
384,Eucalyptus pilularis small,Allocasuarina torulosa small,-0.007292085,-0.066363922,0.051779751,-0.010098688,-0.004485482,Potential 1,A-Tree,0.118143673,small,small,Eucalyptus pilularis,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
385,Eucalyptus microcorys large,Eucalyptus microcorys large,-0.705566951,-1.888146006,0.477012105,-0.721535761,-0.68959814,Potential 1,A-Tree,2.365158111,large,large,Eucalyptus microcorys,Eucalyptus microcorys,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
386,Eucalyptus microcorys small,Eucalyptus microcorys large,0.332242239,-0.19286529,0.857349768,0.326300016,0.338184461,Potential 1,A-Tree,1.050215058,small,large,Eucalyptus microcorys,Eucalyptus microcorys,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
387,Eucalyptus pilularis large,Eucalyptus microcorys large,0.15531846,-0.204985098,0.515622019,0.150238579,0.160398342,Potential 1,A-Tree,0.720607117,large,large,Eucalyptus pilularis,Eucalyptus microcorys,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
388,Eucalyptus pilularis small,Eucalyptus microcorys large,0.138718292,-0.061366707,0.338803291,0.13473835,0.142698233,Potential 1,A-Tree,0.400169998,small,large,Eucalyptus pilularis,Eucalyptus microcorys,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
389,Eucalyptus microcorys small,Eucalyptus microcorys small,0.087143168,-0.223902131,0.398188466,0.081428057,0.092858279,Potential 1,A-Tree,0.622090596,small,small,Eucalyptus microcorys,Eucalyptus microcorys,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
390,Eucalyptus pilularis large,Eucalyptus microcorys small,-0.032245937,-0.208720801,0.144228926,-0.035081966,-0.029409909,Potential 1,A-Tree,0.352949727,large,small,Eucalyptus pilularis,Eucalyptus microcorys,large_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
391,Eucalyptus pilularis small,Eucalyptus microcorys small,0.003115562,-0.084471973,0.090703097,0.001106017,0.005125107,Potential 1,A-Tree,0.17517507,small,small,Eucalyptus pilularis,Eucalyptus microcorys,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
392,Eucalyptus pilularis large,Eucalyptus pilularis large,-0.132732425,-0.38492526,0.11946041,-0.139327764,-0.126137087,Potential 1,A-Tree,0.50438567,large,large,Eucalyptus pilularis,Eucalyptus pilularis,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
393,Eucalyptus pilularis small,Eucalyptus pilularis large,-0.084940312,-0.167464856,-0.002415767,-0.086897061,-0.082983563,Potential 1,A-Tree,0.165049089,small,large,Eucalyptus pilularis,Eucalyptus pilularis,small_large,N_NSW,N_AUS,1,Canopy,Canopy,Canopy_Canopy
394,Eucalyptus pilularis small,Eucalyptus pilularis small,0.423841319,0.316511184,0.531171454,0.411709245,0.435973393,Potential 1,A-Tree,0.21466027,small,small,Eucalyptus pilularis,Eucalyptus pilularis,small_small,N_NSW,N_AUS,1,Canopy,Canopy,Canopy_Canopy
395,Allocasuarina torulosa large,Allocasuarina torulosa large,0.115213616,-0.128055109,0.358482341,0.109238461,0.121188771,Potential 1,BlackBull,0.48653745,large,large,Allocasuarina torulosa,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
396,Allocasuarina torulosa small,Allocasuarina torulosa large,0.097087761,-0.037804684,0.231980205,0.093481416,0.100694106,Potential 1,BlackBull,0.269784888,small,large,Allocasuarina torulosa,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
397,Eucalyptus pilularis large,Allocasuarina torulosa large,0.17888452,-0.163583417,0.521352456,0.173923192,0.183845847,Potential 1,BlackBull,0.684935873,large,large,Eucalyptus pilularis,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
398,Eucalyptus pilularis small,Allocasuarina torulosa large,-0.145879285,-0.419789496,0.128030927,-0.150140796,-0.141617773,Potential 1,BlackBull,0.547820423,small,large,Eucalyptus pilularis,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
399,Syncarpia glomulifera subsp glomulifera large,Allocasuarina torulosa large,0.352475508,-0.050375804,0.755326819,0.34631813,0.358632886,Potential 1,BlackBull,0.805702623,large,large,Syncarpia glomulifera,Allocasuarina torulosa,large_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
400,Syncarpia glomulifera subsp glomulifera small,Allocasuarina torulosa large,0.048142247,-0.121878011,0.218162506,0.044324916,0.051959579,Potential 1,BlackBull,0.340040517,small,large,Syncarpia glomulifera,Allocasuarina torulosa,small_large,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
401,Allocasuarina torulosa small,Allocasuarina torulosa small,0.069994873,-0.14088316,0.280872906,0.060444951,0.079544796,Potential 1,BlackBull,0.421756066,small,small,Allocasuarina torulosa,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
402,Eucalyptus pilularis large,Allocasuarina torulosa small,-0.178793786,-0.385696612,0.028109041,-0.18370979,-0.173877782,Potential 1,BlackBull,0.413805653,large,small,Eucalyptus pilularis,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
403,Eucalyptus pilularis small,Allocasuarina torulosa small,-0.012238548,-0.19539398,0.170916883,-0.015711305,-0.008765791,Potential 1,BlackBull,0.366310863,small,small,Eucalyptus pilularis,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
404,Syncarpia glomulifera subsp glomulifera large,Allocasuarina torulosa small,-0.127605747,-0.414733974,0.15952248,-0.132304807,-0.122906688,Potential 1,BlackBull,0.574256454,large,small,Syncarpia glomulifera,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
405,Syncarpia glomulifera subsp glomulifera small,Allocasuarina torulosa small,0.046260624,-0.070720901,0.163242148,0.043060092,0.049461155,Potential 1,BlackBull,0.233963049,small,small,Syncarpia glomulifera,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
406,Eucalyptus pilularis large,Eucalyptus pilularis large,-0.420361896,-1.23542866,0.394704867,-0.431839777,-0.408884015,Potential 1,BlackBull,1.630133527,large,large,Eucalyptus pilularis,Eucalyptus pilularis,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
407,Eucalyptus pilularis small,Eucalyptus pilularis large,0.070901876,-0.376342446,0.518146198,0.065284981,0.076518771,Potential 1,BlackBull,0.894488644,small,large,Eucalyptus pilularis,Eucalyptus pilularis,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
408,Syncarpia glomulifera subsp glomulifera large,Eucalyptus pilularis large,-0.489200494,-1.318933309,0.34053232,-0.497472895,-0.480928094,Potential 1,BlackBull,1.659465629,large,large,Syncarpia glomulifera,Eucalyptus pilularis,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
409,Syncarpia glomulifera subsp glomulifera small,Eucalyptus pilularis large,0.073473544,-0.251594473,0.398541561,0.067952971,0.078994117,Potential 1,BlackBull,0.650136033,small,large,Syncarpia glomulifera,Eucalyptus pilularis,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
410,Eucalyptus pilularis small,Eucalyptus pilularis small,-0.13276572,-0.641333088,0.375801648,-0.139162485,-0.126368954,Potential 1,BlackBull,1.017134736,small,small,Eucalyptus pilularis,Eucalyptus pilularis,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
411,Syncarpia glomulifera subsp glomulifera large,Eucalyptus pilularis small,0.384513044,-0.170748909,0.939774996,0.377063635,0.391962453,Potential 1,BlackBull,1.110523905,large,small,Syncarpia glomulifera,Eucalyptus pilularis,large_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
412,Syncarpia glomulifera subsp glomulifera small,Eucalyptus pilularis small,0.120602336,-0.104132142,0.345336814,0.116576783,0.124627889,Potential 1,BlackBull,0.449468956,small,small,Syncarpia glomulifera,Eucalyptus pilularis,small_small,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
413,Syncarpia glomulifera subsp glomulifera large,Syncarpia glomulifera subsp glomulifera large,-0.712485762,-2.057838505,0.632866981,-0.723918416,-0.701053108,Potential 1,BlackBull,2.690705486,large,large,Syncarpia glomulifera,Syncarpia glomulifera,large_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
414,Syncarpia glomulifera subsp glomulifera small,Syncarpia glomulifera subsp glomulifera large,-0.078187972,-0.489002174,0.332626231,-0.08278485,-0.073591093,Potential 1,BlackBull,0.821628405,small,large,Syncarpia glomulifera,Syncarpia glomulifera,small_large,N_NSW,N_AUS,NA,Canopy,Canopy,Canopy_Canopy
415,Syncarpia glomulifera subsp glomulifera small,Syncarpia glomulifera subsp glomulifera small,0.334993765,0.157991351,0.511996179,0.328148942,0.341838588,Potential 1,BlackBull,0.354004828,small,small,Syncarpia glomulifera,Syncarpia glomulifera,small_small,N_NSW,N_AUS,1,Canopy,Canopy,Canopy_Canopy
416,Acmena smithii small,Acmena smithii small,-0.123522193,-0.744476095,0.497431709,-0.134294327,-0.112750059,Potential 1,Osullivans,1.241907804,small,small,Acmena smithii,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
417,Allocasuarina torulosa small,Acmena smithii small,0.553964397,-0.123351171,1.231279965,0.542479867,0.565448926,Potential 1,Osullivans,1.354631136,small,small,Allocasuarina torulosa,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
418,Cryptocarya glaucescens small,Acmena smithii small,0.068865413,-0.428491803,0.566222628,0.061573636,0.07615719,Potential 1,Osullivans,0.994714431,small,small,Cryptocarya glaucescens,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
419,Cryptocarya microneura large,Acmena smithii small,0.040097371,-0.390408398,0.47060314,0.033654242,0.0465405,Potential 1,Osullivans,0.861011539,large,small,Cryptocarya microneura,Acmena smithii,large_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
420,Cryptocarya microneura small,Acmena smithii small,0.333677059,-0.12311288,0.790466999,0.325491623,0.341862496,Potential 1,Osullivans,0.913579878,small,small,Cryptocarya microneura,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
421,Eucalyptus grandis large,Acmena smithii small,0.268962702,-0.242232916,0.78015832,0.258497656,0.279427747,Potential 1,Osullivans,1.022391236,large,small,Eucalyptus grandis,Acmena smithii,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
422,Eucalyptus grandis small,Acmena smithii small,-0.095211218,-0.365034245,0.174611808,-0.099352352,-0.091070084,Potential 1,Osullivans,0.539646053,small,small,Eucalyptus grandis,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
423,Syncarpia glomulifera subsp glomulifera large,Acmena smithii small,0.644074118,-0.227336094,1.51548433,0.626530984,0.661617253,Potential 1,Osullivans,1.742820424,large,small,Syncarpia glomulifera,Acmena smithii,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
424,Syncarpia glomulifera subsp glomulifera small,Acmena smithii small,-0.184737881,-0.511841154,0.142365392,-0.189362299,-0.180113463,Potential 1,Osullivans,0.654206546,small,small,Syncarpia glomulifera,Acmena smithii,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
425,Allocasuarina torulosa small,Allocasuarina torulosa small,-0.03450835,-0.510462137,0.441445437,-0.0475452,-0.021471499,Potential 1,Osullivans,0.951907574,small,small,Allocasuarina torulosa,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
426,Cryptocarya glaucescens small,Allocasuarina torulosa small,-0.280857295,-1.080985927,0.519271338,-0.289504319,-0.272210271,Potential 1,Osullivans,1.600257264,small,small,Cryptocarya glaucescens,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
427,Cryptocarya microneura large,Allocasuarina torulosa small,-0.044572647,-0.434315202,0.345169908,-0.050299129,-0.038846165,Potential 1,Osullivans,0.779485111,large,small,Cryptocarya microneura,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
428,Cryptocarya microneura small,Allocasuarina torulosa small,-0.338329025,-0.679850249,0.003192199,-0.343989827,-0.332668223,Potential 1,Osullivans,0.683042448,small,small,Cryptocarya microneura,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
429,Eucalyptus grandis large,Allocasuarina torulosa small,-0.163722424,-0.51571447,0.188269622,-0.172059944,-0.155384903,Potential 1,Osullivans,0.703984092,large,small,Eucalyptus grandis,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
430,Eucalyptus grandis small,Allocasuarina torulosa small,0.033889456,-0.181774778,0.249553691,0.030624813,0.0371541,Potential 1,Osullivans,0.431328468,small,small,Eucalyptus grandis,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
431,Syncarpia glomulifera subsp glomulifera large,Allocasuarina torulosa small,-0.638194596,-1.441434206,0.165045015,-0.65193146,-0.624457731,Potential 1,Osullivans,1.606479221,large,small,Syncarpia glomulifera,Allocasuarina torulosa,large_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
432,Syncarpia glomulifera subsp glomulifera small,Allocasuarina torulosa small,0.018259261,-0.14146752,0.177986042,0.014148531,0.022369991,Potential 1,Osullivans,0.319453562,small,small,Syncarpia glomulifera,Allocasuarina torulosa,small_small,N_NSW,N_AUS,NA,Subcanopy,Canopy,Canopy_Subcanopy
433,Cryptocarya glaucescens small,Cryptocarya glaucescens small,-0.257074599,-0.999112482,0.484963285,-0.267175938,-0.24697326,Potential 1,Osullivans,1.484075767,small,small,Cryptocarya glaucescens,Cryptocarya glaucescens,small_small,N_NSW,N_AUS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
