"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","new_from","new_to","region","region2","sig","fill_col"
"616","Eucalyptus pilularis","Eucalyptus microcorys",-0.015035846119119,-0.219942595502038,0.1898709032638,-0.0180485158748279,-0.01202317636341,0.104546180949853,"Potential 1","MinesRd","Eucalyptus pilularis","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"913","Eucalyptus pilularis","Eucalyptus pilularis",-0.0403210096413334,-0.290499624903764,0.209857605621097,-0.0468520228565469,-0.0337899964261198,0.127644496141668,"Potential 1","MinesRd","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"144","Allocasuarina torulosa","Allocasuarina torulosa",0.249849265235657,0.0604369192546537,0.43926161121666,0.245390425990573,0.254308104480741,0.0966407278271762,"Potential 1","Tinebank","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"233","Cryptocarya rigida","Allocasuarina torulosa",-0.00336160035415283,-0.0695513563249093,0.0628281556166037,-0.00522537132382283,-0.00149782938448283,0.0337709042068389,"Potential 1","Tinebank","Cryptocarya rigida","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"320","Eucalyptus pilularis","Allocasuarina torulosa",-0.0628162534466527,-0.245733551298766,0.120101044405461,-0.0652696109851498,-0.0603628959081556,0.0933268668684433,"Potential 1","Tinebank","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"418","Syncarpia glomulifera subsp glabra","Allocasuarina torulosa",0.00241772656408793,-0.10787801460197,0.112713467730146,0.00037533923729287,0.00446011389088298,0.0562743713844013,"Potential 1","Tinebank","Syncarpia glomulifera","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"514","Synoum glandulosum subsp glandulsoum","Allocasuarina torulosa",-0.072201106390257,-0.192521175526758,0.0481189627462446,-0.0738385571855018,-0.0705636555950121,0.0613889184115478,"Potential 1","Tinebank","Synoum glandulosum subsp glandulsoum","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"617","Unidentified tree","Allocasuarina torulosa",0.00722635195905753,-0.0786893463267164,0.0931420502448315,0.00467956419515253,0.00977313972296253,0.0438353454264803,"Potential 1","Tinebank","Unidentified tree","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"89","Cryptocarya rigida","Cryptocarya rigida",0.148447013761978,-0.0184938825961641,0.315387910120121,0.138090970483985,0.158803057039972,0.0851754918329882,"Potential 1","Tinebank","Cryptocarya rigida","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"914","Eucalyptus pilularis","Cryptocarya rigida",0.0408661608119106,-0.166559989385397,0.248292311009219,0.038326381432574,0.0434059401912473,0.105831613148741,"Potential 1","Tinebank","Eucalyptus pilularis","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"104","Syncarpia glomulifera subsp glabra","Cryptocarya rigida",-0.0776346405810124,-0.161475293808678,0.00620601264665344,-0.080188979363821,-0.0750803017982038,0.0427766295141086,"Potential 1","Tinebank","Syncarpia glomulifera","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"1112","Synoum glandulosum subsp glandulsoum","Cryptocarya rigida",-0.0341398027972776,-0.108748149928036,0.0404685443334814,-0.0357964081020349,-0.0324831974925202,0.0380661827050191,"Potential 1","Tinebank","Synoum glandulosum subsp glandulsoum","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"1210","Unidentified tree","Cryptocarya rigida",-0.13091227629336,-0.214993769865204,-0.0468307827215151,-0.134386408086713,-0.127438144500006,0.0428995094986789,"Potential 1","Tinebank","Unidentified tree","Cryptocarya rigida","N_NSW","N_AUS",1,"N_NSW"
"155","Eucalyptus pilularis","Eucalyptus pilularis",-0.303965289612418,-1.17743808460927,0.569507505384434,-0.310884306984044,-0.297046272240791,0.445657574264983,"Potential 1","Tinebank","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"168","Syncarpia glomulifera subsp glabra","Eucalyptus pilularis",0.0011171959341555,-0.282805498817368,0.285039890685679,-0.002637753705754,0.004872145574065,0.144861179588538,"Potential 1","Tinebank","Syncarpia glomulifera","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"173","Synoum glandulosum subsp glandulsoum","Eucalyptus pilularis",0.00853543576581488,-0.293590759947378,0.310661631479007,0.00619755016726829,0.0108733213643615,0.154148850742323,"Potential 1","Tinebank","Synoum glandulosum subsp glandulsoum","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"183","Unidentified tree","Eucalyptus pilularis",0.126118971926664,-0.11135985079088,0.363597794644208,0.122006872316938,0.13023107153639,0.121164891085115,"Potential 1","Tinebank","Unidentified tree","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"2210","Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra",-0.0844901808316206,-0.392548774158878,0.223568412495637,-0.0934690063918188,-0.0755113552714224,0.157175639836846,"Potential 1","Tinebank","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"234","Synoum glandulosum subsp glandulsoum","Syncarpia glomulifera subsp glabra",0.051648387216504,-0.0925097551379016,0.19580652957091,0.0494839299188768,0.0538128445141312,0.0735514241544777,"Potential 1","Tinebank","Synoum glandulosum subsp glandulsoum","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"243","Unidentified tree","Syncarpia glomulifera subsp glabra",-0.0808315260519649,-0.195990622812315,0.0343275707083848,-0.0839949361523819,-0.0776681159515479,0.0587557208544188,"Potential 1","Tinebank","Unidentified tree","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"292","Synoum glandulosum subsp glandulsoum","Synoum glandulosum subsp glandulsoum",0.287394959479602,0.104509127969891,0.470280790989313,0.283446003313942,0.291343915645262,0.0933108123171093,"Potential 1","Tinebank","Synoum glandulosum subsp glandulsoum","Synoum glandulosum subsp glandulsoum","N_NSW","N_AUS",1,"N_NSW"
"302","Unidentified tree","Synoum glandulosum subsp glandulsoum",0.0168988503596497,-0.0772899914143444,0.111087692133644,0.0146040302119468,0.0191936705073526,0.0480564145652388,"Potential 1","Tinebank","Unidentified tree","Synoum glandulosum subsp glandulsoum","N_NSW","N_AUS",NA,NA
"362","Unidentified tree","Unidentified tree",0.175231081722575,0.00820431707565505,0.342257846369496,0.167445778845053,0.183016384600098,0.0852193029894458,"Potential 1","Tinebank","Unidentified tree","Unidentified tree","N_NSW","N_AUS",1,"N_NSW"
"145","Allocasuarina torulosa","Allocasuarina torulosa",0.204031113189177,0.00925386729239269,0.398808359085962,0.196496664064022,0.211565562314332,0.0993779719592618,"Potential 1","Lorne","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"235","Cryptocarya glaucescens","Allocasuarina torulosa",0.0161986034514484,-0.123549032206193,0.15594623910909,0.0138089596429542,0.0185882472599426,0.0713011242859324,"Potential 1","Lorne","Cryptocarya glaucescens","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"321","Cryptocarya rigida","Allocasuarina torulosa",0.0307521489355954,-0.115582148452108,0.177086446323299,0.0279045322451508,0.03359976562604,0.0746617277368205,"Potential 1","Lorne","Cryptocarya rigida","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"419","Eucalyptus microcorys","Allocasuarina torulosa",-0.0341457478591227,-0.10414425984938,0.0358527641311349,-0.0364911819683181,-0.0318003137499272,0.0357141827821312,"Potential 1","Lorne","Eucalyptus microcorys","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"515","Eucalyptus pilularis","Allocasuarina torulosa",-0.0872455512108249,-0.215235926505983,0.0407448240843331,-0.0898146846129585,-0.0846764178086912,0.0653024118324264,"Potential 1","Lorne","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"77","Cryptocarya glaucescens","Cryptocarya glaucescens",-0.143316575471938,-0.433066652196745,0.146433501252869,-0.147739871680243,-0.138893279263633,0.147834388289948,"Potential 1","Lorne","Cryptocarya glaucescens","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"810","Cryptocarya rigida","Cryptocarya glaucescens",-0.0917206647490981,-0.268479118692805,0.0850377891946092,-0.0938533867049125,-0.0895879427932837,0.0901845418272762,"Potential 1","Lorne","Cryptocarya rigida","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"915","Eucalyptus microcorys","Cryptocarya glaucescens",-0.0191335603084684,-0.117990569721002,0.0797234491040647,-0.0211790269313069,-0.0170880936856299,0.0504381765136016,"Potential 1","Lorne","Eucalyptus microcorys","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"105","Eucalyptus pilularis","Cryptocarya glaucescens",0.0639390143803572,-0.122205378632327,0.250083407393041,0.0613774226685769,0.0665006060921376,0.0949733742461429,"Potential 1","Lorne","Eucalyptus pilularis","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"1311","Cryptocarya rigida","Cryptocarya rigida",0.0808194732804083,-0.188985585302518,0.350624531863335,0.076308422822791,0.0853305237380256,0.137658171635354,"Potential 1","Lorne","Cryptocarya rigida","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"146","Eucalyptus microcorys","Cryptocarya rigida",-0.0462033937925926,-0.117842226609548,0.025435439024363,-0.0476184644553409,-0.0447883231298442,0.0365510965415862,"Potential 1","Lorne","Eucalyptus microcorys","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"156","Eucalyptus pilularis","Cryptocarya rigida",0.0801480620529348,-0.0915636255810086,0.251859749686878,0.077468866471219,0.0828272576346505,0.0876096137420806,"Potential 1","Lorne","Eucalyptus pilularis","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"193","Eucalyptus microcorys","Eucalyptus microcorys",0.319936470434747,0.182009601706956,0.457863339162537,0.309839514204564,0.33003342666493,0.070372144496399,"Potential 1","Lorne","Eucalyptus microcorys","Eucalyptus microcorys","N_NSW","N_AUS",1,"N_NSW"
"202","Eucalyptus pilularis","Eucalyptus microcorys",-0.0278321443561663,-0.109091772399454,0.0534274836871216,-0.0298403030708801,-0.0258239856414526,0.0414597557323775,"Potential 1","Lorne","Eucalyptus pilularis","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"253","Eucalyptus pilularis","Eucalyptus pilularis",0.109336936260751,-0.178495434633461,0.397169307154963,0.10447925247466,0.114194620046841,0.146855948968755,"Potential 1","Lorne","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"147","Allocasuarina torulosa","Allocasuarina torulosa",-0.0265467978233924,-0.469509828649046,0.416416233002262,-0.0349740718819614,-0.0181195237648234,0.226005699247379,"Potential 1","BirdTree","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"236","Archontophoenix cunninghamiana","Allocasuarina torulosa",0.105176093278593,-0.0378749210236973,0.248227107580883,0.102853141961267,0.107499044595919,0.0729865525237495,"Potential 1","BirdTree","Archontophoenix cunninghamiana","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"322","Cryptocarya glaucescens","Allocasuarina torulosa",-0.584332025387313,-1.16196012964552,-0.00670392112910678,-0.591501702848226,-0.5771623479264,0.294713631890414,"Potential 1","BirdTree","Cryptocarya glaucescens","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"420","Cryptocarya rigida","Allocasuarina torulosa",-0.178000055127062,-0.417779936487518,0.0617798262333939,-0.182652534131856,-0.173347576122268,0.122338922169902,"Potential 1","BirdTree","Cryptocarya rigida","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"516","Eucalyptus microcorys","Allocasuarina torulosa",0.288727991794802,-0.0419494812551206,0.619405464844724,0.282293837681655,0.295162145907949,0.16871609665191,"Potential 1","BirdTree","Eucalyptus microcorys","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"618","Eucalyptus pilularis","Allocasuarina torulosa",0.121148211590448,-0.17417259725162,0.416469020432516,0.116466534632126,0.12582988854877,0.150676650781096,"Potential 1","BirdTree","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"78","Schizomeria ovata","Allocasuarina torulosa",-0.0246222993286962,-0.199663237797761,0.150418639140369,-0.0274406654332595,-0.0218039332241329,0.0893082423196374,"Potential 1","BirdTree","Schizomeria ovata","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"811","Syncarpia glomulifera subsp glabra","Allocasuarina torulosa",0.139110551800812,-0.199984665409414,0.478205769011037,0.135055253865015,0.143165849736608,0.173010942999446,"Potential 1","BirdTree","Syncarpia glomulifera","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"916","Synoum glandulosum subsp glandulsoum","Allocasuarina torulosa",-0.0701177824096422,-0.274377330382627,0.134141765563343,-0.073722688993846,-0.0665128758254383,0.104215970081164,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"1113","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana",0.317034869830509,0.152009020235725,0.482060719425292,0.3047495186344,0.329320221026617,0.0841984092036826,"Potential 1","BirdTree","Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","N_NSW","N_AUS",1,"N_NSW"
"1211","Cryptocarya glaucescens","Archontophoenix cunninghamiana",0.173709924614232,-0.118812966094487,0.46623281532295,0.169426309868994,0.177993539359469,0.149249115298088,"Potential 1","BirdTree","Cryptocarya glaucescens","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"1312","Cryptocarya rigida","Archontophoenix cunninghamiana",0.0276951291511151,-0.116398774326469,0.171789032628699,0.0240309174736966,0.0313593408285337,0.0735186486150656,"Potential 1","BirdTree","Cryptocarya rigida","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"148","Eucalyptus microcorys","Archontophoenix cunninghamiana",-0.264279526756429,-0.46400949976004,-0.064549553752817,-0.268352365157985,-0.260206688354872,0.101904919977641,"Potential 1","BirdTree","Eucalyptus microcorys","Archontophoenix cunninghamiana","N_NSW","N_AUS",1,"N_NSW"
"157","Eucalyptus pilularis","Archontophoenix cunninghamiana",-0.103829994202475,-0.254610138773402,0.0469501503684524,-0.106851638839268,-0.100808349565681,0.076930058797132,"Potential 1","BirdTree","Eucalyptus pilularis","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"169","Schizomeria ovata","Archontophoenix cunninghamiana",-0.0660111429826056,-0.167133912677317,0.0351116267121057,-0.0685998368435341,-0.0634224491216771,0.0515941978997343,"Potential 1","BirdTree","Schizomeria ovata","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"174","Syncarpia glomulifera subsp glabra","Archontophoenix cunninghamiana",0.0664657927093882,-0.136445549965224,0.269377135384,0.0630913482138233,0.0698402372049531,0.103528097595237,"Potential 1","BirdTree","Syncarpia glomulifera","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"184","Synoum glandulosum subsp glandulsoum","Archontophoenix cunninghamiana",0.123672129811059,-0.0558812361211092,0.303225495743227,0.120818055071709,0.126526204550409,0.091610543534709,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Archontophoenix cunninghamiana","N_NSW","N_AUS",NA,NA
"2110","Cryptocarya glaucescens","Cryptocarya glaucescens",-0.687439549900564,-1.67972815451342,0.304849054712296,-0.6992718341612,-0.675607265639928,0.506278999226468,"Potential 1","BirdTree","Cryptocarya glaucescens","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"2211","Cryptocarya rigida","Cryptocarya glaucescens",-0.27722628612636,-0.691485784782939,0.137033212530218,-0.283732176514748,-0.270720395737973,0.211360770873447,"Potential 1","BirdTree","Cryptocarya rigida","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"237","Eucalyptus microcorys","Cryptocarya glaucescens",0.420372424423189,-0.217504537302511,1.05824938614889,0.410048413267067,0.430696435579312,0.325453409734665,"Potential 1","BirdTree","Eucalyptus microcorys","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"244","Eucalyptus pilularis","Cryptocarya glaucescens",0.433454336243066,-0.116244907647126,0.983153580133257,0.424954739851151,0.44195393263498,0.280463951494083,"Potential 1","BirdTree","Eucalyptus pilularis","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"254","Schizomeria ovata","Cryptocarya glaucescens",-0.173313854151228,-0.521247153042708,0.174619444740252,-0.178639776319954,-0.167987931982502,0.177520251206621,"Potential 1","BirdTree","Schizomeria ovata","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"261","Syncarpia glomulifera subsp glabra","Cryptocarya glaucescens",0.366874116665058,-0.162601616017491,0.896349849347607,0.359747509323228,0.374000724006889,0.270145643929677,"Potential 1","BirdTree","Syncarpia glomulifera","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"271","Synoum glandulosum subsp glandulsoum","Cryptocarya glaucescens",-0.225434454720629,-0.604519454632774,0.153650545191516,-0.231038898665142,-0.219830010776116,0.193414268273457,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Cryptocarya glaucescens","N_NSW","N_AUS",NA,NA
"3110","Cryptocarya rigida","Cryptocarya rigida",-0.117507150423416,-0.488597908107611,0.25358360726078,-0.128579578469266,-0.106434722377565,0.189335498310843,"Potential 1","BirdTree","Cryptocarya rigida","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"323","Eucalyptus microcorys","Cryptocarya rigida",0.122000971639055,-0.180156751892766,0.424158695170876,0.116005460756537,0.127996482521573,0.154164936659654,"Potential 1","BirdTree","Eucalyptus microcorys","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"331","Eucalyptus pilularis","Cryptocarya rigida",0.151036238286855,-0.104440912071519,0.40651338864523,0.145413091894463,0.156659384679247,0.130347880049606,"Potential 1","BirdTree","Eucalyptus pilularis","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"341","Schizomeria ovata","Cryptocarya rigida",-0.139168857075093,-0.323669385296182,0.045331671145996,-0.143624121290852,-0.134713592859334,0.0941346523081066,"Potential 1","BirdTree","Schizomeria ovata","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"351","Syncarpia glomulifera subsp glabra","Cryptocarya rigida",0.165593337568777,-0.1505980504647,0.481784725602254,0.160600446387179,0.170586228750376,0.161325101138365,"Potential 1","BirdTree","Syncarpia glomulifera","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"363","Synoum glandulosum subsp glandulsoum","Cryptocarya rigida",-0.0340548545795032,-0.231927265481506,0.1638175563225,-0.038284383540355,-0.0298253256186514,0.100957166796327,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Cryptocarya rigida","N_NSW","N_AUS",NA,NA
"4110","Eucalyptus microcorys","Eucalyptus microcorys",-0.125826182274875,-0.598197942022561,0.346545577472811,-0.133752830700321,-0.117899533849429,0.241010428494449,"Potential 1","BirdTree","Eucalyptus microcorys","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"421","Eucalyptus pilularis","Eucalyptus microcorys",-0.104697171641288,-0.424733551480742,0.215339208198166,-0.110636947535851,-0.0987573957467251,0.163286867699539,"Potential 1","BirdTree","Eucalyptus pilularis","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"431","Schizomeria ovata","Eucalyptus microcorys",-0.0675763905894912,-0.293105196829121,0.157952415650139,-0.0718217379593319,-0.0633310432196505,0.115067831867612,"Potential 1","BirdTree","Schizomeria ovata","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"441","Syncarpia glomulifera subsp glabra","Eucalyptus microcorys",0.0002559016062562,-0.46597860458288,0.466490407795393,-0.00575138613715212,0.00626318934966452,0.237879119140318,"Potential 1","BirdTree","Syncarpia glomulifera","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"451","Synoum glandulosum subsp glandulsoum","Eucalyptus microcorys",0.158647967675686,-0.100984570830417,0.418280506181789,0.15348399579872,0.163811939552653,0.132468015001322,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"517","Eucalyptus pilularis","Eucalyptus pilularis",-0.289232470674403,-0.684565560625462,0.106100619276655,-0.297021227129833,-0.281443714218973,0.201704262460635,"Potential 1","BirdTree","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"521","Schizomeria ovata","Eucalyptus pilularis",0.134794109157197,-0.0797271829916909,0.349315401306085,0.130541209463546,0.139047008850849,0.109451650051228,"Potential 1","BirdTree","Schizomeria ovata","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"531","Syncarpia glomulifera subsp glabra","Eucalyptus pilularis",-0.0816632980494421,-0.42731871786514,0.263992121766256,-0.0867089591737824,-0.0766176369251018,0.17635804664891,"Potential 1","BirdTree","Syncarpia glomulifera","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"541","Synoum glandulosum subsp glandulsoum","Eucalyptus pilularis",0.260053167627528,-0.00554623322330039,0.525652568478357,0.254524829367414,0.265581505887642,0.135512388465218,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"619","Schizomeria ovata","Schizomeria ovata",0.0461388318206899,-0.200767217217118,0.293044880858498,0.0377840624963474,0.0544936011450324,0.125974788815188,"Potential 1","BirdTree","Schizomeria ovata","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"621","Syncarpia glomulifera subsp glabra","Schizomeria ovata",0.158786976678057,-0.143237435769879,0.460811389125993,0.154129417651901,0.163444535704213,0.154096919550699,"Potential 1","BirdTree","Syncarpia glomulifera","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"631","Synoum glandulosum subsp glandulsoum","Schizomeria ovata",-0.0721332339205245,-0.235365775804888,0.0910993079638388,-0.0754319756139556,-0.0688344922270934,0.0832834394774194,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Schizomeria ovata","N_NSW","N_AUS",NA,NA
"711","Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra",-0.205098285169924,-0.661584667176768,0.251388096836921,-0.210591368345434,-0.199605201994413,0.23290549500274,"Potential 1","BirdTree","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"721","Synoum glandulosum subsp glandulsoum","Syncarpia glomulifera subsp glabra",-0.154346890372909,-0.479882248669432,0.171188467923614,-0.158648348910625,-0.150045431835193,0.166092520507675,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"812","Synoum glandulosum subsp glandulsoum","Synoum glandulosum subsp glandulsoum",0.135180203283321,-0.14483741325497,0.415197819821612,0.127472695733664,0.142887710832977,0.142868756133804,"Potential 1","BirdTree","Synoum glandulosum subsp glandulsoum","Synoum glandulosum subsp glandulsoum","N_NSW","N_AUS",NA,NA
"149","Allocasuarina torulosa","Allocasuarina torulosa",0.206975070707988,0.0467261230153376,0.367224018400639,0.195265307174945,0.218684834241032,0.0817611695708053,"Potential 1","A-Tree","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"238","Eucalyptus microcorys","Allocasuarina torulosa",-0.0144247116518878,-0.0691788448097472,0.0403294215059716,-0.0159684886711559,-0.0128809346326197,0.0279362955593843,"Potential 1","A-Tree","Eucalyptus microcorys","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"324","Eucalyptus pilularis","Allocasuarina torulosa",-0.0594454404726893,-0.121286808504575,0.00239592755919615,-0.0626490848123687,-0.05624179613301,0.0315522981644981,"Potential 1","A-Tree","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"518","Eucalyptus microcorys","Eucalyptus microcorys",0.205474788749651,0.00781717156322101,0.40313240593608,0.200313950332177,0.210635627167124,0.100847576152178,"Potential 1","A-Tree","Eucalyptus microcorys","Eucalyptus microcorys","N_NSW","N_AUS",1,"N_NSW"
"620","Eucalyptus pilularis","Eucalyptus microcorys",0.0259562068517322,-0.054203179657271,0.106115593360736,0.0235138602071333,0.0283985534963312,0.040898397695718,"Potential 1","A-Tree","Eucalyptus pilularis","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
"917","Eucalyptus pilularis","Eucalyptus pilularis",0.234556729598203,0.0919156381594462,0.37719782103696,0.223601958754645,0.245511500441761,0.0727774043624737,"Potential 1","A-Tree","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",1,"N_NSW"
"150","Allocasuarina torulosa","Allocasuarina torulosa",0.200492573504453,0.0237168430039177,0.377268304004989,0.188432126154664,0.212553020854242,0.0901933565590592,"Potential 1","BlackBull","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"239","Eucalyptus andrewsii","Allocasuarina torulosa",-0.0721352218363466,-0.1986685460747,0.0543981024020065,-0.0742100207817261,-0.0700604228909671,0.0645590047758182,"Potential 1","BlackBull","Eucalyptus andrewsii","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"325","Eucalyptus pilularis","Allocasuarina torulosa",-0.0693516528796982,-0.175314612709559,0.0366113069501621,-0.0723297614148015,-0.066373544344595,0.0540637280407613,"Potential 1","BlackBull","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"422","Syncarpia glomulifera subsp glomulifera","Allocasuarina torulosa",0.0720751803165738,-0.0500621463229071,0.194212506956055,0.0690178393771401,0.0751325212560074,0.0623161076442652,"Potential 1","BlackBull","Syncarpia glomulifera","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"622","Eucalyptus andrewsii","Eucalyptus andrewsii",0.0132232032864644,-0.434505142200578,0.460951548773507,0.00847915336032944,0.0179672532125993,0.2284370269141,"Potential 1","BlackBull","Eucalyptus andrewsii","Eucalyptus andrewsii","N_NSW","N_AUS",NA,NA
"79","Eucalyptus pilularis","Eucalyptus andrewsii",-0.00232578307446948,-0.226004274881165,0.221352708732226,-0.0048629745377245,0.000211408388785533,0.114123776544387,"Potential 1","BlackBull","Eucalyptus pilularis","Eucalyptus andrewsii","N_NSW","N_AUS",NA,NA
"813","Syncarpia glomulifera subsp glomulifera","Eucalyptus andrewsii",0.126012110513532,-0.14232913693675,0.394353357963813,0.122011571412071,0.130012649614993,0.136911315497082,"Potential 1","BlackBull","Syncarpia glomulifera","Eucalyptus andrewsii","N_NSW","N_AUS",NA,NA
"1114","Eucalyptus pilularis","Eucalyptus pilularis",-0.161307432230283,-0.467527790459491,0.144912925998925,-0.168171425157432,-0.154443439303134,0.15623774755283,"Potential 1","BlackBull","Eucalyptus pilularis","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"1212","Syncarpia glomulifera subsp glomulifera","Eucalyptus pilularis",0.0785091441403184,-0.130667686087887,0.287685974368524,0.0744776306142813,0.0825406576663554,0.106724833659274,"Potential 1","BlackBull","Syncarpia glomulifera","Eucalyptus pilularis","N_NSW","N_AUS",NA,NA
"1610","Syncarpia glomulifera subsp glomulifera","Syncarpia glomulifera subsp glomulifera",0.133102611961928,-0.0989515908647127,0.365156814788568,0.127861512705669,0.138343711218187,0.118397177018075,"Potential 1","BlackBull","Syncarpia glomulifera","Syncarpia glomulifera","N_NSW","N_AUS",NA,NA
"158","Allocasuarina torulosa","Allocasuarina torulosa",-0.095707403633699,-0.664341820880149,0.472927013612751,-0.105744453198958,-0.0856703540684395,0.290124931749647,"Potential 1","Bruxner","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
