"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","new_from","new_to","region","region2","sig","fill_col"
"152","Eucalyptus regnans","Eucalyptus regnans",0.263337109351687,0.123440403902577,0.403233814800796,0.252190300718926,0.274483917984448,0.0713771816995602,"Potential 1","NorthStyx","Eucalyptus regnans","Eucalyptus regnans","S_TAS","N_AUS",1,"S_TAS"
"165","Monotoca glauca","Eucalyptus regnans",0.0607710087505968,-0.0266863252501485,0.148228342751342,0.05747792787611,0.0640640896250835,0.0446219087139343,"Potential 1","NorthStyx","Monotoca glauca","Eucalyptus regnans","S_TAS","N_AUS",NA,NA
"172","Nothofagus cunninghamii","Eucalyptus regnans",-0.0224253760418506,-0.0930830188991136,0.0482322668154124,-0.0241141520097743,-0.0207366000739268,0.0360504802203517,"Potential 1","NorthStyx","Nothofagus cunninghamii","Eucalyptus regnans","S_TAS","N_AUS",NA,NA
"182","Phyllocladus aspleniifolius","Eucalyptus regnans",0.0398003428154696,-0.0605158165388188,0.140116502169758,0.0365191135637327,0.0430815720672065,0.051182654449556,"Potential 1","NorthStyx","Phyllocladus aspleniifolius","Eucalyptus regnans","S_TAS","N_AUS",NA,NA
"222","Monotoca glauca","Monotoca glauca",0.517617014712027,0.264042032347491,0.771191997076563,0.504641832977634,0.53059219644642,0.129377368341818,"Potential 1","NorthStyx","Monotoca glauca","Monotoca glauca","S_TAS","N_AUS",1,"S_TAS"
"232","Nothofagus cunninghamii","Monotoca glauca",0.169845072863667,-0.064734911057524,0.404425056784857,0.163801617225893,0.17588852850144,0.11968586452176,"Potential 1","NorthStyx","Nothofagus cunninghamii","Monotoca glauca","S_TAS","N_AUS",NA,NA
"242","Phyllocladus aspleniifolius","Monotoca glauca",0.122297133742362,-0.122981995625581,0.367576263110305,0.113500682481814,0.13109358500291,0.125144712506287,"Potential 1","NorthStyx","Phyllocladus aspleniifolius","Monotoca glauca","S_TAS","N_AUS",NA,NA
"291","Nothofagus cunninghamii","Nothofagus cunninghamii",0.139076966172927,-0.196805499342129,0.474959431687984,0.13138991782899,0.146764014516865,0.171371753850813,"Potential 1","NorthStyx","Nothofagus cunninghamii","Nothofagus cunninghamii","S_TAS","N_AUS",NA,NA
"301","Phyllocladus aspleniifolius","Nothofagus cunninghamii",-0.218367558174157,-0.603841077760932,0.167105961412618,-0.225885765614991,-0.210849350733324,0.196673776981282,"Potential 1","NorthStyx","Phyllocladus aspleniifolius","Nothofagus cunninghamii","S_TAS","N_AUS",NA,NA
"361","Phyllocladus aspleniifolius","Phyllocladus aspleniifolius",0.313634034578414,-0.0631327349364763,0.690400804093305,0.299580535577575,0.327687533579254,0.192231475928527,"Potential 1","NorthStyx","Phyllocladus aspleniifolius","Phyllocladus aspleniifolius","S_TAS","N_AUS",NA,NA
"120","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa",0.101533073466809,-0.093932037852943,0.296998184786561,0.0957139298135196,0.107352217120099,0.0997289301546131,"Potential 1","Newline","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"216","Eucalyptus fastigata","Eucalyptus cypellocarpa",-0.000244938773183028,-0.0951344433503542,0.0946445658039882,-0.00277031344285324,0.00228043589648719,0.0484139021561863,"Potential 1","Newline","Eucalyptus fastigata","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"311","Eucalyptus obliqua","Eucalyptus cypellocarpa",0.0882058400645211,-0.0284951403649307,0.204906820493973,0.0853152994301893,0.0910963806988529,0.059542410651407,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"410","Eucalyptus radiata","Eucalyptus cypellocarpa",-0.15525411982339,-0.315670803582091,0.00516256393531137,-0.15794301154121,-0.15256522810557,0.0818467507689158,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"610","Eucalyptus fastigata","Eucalyptus fastigata",0.166934664520819,0.0165171492196124,0.317352179822025,0.160207764732958,0.17366156430868,0.0767450404638455,"Potential 1","Newline","Eucalyptus fastigata","Eucalyptus fastigata","SE_NSW","SE_AUS",1,"SE_NSW"
"73","Eucalyptus obliqua","Eucalyptus fastigata",-0.0861485035738887,-0.143411272189486,-0.0288857349582915,-0.0880334039110429,-0.0842636032367344,0.0292162351284404,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus fastigata","SE_NSW","SE_AUS",1,"SE_NSW"
"85","Eucalyptus radiata","Eucalyptus fastigata",-0.0152560645088231,-0.143004967956896,0.11249283893925,-0.017555971177936,-0.0129561578397103,0.0651792096465752,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"1110","Eucalyptus obliqua","Eucalyptus obliqua",0.314603278811662,0.128285234121032,0.500921323502291,0.307457185326886,0.321749372296438,0.0950619736690483,"Potential 1","Newline","Eucalyptus obliqua","Eucalyptus obliqua","SE_NSW","SE_AUS",1,"SE_NSW"
"126","Eucalyptus radiata","Eucalyptus obliqua",0.123165462911873,-0.00507054610780749,0.251401471931553,0.120437833201855,0.12589309262189,0.0654277374641522,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus obliqua","SE_NSW","SE_AUS",NA,NA
"166","Eucalyptus radiata","Eucalyptus radiata",0.31866154522845,0.0361085058479949,0.601214584608905,0.310948629404817,0.326374461052083,0.14416236298687,"Potential 1","Newline","Eucalyptus radiata","Eucalyptus radiata","SE_NSW","SE_AUS",1,"SE_NSW"
"127","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa",0.0460528616194098,-0.237384271168175,0.329489994406994,0.0412740288249591,0.0508316944138604,0.144613439340366,"Potential 1","WaratahMix","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"217","Eucalyptus fastigata","Eucalyptus cypellocarpa",-0.107911494214778,-0.198992077646047,-0.0168309107835097,-0.109458095226638,-0.106364893202919,0.0464705393311819,"Potential 1","WaratahMix","Eucalyptus fastigata","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",1,"SE_NSW"
"312","Eucalyptus obliqua","Eucalyptus cypellocarpa",-0.0230506077191308,-0.15505084203049,0.108949626592229,-0.0253145973871523,-0.0207866180511092,0.067348295862863,"Potential 1","WaratahMix","Eucalyptus obliqua","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"411","Eucalyptus radiata","Eucalyptus cypellocarpa",-0.00745292832331821,-0.0680721247044372,0.0531662680578008,-0.00876022348084299,-0.00614563316579342,0.0309287297416052,"Potential 1","WaratahMix","Eucalyptus radiata","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"611","Eucalyptus fastigata","Eucalyptus fastigata",0.0938045927087483,-0.0905336081549578,0.278142793572454,0.0886342847192792,0.0989749006982174,0.0940518307059428,"Potential 1","WaratahMix","Eucalyptus fastigata","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"74","Eucalyptus obliqua","Eucalyptus fastigata",-0.0518228670881386,-0.12186137414749,0.0182156399712126,-0.0535191386534666,-0.0501265955228106,0.0357345888045934,"Potential 1","WaratahMix","Eucalyptus obliqua","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"86","Eucalyptus radiata","Eucalyptus fastigata",-0.0461661482222158,-0.0987484318955479,0.00641613545111629,-0.0475178033047933,-0.0448144931396383,0.0268281887259636,"Potential 1","WaratahMix","Eucalyptus radiata","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"1111","Eucalyptus obliqua","Eucalyptus obliqua",0.240231875569717,0.0608096880594372,0.419654063079997,0.234665013422423,0.245798737717011,0.0915436145386034,"Potential 1","WaratahMix","Eucalyptus obliqua","Eucalyptus obliqua","SE_NSW","SE_AUS",1,"SE_NSW"
"128","Eucalyptus radiata","Eucalyptus obliqua",-0.0604314515616342,-0.100989046005206,-0.0198738571180624,-0.0620664841126494,-0.0587964190106191,0.020693030465603,"Potential 1","WaratahMix","Eucalyptus radiata","Eucalyptus obliqua","SE_NSW","SE_AUS",1,"SE_NSW"
"167","Eucalyptus radiata","Eucalyptus radiata",0.307383447492644,0.155347382721012,0.459419512264277,0.300145000755183,0.314621894230105,0.0775708461843553,"Potential 1","WaratahMix","Eucalyptus radiata","Eucalyptus radiata","SE_NSW","SE_AUS",1,"SE_NSW"
"129","Eucalyptus fastigata","Eucalyptus fastigata",0.389879624142354,0.240160522384941,0.539598725899767,0.3822939048554,0.397465343429308,0.0763887004753038,"Potential 1","WogWay","Eucalyptus fastigata","Eucalyptus fastigata","SE_NSW","SE_AUS",1,"SE_NSW"
"218","Eucalyptus obliqua","Eucalyptus fastigata",-0.0374895955227879,-0.141769482634388,0.0667902915888119,-0.0392289859700368,-0.0357502050755391,0.053205001690922,"Potential 1","WogWay","Eucalyptus obliqua","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"313","Eucalyptus viminalis","Eucalyptus fastigata",-0.086780773015466,-0.143876329095314,-0.0296852169356178,-0.0886998834134711,-0.0848616626174609,0.0291309210425348,"Potential 1","WogWay","Eucalyptus viminalis","Eucalyptus fastigata","SE_NSW","SE_AUS",1,"SE_NSW"
"57","Eucalyptus obliqua","Eucalyptus obliqua",0.317754005495974,0.0728635711197263,0.562644439872223,0.313202596367108,0.322305414624841,0.124946395090886,"Potential 1","WogWay","Eucalyptus obliqua","Eucalyptus obliqua","SE_NSW","SE_AUS",1,"SE_NSW"
"612","Eucalyptus viminalis","Eucalyptus obliqua",0.0496422341535319,-0.0188436258243884,0.118128094131452,0.0479435507855715,0.0513409175214923,0.0349424073697925,"Potential 1","WogWay","Eucalyptus viminalis","Eucalyptus obliqua","SE_NSW","SE_AUS",NA,NA
"97","Eucalyptus viminalis","Eucalyptus viminalis",0.339009614828545,0.205958252285998,0.472060977371091,0.33061223887507,0.347406990782019,0.0678845956313681,"Potential 1","WogWay","Eucalyptus viminalis","Eucalyptus viminalis","SE_NSW","SE_AUS",1,"SE_NSW"
"130","Acacia melanoxylon","Acacia melanoxylon",0.0290055684677651,-0.470101455365048,0.528112592300578,0.0219692386884274,0.0360418982471028,0.254651120005115,"Potential 1","Goodenia","Acacia melanoxylon","Acacia melanoxylon","SE_NSW","SE_AUS",NA,NA
"219","Eucalyptus fastigata","Acacia melanoxylon",0.00773791915608602,-0.153704420666748,0.16918025897892,0.00588293720320461,0.00959290110896742,0.0823700542950127,"Potential 1","Goodenia","Eucalyptus fastigata","Acacia melanoxylon","SE_NSW","SE_AUS",NA,NA
"314","Eucalyptus sieberi","Acacia melanoxylon",0.344204002287557,-0.143221765309464,0.831629769884579,0.337433141553683,0.350974863021432,0.248691185879829,"Potential 1","Goodenia","Eucalyptus sieberi","Acacia melanoxylon","SE_NSW","SE_AUS",NA,NA
"58","Eucalyptus fastigata","Eucalyptus fastigata",0.0122802306891464,-0.206339753380924,0.230900214759217,0.00601602316912292,0.0185444382091699,0.111542857825203,"Potential 1","Goodenia","Eucalyptus fastigata","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"613","Eucalyptus sieberi","Eucalyptus fastigata",-0.0838382477273098,-0.219843056845148,0.0521665613905279,-0.0854939562813113,-0.0821825391733083,0.0693914838183897,"Potential 1","Goodenia","Eucalyptus sieberi","Eucalyptus fastigata","SE_NSW","SE_AUS",NA,NA
"98","Eucalyptus sieberi","Eucalyptus sieberi",0.0395386641404599,-0.394387354999558,0.473464683280477,0.0333919107760019,0.045685417504918,0.221394894274982,"Potential 1","Goodenia","Eucalyptus sieberi","Eucalyptus sieberi","SE_NSW","SE_AUS",NA,NA
"131","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa",-1.02982087929222,-2.35297277313034,0.29333101454589,-1.04101738051609,-1.01862437806836,0.675089901791547,"Potential 1","Candelo","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"220","Eucalyptus obliqua","Eucalyptus cypellocarpa",0.351123995372243,-0.10291045964412,0.805158450388606,0.345452321162279,0.356795669582207,0.2316544888568,"Potential 1","Candelo","Eucalyptus obliqua","Eucalyptus cypellocarpa","SE_NSW","SE_AUS",NA,NA
"412","Eucalyptus obliqua","Eucalyptus obliqua",0.135388083244696,-0.0583897584902222,0.329165924979614,0.127085598378617,0.143690568110776,0.0988680625069712,"Potential 1","Candelo","Eucalyptus obliqua","Eucalyptus obliqua","SE_NSW","SE_AUS",NA,NA
"132","Eucalyptus regnans","Eucalyptus regnans",-0.173809766087058,-0.419457097570281,0.0718375653961659,-0.184317755669173,-0.163301776504943,0.125332574180372,"Potential 1","ANU101","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"223","Pomaderris aspera","Eucalyptus regnans",-0.121743889527991,-0.210472713495848,-0.0330150655601339,-0.125056967555435,-0.118430811500548,0.0452706400054996,"Potential 1","ANU101","Pomaderris aspera","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"413","Pomaderris aspera","Pomaderris aspera",0.20330706681542,0.0292033126804586,0.377410820950382,0.195650002467778,0.210964131163062,0.0888300782607588,"Potential 1","ANU101","Pomaderris aspera","Pomaderris aspera","SE_VIC","SE_AUS",1,"SE_VIC"
"133","Acacia melanoxylon","Acacia melanoxylon",0.135971168327433,-0.0433159084045935,0.315258245059459,0.123910738528565,0.1480315981263,0.0914746792013628,"Potential 1","Ada Tree","Acacia melanoxylon","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"224","Eucalyptus regnans","Acacia melanoxylon",0.0659172504683816,-0.0810044554893461,0.212838956426109,0.059981174934565,0.0718533260021983,0.0749614314939598,"Potential 1","Ada Tree","Eucalyptus regnans","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"414","Eucalyptus regnans","Eucalyptus regnans",-0.695984218705648,-1.04262865995994,-0.34933977745136,-0.71854955498128,-0.673418882430016,0.176862658696066,"Potential 1","Ada Tree","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"134","Acacia melanoxylon","Acacia melanoxylon",0.242616676332217,0.0793899690871968,0.405843383577238,0.232164740783896,0.253068611880539,0.0832804625659104,"Potential 1","Weeaproinah","Acacia melanoxylon","Acacia melanoxylon","SE_VIC","SE_AUS",1,"SE_VIC"
"225","Eucalyptus regnans","Acacia melanoxylon",-0.0074686136716405,-0.125489225738586,0.110551998395305,-0.013176570598224,-0.00176065674505703,0.0602157044710398,"Potential 1","Weeaproinah","Eucalyptus regnans","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"315","Nematolepis squamea subsp squamea","Acacia melanoxylon",0.0509274152655018,-0.0221385209916399,0.123993351522644,0.0464935638224408,0.0553612667085628,0.0372792239211927,"Potential 1","Weeaproinah","Nematolepis squamea subsp squamea","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"59","Eucalyptus regnans","Eucalyptus regnans",-0.648962914837866,-0.946617566131425,-0.351308263544307,-0.676196888097397,-0.621728941578336,0.151867408606189,"Potential 1","Weeaproinah","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"614","Nematolepis squamea subsp squamea","Eucalyptus regnans",0.0545139364702098,-0.0542496218367024,0.163277494777122,0.0486976943634708,0.0603301785769488,0.0554926310711958,"Potential 1","Weeaproinah","Nematolepis squamea subsp squamea","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"99","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea",0.335866060306846,0.181652808537584,0.490079312076109,0.317126693553711,0.354605427059982,0.0786816762887875,"Potential 1","Weeaproinah","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea","SE_VIC","SE_AUS",1,"SE_VIC"
"135","Eucalyptus regnans","Eucalyptus regnans",-0.619652365117024,-0.95972538535506,-0.279579344878987,-0.63900981436072,-0.600294915873327,0.173509831262457,"Potential 1","ANU363","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"136","Eucalyptus regnans","Eucalyptus regnans",-0.262323405171213,-0.523549402579962,-0.00109740776246448,-0.27767423760432,-0.246972572738106,0.133281019176508,"Potential 1","ANU589","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"226","Olearia argophylla","Eucalyptus regnans",-0.105722672451436,-0.214363626690385,0.0029182817875133,-0.108100753303819,-0.103344591599053,0.0554300768258475,"Potential 1","ANU589","Olearia argophylla","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"316","Pomaderris aspera","Eucalyptus regnans",-0.0467227849676264,-0.122450625003752,0.029005055068499,-0.0495356066453842,-0.0439099632898685,0.0386373630502688,"Potential 1","ANU589","Pomaderris aspera","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"510","Olearia argophylla","Olearia argophylla",0.218613014810067,-0.272434741830258,0.709660771450393,0.211141436092615,0.22608459352752,0.250539173430557,"Potential 1","ANU589","Olearia argophylla","Olearia argophylla","SE_VIC","SE_AUS",NA,NA
"615","Pomaderris aspera","Olearia argophylla",0.031274500816847,-0.150997546546683,0.213546548180377,0.0271773249830562,0.0353716766506379,0.0929976513860811,"Potential 1","ANU589","Pomaderris aspera","Olearia argophylla","SE_VIC","SE_AUS",NA,NA
"910","Pomaderris aspera","Pomaderris aspera",0.438648880905275,0.326657417231679,0.550640344578871,0.426948765881674,0.450348995928876,0.0571395518269574,"Potential 1","ANU589","Pomaderris aspera","Pomaderris aspera","SE_VIC","SE_AUS",1,"SE_VIC"
"137","Acacia melanoxylon","Acacia melanoxylon",-0.0479663008202928,-0.333284452339421,0.237351850698835,-0.054778711229012,-0.0411538904115736,0.145573160409927,"Potential 1","Turtons","Acacia melanoxylon","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"227","Eucalyptus regnans","Acacia melanoxylon",-0.00669108710667943,-0.232882687900353,0.219500513686995,-0.010883595223914,-0.00249857898944482,0.115405998568262,"Potential 1","Turtons","Eucalyptus regnans","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"317","Hedycarya angustifolia","Acacia melanoxylon",0.118688025500971,-0.00724416459010885,0.24462021559205,0.115437546338934,0.121938504663008,0.0642522980444624,"Potential 1","Turtons","Hedycarya angustifolia","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"415","Nematolepis squamea subsp squamea","Acacia melanoxylon",-0.000292730892594861,-0.0852115163253813,0.0846260545401915,-0.00242971498300327,0.00184425319781355,0.0433267070735049,"Potential 1","Turtons","Nematolepis squamea subsp squamea","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"511","Olearia argophylla","Acacia melanoxylon",0.071846246716238,-0.0361546382607758,0.179847131693252,0.0689684663898944,0.0747240270425815,0.0551035048750441,"Potential 1","Turtons","Olearia argophylla","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"75","Eucalyptus regnans","Eucalyptus regnans",-0.509114513035477,-0.983949059881138,-0.0342799661898149,-0.521067628079414,-0.497161397991539,0.242266975613377,"Potential 1","Turtons","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",1,"SE_VIC"
"87","Hedycarya angustifolia","Eucalyptus regnans",0.0169149533993286,-0.102632235873636,0.136462142672293,0.0143713779245823,0.0194585288740748,0.0609945847045853,"Potential 1","Turtons","Hedycarya angustifolia","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"911","Nematolepis squamea subsp squamea","Eucalyptus regnans",0.0785953008519065,-0.0548147864679412,0.212005388171754,0.0757137542538975,0.0814768474499154,0.0680676218400794,"Potential 1","Turtons","Nematolepis squamea subsp squamea","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"102","Olearia argophylla","Eucalyptus regnans",0.0307212947103038,-0.10676697120202,0.168209560622628,0.027718095922362,0.0337244934982457,0.070148363437703,"Potential 1","Turtons","Olearia argophylla","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"138","Hedycarya angustifolia","Hedycarya angustifolia",0.159358053598126,-0.0189790801759124,0.337695187372164,0.151021239911971,0.16769486728428,0.0909900055208865,"Potential 1","Turtons","Hedycarya angustifolia","Hedycarya angustifolia","SE_VIC","SE_AUS",NA,NA
"141","Nematolepis squamea subsp squamea","Hedycarya angustifolia",-0.108547978613781,-0.165339241727229,-0.0517567155003334,-0.110462031337614,-0.106633925889949,0.0289756666762298,"Potential 1","Turtons","Nematolepis squamea subsp squamea","Hedycarya angustifolia","SE_VIC","SE_AUS",1,"SE_VIC"
"153","Olearia argophylla","Hedycarya angustifolia",-0.0853931172792594,-0.141324231128879,-0.0294620034296395,-0.0872540323083289,-0.0835322022501898,0.028536806946861,"Potential 1","Turtons","Olearia argophylla","Hedycarya angustifolia","SE_VIC","SE_AUS",1,"SE_VIC"
"191","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea",0.349838518365371,0.227521966198282,0.47215507053246,0.340536739773907,0.359140296956835,0.0624075509202752,"Potential 1","Turtons","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea","SE_VIC","SE_AUS",1,"SE_VIC"
"20","Olearia argophylla","Nematolepis squamea subsp squamea",-0.0329704122093961,-0.0820766087558736,0.0161357843370813,-0.0349922070511503,-0.030948617367642,0.0250546422963998,"Potential 1","Turtons","Olearia argophylla","Nematolepis squamea subsp squamea","SE_VIC","SE_AUS",NA,NA
"251","Olearia argophylla","Olearia argophylla",0.325367401668543,0.142785750011844,0.507949053325242,0.317928519737339,0.332806283599747,0.0931556156627775,"Potential 1","Turtons","Olearia argophylla","Olearia argophylla","SE_VIC","SE_AUS",1,"SE_VIC"
"139","Acacia melanoxylon","Acacia melanoxylon",0.0255803299652897,-0.189663799235993,0.240824459166573,0.0192871346977956,0.0318735252327837,0.109820451242523,"Potential 1","Lardner","Acacia melanoxylon","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"228","Eucalyptus regnans","Acacia melanoxylon",-0.0380098159630179,-0.139332361982846,0.0633127300568105,-0.0405354902405562,-0.0354841416854795,0.051696126469184,"Potential 1","Lardner","Eucalyptus regnans","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"318","Hedycarya angustifolia","Acacia melanoxylon",-0.0626081787237939,-0.184639966048012,0.059423608600424,-0.064848169834456,-0.0603681876131318,0.0622622600653834,"Potential 1","Lardner","Hedycarya angustifolia","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"416","Nematolepis squamea subsp squamea","Acacia melanoxylon",-0.0468984198676741,-0.11008068337814,0.0162838436427918,-0.0482452377402532,-0.045551601995095,0.0322364410819993,"Potential 1","Lardner","Nematolepis squamea subsp squamea","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"512","Olearia argophylla","Acacia melanoxylon",-0.0307237626078439,-0.10607901080893,0.0446314855932425,-0.0326511754232285,-0.0287963497924593,0.0384472616820916,"Potential 1","Lardner","Olearia argophylla","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"76","Eucalyptus regnans","Eucalyptus regnans",-0.117614080821092,-0.319173674079036,0.0839455124368519,-0.125867105731256,-0.109361055910928,0.102838416852463,"Potential 1","Lardner","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"88","Hedycarya angustifolia","Eucalyptus regnans",0.0452182910222655,-0.123598904135957,0.214035486180488,0.0408962734222039,0.0495403086223271,0.0861328047300007,"Potential 1","Lardner","Hedycarya angustifolia","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"912","Nematolepis squamea subsp squamea","Eucalyptus regnans",0.0243754515635317,-0.0549358149999028,0.103686718126966,0.0220961503263555,0.0266547528007079,0.0404656754864026,"Potential 1","Lardner","Nematolepis squamea subsp squamea","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"103","Olearia argophylla","Eucalyptus regnans",-0.0254771737140099,-0.130989733840363,0.0800353864123431,-0.028681996542061,-0.0222723508859587,0.053833928051037,"Potential 1","Lardner","Olearia argophylla","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"1310","Hedycarya angustifolia","Hedycarya angustifolia",0.0160915655119141,-0.232165136753674,0.264348267777503,0.0104974294746093,0.0216857015492189,0.126663910267641,"Potential 1","Lardner","Hedycarya angustifolia","Hedycarya angustifolia","SE_VIC","SE_AUS",NA,NA
"142","Nematolepis squamea subsp squamea","Hedycarya angustifolia",-0.0743184362302099,-0.169138670572142,0.0205017981117224,-0.0763241945963966,-0.0723126778640232,0.0483785595500031,"Potential 1","Lardner","Nematolepis squamea subsp squamea","Hedycarya angustifolia","SE_VIC","SE_AUS",NA,NA
"154","Olearia argophylla","Hedycarya angustifolia",0.00930666740679812,-0.0952969016663356,0.113910236479932,0.00670403746241732,0.0119092973511789,0.0533701485834604,"Potential 1","Lardner","Olearia argophylla","Hedycarya angustifolia","SE_VIC","SE_AUS",NA,NA
"192","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea",0.221990253621075,0.0397992558598141,0.404181251382336,0.214107290114394,0.229873217127756,0.0929562987883249,"Potential 1","Lardner","Nematolepis squamea subsp squamea","Nematolepis squamea subsp squamea","SE_VIC","SE_AUS",1,"SE_VIC"
"201","Olearia argophylla","Nematolepis squamea subsp squamea",-0.0776845156738915,-0.132663384256285,-0.0227056470914984,-0.0792873785221507,-0.0760816528256323,0.028050958597229,"Potential 1","Lardner","Olearia argophylla","Nematolepis squamea subsp squamea","SE_VIC","SE_AUS",1,"SE_VIC"
"252","Olearia argophylla","Olearia argophylla",0.208902158953807,0.0646219939103389,0.353182323997275,0.202508544055707,0.215295773851907,0.0736136817724875,"Potential 1","Lardner","Olearia argophylla","Olearia argophylla","SE_VIC","SE_AUS",1,"SE_VIC"
"140","Acacia melanoxylon","Acacia melanoxylon",0.00251821494344081,-0.266608820977453,0.271645250864335,-0.00235107168446714,0.00738750157134876,0.137312235349085,"Potential 1","HardyCreek","Acacia melanoxylon","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"229","Eucalyptus regnans","Acacia melanoxylon",0.0607708858100467,-0.0844845638661057,0.206026335486199,0.0574756653255325,0.064066106294561,0.0741112851164149,"Potential 1","HardyCreek","Eucalyptus regnans","Acacia melanoxylon","SE_VIC","SE_AUS",NA,NA
"417","Eucalyptus regnans","Eucalyptus regnans",-0.230579164231127,-0.510117962553696,0.0489596340914408,-0.243428873512307,-0.217729454949948,0.142624456636721,"Potential 1","HardyCreek","Eucalyptus regnans","Eucalyptus regnans","SE_VIC","SE_AUS",NA,NA
"143","Allocasuarina torulosa","Allocasuarina torulosa",0.283431617999377,0.127050108491703,0.439813127507051,0.275434577939711,0.291428658059044,0.079787950565006,"Potential 1","MinesRd","Allocasuarina torulosa","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"230","Eucalyptus microcorys","Allocasuarina torulosa",0.158555710308962,0.0214529428492879,0.295658477768635,0.156132527114169,0.160978893503754,0.0699516769395371,"Potential 1","MinesRd","Eucalyptus microcorys","Allocasuarina torulosa","N_NSW","N_AUS",1,"N_NSW"
"319","Eucalyptus pilularis","Allocasuarina torulosa",-0.0254488036861651,-0.11184895502853,0.0609513476562001,-0.0275761384176637,-0.0233214689546665,0.0440825198952014,"Potential 1","MinesRd","Eucalyptus pilularis","Allocasuarina torulosa","N_NSW","N_AUS",NA,NA
"513","Eucalyptus microcorys","Eucalyptus microcorys",-0.0275044100734293,-0.417703215865481,0.362694395718623,-0.0325623082834516,-0.022446511863407,0.199084681591035,"Potential 1","MinesRd","Eucalyptus microcorys","Eucalyptus microcorys","N_NSW","N_AUS",NA,NA
