"","from","to","value","lo","hi","Site","Genus_from","Genus_to"
"236","Eucalyptus regnans Dominant","Lomatia fraseri Suppressed",0.571978714151176,-0.570009511554885,1.71396693985724,"ANU589","Eucalyptus","Lomatia"
"237","Eucalyptus regnans Intermediate","Lomatia fraseri Suppressed",-0.925863117566101,-2.18967806197729,0.337951826845084,"ANU589","Eucalyptus","Lomatia"
"238","Eucalyptus regnans Suppressed","Lomatia fraseri Suppressed",0.678095091590862,-0.0892317549547681,1.44542193813649,"ANU589","Eucalyptus","Lomatia"
"239","Lomatia fraseri Suppressed","Lomatia fraseri Suppressed",-0.194283705804212,-1.25982205742167,0.871254645813247,"ANU589","Lomatia","Lomatia"
"240","Olearia argophylla Suppressed","Lomatia fraseri Suppressed",-0.662952736716029,-1.81695048281285,0.491045009380792,"ANU589","Olearia","Lomatia"
"241","Pomaderris aspera Suppressed","Lomatia fraseri Suppressed",0.107935634619479,-0.180273699530663,0.39614496876962,"ANU589","Pomaderris","Lomatia"
"242","Acacia melanoxylon Suppressed","Olearia argophylla Suppressed",-2.26836611779164,-6.22577847893612,1.68904624335284,"ANU589","Acacia","Olearia"
"243","Bedfordia arborescens Suppressed","Olearia argophylla Suppressed",0.414338349883147,-0.525383881613556,1.35406058137985,"ANU589","Bedfordia","Olearia"
"244","Eucalyptus regnans Co-dominant","Olearia argophylla Suppressed",0.0688216035534165,-0.673045991531871,0.810689198638705,"ANU589","Eucalyptus","Olearia"
"245","Eucalyptus regnans Dominant","Olearia argophylla Suppressed",-0.159127361760988,-2.03758537645486,1.71933065293288,"ANU589","Eucalyptus","Olearia"
"246","Eucalyptus regnans Intermediate","Olearia argophylla Suppressed",-2.10034820459135,-3.6890898947118,-0.511606514470904,"ANU589","Eucalyptus","Olearia"
"247","Eucalyptus regnans Suppressed","Olearia argophylla Suppressed",1.31696083665318,0.0925336879272225,2.54138798537915,"ANU589","Eucalyptus","Olearia"
"248","Lomatia fraseri Suppressed","Olearia argophylla Suppressed",-0.662952736716029,-1.81695048281285,0.491045009380792,"ANU589","Lomatia","Olearia"
"249","Olearia argophylla Suppressed","Olearia argophylla Suppressed",-1.12762645519046,-3.0784226618122,0.823169751431277,"ANU589","Olearia","Olearia"
"250","Pomaderris aspera Suppressed","Olearia argophylla Suppressed",0.0663256238310043,-0.244547698728526,0.377198946390535,"ANU589","Pomaderris","Olearia"
"251","Acacia melanoxylon Suppressed","Pomaderris aspera Suppressed",-0.287373659784208,-0.701261043749738,0.126513724181322,"ANU589","Acacia","Pomaderris"
"252","Bedfordia arborescens Suppressed","Pomaderris aspera Suppressed",0.117731827760162,-0.0565049127985123,0.291968568318836,"ANU589","Bedfordia","Pomaderris"
"253","Eucalyptus regnans Co-dominant","Pomaderris aspera Suppressed",0.154449542551115,-0.0365368707315719,0.345435955833801,"ANU589","Eucalyptus","Pomaderris"
"254","Eucalyptus regnans Dominant","Pomaderris aspera Suppressed",0.227582386991178,-0.231020704676577,0.686185478658933,"ANU589","Eucalyptus","Pomaderris"
"255","Eucalyptus regnans Intermediate","Pomaderris aspera Suppressed",0.150430799881822,-0.186660860397763,0.487522460161406,"ANU589","Eucalyptus","Pomaderris"
"256","Eucalyptus regnans Suppressed","Pomaderris aspera Suppressed",-0.349635000145617,-0.691770335806026,-0.00749966448520728,"ANU589","Eucalyptus","Pomaderris"
"257","Lomatia fraseri Suppressed","Pomaderris aspera Suppressed",0.107935634619479,-0.180273699530663,0.39614496876962,"ANU589","Lomatia","Pomaderris"
"258","Olearia argophylla Suppressed","Pomaderris aspera Suppressed",0.0663256238310043,-0.244547698728526,0.377198946390535,"ANU589","Olearia","Pomaderris"
"259","Pomaderris aspera Suppressed","Pomaderris aspera Suppressed",0.386678607720235,0.252888336976059,0.520468878464411,"ANU589","Pomaderris","Pomaderris"
"260","Acacia melanoxylon Suppressed","Acacia melanoxylon Suppressed",-0.147324762724067,-0.470351496592828,0.175701971144694,"Turtons","Acacia","Acacia"
"261","Eucalyptus regnans Co-dominant","Acacia melanoxylon Suppressed",0.0745462691607201,-0.268832120086488,0.417924658407928,"Turtons","Eucalyptus","Acacia"
"262","Eucalyptus regnans Dominant","Acacia melanoxylon Suppressed",-0.214926538595708,-0.797298526558452,0.367445449367036,"Turtons","Eucalyptus","Acacia"
"263","Eucalyptus regnans Intermediate","Acacia melanoxylon Suppressed",0.467209250934181,-0.159481380136372,1.09389988200473,"Turtons","Eucalyptus","Acacia"
"264","Eucalyptus regnans Suppressed","Acacia melanoxylon Suppressed",-0.980443129689047,-2.16191628302969,0.201030023651599,"Turtons","Eucalyptus","Acacia"
"265","Hedycarya angustifolia Suppressed","Acacia melanoxylon Suppressed",0.185754891052224,0.0382398266491027,0.333269955455344,"Turtons","Hedycarya","Acacia"
"266","Misc Suppressed","Acacia melanoxylon Suppressed",-0.219731093097801,-0.813728902482628,0.374266716287026,"Turtons","Misc","Acacia"
"267","Nematolepis squamea subsp squamea Suppressed","Acacia melanoxylon Suppressed",-0.0333094875768641,-0.157012977265913,0.0903940021121852,"Turtons","Nematolepis","Acacia"
"268","Olearia argophylla Suppressed","Acacia melanoxylon Suppressed",0.218359789359465,0.0545914377320361,0.382128140986894,"Turtons","Olearia","Acacia"
"269","Acacia melanoxylon Suppressed","Eucalyptus regnans Co-dominant",0.0745462691607201,-0.268832120086488,0.417924658407928,"Turtons","Acacia","Eucalyptus"
"270","Eucalyptus regnans Co-dominant","Eucalyptus regnans Co-dominant",-0.621287902582366,-1.42937479416092,0.18679898899619,"Turtons","Eucalyptus","Eucalyptus"
"271","Eucalyptus regnans Dominant","Eucalyptus regnans Co-dominant",-0.115388781647718,-1.0787691399728,0.847991576677361,"Turtons","Eucalyptus","Eucalyptus"
"272","Eucalyptus regnans Intermediate","Eucalyptus regnans Co-dominant",-0.095159728074528,-1.16830583770139,0.977986381552338,"Turtons","Eucalyptus","Eucalyptus"
"273","Eucalyptus regnans Suppressed","Eucalyptus regnans Co-dominant",-0.630051517037283,-2.16632331766143,0.906220283586859,"Turtons","Eucalyptus","Eucalyptus"
"274","Hedycarya angustifolia Suppressed","Eucalyptus regnans Co-dominant",0.0754707423233941,-0.132272332022124,0.283213816668912,"Turtons","Hedycarya","Eucalyptus"
"275","Misc Suppressed","Eucalyptus regnans Co-dominant",-0.111069043710676,-0.948709351379972,0.72657126395862,"Turtons","Misc","Eucalyptus"
"276","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Co-dominant",0.0282872720927529,-0.15400361343961,0.210578157625116,"Turtons","Nematolepis","Eucalyptus"
"277","Olearia argophylla Suppressed","Eucalyptus regnans Co-dominant",0.0101827693119531,-0.271999122783934,0.29236466140784,"Turtons","Olearia","Eucalyptus"
"278","Acacia melanoxylon Suppressed","Eucalyptus regnans Dominant",-0.214926538595708,-0.797298526558452,0.367445449367036,"Turtons","Acacia","Eucalyptus"
"279","Eucalyptus regnans Co-dominant","Eucalyptus regnans Dominant",-0.115388781647718,-1.0787691399728,0.847991576677361,"Turtons","Eucalyptus","Eucalyptus"
"280","Eucalyptus regnans Dominant","Eucalyptus regnans Dominant",-4.08077209357924,-7.63871335079817,-0.522830836360305,"Turtons","Eucalyptus","Eucalyptus"
"281","Eucalyptus regnans Intermediate","Eucalyptus regnans Dominant",0.00830745665504089,-1.45361767329043,1.47023258660052,"Turtons","Eucalyptus","Eucalyptus"
"282","Eucalyptus regnans Suppressed","Eucalyptus regnans Dominant",0.748965244369411,-0.670524167307827,2.16845465604665,"Turtons","Eucalyptus","Eucalyptus"
"283","Hedycarya angustifolia Suppressed","Eucalyptus regnans Dominant",0.0749528625846793,-0.274495078355301,0.42440080352466,"Turtons","Hedycarya","Eucalyptus"
"284","Misc Suppressed","Eucalyptus regnans Dominant",0.645409910927538,-0.543609046738853,1.83442886859393,"Turtons","Misc","Eucalyptus"
"285","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Dominant",0.217577534951548,-0.0930923109597715,0.528247380862867,"Turtons","Nematolepis","Eucalyptus"
"286","Olearia argophylla Suppressed","Eucalyptus regnans Dominant",0.306730006784075,-0.110229775563083,0.723689789131233,"Turtons","Olearia","Eucalyptus"
"287","Acacia melanoxylon Suppressed","Eucalyptus regnans Intermediate",0.467209250934181,-0.159481380136372,1.09389988200473,"Turtons","Acacia","Eucalyptus"
"288","Eucalyptus regnans Co-dominant","Eucalyptus regnans Intermediate",-0.095159728074528,-1.16830583770139,0.977986381552338,"Turtons","Eucalyptus","Eucalyptus"
"289","Eucalyptus regnans Dominant","Eucalyptus regnans Intermediate",0.00830745665504089,-1.45361767329043,1.47023258660052,"Turtons","Eucalyptus","Eucalyptus"
"290","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-4.96771068114061,-12.029243035792,2.09382167351079,"Turtons","Eucalyptus","Eucalyptus"
"291","Eucalyptus regnans Suppressed","Eucalyptus regnans Intermediate",0.941935706793469,-1.31694484574569,3.20081625933263,"Turtons","Eucalyptus","Eucalyptus"
"292","Hedycarya angustifolia Suppressed","Eucalyptus regnans Intermediate",-0.248046224649878,-0.750679257213892,0.254586807914136,"Turtons","Hedycarya","Eucalyptus"
"293","Misc Suppressed","Eucalyptus regnans Intermediate",-0.602774270927524,-2.5794251777474,1.37387663589235,"Turtons","Misc","Eucalyptus"
"294","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Intermediate",0.180419480397104,-0.1805070106084,0.541345971402609,"Turtons","Nematolepis","Eucalyptus"
"295","Olearia argophylla Suppressed","Eucalyptus regnans Intermediate",-0.519849799723577,-1.31519345253684,0.275493853089689,"Turtons","Olearia","Eucalyptus"
"296","Acacia melanoxylon Suppressed","Eucalyptus regnans Suppressed",-0.980443129689047,-2.16191628302969,0.201030023651599,"Turtons","Acacia","Eucalyptus"
"297","Eucalyptus regnans Co-dominant","Eucalyptus regnans Suppressed",-0.630051517037283,-2.16632331766143,0.906220283586859,"Turtons","Eucalyptus","Eucalyptus"
"298","Eucalyptus regnans Dominant","Eucalyptus regnans Suppressed",0.748965244369411,-0.670524167307827,2.16845465604665,"Turtons","Eucalyptus","Eucalyptus"
"299","Eucalyptus regnans Intermediate","Eucalyptus regnans Suppressed",0.941935706793469,-1.31694484574569,3.20081625933263,"Turtons","Eucalyptus","Eucalyptus"
"300","Eucalyptus regnans Suppressed","Eucalyptus regnans Suppressed",-1.69069205194417,-6.59618236620197,3.21479826231364,"Turtons","Eucalyptus","Eucalyptus"
"301","Hedycarya angustifolia Suppressed","Eucalyptus regnans Suppressed",0.0641780710492234,-0.502741486360564,0.631097628459011,"Turtons","Hedycarya","Eucalyptus"
"302","Misc Suppressed","Eucalyptus regnans Suppressed",-0.277590676947838,-2.64510827226046,2.08992691836478,"Turtons","Misc","Eucalyptus"
"303","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Suppressed",-0.163285758100435,-0.623176107940345,0.296604591739475,"Turtons","Nematolepis","Eucalyptus"
"304","Olearia argophylla Suppressed","Eucalyptus regnans Suppressed",0.478217175074993,-0.1707720137171,1.12720636386709,"Turtons","Olearia","Eucalyptus"
"305","Acacia melanoxylon Suppressed","Hedycarya angustifolia Suppressed",0.185754891052224,0.0382398266491027,0.333269955455344,"Turtons","Acacia","Hedycarya"
"306","Eucalyptus regnans Co-dominant","Hedycarya angustifolia Suppressed",0.0754707423233941,-0.132272332022124,0.283213816668912,"Turtons","Eucalyptus","Hedycarya"
"307","Eucalyptus regnans Dominant","Hedycarya angustifolia Suppressed",0.0749528625846793,-0.274495078355301,0.42440080352466,"Turtons","Eucalyptus","Hedycarya"
"308","Eucalyptus regnans Intermediate","Hedycarya angustifolia Suppressed",-0.248046224649878,-0.750679257213892,0.254586807914136,"Turtons","Eucalyptus","Hedycarya"
"309","Eucalyptus regnans Suppressed","Hedycarya angustifolia Suppressed",0.0641780710492234,-0.502741486360564,0.631097628459011,"Turtons","Eucalyptus","Hedycarya"
"310","Hedycarya angustifolia Suppressed","Hedycarya angustifolia Suppressed",0.146441551728154,-0.00949497247012399,0.302378075926431,"Turtons","Hedycarya","Hedycarya"
"311","Misc Suppressed","Hedycarya angustifolia Suppressed",0.107040772814909,-0.249430947529157,0.463512493158975,"Turtons","Misc","Hedycarya"
"312","Nematolepis squamea subsp squamea Suppressed","Hedycarya angustifolia Suppressed",-0.121780318029679,-0.213178429736088,-0.0303822063232695,"Turtons","Nematolepis","Hedycarya"
"313","Olearia argophylla Suppressed","Hedycarya angustifolia Suppressed",-0.175029012010789,-0.296559668816402,-0.0534983552051762,"Turtons","Olearia","Hedycarya"
"314","Acacia melanoxylon Suppressed","Misc Suppressed",-0.219731093097801,-0.813728902482628,0.374266716287026,"Turtons","Acacia","Misc"
"315","Eucalyptus regnans Co-dominant","Misc Suppressed",-0.111069043710676,-0.948709351379972,0.72657126395862,"Turtons","Eucalyptus","Misc"
"316","Eucalyptus regnans Dominant","Misc Suppressed",0.645409910927538,-0.543609046738853,1.83442886859393,"Turtons","Eucalyptus","Misc"
"317","Eucalyptus regnans Intermediate","Misc Suppressed",-0.602774270927524,-2.5794251777474,1.37387663589235,"Turtons","Eucalyptus","Misc"
"318","Eucalyptus regnans Suppressed","Misc Suppressed",-0.277590676947838,-2.64510827226046,2.08992691836478,"Turtons","Eucalyptus","Misc"
"319","Hedycarya angustifolia Suppressed","Misc Suppressed",0.107040772814909,-0.249430947529157,0.463512493158975,"Turtons","Hedycarya","Misc"
"320","Misc Suppressed","Misc Suppressed",-0.154310735872684,-1.92598586575304,1.61736439400768,"Turtons","Misc","Misc"
"321","Nematolepis squamea subsp squamea Suppressed","Misc Suppressed",-0.200822636844731,-0.562998961471755,0.161353687782293,"Turtons","Nematolepis","Misc"
"322","Olearia argophylla Suppressed","Misc Suppressed",0.140523036786982,-0.238569167002246,0.51961524057621,"Turtons","Olearia","Misc"
"323","Acacia melanoxylon Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.0333094875768641,-0.157012977265913,0.0903940021121852,"Turtons","Acacia","Nematolepis"
"324","Eucalyptus regnans Co-dominant","Nematolepis squamea subsp squamea Suppressed",0.0282872720927529,-0.15400361343961,0.210578157625116,"Turtons","Eucalyptus","Nematolepis"
"325","Eucalyptus regnans Dominant","Nematolepis squamea subsp squamea Suppressed",0.217577534951548,-0.0930923109597715,0.528247380862867,"Turtons","Eucalyptus","Nematolepis"
"326","Eucalyptus regnans Intermediate","Nematolepis squamea subsp squamea Suppressed",0.180419480397104,-0.1805070106084,0.541345971402609,"Turtons","Eucalyptus","Nematolepis"
"327","Eucalyptus regnans Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.163285758100435,-0.623176107940345,0.296604591739475,"Turtons","Eucalyptus","Nematolepis"
"328","Hedycarya angustifolia Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.121780318029679,-0.213178429736088,-0.0303822063232695,"Turtons","Hedycarya","Nematolepis"
"329","Misc Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.200822636844731,-0.562998961471755,0.161353687782293,"Turtons","Misc","Nematolepis"
"330","Nematolepis squamea subsp squamea Suppressed","Nematolepis squamea subsp squamea Suppressed",0.297942887628438,0.187111563612944,0.408774211643933,"Turtons","Nematolepis","Nematolepis"
"331","Olearia argophylla Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.0210067686483918,-0.122375179111147,0.0803616418143639,"Turtons","Olearia","Nematolepis"
"332","Acacia melanoxylon Suppressed","Olearia argophylla Suppressed",0.218359789359465,0.0545914377320361,0.382128140986894,"Turtons","Acacia","Olearia"
"333","Eucalyptus regnans Co-dominant","Olearia argophylla Suppressed",0.0101827693119531,-0.271999122783934,0.29236466140784,"Turtons","Eucalyptus","Olearia"
"334","Eucalyptus regnans Dominant","Olearia argophylla Suppressed",0.306730006784075,-0.110229775563083,0.723689789131233,"Turtons","Eucalyptus","Olearia"
"335","Eucalyptus regnans Intermediate","Olearia argophylla Suppressed",-0.519849799723577,-1.31519345253684,0.275493853089689,"Turtons","Eucalyptus","Olearia"
"336","Eucalyptus regnans Suppressed","Olearia argophylla Suppressed",0.478217175074993,-0.1707720137171,1.12720636386709,"Turtons","Eucalyptus","Olearia"
"337","Hedycarya angustifolia Suppressed","Olearia argophylla Suppressed",-0.175029012010789,-0.296559668816402,-0.0534983552051762,"Turtons","Hedycarya","Olearia"
"338","Misc Suppressed","Olearia argophylla Suppressed",0.140523036786982,-0.238569167002246,0.51961524057621,"Turtons","Misc","Olearia"
"339","Nematolepis squamea subsp squamea Suppressed","Olearia argophylla Suppressed",-0.0210067686483918,-0.122375179111147,0.0803616418143639,"Turtons","Nematolepis","Olearia"
"340","Olearia argophylla Suppressed","Olearia argophylla Suppressed",0.212455782500081,0.0103971629528172,0.414514402047345,"Turtons","Olearia","Olearia"
"341","Acacia melanoxylon Suppressed","Acacia melanoxylon Suppressed",0.0764964978039262,-0.195014658976766,0.348007654584619,"Lardner","Acacia","Acacia"
"342","Eucalyptus regnans Co-dominant","Acacia melanoxylon Suppressed",-0.0659920307006287,-0.25611703582787,0.124132974426612,"Lardner","Eucalyptus","Acacia"
"343","Eucalyptus regnans Dominant","Acacia melanoxylon Suppressed",-0.589254604453439,-1.20086158587713,0.0223523769702513,"Lardner","Eucalyptus","Acacia"
"344","Eucalyptus regnans Intermediate","Acacia melanoxylon Suppressed",0.0549316074254677,-0.250679656863893,0.360542871714828,"Lardner","Eucalyptus","Acacia"
"345","Eucalyptus regnans Suppressed","Acacia melanoxylon Suppressed",0.118145582639658,-0.647069682375437,0.883360847654754,"Lardner","Eucalyptus","Acacia"
"346","Hedycarya angustifolia Suppressed","Acacia melanoxylon Suppressed",-0.198032177188635,-0.429591358640006,0.0335270042627355,"Lardner","Hedycarya","Acacia"
"347","Misc","Acacia melanoxylon Suppressed",0.0900441576840406,-0.26338551762815,0.443473832996231,"Lardner","Misc","Acacia"
"348","Nematolepis squamea subsp squamea Suppressed","Acacia melanoxylon Suppressed",-0.117786851968613,-0.28312591486295,0.047552210925723,"Lardner","Nematolepis","Acacia"
"349","Olearia argophylla Suppressed","Acacia melanoxylon Suppressed",-0.00203964956032444,-0.125313336357505,0.121234037236856,"Lardner","Olearia","Acacia"
"350","Acacia melanoxylon Suppressed","Eucalyptus regnans Co-dominant",-0.0659920307006287,-0.25611703582787,0.124132974426612,"Lardner","Acacia","Eucalyptus"
"351","Eucalyptus regnans Co-dominant","Eucalyptus regnans Co-dominant",-0.210021163123526,-0.476055470931026,0.0560131446839742,"Lardner","Eucalyptus","Eucalyptus"
"352","Eucalyptus regnans Dominant","Eucalyptus regnans Co-dominant",-0.579128020886023,-1.06000632940724,-0.0982497123648068,"Lardner","Eucalyptus","Eucalyptus"
"353","Eucalyptus regnans Intermediate","Eucalyptus regnans Co-dominant",0.0870881508394588,-0.248994651875625,0.423170953554543,"Lardner","Eucalyptus","Eucalyptus"
"354","Eucalyptus regnans Suppressed","Eucalyptus regnans Co-dominant",-0.240316575706322,-1.01146808699904,0.530834935586394,"Lardner","Eucalyptus","Eucalyptus"
"355","Hedycarya angustifolia Suppressed","Eucalyptus regnans Co-dominant",-0.0359999526222056,-0.266111122910525,0.194111217666114,"Lardner","Hedycarya","Eucalyptus"
"356","Misc","Eucalyptus regnans Co-dominant",0.362054508650684,-0.0230719599791756,0.747180977280543,"Lardner","Misc","Eucalyptus"
"357","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Co-dominant",0.0925267272921974,-0.0683456160299927,0.253399070614388,"Lardner","Nematolepis","Eucalyptus"
"358","Olearia argophylla Suppressed","Eucalyptus regnans Co-dominant",-0.0083778171119179,-0.151134288398616,0.13437865417478,"Lardner","Olearia","Eucalyptus"
"359","Acacia melanoxylon Suppressed","Eucalyptus regnans Dominant",-0.589254604453439,-1.20086158587713,0.0223523769702513,"Lardner","Acacia","Eucalyptus"
"360","Eucalyptus regnans Co-dominant","Eucalyptus regnans Dominant",-0.579128020886023,-1.06000632940724,-0.0982497123648068,"Lardner","Eucalyptus","Eucalyptus"
"361","Eucalyptus regnans Dominant","Eucalyptus regnans Dominant",-2.72702281814198,-4.91799350930414,-0.536052126979824,"Lardner","Eucalyptus","Eucalyptus"
"362","Eucalyptus regnans Intermediate","Eucalyptus regnans Dominant",0.542589091383569,-0.26288205166802,1.34806023443516,"Lardner","Eucalyptus","Eucalyptus"
"363","Eucalyptus regnans Suppressed","Eucalyptus regnans Dominant",-1.00366013645659,-3.2604661584027,1.25314588548953,"Lardner","Eucalyptus","Eucalyptus"
"364","Hedycarya angustifolia Suppressed","Eucalyptus regnans Dominant",-0.211556709614135,-0.722215353590981,0.299101934362711,"Lardner","Hedycarya","Eucalyptus"
"365","Misc","Eucalyptus regnans Dominant",1.18320905591431,0.338995265883911,2.02742284594472,"Lardner","Misc","Eucalyptus"
"366","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Dominant",0.160919491231288,-0.223600701301457,0.545439683764034,"Lardner","Nematolepis","Eucalyptus"
"367","Olearia argophylla Suppressed","Eucalyptus regnans Dominant",0.131002678222284,-0.249250890496932,0.5112562469415,"Lardner","Olearia","Eucalyptus"
"368","Acacia melanoxylon Suppressed","Eucalyptus regnans Intermediate",0.0549316074254677,-0.250679656863893,0.360542871714828,"Lardner","Acacia","Eucalyptus"
"369","Eucalyptus regnans Co-dominant","Eucalyptus regnans Intermediate",0.0870881508394588,-0.248994651875625,0.423170953554543,"Lardner","Eucalyptus","Eucalyptus"
"370","Eucalyptus regnans Dominant","Eucalyptus regnans Intermediate",0.542589091383569,-0.26288205166802,1.34806023443516,"Lardner","Eucalyptus","Eucalyptus"
"371","Eucalyptus regnans Intermediate","Eucalyptus regnans Intermediate",-0.0447739491037583,-0.878190555842423,0.788642657634906,"Lardner","Eucalyptus","Eucalyptus"
"372","Eucalyptus regnans Suppressed","Eucalyptus regnans Intermediate",0.410488258334871,-0.778245304909757,1.5992218215795,"Lardner","Eucalyptus","Eucalyptus"
"373","Hedycarya angustifolia Suppressed","Eucalyptus regnans Intermediate",-0.154590719818285,-0.570483200365554,0.261301760728984,"Lardner","Hedycarya","Eucalyptus"
"374","Misc","Eucalyptus regnans Intermediate",-0.198559621538241,-0.856321784576834,0.459202541500352,"Lardner","Misc","Eucalyptus"
"375","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Intermediate",-0.0807735540775699,-0.360163731808034,0.198616623652894,"Lardner","Nematolepis","Eucalyptus"
"376","Olearia argophylla Suppressed","Eucalyptus regnans Intermediate",-0.0260390547280727,-0.240701266038244,0.188623156582098,"Lardner","Olearia","Eucalyptus"
"377","Acacia melanoxylon Suppressed","Eucalyptus regnans Suppressed",0.118145582639658,-0.647069682375437,0.883360847654754,"Lardner","Acacia","Eucalyptus"
"378","Eucalyptus regnans Co-dominant","Eucalyptus regnans Suppressed",-0.240316575706322,-1.01146808699904,0.530834935586394,"Lardner","Eucalyptus","Eucalyptus"
"379","Eucalyptus regnans Dominant","Eucalyptus regnans Suppressed",-1.00366013645659,-3.2604661584027,1.25314588548953,"Lardner","Eucalyptus","Eucalyptus"
"380","Eucalyptus regnans Intermediate","Eucalyptus regnans Suppressed",0.410488258334871,-0.778245304909757,1.5992218215795,"Lardner","Eucalyptus","Eucalyptus"
"381","Eucalyptus regnans Suppressed","Eucalyptus regnans Suppressed",-7.72289493394563,-20.1772693474576,4.73147947956634,"Lardner","Eucalyptus","Eucalyptus"
"382","Hedycarya angustifolia Suppressed","Eucalyptus regnans Suppressed",-0.418798513580146,-1.36235600108376,0.524758973923466,"Lardner","Hedycarya","Eucalyptus"
"383","Misc","Eucalyptus regnans Suppressed",0.882637367680827,-0.391940221769733,2.15721495713139,"Lardner","Misc","Eucalyptus"
"384","Nematolepis squamea subsp squamea Suppressed","Eucalyptus regnans Suppressed",0.518793260067569,-0.185218872052745,1.22280539218788,"Lardner","Nematolepis","Eucalyptus"
"385","Olearia argophylla Suppressed","Eucalyptus regnans Suppressed",0.502041660699141,-0.00333058212310855,1.00741390352139,"Lardner","Olearia","Eucalyptus"
"386","Acacia melanoxylon Suppressed","Hedycarya angustifolia Suppressed",-0.198032177188635,-0.429591358640006,0.0335270042627355,"Lardner","Acacia","Hedycarya"
"387","Eucalyptus regnans Co-dominant","Hedycarya angustifolia Suppressed",-0.0359999526222056,-0.266111122910525,0.194111217666114,"Lardner","Eucalyptus","Hedycarya"
"388","Eucalyptus regnans Dominant","Hedycarya angustifolia Suppressed",-0.211556709614135,-0.722215353590981,0.299101934362711,"Lardner","Eucalyptus","Hedycarya"
"389","Eucalyptus regnans Intermediate","Hedycarya angustifolia Suppressed",-0.154590719818285,-0.570483200365554,0.261301760728984,"Lardner","Eucalyptus","Hedycarya"
"390","Eucalyptus regnans Suppressed","Hedycarya angustifolia Suppressed",-0.418798513580146,-1.36235600108376,0.524758973923466,"Lardner","Eucalyptus","Hedycarya"
"391","Hedycarya angustifolia Suppressed","Hedycarya angustifolia Suppressed",0.0350449165653873,-0.303882966035859,0.373972799166633,"Lardner","Hedycarya","Hedycarya"
"392","Misc","Hedycarya angustifolia Suppressed",-0.0461571282350874,-0.459368768862126,0.367054512391951,"Lardner","Misc","Hedycarya"
"393","Nematolepis squamea subsp squamea Suppressed","Hedycarya angustifolia Suppressed",-0.154757717462522,-0.347377123684121,0.0378616887590781,"Lardner","Nematolepis","Hedycarya"
"394","Olearia argophylla Suppressed","Hedycarya angustifolia Suppressed",0.00985900096929548,-0.13994857436078,0.159666576299371,"Lardner","Olearia","Hedycarya"
"395","Acacia melanoxylon Suppressed","Misc",0.0900441576840406,-0.26338551762815,0.443473832996231,"Lardner","Acacia","Misc"
"396","Eucalyptus regnans Co-dominant","Misc",0.362054508650684,-0.0230719599791756,0.747180977280543,"Lardner","Eucalyptus","Misc"
"397","Eucalyptus regnans Dominant","Misc",1.18320905591431,0.338995265883911,2.02742284594472,"Lardner","Eucalyptus","Misc"
"398","Eucalyptus regnans Intermediate","Misc",-0.198559621538241,-0.856321784576834,0.459202541500352,"Lardner","Eucalyptus","Misc"
"399","Eucalyptus regnans Suppressed","Misc",0.882637367680827,-0.391940221769733,2.15721495713139,"Lardner","Eucalyptus","Misc"
"400","Hedycarya angustifolia Suppressed","Misc",-0.0461571282350874,-0.459368768862126,0.367054512391951,"Lardner","Hedycarya","Misc"
"401","Misc","Misc",-0.315302455096206,-1.16932691402471,0.538722003832294,"Lardner","Misc","Misc"
"402","Nematolepis squamea subsp squamea Suppressed","Misc",-0.320517294909347,-0.616996590518749,-0.024037999299946,"Lardner","Nematolepis","Misc"
"403","Olearia argophylla Suppressed","Misc",-0.259371853751312,-0.482953635590994,-0.03579007191163,"Lardner","Olearia","Misc"
"404","Acacia melanoxylon Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.117786851968613,-0.28312591486295,0.047552210925723,"Lardner","Acacia","Nematolepis"
"405","Eucalyptus regnans Co-dominant","Nematolepis squamea subsp squamea Suppressed",0.0925267272921974,-0.0683456160299927,0.253399070614388,"Lardner","Eucalyptus","Nematolepis"
"406","Eucalyptus regnans Dominant","Nematolepis squamea subsp squamea Suppressed",0.160919491231288,-0.223600701301457,0.545439683764034,"Lardner","Eucalyptus","Nematolepis"
"407","Eucalyptus regnans Intermediate","Nematolepis squamea subsp squamea Suppressed",-0.0807735540775699,-0.360163731808034,0.198616623652894,"Lardner","Eucalyptus","Nematolepis"
"408","Eucalyptus regnans Suppressed","Nematolepis squamea subsp squamea Suppressed",0.518793260067569,-0.185218872052745,1.22280539218788,"Lardner","Eucalyptus","Nematolepis"
"409","Hedycarya angustifolia Suppressed","Nematolepis squamea subsp squamea Suppressed",-0.154757717462522,-0.347377123684121,0.0378616887590781,"Lardner","Hedycarya","Nematolepis"
