"","...1","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site","class_from","class_to","class_int","species_from","species_to","which_species","group","int","se","sig","lo","hi","range_ci"
"166",166,"Eucalyptus regnans large","Eucalyptus delegatensis large",0.333997993129981,40.8107634558811,1.28297546506772,2.36418468133148,19.0877190343186,45.6622457485969,215.614585762927,"NorthStyx","large","large","large_large","Eucalyptus regnans","Eucalyptus delegatensis","between","between_species_large_large","Eucalyptus regnans large_Eucalyptus delegatensis large",0.147514678617369,1,0.0487070138235182,0.626953928385605,0.578246914562087
"167",167,"Monotoca glauca small","Monotoca glauca small",0.354240174975788,0.630528481041697,0.151828448088187,0.331329647490398,0.450174683498706,0.952994795155471,1.26021059580405,"NorthStyx","small","small","small_small","Monotoca glauca","Monotoca glauca","within","within_species_small_small","Monotoca glauca small_Monotoca glauca small",0.119013116580213,1,0.119129707913012,0.585652552283182,0.46652284437017
"168",168,"Eucalyptus delegatensis large","Nothofagus cunninghamii small",0.354615065967407,5.95391734622641,1.06635178077684,1.63821421071008,2.82682013026748,10.6808591233647,17.7030968613364,"NorthStyx","large","small","large_small","Eucalyptus delegatensis","Nothofagus cunninghamii","between","between_species_large_small","Eucalyptus delegatensis large_Nothofagus cunninghamii small",0.236573976621243,NA,-0.102457907015815,0.824895040698298,0.927352947714113
"169",169,"Eucalyptus delegatensis small","Eucalyptus delegatensis large",0.521486722909112,1046.27177970665,1.21054636115075,2.70594214509965,4.96284697136383,985.138534264262,10519.8927332426,"NorthStyx","small","large","large_small","Eucalyptus delegatensis","Eucalyptus delegatensis","within","within_species_large_small","Eucalyptus delegatensis small_Eucalyptus delegatensis large",0.21083098117335,1,0.0628784529016194,0.889320712751634,0.826442259850015
"170",170,"Eucalyptus obliqua large","Eucalyptus fastigata large",-0.395323082242367,0.684868911445853,0.0766260293954088,0.505949099401972,0.741530136663193,0.915778977174533,0.982623415221636,"Newline","large","large","large_large","Eucalyptus obliqua","Eucalyptus fastigata","between","between_species_large_large","Eucalyptus obliqua large_Eucalyptus fastigata large",0.167697547001255,1,-0.72182684583287,-0.0644645409965243,0.657362304836346
"171",171,"Eucalyptus obliqua large","Eucalyptus obliqua large",-0.302112413982108,0.331418960669741,0.0982350979829901,0.152687370642967,0.30578949837119,0.48612385103723,1.00482624743031,"Newline","large","large","large_large","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_large_large","Eucalyptus obliqua large_Eucalyptus obliqua large",0.3361118461425,NA,-0.954686192217743,0.362848034215394,1.31753422643314
"172",172,"Eucalyptus obliqua large","Eucalyptus cypellocarpa large",-0.285851246663203,0.51268209385095,0.12752718232556,0.340899526449753,0.470237811433057,0.676749972589647,0.966439483891651,"Newline","large","large","large_large","Eucalyptus obliqua","Eucalyptus cypellocarpa","between","between_species_large_large","Eucalyptus obliqua large_Eucalyptus cypellocarpa large",0.196941592532499,NA,-0.665213852810653,0.106783004032667,0.77199685684332
"173",173,"Eucalyptus cypellocarpa large","Eucalyptus cypellocarpa large",-0.274209534932957,0.223464150297299,0.0448417659326102,0.0773736930575311,0.158175662870238,0.319955971067784,0.719852749042491,"Newline","large","large","large_large","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","within","within_species_large_large","Eucalyptus cypellocarpa large_Eucalyptus cypellocarpa large",0.272192045720781,NA,-0.80365934442426,0.263313868557762,1.06697321298202
"174",174,"Eucalyptus cypellocarpa large","Eucalyptus fastigata large",-0.229335963656504,0.580909673575939,0.222032482430029,0.467219306358121,0.573536553532596,0.723619156776069,0.884530178394719,"Newline","large","large","large_large","Eucalyptus cypellocarpa","Eucalyptus fastigata","between","between_species_large_large","Eucalyptus cypellocarpa large_Eucalyptus fastigata large",0.11386189464287,1,-0.449544706268371,-0.0032142808453339,0.446330425423037
"175",175,"Eucalyptus fastigata large","Eucalyptus fastigata large",-0.132464107936153,0.721438623699372,0.41024155624739,0.557476420695446,0.679332262175315,0.821263221084137,1.23092181466465,"Newline","large","large","large_large","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_large","Eucalyptus fastigata large_Eucalyptus fastigata large",0.151462004441929,NA,-0.429271056361813,0.164449091103039,0.593720147464853
"176",176,"Eucalyptus obliqua small","Eucalyptus cypellocarpa small",-0.104307503331474,0.664419608094008,0.378113483591036,0.55435306383969,0.67902119134058,0.784010144524054,0.927106964802367,"Newline","small","small","small_small","Eucalyptus obliqua","Eucalyptus cypellocarpa","between","between_species_small_small","Eucalyptus obliqua small_Eucalyptus cypellocarpa small",0.0861151604598729,NA,-0.272739283214213,0.0648259428342642,0.337565226048477
"177",177,"Eucalyptus obliqua small","Eucalyptus fastigata large",-0.0286566367202332,0.922874996139291,0.735644674402626,0.892303837206078,0.936132002370327,0.969656090679222,0.992892941528978,"Newline","small","large","large_small","Eucalyptus obliqua","Eucalyptus fastigata","between","between_species_large_small","Eucalyptus obliqua small_Eucalyptus fastigata large",0.0718278191410736,NA,-0.170844922957914,0.110714954251208,0.281559877209122
"178",178,"Eucalyptus obliqua small","Eucalyptus fastigata small",-0.0274584632922143,0.903231325874586,0.787998496140253,0.873552813498672,0.904430129767736,0.94078060062882,0.981585725695741,"Newline","small","small","small_small","Eucalyptus obliqua","Eucalyptus fastigata","between","between_species_small_small","Eucalyptus obliqua small_Eucalyptus fastigata small",0.0715237301008139,NA,-0.167951551051093,0.112416319024024,0.280367870075117
"179",179,"Eucalyptus cypellocarpa small","Eucalyptus fastigata large",-0.0218598708821642,0.928701934091112,0.757501326801534,0.888429014913771,0.937362942984365,0.984414172808753,0.997050466456633,"Newline","small","large","large_small","Eucalyptus cypellocarpa","Eucalyptus fastigata","between","between_species_large_small","Eucalyptus cypellocarpa small_Eucalyptus fastigata large",0.0802921932856858,NA,-0.177884926332581,0.136854687826765,0.314739614159346
"180",180,"Eucalyptus cypellocarpa large","Eucalyptus cypellocarpa small",-0.00713297730485717,0.974110557819882,0.948596435644471,0.968467062382338,0.977572888543756,0.981765573409451,0.98669827035554,"Newline","large","small","large_small","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","within","within_species_large_small","Eucalyptus cypellocarpa large_Eucalyptus cypellocarpa small",0.113278368047456,NA,-0.228741070016581,0.215301973184394,0.444043043200974
"181",181,"Eucalyptus fastigata small","Eucalyptus obliqua large",0.0670744753540376,1.75124738046698,1.14236355106056,1.34863163336705,1.62118999068217,2.08631929889276,2.81915986252914,"Newline","small","large","large_small","Eucalyptus fastigata","Eucalyptus obliqua","between","between_species_large_small","Eucalyptus fastigata small_Eucalyptus obliqua large",0.112129839565783,NA,-0.156584037409958,0.282956856872418,0.439540894282376
"182",182,"Eucalyptus fastigata small","Eucalyptus cypellocarpa small",0.0773414023926944,1.67227497464782,1.13751695383782,1.47375269378959,1.67815662005972,1.82723172050092,2.50508493535814,"Newline","small","small","small_small","Eucalyptus fastigata","Eucalyptus cypellocarpa","between","between_species_small_small","Eucalyptus fastigata small_Eucalyptus cypellocarpa small",0.0692107326170708,NA,-0.0549147011684913,0.216386385377689,0.271301086546181
"183",183,"Eucalyptus fastigata small","Eucalyptus fastigata large",0.0872908934991668,1.61209685144807,1.06872764558375,1.2703737006792,1.39109069726233,1.9388886556298,3.14005070191547,"Newline","small","large","large_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_small","Eucalyptus fastigata small_Eucalyptus fastigata large",0.0753738581932601,NA,-0.0620460211326075,0.233414073736631,0.295460094869238
"184",184,"Eucalyptus obliqua small","Eucalyptus obliqua large",0.170785101978322,3.35597415781345,1.36487797133747,2.35770585158148,2.90904911414283,4.64679578460626,5.53316113215887,"Newline","small","large","large_small","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_large_small","Eucalyptus obliqua small_Eucalyptus obliqua large",0.147348798575674,NA,-0.123208869937792,0.454387806809344,0.577596676747136
"185",185,"Eucalyptus obliqua small","Eucalyptus cypellocarpa large",0.195233337795523,3.42427586429679,1.12868942835788,1.81227564262673,3.30152755266003,4.72370651779783,9.29228047710187,"Newline","small","large","large_small","Eucalyptus obliqua","Eucalyptus cypellocarpa","between","between_species_large_small","Eucalyptus obliqua small_Eucalyptus cypellocarpa large",0.133983702191992,NA,-0.0703166873623711,0.454889774260916,0.525206461623287
"186",186,"Eucalyptus fastigata small","Eucalyptus cypellocarpa large",0.199586724580499,5.20764837415568,1.50118269979822,2.82187881025042,4.46537839218043,7.51489794088884,10.1129230321804,"Newline","small","large","large_small","Eucalyptus fastigata","Eucalyptus cypellocarpa","between","between_species_large_small","Eucalyptus fastigata small_Eucalyptus cypellocarpa large",0.124746537015371,NA,-0.0500197920033026,0.438977647489137,0.48899743949244
"187",187,"Eucalyptus cypellocarpa small","Eucalyptus obliqua large",0.200592254295333,4.71671623598065,1.59520671475844,2.59246051793969,3.76651213507104,6.02964888639052,12.1127991693817,"Newline","small","large","large_small","Eucalyptus cypellocarpa","Eucalyptus obliqua","between","between_species_large_small","Eucalyptus cypellocarpa small_Eucalyptus obliqua large",0.143889873919743,NA,-0.0795793114041112,0.484458629841301,0.564037941245412
"188",188,"Eucalyptus cypellocarpa small","Eucalyptus cypellocarpa small",0.210886417243451,2.21348462976229,1.35659020789692,1.77259850947887,2.08569645563058,2.67165275884878,3.36227313253639,"Newline","small","small","small_small","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","within","within_species_small_small","Eucalyptus cypellocarpa small_Eucalyptus cypellocarpa small",0.11678192773566,NA,-0.0199344157402622,0.437842329073843,0.457776744814105
"189",189,"Eucalyptus obliqua small","Eucalyptus obliqua small",0.231807084463586,3.17699547062593,1.83268442541667,2.56100684079002,3.07546749206528,4.07308880911402,4.71005961450023,"Newline","small","small","small_small","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_small_small","Eucalyptus obliqua small_Eucalyptus obliqua small",0.11363282630623,1,0.0160772139101041,0.461509707953518,0.445432494043414
"190",190,"Eucalyptus fastigata small","Eucalyptus fastigata small",0.252060016402275,1.38416040793959,0.647149640088904,0.956925780727632,1.30631782341536,1.65153705937339,2.62093978868468,"Newline","small","small","small_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_small_small","Eucalyptus fastigata small_Eucalyptus fastigata small",0.091293048678204,1,0.0701624477252963,0.42802462262158,0.357862174896284
"191",191,"Eucalyptus fastigata small","Eucalyptus viminalis large",-0.086605014830057,0.816308794046794,0.346696162746615,0.779071042730683,0.85470329249505,0.907495689279988,0.971691393709663,"WogWay","small","large","large_small","Eucalyptus fastigata","Eucalyptus viminalis","between","between_species_large_small","Eucalyptus fastigata small_Eucalyptus viminalis large",0.0746728461144811,NA,-0.231489228851722,0.0612229491632473,0.292712178014969
"192",192,"Eucalyptus fastigata large","Eucalyptus viminalis small",-0.0593723239499188,0.908508221292308,0.629336514514673,0.864732770540337,0.943948486674004,0.966959125428721,0.985877101653364,"WogWay","large","small","large_small","Eucalyptus fastigata","Eucalyptus viminalis","between","between_species_large_small","Eucalyptus fastigata large_Eucalyptus viminalis small",0.0416325182398132,NA,-0.141545098148187,0.0216513745232945,0.163196472671482
"193",193,"Eucalyptus fastigata small","Eucalyptus viminalis small",-0.0294331919371843,0.948360260067195,0.834793180096116,0.912051416117989,0.963972457032606,0.983949878115733,0.993617341349457,"WogWay","small","small","small_small","Eucalyptus fastigata","Eucalyptus viminalis","between","between_species_small_small","Eucalyptus fastigata small_Eucalyptus viminalis small",0.0389588752409917,NA,-0.106962024499738,0.0457539602013279,0.152715984701066
"194",194,"Eucalyptus fastigata large","Eucalyptus viminalis large",-0.0268084235323795,0.935263937930749,0.79784215635743,0.908636567716596,0.961820385127659,0.972860835967411,0.984558630415544,"WogWay","large","large","large_large","Eucalyptus fastigata","Eucalyptus viminalis","between","between_species_large_large","Eucalyptus fastigata large_Eucalyptus viminalis large",0.0691763855042486,NA,-0.164232769147561,0.106933679190411,0.271166448337972
"195",195,"Eucalyptus viminalis large","Eucalyptus viminalis small",-0.0156545816792897,0.945054576955058,0.895914478796451,0.92150134776415,0.9453737797435,0.970092522285276,0.986448471119674,"WogWay","large","small","large_small","Eucalyptus viminalis","Eucalyptus viminalis","within","within_species_large_small","Eucalyptus viminalis large_Eucalyptus viminalis small",0.021317454904662,NA,-0.0577259328816309,0.0258369548287576,0.0835628877103885
"196",196,"Eucalyptus fastigata small","Eucalyptus fastigata large",0.111564975597029,2.31836572479889,1.10918651257218,1.42696346535496,1.66976472787377,3.18559602887011,5.69464227239148,"WogWay","small","large","large_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_small","Eucalyptus fastigata small_Eucalyptus fastigata large",0.0951494342415917,NA,-0.072248928207639,0.300730000318125,0.372978928525764
"197",197,"Eucalyptus viminalis large","Eucalyptus viminalis large",0.176122512062708,3.20066701056768,1.43111650506948,2.34129884882128,3.13811040689281,3.82145451542615,5.74454316224824,"WogWay","large","large","large_large","Eucalyptus viminalis","Eucalyptus viminalis","within","within_species_large_large","Eucalyptus viminalis large_Eucalyptus viminalis large",0.0887871123743984,1,0.00233826178186927,0.350377346872132,0.348039085090263
"198",198,"Eucalyptus fastigata large","Eucalyptus fastigata large",0.215942234830787,3.2009252004201,1.08236349183648,2.05100040655384,3.16270632266099,4.29178667672808,5.38434557605042,"WogWay","large","large","large_large","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_large","Eucalyptus fastigata large_Eucalyptus fastigata large",0.172737786354388,NA,-0.12146788878209,0.55565179126546,0.67711968004755
"199",199,"Eucalyptus fastigata small","Eucalyptus fastigata small",0.425386455477473,19.7417259855339,1.68673605829971,5.37640061510723,16.2451626133593,30.8673182973428,61.8799670330275,"WogWay","small","small","small_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_small_small","Eucalyptus fastigata small_Eucalyptus fastigata small",0.09006577852987,1,0.247240168712966,0.600291533029178,0.353051364316212
"200",200,"Eucalyptus viminalis small","Eucalyptus viminalis small",0.508067519133222,59.1170535360789,3.18717050138988,32.7538486679339,55.7736048256262,81.1187920553356,125.208342616728,"WogWay","small","small","small_small","Eucalyptus viminalis","Eucalyptus viminalis","within","within_species_small_small","Eucalyptus viminalis small_Eucalyptus viminalis small",0.0616179487279597,1,0.38403014902717,0.625568069643243,0.241537920616073
"201",201,"Eucalyptus fastigata large","Eucalyptus fastigata large",-0.241258831419982,0.422868952540289,0.251861990208352,0.329773627436503,0.403152254261948,0.500160753529853,0.712020576644424,"Goodenia","large","large","large_large","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_large","Eucalyptus fastigata large_Eucalyptus fastigata large",0.197603029952846,NA,-0.631963001947911,0.142626641939222,0.774589643887134
"202",202,"Eucalyptus fastigata large","Eucalyptus fastigata small",-0.0261094787516479,0.905454168933218,0.857276777884753,0.876585599124716,0.900220457308099,0.932020201067281,0.957264788275733,"Goodenia","large","small","large_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_large_small","Eucalyptus fastigata large_Eucalyptus fastigata small",0.0834389856660669,NA,-0.191034059706389,0.136040753917701,0.32707481362409
"203",203,"Eucalyptus fastigata small","Eucalyptus fastigata small",0.291889917933146,5.70456862069009,2.28835413599296,3.67020328342653,5.56084529155815,7.64624883126237,10.6235330027458,"Goodenia","small","small","small_small","Eucalyptus fastigata","Eucalyptus fastigata","within","within_species_small_small","Eucalyptus fastigata small_Eucalyptus fastigata small",0.095767645490019,1,0.105442816217177,0.48084508830645,0.375402272089274
"204",204,"Eucalyptus obliqua large","Eucalyptus obliqua large",-0.0958677862299386,0.690493633387686,0.539460040841339,0.634774662955362,0.702759530203858,0.737225147340335,0.860350190358231,"Candelo","large","large","large_large","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_large_large","Eucalyptus obliqua large_Eucalyptus obliqua large",0.129156837374246,NA,-0.346571904714613,0.159713594506626,0.506285499221239
"205",205,"Eucalyptus obliqua large","Eucalyptus obliqua small",-0.0291827261279682,0.875805071739761,0.773360487842383,0.832677712249461,0.882610925844029,0.91187479454067,0.958625265852238,"Candelo","large","small","large_small","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_large_small","Eucalyptus obliqua large_Eucalyptus obliqua small",0.0526493612919241,NA,-0.130534118610519,0.0758475852718981,0.206381703882417
"206",206,"Eucalyptus obliqua small","Eucalyptus obliqua small",0.333173673847974,12.0263536072423,1.50020088145874,4.3289185054704,8.15363038943505,18.1673682441674,37.1559407755708,"Candelo","small","small","small_small","Eucalyptus obliqua","Eucalyptus obliqua","within","within_species_small_small","Eucalyptus obliqua small_Eucalyptus obliqua small",0.0431965397070946,1,0.246132629193513,0.415459953358832,0.16932732416532
"207",207,"Eucalyptus regnans large","Eucalyptus regnans large",-0.27685969665233,0.606034257478823,0.203517142637042,0.494546060479324,0.585376114701634,0.715690222517541,1.05751771098487,"ANU101","large","large","large_large","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_large","Eucalyptus regnans large_Eucalyptus regnans large",0.171469364660574,NA,-0.597673477070141,0.0744740813032407,0.672147558373382
"208",208,"Eucalyptus regnans large","Eucalyptus regnans small",-0.17118316548667,0.548220070008118,0.206067431319999,0.447185144229982,0.551585926528405,0.66618946028307,0.790266354907701,"ANU101","large","small","large_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_small","Eucalyptus regnans large_Eucalyptus regnans small",0.0581378885988314,1,-0.295067667506805,-0.0671713319249819,0.227896335581823
"209",209,"Eucalyptus regnans small","Pomaderris aspera small",-0.0872473160226821,0.688162325720919,0.438076840581678,0.595443933685241,0.709386993056882,0.785439534347181,0.889311823038627,"ANU101","small","small","small_small","Eucalyptus regnans","Pomaderris aspera","between","between_species_small_small","Eucalyptus regnans small_Pomaderris aspera small",0.0424847846858379,NA,-0.166536958466211,3.37284151386008e-07,0.166537295750362
"210",210,"Eucalyptus regnans large","Pomaderris aspera small",-0.0292684488297125,0.891775833261085,0.789177333427368,0.876297194040023,0.893543654690062,0.914431007019455,0.95036683468786,"ANU101","large","small","large_small","Eucalyptus regnans","Pomaderris aspera","between","between_species_large_small","Eucalyptus regnans large_Pomaderris aspera small",0.0667881639130072,NA,-0.152266655911085,0.109538135815018,0.261804791726104
"211",211,"Eucalyptus regnans small","Eucalyptus regnans small",-0.0147951733779782,2.31191498768929,1.39278448633814,1.8101237646491,2.18239880514332,2.76650690198868,3.87689322968875,"ANU101","small","small","small_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_small_small","Eucalyptus regnans small_Eucalyptus regnans small",0.10347104017731,NA,-0.22222457209889,0.18337445228196,0.40559902438085
"212",212,"Pomaderris aspera small","Pomaderris aspera small",0.209708312394539,6.74700885159101,2.23128922592522,4.61450319779611,6.18956369267305,8.50465445951254,14.8919714484796,"ANU101","small","small","small_small","Pomaderris aspera","Pomaderris aspera","within","within_species_small_small","Pomaderris aspera small_Pomaderris aspera small",0.0759565815092072,1,0.0605927578603184,0.358337086153972,0.297744328293654
"213",213,"Eucalyptus regnans large","Eucalyptus regnans large",-0.728832106419383,0.109094359053446,0.0106090561316689,0.0469280661638496,0.0747279359419636,0.143114885778427,0.610111320557508,"Ada Tree","large","large","large_large","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_large","Eucalyptus regnans large_Eucalyptus regnans large",0.221418043803861,1,-1.16558602776433,-0.297643244998569,0.867942782765761
"214",214,"Eucalyptus regnans small","Eucalyptus regnans small",-0.271011687281097,0.141197331819763,0.0409835081364596,0.0849178223413928,0.125382819953024,0.169739212113112,0.623388456669869,"Ada Tree","small","small","small_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_small_small","Eucalyptus regnans small_Eucalyptus regnans small",0.142012699013784,NA,-0.550550305356216,0.00612924547246974,0.556679550828686
"215",215,"Eucalyptus regnans large","Eucalyptus regnans small",-0.216599579783781,0.367851165233779,0.190552489320854,0.316714420008801,0.374135252535155,0.412419914383818,0.577977769762942,"Ada Tree","large","small","large_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_small","Eucalyptus regnans large_Eucalyptus regnans small",0.119178419352494,NA,-0.455762613932658,0.0114082053979415,0.4671708193306
"216",216,"Eucalyptus regnans large","Acacia melanoxylon small",-0.0608976851415107,0.769432656476812,0.622337490411878,0.749129963877997,0.777010266173993,0.802220281675663,0.860406180036275,"Ada Tree","large","small","large_small","Eucalyptus regnans","Acacia melanoxylon","between","between_species_large_small","Eucalyptus regnans large_Acacia melanoxylon small",0.0641180411656918,NA,-0.177491406573619,0.0738466963144059,0.251338102888025
"217",217,"Acacia melanoxylon large","Acacia melanoxylon small",-0.0231575371982622,0.913287454612857,0.84206096075874,0.893337812050959,0.910531456024087,0.935912957343051,0.975596449961299,"Ada Tree","large","small","large_small","Acacia melanoxylon","Acacia melanoxylon","within","within_species_large_small","Acacia melanoxylon large_Acacia melanoxylon small",0.0434728375346791,NA,-0.109833570744375,0.0605768210030892,0.170410391747464
"218",218,"Acacia melanoxylon large","Acacia melanoxylon large",0.0859483731019781,0.483700850278817,0.251361712702864,0.373604910602803,0.481194119040397,0.566503283959362,0.783313178601512,"Ada Tree","large","large","large_large","Acacia melanoxylon","Acacia melanoxylon","within","within_species_large_large","Acacia melanoxylon large_Acacia melanoxylon large",0.095546133013778,NA,-0.0977398974491263,0.27679406168903,0.374533959138156
"219",219,"Eucalyptus regnans small","Acacia melanoxylon large",0.0883586756074439,1.91313607667123,1.36275439907019,1.72439351276338,1.89554009266478,2.12929892528727,2.76388034126636,"Ada Tree","small","large","large_small","Eucalyptus regnans","Acacia melanoxylon","between","between_species_large_small","Eucalyptus regnans small_Acacia melanoxylon large",0.0861349412350646,NA,-0.0809346048804155,0.256708160381986,0.337642765262401
"220",220,"Acacia melanoxylon small","Eucalyptus regnans small",0.0949019876226172,2.2177285745398,1.29920285650582,1.77963540261629,2.10246930799817,2.49434484603452,3.67970382983647,"Ada Tree","small","small","small_small","Acacia melanoxylon","Eucalyptus regnans","between","between_species_small_small","Acacia melanoxylon small_Eucalyptus regnans small",0.0634597557722194,NA,-0.0180095512964435,0.230748120266072,0.248757671562515
"221",221,"Acacia melanoxylon small","Acacia melanoxylon small",0.166176817517695,2.27381457960885,1.2150617145621,1.97564154734155,2.25595292364517,2.5372425708259,3.50187097319389,"Ada Tree","small","small","small_small","Acacia melanoxylon","Acacia melanoxylon","within","within_species_small_small","Acacia melanoxylon small_Acacia melanoxylon small",0.0733399080882647,1,0.0311487756460758,0.318635932611029,0.287487156964953
"222",222,"Eucalyptus regnans large","Acacia melanoxylon large",0.199126069923892,3.29437423778992,2.06238983513242,2.80041045946698,3.17266084858777,3.74365636052493,5.80783284310611,"Ada Tree","large","large","large_large","Eucalyptus regnans","Acacia melanoxylon","between","between_species_large_large","Eucalyptus regnans large_Acacia melanoxylon large",0.128520486195722,NA,-0.0604798250657691,0.443311223372616,0.503791048438385
"223",223,"Eucalyptus regnans large","Eucalyptus regnans large",-0.476037045902743,0.163005035818233,0.0379560292188828,0.0908665576553216,0.137834168308942,0.221062682712682,0.482778774576921,"Weeaproinah","large","large","large_large","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_large","Eucalyptus regnans large_Eucalyptus regnans large",0.140573250858844,1,-0.759893681754467,-0.208856664008372,0.551037017746095
"224",224,"Acacia melanoxylon large","Acacia melanoxylon large",-0.245868306615154,0.166164894687141,0.0820379946343067,0.114067947514662,0.15471341833902,0.19690821192713,0.372997148064615,"Weeaproinah","large","large","large_large","Acacia melanoxylon","Acacia melanoxylon","within","within_species_large_large","Acacia melanoxylon large_Acacia melanoxylon large",0.182841583095707,NA,-0.600345763250371,0.116380072237376,0.716725835487747
"225",225,"Eucalyptus regnans small","Eucalyptus regnans small",-0.204490455569584,0.308423789125359,0.150626566186206,0.218827551773762,0.268843271514299,0.362982201694732,0.739584794975218,"Weeaproinah","small","small","small_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_small_small","Eucalyptus regnans small_Eucalyptus regnans small",0.115946277734933,NA,-0.445495832938839,0.00900522406505405,0.454501057003893
"226",226,"Acacia melanoxylon large","Nematolepis squamea subsp squamea large",-0.174815193867713,0.452725672716338,0.282519879718935,0.382180010499108,0.437269176872479,0.521797822838493,0.645058587443564,"Weeaproinah","large","large","large_large","Acacia melanoxylon","Nematolepis squamea","between","between_species_large_large","Acacia melanoxylon large_Nematolepis squamea subsp squamea large",0.102851809696237,NA,-0.390851983525829,0.0123197019729556,0.403171685498784
"227",227,"Eucalyptus regnans large","Eucalyptus regnans small",-0.128108557005696,0.50594168990269,0.295747909205649,0.462794404141744,0.512310910174799,0.552463475990351,0.716351129184872,"Weeaproinah","large","small","large_small","Eucalyptus regnans","Eucalyptus regnans","within","within_species_large_small","Eucalyptus regnans large_Eucalyptus regnans small",0.0774101273874608,NA,-0.271921647549404,0.031520475886758,0.303442123436162
"228",228,"Nematolepis squamea subsp squamea large","Acacia melanoxylon small",-0.119745694009519,0.62539638549304,0.432873397014747,0.544602921441474,0.625313718067084,0.691000769462488,0.892035998911949,"Weeaproinah","large","small","large_small","Nematolepis squamea","Acacia melanoxylon","between","between_species_large_small","Nematolepis squamea subsp squamea large_Acacia melanoxylon small",0.0674974374914311,NA,-0.255588133775681,0.00899695928821545,0.264585093063897
"229",229,"Acacia melanoxylon large","Eucalyptus regnans large",-0.0660448667106311,0.755213914263252,0.604672621477011,0.697549640595986,0.744986437942605,0.819537166856368,0.902282135209974,"Weeaproinah","large","large","large_large","Acacia melanoxylon","Eucalyptus regnans","between","between_species_large_large","Acacia melanoxylon large_Eucalyptus regnans large",0.102241836580545,NA,-0.28878817462165,0.111992460200545,0.400780634822195
"230",230,"Nematolepis squamea subsp squamea large","Nematolepis squamea subsp squamea large",-0.0201848665722577,1.03642909508226,0.753119166368706,0.888314000871814,1.07380703062746,1.14259979335811,1.39849389883647,"Weeaproinah","large","large","large_large","Nematolepis squamea","Nematolepis squamea","within","within_species_large_large","Nematolepis squamea subsp squamea large_Nematolepis squamea subsp squamea large",0.130264105149584,NA,-0.28339346284203,0.227232446301017,0.510625909143047
"231",231,"Eucalyptus regnans small","Nematolepis squamea subsp squamea small",-0.0154452164233314,0.918131550499458,0.869256570364085,0.907385968086602,0.918388229539313,0.93073019446166,0.95753401440649,"Weeaproinah","small","small","small_small","Eucalyptus regnans","Nematolepis squamea","between","between_species_small_small","Eucalyptus regnans small_Nematolepis squamea subsp squamea small",0.0374956912241313,NA,-0.0912676415091464,0.0557127672403173,0.146980408749464
"232",232,"Acacia melanoxylon small","Acacia melanoxylon large",0.00373924718506037,1.03020353439528,1.01019451557039,1.02212795242459,1.03027066666339,1.03717180796529,1.05211552274364,"Weeaproinah","small","large","large_small","Acacia melanoxylon","Acacia melanoxylon","within","within_species_large_small","Acacia melanoxylon small_Acacia melanoxylon large",0.0813376957184767,NA,-0.152471243404405,0.166366664982979,0.318837908387384
"233",233,"Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea large",0.0063616235203366,1.08987447315719,1.02400402279473,1.06654555702275,1.08615595362528,1.11694113740079,1.16120987196478,"Weeaproinah","small","large","large_small","Nematolepis squamea","Nematolepis squamea","within","within_species_large_small","Nematolepis squamea subsp squamea small_Nematolepis squamea subsp squamea large",0.0379970197536984,NA,-0.0634747202716616,0.0854708602025503,0.148945580474212
"234",234,"Eucalyptus regnans small","Acacia melanoxylon small",0.0102204814860799,1.07103311018768,1.03363579467009,1.06037458064449,1.0708958900746,1.08172078850634,1.10496754810182,"Weeaproinah","small","small","small_small","Eucalyptus regnans","Acacia melanoxylon","between","between_species_small_small","Eucalyptus regnans small_Acacia melanoxylon small",0.0586770153691606,NA,-0.105080137445046,0.124929536242669,0.230009673687716
