"","from","to","alpha","mean_effect","quan_0","quan_25","quan_50","quan_75","quan_100","site"
"665","Eucalyptus obliqua small","Eucalyptus obliqua small",0.0906839562154861,1.31339141300765,0.868888432938991,1.09003447049649,1.27240266377116,1.52251505700413,1.83188441362774,"BlackRiver"
"666","Monotoca glauca small","Eucalyptus ovata large",0.114338510236918,3.59305211530882,1.76227412031535,2.44184016199001,3.65205941794855,4.17690537791458,6.29316117002789,"BlackRiver"
"667","Monotoca glauca small","Leptospermum scoparium small",0.148568884521356,3.68525078074942,1.65187899741646,2.28304661238118,3.23141017102152,4.53721328205065,8.39873992509749,"BlackRiver"
"668","Eucalyptus obliqua large","Acacia mucronata small",0.192286007835242,2.72516126537303,1.3146010135179,2.0748609083839,2.49052935454191,3.29985803312001,4.59115308464796,"BlackRiver"
"669","Acacia mucronata small","Nematolepis squamea subsp squamea large",0.220941311496403,2.65633999526767,1.20637285387546,1.30578698692615,1.78950823126193,2.51044607113999,10.8674518045973,"BlackRiver"
"670","Nematolepis squamea subsp squamea small","Eucalyptus ovata small",0.229066630427593,9.87542526925214,1.85621920013678,5.11801266742165,9.53748750024452,12.454503772072,29.7585207976918,"BlackRiver"
"671","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea large",0.24212371198196,21.7564199679777,5.68177488706863,8.77908918337846,10.4192222291148,31.5437042462803,69.2076431084424,"BlackRiver"
"672","Nematolepis squamea subsp squamea large","Monotoca glauca large",0.264715567382566,2.70401796020383,1.02580158382032,1.36401207355046,1.96253128311528,3.75944954357681,10.0771458902488,"BlackRiver"
"673","Nematolepis squamea subsp squamea small","Nematolepis squamea subsp squamea small",0.28681054663624,4.79358787329423,1.62414184374392,3.21750899940656,4.59688246207774,6.11552697017515,9.7644752407898,"BlackRiver"
"674","Eucalyptus ovata small","Monotoca glauca large",0.287484984835806,5.1402972101714,1.13942867991616,1.90512314951428,2.94829498163917,6.1802817732447,18.0184260852743,"BlackRiver"
"675","Eucalyptus ovata small","Acacia mucronata small",0.327050350604225,8.66347670310594,1.35720124243877,3.3266618097395,7.69484491636772,12.7904618983402,24.5657731614411,"BlackRiver"
"676","Eucalyptus obliqua small","Eucalyptus ovata large",0.354309295022378,65.0775858467168,5.47358206331041,24.362060501181,34.0558720132719,77.7903431386075,221.719874907411,"BlackRiver"
"677","Nematolepis squamea subsp squamea large","Eucalyptus ovata large",0.384857553142724,5.06389584314427,1.06685257407188,1.81198811154092,2.51601880536995,5.49343132525145,25.9525356004556,"BlackRiver"
"678","Leptospermum scoparium small","Eucalyptus ovata large",0.393564037776141,12.630103894036,2.16924004661097,7.2480919193102,12.2082950014358,17.4351082465757,25.8948217491387,"BlackRiver"
"679","Acacia mucronata small","Eucalyptus ovata large",0.407570100760821,8.21402225682594,1.05900346056811,1.75719953694586,3.66689964873423,8.29710621050434,43.8791794459886,"BlackRiver"
"680","Monotoca glauca small","Monotoca glauca large",0.416983622742954,270.869613068792,4.75935436894933,30.0883189384863,105.457547791263,314.730008662593,1184.5932129704,"BlackRiver"
"681","Eucalyptus obliqua large","Leptospermum scoparium small",0.441177360802857,18.4102501049537,2.31143013196731,5.28731151140449,8.65616726843044,18.0649759290519,91.3522265524849,"BlackRiver"
"682","Leptospermum scoparium small","Eucalyptus ovata small",0.559538956713953,29.8418205542472,2.08890937532313,6.82702772645371,14.8389632291238,28.5224028416405,186.723934845954,"BlackRiver"
"683","Eucalyptus ovata small","Zieria arborescens small",0.59002656874098,298.447411967936,1.61912215042514,2.96130422871542,11.25191362997,107.515454575271,3488.0128369211,"BlackRiver"
"684","Eucalyptus obliqua large","Nematolepis squamea subsp squamea large",0.66443770245149,279.971649073669,6.76514692799526,22.151890865194,147.874050835977,332.525232540345,1386.02930828942,"BlackRiver"
"685","Zieria arborescens small","Monotoca glauca large",0.696906289871254,9.65352355410205,1.16600508825367,1.50831043995831,4.79694384363251,12.7379899638975,59.0853446243534,"BlackRiver"
"686","Eucalyptus ovata large","Zieria arborescens small",0.837167999415337,19.4311946791883,1.96459855979274,5.71778034869401,9.56441613229265,16.783622035339,91.5038882805389,"BlackRiver"
"687","Eucalyptus obliqua large","Zieria arborescens small",0.992971006354515,15060.3589836336,20.2361686944477,635.163709338354,3398.6234603165,19517.090109636,56914.7022154383,"BlackRiver"
"688","Acacia melanoxylon small","Acacia melanoxylon small",-1.24391293128846,0.0121609895632294,7.37332364743651e-05,0.000382961311694115,0.00404888740166784,0.00634944756555938,0.14485721406606,"BondTier"
"689","Nothofagus cunninghamii large","Nothofagus cunninghamii large",-0.899892039113121,0.137161474556369,0.0151155150814336,0.0459368342920607,0.0889968415537666,0.155575284550319,0.630288669420455,"BondTier"
"690","Acacia melanoxylon small","Nothofagus cunninghamii large",-0.873141881852896,0.23428711619862,0.00105492734296783,0.0140579364731157,0.0506450366803413,0.534119597655034,0.775048720475032,"BondTier"
"691","Nothofagus cunninghamii large","Eucalyptus obliqua large",-0.63104532598226,0.330169434836698,0.0453357830247032,0.155849985432327,0.286461226574863,0.424826348349284,0.806274175395606,"BondTier"
"692","Acacia melanoxylon small","Pomaderris apetala large",-0.614920675385539,0.32165029736438,0.0303447334113899,0.0782216629063677,0.129015920973063,0.690729688776556,0.817227112181833,"BondTier"
"693","Eucalyptus obliqua large","Eucalyptus obliqua large",-0.452969833922215,0.198549638940937,0.0663289542601931,0.104913804205873,0.166576345738854,0.24490093450271,0.655008141889984,"BondTier"
"694","Acacia melanoxylon large","Nothofagus cunninghamii large",-0.375107679325064,0.454918845205529,0.091931521023481,0.334841959489,0.467449712220579,0.594679403706617,0.799144467217465,"BondTier"
"695","Acacia melanoxylon large","Pittosporum bicolor small",-0.318130393754836,0.555865327801361,0.25718689419773,0.434040390082817,0.550454272759996,0.670637494232244,0.950086195425081,"BondTier"
"696","Nothofagus cunninghamii large","Pomaderris apetala small",-0.278198913984433,0.683051337271686,0.263691635040263,0.616851728783359,0.726223230714819,0.767060246463296,0.935113134581345,"BondTier"
"697","Nothofagus cunninghamii small","Pittosporum bicolor small",-0.244893659274274,0.437815104376253,0.093285490542197,0.404985117337955,0.492995032227657,0.542363802203896,0.65550452611965,"BondTier"
"698","Nothofagus cunninghamii small","Olearia argophylla small",-0.177920319371294,0.504996401401171,0.242334107319285,0.398950892571428,0.53426110624855,0.617597527318511,0.819958009282442,"BondTier"
"699","Eucalyptus obliqua small","Olearia argophylla small",-0.158440433051862,0.578998975609643,0.179283367796374,0.467014660599822,0.609465420930172,0.676610814425441,0.826243674136165,"BondTier"
